HGVR2,BUS,ONS LACode,Road Name,A Ref E,HGVR4,AMV,Region Name (GO),CP Location,A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
5,3,E06000025,,365366,1,201,South West,,B4465,175914,South Gloucestershire,0,7668,0,8,E,40,7/9/2004,2004,175900,1,1,149,A4175,364917,1,PU,365000,3,175894,A4017,7
4,9,E06000025,,365366,0,252,South West,,B4465,175914,South Gloucestershire,1,7668,0,5,E,48,7/9/2004,2004,175900,3,0,187,A4175,364917,0,PU,365000,6,175894,A4017,8
10,10,E06000025,,365366,1,293,South West,,B4465,175914,South Gloucestershire,0,7668,0,12,E,51,7/9/2004,2004,175900,2,1,218,A4175,364917,0,PU,365000,4,175894,A4017,9
7,9,E06000025,,365366,0,298,South West,,B4465,175914,South Gloucestershire,0,7668,0,8,E,42,7/9/2004,2004,175900,4,1,235,A4175,364917,0,PU,365000,0,175894,A4017,10
5,8,E06000025,,365366,0,335,South West,,B4465,175914,South Gloucestershire,0,7668,0,6,E,46,7/9/2004,2004,175900,5,1,270,A4175,364917,0,PU,365000,2,175894,A4017,11
10,8,E06000025,,365366,0,395,South West,,B4465,175914,South Gloucestershire,0,7668,0,11,E,45,7/9/2004,2004,175900,13,0,318,A4175,364917,1,PU,365000,5,175894,A4017,12
5,8,E06000025,,365366,0,351,South West,,B4465,175914,South Gloucestershire,0,7668,0,6,E,47,7/9/2004,2004,175900,5,0,285,A4175,364917,1,PU,365000,3,175894,A4017,13
6,5,E06000025,,365366,1,347,South West,,B4465,175914,South Gloucestershire,0,7668,1,9,E,44,7/9/2004,2004,175900,4,1,285,A4175,364917,0,PU,365000,2,175894,A4017,14
5,8,E06000025,,365366,0,411,South West,,B4465,175914,South Gloucestershire,0,7668,0,5,E,42,7/9/2004,2004,175900,5,0,351,A4175,364917,0,PU,365000,6,175894,A4017,15
1,9,E06000025,,365366,0,411,South West,,B4465,175914,South Gloucestershire,0,7668,0,2,E,46,7/9/2004,2004,175900,10,0,344,A4175,364917,1,PU,365000,7,175894,A4017,16
2,6,E06000025,,365366,0,455,South West,,B4465,175914,South Gloucestershire,0,7668,0,2,E,37,7/9/2004,2004,175900,13,0,397,A4175,364917,0,PU,365000,5,175894,A4017,17
0,8,E06000025,,365366,0,391,South West,,B4465,175914,South Gloucestershire,0,7668,0,0,E,27,7/9/2004,2004,175900,5,0,351,A4175,364917,0,PU,365000,3,175894,A4017,18
2,6,E06000025,,365366,0,348,South West,,B4465,175914,South Gloucestershire,0,7668,0,3,W,76,7/9/2004,2004,175900,8,0,255,A4175,364917,1,PU,365000,3,175894,A4017,7
3,10,E06000025,,365366,0,409,South West,,B4465,175914,South Gloucestershire,1,7668,0,6,W,47,7/9/2004,2004,175900,11,0,335,A4175,364917,2,PU,365000,5,175894,A4017,8
3,8,E06000025,,365366,0,338,South West,,B4465,175914,South Gloucestershire,0,7668,0,3,W,34,7/9/2004,2004,175900,4,0,289,A4175,364917,0,PU,365000,1,175894,A4017,9
8,10,E06000025,,365366,0,328,South West,,B4465,175914,South Gloucestershire,0,7668,0,8,W,42,7/9/2004,2004,175900,4,0,264,A4175,364917,0,PU,365000,1,175894,A4017,10
2,8,E06000025,,365366,0,323,South West,,B4465,175914,South Gloucestershire,0,7668,0,2,W,48,7/9/2004,2004,175900,2,0,263,A4175,364917,0,PU,365000,1,175894,A4017,11
3,7,E06000025,,365366,1,328,South West,,B4465,175914,South Gloucestershire,0,7668,0,4,W,38,7/9/2004,2004,175900,2,0,277,A4175,364917,0,PU,365000,5,175894,A4017,12
9,8,E06000025,,365366,0,316,South West,,B4465,175914,South Gloucestershire,0,7668,0,11,W,31,7/9/2004,2004,175900,4,0,262,A4175,364917,2,PU,365000,2,175894,A4017,13
12,11,E06000025,,365366,0,322,South West,,B4465,175914,South Gloucestershire,0,7668,0,12,W,35,7/9/2004,2004,175900,2,0,262,A4175,364917,0,PU,365000,3,175894,A4017,14
10,7,E06000025,,365366,1,349,South West,,B4465,175914,South Gloucestershire,0,7668,0,12,W,34,7/9/2004,2004,175900,2,0,294,A4175,364917,1,PU,365000,3,175894,A4017,15
3,7,E06000025,,365366,0,381,South West,,B4465,175914,South Gloucestershire,0,7668,0,3,W,43,7/9/2004,2004,175900,2,0,326,A4175,364917,0,PU,365000,14,175894,A4017,16
5,6,E06000025,,365366,0,300,South West,,B4465,175914,South Gloucestershire,0,7668,0,5,W,30,7/9/2004,2004,175900,6,0,253,A4175,364917,0,PU,365000,3,175894,A4017,17
3,3,E06000025,,365366,0,308,South West,,B4465,175914,South Gloucestershire,0,7668,0,3,W,16,7/9/2004,2004,175900,1,0,285,A4175,364917,0,PU,365000,4,175894,A4017,18
0,8,E06000022,Catherine Way,,0,43,South West,,,,Bath and North East Somerset,0,964896,0,1,S,7,7/9/2004,2004,168000,0,0,27,U,,1,UU,378100,0,,,7
0,3,E06000022,Catherine Way,,0,47,South West,,,,Bath and North East Somerset,0,964896,0,0,S,7,7/9/2004,2004,168000,0,0,37,U,,0,UU,378100,0,,,8
0,4,E06000022,Catherine Way,,0,29,South West,,,,Bath and North East Somerset,0,964896,0,0,S,3,7/9/2004,2004,168000,3,0,19,U,,0,UU,378100,0,,,9
0,3,E06000022,Catherine Way,,0,17,South West,,,,Bath and North East Somerset,0,964896,0,0,S,2,7/9/2004,2004,168000,0,0,12,U,,0,UU,378100,0,,,10
0,4,E06000022,Catherine Way,,0,21,South West,,,,Bath and North East Somerset,0,964896,0,0,S,0,7/9/2004,2004,168000,0,0,17,U,,0,UU,378100,0,,,11
0,3,E06000022,Catherine Way,,0,16,South West,,,,Bath and North East Somerset,0,964896,0,0,S,3,7/9/2004,2004,168000,0,0,10,U,,0,UU,378100,0,,,12
0,4,E06000022,Catherine Way,,0,23,South West,,,,Bath and North East Somerset,0,964896,0,0,S,2,7/9/2004,2004,168000,1,0,16,U,,0,UU,378100,0,,,13
0,5,E06000022,Catherine Way,,0,29,South West,,,,Bath and North East Somerset,0,964896,0,0,S,1,7/9/2004,2004,168000,0,0,23,U,,0,UU,378100,0,,,14
0,3,E06000022,Catherine Way,,0,26,South West,,,,Bath and North East Somerset,0,964896,0,0,S,1,7/9/2004,2004,168000,0,0,22,U,,0,UU,378100,0,,,15
0,5,E06000022,Catherine Way,,0,23,South West,,,,Bath and North East Somerset,0,964896,0,0,S,6,7/9/2004,2004,168000,0,0,12,U,,0,UU,378100,0,,,16
0,4,E06000022,Catherine Way,,0,29,South West,,,,Bath and North East Somerset,0,964896,0,0,S,6,7/9/2004,2004,168000,0,0,19,U,,0,UU,378100,0,,,17
0,3,E06000022,Catherine Way,,0,22,South West,,,,Bath and North East Somerset,0,964896,0,0,S,1,7/9/2004,2004,168000,0,0,18,U,,0,UU,378100,1,,,18
