HGVR2,BUS,ONS LACode,Road Name,A Ref E,HGVR4,AMV,Region Name (GO),CP Location,A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
17,10,E06000023,,359530,7,2020,South West,,A4044,174060,"Bristol, City of",1,57291,2,44,N,292,9/14/2012,2012,173930,16,8,1658,A4032,360000,9,PU,359900,0,173566,M32,7
32,25,E06000023,,359530,7,2122,South West,,A4044,174060,"Bristol, City of",3,57291,9,64,N,252,9/14/2012,2012,173930,25,6,1756,A4032,360000,7,PU,359900,0,173566,M32,8
33,21,E06000023,,359530,5,1473,South West,,A4044,174060,"Bristol, City of",2,57291,6,65,N,240,9/14/2012,2012,173930,14,12,1133,A4032,360000,7,PU,359900,0,173566,M32,9
42,17,E06000023,,359530,5,1655,South West,,A4044,174060,"Bristol, City of",3,57291,11,80,N,306,9/14/2012,2012,173930,10,8,1242,A4032,360000,11,PU,359900,0,173566,M32,10
31,19,E06000023,,359530,4,1613,South West,,A4044,174060,"Bristol, City of",2,57291,5,57,N,291,9/14/2012,2012,173930,7,11,1239,A4032,360000,4,PU,359900,0,173566,M32,11
33,14,E06000023,,359530,3,2054,South West,,A4044,174060,"Bristol, City of",1,57291,3,52,N,309,9/14/2012,2012,173930,20,9,1659,A4032,360000,3,PU,359900,0,173566,M32,12
29,15,E06000023,,359530,6,2056,South West,,A4044,174060,"Bristol, City of",5,57291,13,71,N,317,9/14/2012,2012,173930,28,12,1625,A4032,360000,6,PU,359900,0,173566,M32,13
26,22,E06000023,,359530,6,2259,South West,,A4044,174060,"Bristol, City of",0,57291,9,52,N,337,9/14/2012,2012,173930,34,8,1814,A4032,360000,3,PU,359900,0,173566,M32,14
21,11,E06000023,,359530,5,2358,South West,,A4044,174060,"Bristol, City of",0,57291,9,44,N,315,9/14/2012,2012,173930,38,5,1950,A4032,360000,4,PU,359900,0,173566,M32,15
14,22,E06000023,,359530,0,2704,South West,,A4044,174060,"Bristol, City of",0,57291,5,30,N,267,9/14/2012,2012,173930,43,8,2342,A4032,360000,3,PU,359900,2,173566,M32,16
