HGVR2,BUS,ONS LACode,Road Name,A Ref E,HGVR4,AMV,Region Name (GO),CP Location,A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
34,8,E06000022,,366519,5,1009,South West,,B3116,165330,Bath and North East Somerset,2,26127,1,57,E,197,5/24/2000,2000,165500,13,8,734,A4,370150,7,TR,370000,0,168269,A39,7
33,14,E06000022,,366519,1,1103,South West,,B3116,165330,Bath and North East Somerset,0,26127,6,43,E,165,5/24/2000,2000,165500,17,2,864,A4,370150,1,TR,370000,4,168269,A39,8
30,16,E06000022,,366519,3,875,South West,,B3116,165330,Bath and North East Somerset,3,26127,3,51,E,150,5/24/2000,2000,165500,11,4,647,A4,370150,8,TR,370000,0,168269,A39,9
33,15,E06000022,,366519,1,789,South West,,B3116,165330,Bath and North East Somerset,3,26127,4,49,E,153,5/24/2000,2000,165500,13,5,559,A4,370150,3,TR,370000,2,168269,A39,10
31,10,E06000022,,366519,3,736,South West,,B3116,165330,Bath and North East Somerset,2,26127,6,52,E,121,5/24/2000,2000,165500,7,5,546,A4,370150,5,TR,370000,5,168269,A39,11
30,11,E06000022,,366519,1,761,South West,,B3116,165330,Bath and North East Somerset,1,26127,1,46,E,121,5/24/2000,2000,165500,13,9,570,A4,370150,4,TR,370000,4,168269,A39,12
35,10,E06000022,,366519,3,804,South West,,B3116,165330,Bath and North East Somerset,6,26127,5,56,E,110,5/24/2000,2000,165500,13,4,615,A4,370150,3,TR,370000,1,168269,A39,13
20,19,E06000022,,366519,1,710,South West,,B3116,165330,Bath and North East Somerset,1,26127,2,30,E,106,5/24/2000,2000,165500,4,4,551,A4,370150,2,TR,370000,1,168269,A39,14
20,12,E06000022,,366519,2,761,South West,,B3116,165330,Bath and North East Somerset,1,26127,4,36,E,88,5/24/2000,2000,165500,9,8,616,A4,370150,1,TR,370000,1,168269,A39,15
16,15,E06000022,,366519,4,937,South West,,B3116,165330,Bath and North East Somerset,3,26127,1,28,E,114,5/24/2000,2000,165500,25,2,755,A4,370150,2,TR,370000,5,168269,A39,16
9,10,E06000022,,366519,0,1043,South West,,B3116,165330,Bath and North East Somerset,1,26127,5,15,E,80,5/24/2000,2000,165500,33,0,905,A4,370150,0,TR,370000,0,168269,A39,17
