HGVR2,BUS,ONS LACode,A Ref E,HGVR4,AMV,Region Name (GO),A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
48,14,E06000024,335210,2,1645,South West,A371 Locking Moor  Road,162600,North Somerset,4,99376,4,77,E,253,3/22/2011,2011,162100,15,6,1286,A370,337880,13,PR,336850,0,161050,M5 J 21,7
38,4,E06000024,335210,1,1500,South West,A371 Locking Moor  Road,162600,North Somerset,4,99376,0,55,E,247,3/22/2011,2011,162100,5,7,1189,A370,337880,5,PR,336850,2,161050,M5 J 21,8
39,7,E06000024,335210,4,986,South West,A371 Locking Moor  Road,162600,North Somerset,1,99376,3,59,E,153,3/22/2011,2011,162100,10,8,757,A370,337880,4,PR,336850,0,161050,M5 J 21,9
18,1,E06000024,335210,1,801,South West,A371 Locking Moor  Road,162600,North Somerset,0,99376,9,39,E,150,3/22/2011,2011,162100,3,3,608,A370,337880,8,PR,336850,0,161050,M5 J 21,10
24,0,E06000024,335210,1,789,South West,A371 Locking Moor  Road,162600,North Somerset,4,99376,6,46,E,126,3/22/2011,2011,162100,3,7,614,A370,337880,4,PR,336850,0,161050,M5 J 21,11
36,4,E06000024,335210,2,834,South West,A371 Locking Moor  Road,162600,North Somerset,3,99376,8,65,E,132,3/22/2011,2011,162100,5,11,628,A370,337880,5,PR,336850,0,161050,M5 J 21,12
48,2,E06000024,335210,2,871,South West,A371 Locking Moor  Road,162600,North Somerset,1,99376,2,68,E,119,3/22/2011,2011,162100,7,7,675,A370,337880,8,PR,336850,0,161050,M5 J 21,13
29,11,E06000024,335210,6,883,South West,A371 Locking Moor  Road,162600,North Somerset,1,99376,9,58,E,123,3/22/2011,2011,162100,3,8,688,A370,337880,5,PR,336850,0,161050,M5 J 21,14
29,5,E06000024,335210,0,935,South West,A371 Locking Moor  Road,162600,North Somerset,0,99376,3,37,E,121,3/22/2011,2011,162100,6,4,766,A370,337880,1,PR,336850,0,161050,M5 J 21,15
17,2,E06000024,335210,0,1072,South West,A371 Locking Moor  Road,162600,North Somerset,3,99376,1,28,E,151,3/22/2011,2011,162100,6,4,885,A370,337880,3,PR,336850,0,161050,M5 J 21,16
9,0,E06000024,335210,0,1119,South West,A371 Locking Moor  Road,162600,North Somerset,0,99376,2,14,E,92,3/22/2011,2011,162100,6,3,1007,A370,337880,0,PR,336850,0,161050,M5 J 21,17
9,1,E06000024,335210,0,643,South West,A371 Locking Moor  Road,162600,North Somerset,1,99376,0,14,E,53,3/22/2011,2011,162100,6,4,569,A370,337880,0,PR,336850,0,161050,M5 J 21,18
28,1,E06000024,335210,1,734,South West,A371 Locking Moor  Road,162600,North Somerset,0,99376,4,43,W,156,3/22/2011,2011,162100,3,6,531,A370,337880,4,PR,336850,0,161050,M5 J 21,7
40,6,E06000024,335210,1,1139,South West,A371 Locking Moor  Road,162600,North Somerset,0,99376,6,52,W,146,3/22/2011,2011,162100,3,3,932,A370,337880,2,PR,336850,1,161050,M5 J 21,8
37,7,E06000024,335210,2,833,South West,A371 Locking Moor  Road,162600,North Somerset,0,99376,3,51,W,122,3/22/2011,2011,162100,5,4,648,A370,337880,5,PR,336850,0,161050,M5 J 21,9
37,4,E06000024,335210,3,817,South West,A371 Locking Moor  Road,162600,North Somerset,1,99376,5,53,W,112,3/22/2011,2011,162100,3,4,645,A370,337880,3,PR,336850,0,161050,M5 J 21,10
48,3,E06000024,335210,5,881,South West,A371 Locking Moor  Road,162600,North Somerset,1,99376,13,77,W,107,3/22/2011,2011,162100,7,6,687,A370,337880,4,PR,336850,0,161050,M5 J 21,11
27,5,E06000024,335210,1,845,South West,A371 Locking Moor  Road,162600,North Somerset,1,99376,2,45,W,128,3/22/2011,2011,162100,8,5,659,A370,337880,9,PR,336850,0,161050,M5 J 21,12
23,0,E06000024,335210,2,824,South West,A371 Locking Moor  Road,162600,North Somerset,4,99376,5,44,W,116,3/22/2011,2011,162100,3,7,661,A370,337880,3,PR,336850,0,161050,M5 J 21,13
26,1,E06000024,335210,3,897,South West,A371 Locking Moor  Road,162600,North Somerset,1,99376,4,47,W,138,3/22/2011,2011,162100,4,4,707,A370,337880,9,PR,336850,1,161050,M5 J 21,14
45,1,E06000024,335210,2,978,South West,A371 Locking Moor  Road,162600,North Somerset,1,99376,6,60,W,152,3/22/2011,2011,162100,5,5,760,A370,337880,1,PR,336850,1,161050,M5 J 21,15
41,11,E06000024,335210,0,1398,South West,A371 Locking Moor  Road,162600,North Somerset,0,99376,9,57,W,205,3/22/2011,2011,162100,23,6,1102,A370,337880,1,PR,336850,0,161050,M5 J 21,16
28,3,E06000024,335210,1,1585,South West,A371 Locking Moor  Road,162600,North Somerset,0,99376,5,42,W,178,3/22/2011,2011,162100,16,7,1346,A370,337880,1,PR,336850,2,161050,M5 J 21,17
13,5,E06000024,335210,0,1109,South West,A371 Locking Moor  Road,162600,North Somerset,0,99376,2,18,W,89,3/22/2011,2011,162100,10,2,987,A370,337880,1,PR,336850,1,161050,M5 J 21,18
