HGVR2,BUS,ONS LACode,HGVR4,AMV,Region Name (GO),CP Location,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,HGVR3,RCat,S Ref E,PC,Road Name,Hour
7,11,E06000023,0,386,South West,West of Whitehall Avenue,"Bristol, City of",1,990068,0,11,E,68,6/25/2007,2007,174140,6,0,290,B4465,3,BU,362200,2,Whitehall Road,7
8,10,E06000023,1,592,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,10,E,78,6/25/2007,2007,174140,4,0,490,B4465,1,BU,362200,4,Whitehall Road,8
5,9,E06000023,0,439,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,1,6,E,89,6/25/2007,2007,174140,2,0,333,B4465,0,BU,362200,0,Whitehall Road,9
17,11,E06000023,0,471,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,22,E,94,6/25/2007,2007,174140,3,1,341,B4465,4,BU,362200,2,Whitehall Road,10
13,9,E06000023,0,490,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,18,E,102,6/25/2007,2007,174140,3,1,358,B4465,4,BU,362200,0,Whitehall Road,11
44,11,E06000023,0,533,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,47,E,59,6/25/2007,2007,174140,5,0,411,B4465,3,BU,362200,2,Whitehall Road,12
39,10,E06000023,0,576,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,46,E,77,6/25/2007,2007,174140,4,0,439,B4465,7,BU,362200,4,Whitehall Road,13
6,7,E06000023,0,565,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,7,E,92,6/25/2007,2007,174140,8,0,451,B4465,1,BU,362200,0,Whitehall Road,14
8,10,E06000023,0,675,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,9,E,119,6/25/2007,2007,174140,10,1,527,B4465,0,BU,362200,1,Whitehall Road,15
6,11,E06000023,0,858,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,6,E,152,6/25/2007,2007,174140,18,0,671,B4465,0,BU,362200,4,Whitehall Road,16
4,7,E06000023,0,922,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,4,E,94,6/25/2007,2007,174140,23,0,794,B4465,0,BU,362200,7,Whitehall Road,17
17,10,E06000023,0,677,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,17,E,54,6/25/2007,2007,174140,19,0,577,B4465,0,BU,362200,5,Whitehall Road,18
4,10,E06000023,2,1068,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,1,9,W,180,6/25/2007,2007,174140,17,0,852,B4465,2,BU,362200,6,Whitehall Road,7
3,11,E06000023,0,937,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,3,W,121,6/25/2007,2007,174140,20,0,782,B4465,0,BU,362200,5,Whitehall Road,8
41,17,E06000023,1,775,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,3,45,W,97,6/25/2007,2007,174140,2,0,614,B4465,0,BU,362200,2,Whitehall Road,9
47,13,E06000023,0,479,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,51,W,67,6/25/2007,2007,174140,6,1,342,B4465,3,BU,362200,0,Whitehall Road,10
6,11,E06000023,1,486,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,11,W,107,6/25/2007,2007,174140,2,1,355,B4465,3,BU,362200,3,Whitehall Road,11
13,10,E06000023,0,480,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,17,W,76,6/25/2007,2007,174140,2,0,375,B4465,4,BU,362200,2,Whitehall Road,12
7,8,E06000023,0,501,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,1,13,W,101,6/25/2007,2007,174140,5,0,374,B4465,5,BU,362200,2,Whitehall Road,13
11,8,E06000023,0,438,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,12,W,68,6/25/2007,2007,174140,5,0,345,B4465,1,BU,362200,3,Whitehall Road,14
35,15,E06000023,0,610,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,36,W,63,6/25/2007,2007,174140,10,0,486,B4465,1,BU,362200,5,Whitehall Road,15
42,13,E06000023,0,612,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,42,W,62,6/25/2007,2007,174140,7,0,488,B4465,0,BU,362200,5,Whitehall Road,16
4,10,E06000023,0,540,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,4,W,53,6/25/2007,2007,174140,12,0,461,B4465,0,BU,362200,6,Whitehall Road,17
1,7,E06000023,0,394,South West,West of Whitehall Avenue,"Bristol, City of",1,990068,0,3,W,40,6/25/2007,2007,174140,5,0,339,B4465,1,BU,362200,3,Whitehall Road,18
