HGVR2,BUS,ONS LACode,A Ref E,HGVR4,AMV,Region Name (GO),A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
133,3,E06000025,357747,25,3251,South West,17,183284,South Gloucestershire,43,99619,68,389,N,405,10/10/2001,2001,182900,21,85,2433,M5,360686,35,TM,360000,0,181250,16,7
126,2,E06000025,357747,20,3979,South West,17,183284,South Gloucestershire,38,99619,93,406,N,275,10/10/2001,2001,182900,22,107,3274,M5,360686,22,TM,360000,0,181250,16,8
147,12,E06000025,357747,26,3355,South West,17,183284,South Gloucestershire,48,99619,110,485,N,325,10/10/2001,2001,182900,11,134,2522,M5,360686,20,TM,360000,0,181250,16,9
146,12,E06000025,357747,30,2487,South West,17,183284,South Gloucestershire,64,99619,85,498,N,327,10/10/2001,2001,182900,3,147,1647,M5,360686,26,TM,360000,0,181250,16,10
137,5,E06000025,357747,20,2474,South West,17,183284,South Gloucestershire,53,99619,118,511,N,275,10/10/2001,2001,182900,8,163,1675,M5,360686,20,TM,360000,0,181250,16,11
129,8,E06000025,357747,22,2742,South West,17,183284,South Gloucestershire,55,99619,89,477,N,264,10/10/2001,2001,182900,3,156,1990,M5,360686,26,TM,360000,0,181250,16,12
178,11,E06000025,357747,19,2989,South West,17,183284,South Gloucestershire,37,99619,82,476,N,320,10/10/2001,2001,182900,4,136,2178,M5,360686,24,TM,360000,0,181250,16,13
174,8,E06000025,357747,35,3296,South West,17,183284,South Gloucestershire,39,99619,75,490,N,347,10/10/2001,2001,182900,17,134,2434,M5,360686,33,TM,360000,0,181250,16,14
158,14,E06000025,357747,30,3335,South West,17,183284,South Gloucestershire,47,99619,116,506,N,357,10/10/2001,2001,182900,15,130,2443,M5,360686,25,TM,360000,0,181250,16,15
139,9,E06000025,357747,7,3960,South West,17,183284,South Gloucestershire,44,99619,99,428,N,426,10/10/2001,2001,182900,17,123,3080,M5,360686,16,TM,360000,0,181250,16,16
113,3,E06000025,357747,14,4135,South West,17,183284,South Gloucestershire,32,99619,77,368,N,366,10/10/2001,2001,182900,24,117,3374,M5,360686,15,TM,360000,0,181250,16,17
64,10,E06000025,357747,11,3060,South West,17,183284,South Gloucestershire,45,99619,80,328,N,224,10/10/2001,2001,182900,17,121,2481,M5,360686,7,TM,360000,0,181250,16,18
142,11,E06000025,357747,16,3101,South West,17,183284,South Gloucestershire,44,99619,109,450,S,455,10/10/2001,2001,182900,19,126,2166,M5,360686,13,TM,360000,0,181250,16,7
140,3,E06000025,357747,24,3512,South West,17,183284,South Gloucestershire,36,99619,112,456,S,414,10/10/2001,2001,182900,17,121,2622,M5,360686,23,TM,360000,0,181250,16,8
130,7,E06000025,357747,21,3087,South West,17,183284,South Gloucestershire,34,99619,98,427,S,343,10/10/2001,2001,182900,14,122,2296,M5,360686,22,TM,360000,0,181250,16,9
121,19,E06000025,357747,13,2751,South West,17,183284,South Gloucestershire,48,99619,66,400,S,265,10/10/2001,2001,182900,2,129,2065,M5,360686,23,TM,360000,0,181250,16,10
144,8,E06000025,357747,19,2840,South West,17,183284,South Gloucestershire,45,99619,80,456,S,280,10/10/2001,2001,182900,10,146,2086,M5,360686,22,TM,360000,0,181250,16,11
130,1,E06000025,357747,13,2879,South West,17,183284,South Gloucestershire,49,99619,66,435,S,296,10/10/2001,2001,182900,10,157,2137,M5,360686,20,TM,360000,0,181250,16,12
156,4,E06000025,357747,21,2791,South West,17,183284,South Gloucestershire,44,99619,83,443,S,302,10/10/2001,2001,182900,10,112,2032,M5,360686,27,TM,360000,0,181250,16,13
177,11,E06000025,357747,16,2920,South West,17,183284,South Gloucestershire,47,99619,108,503,S,266,10/10/2001,2001,182900,8,131,2132,M5,360686,24,TM,360000,0,181250,16,14
176,8,E06000025,357747,14,3136,South West,17,183284,South Gloucestershire,56,99619,78,476,S,345,10/10/2001,2001,182900,7,120,2300,M5,360686,32,TM,360000,0,181250,16,15
121,3,E06000025,357747,12,3846,South West,17,183284,South Gloucestershire,47,99619,71,387,S,422,10/10/2001,2001,182900,20,118,3014,M5,360686,18,TM,360000,0,181250,16,16
110,11,E06000025,357747,7,4154,South West,17,183284,South Gloucestershire,35,99619,81,327,S,305,10/10/2001,2001,182900,21,82,3490,M5,360686,12,TM,360000,0,181250,16,17
87,9,E06000025,357747,7,3379,South West,17,183284,South Gloucestershire,32,99619,50,240,S,176,10/10/2001,2001,182900,20,55,2934,M5,360686,9,TM,360000,0,181250,16,18
