HGVR2,BUS,ONS LACode,Road Name,A Ref E,HGVR4,AMV,Region Name (GO),CP Location,A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
54,2,E06000022,,364160,3,978,South West,,A4174/A4175,168269,Bath and North East Somerset,1,6134,7,75,E,199,4/22/2004,2004,169290,12,4,690,A4,366519,6,TR,365000,0,169700,B3116,7
43,8,E06000022,,364160,0,977,South West,,A4174/A4175,168269,Bath and North East Somerset,0,6134,5,63,E,155,4/22/2004,2004,169290,24,9,727,A4,366519,6,TR,365000,3,169700,B3116,8
44,7,E06000022,,364160,6,836,South West,,A4174/A4175,168269,Bath and North East Somerset,0,6134,6,65,E,156,4/22/2004,2004,169290,9,4,599,A4,366519,5,TR,365000,2,169700,B3116,9
36,7,E06000022,,364160,2,740,South West,,A4174/A4175,168269,Bath and North East Somerset,1,6134,10,66,E,129,4/22/2004,2004,169290,7,9,531,A4,366519,8,TR,365000,0,169700,B3116,10
51,9,E06000022,,364160,2,814,South West,,A4174/A4175,168269,Bath and North East Somerset,5,6134,4,78,E,139,4/22/2004,2004,169290,8,9,580,A4,366519,7,TR,365000,0,169700,B3116,11
32,7,E06000022,,364160,4,754,South West,,A4174/A4175,168269,Bath and North East Somerset,1,6134,11,60,E,102,4/22/2004,2004,169290,10,6,575,A4,366519,6,TR,365000,1,169700,B3116,12
40,5,E06000022,,364160,3,707,South West,,A4174/A4175,168269,Bath and North East Somerset,2,6134,5,59,E,78,4/22/2004,2004,169290,4,5,561,A4,366519,4,TR,365000,2,169700,B3116,13
27,9,E06000022,,364160,2,804,South West,,A4174/A4175,168269,Bath and North East Somerset,3,6134,10,52,E,122,4/22/2004,2004,169290,11,5,610,A4,366519,5,TR,365000,2,169700,B3116,14
25,12,E06000022,,364160,2,860,South West,,A4174/A4175,168269,Bath and North East Somerset,2,6134,5,41,E,106,4/22/2004,2004,169290,21,2,680,A4,366519,5,TR,365000,0,169700,B3116,15
20,7,E06000022,,364160,1,1119,South West,,A4174/A4175,168269,Bath and North East Somerset,4,6134,10,41,E,111,4/22/2004,2004,169290,35,3,925,A4,366519,3,TR,365000,1,169700,B3116,16
4,9,E06000022,,364160,1,1109,South West,,A4174/A4175,168269,Bath and North East Somerset,1,6134,7,21,E,98,4/22/2004,2004,169290,53,2,928,A4,366519,6,TR,365000,2,169700,B3116,17
6,6,E06000022,,364160,2,1141,South West,,A4174/A4175,168269,Bath and North East Somerset,0,6134,5,19,E,69,4/22/2004,2004,169290,28,2,1019,A4,366519,4,TR,365000,3,169700,B3116,18
27,7,E06000022,,364160,5,1254,South West,,A4174/A4175,168269,Bath and North East Somerset,0,6134,6,47,W,156,4/22/2004,2004,169290,35,1,1009,A4,366519,8,TR,365000,3,169700,B3116,7
21,9,E06000022,,364160,2,992,South West,,A4174/A4175,168269,Bath and North East Somerset,0,6134,6,35,W,90,4/22/2004,2004,169290,47,1,811,A4,366519,5,TR,365000,4,169700,B3116,8
30,11,E06000022,,364160,0,930,South West,,A4174/A4175,168269,Bath and North East Somerset,4,6134,2,48,W,134,4/22/2004,2004,169290,14,3,723,A4,366519,9,TR,365000,1,169700,B3116,9
36,4,E06000022,,364160,2,845,South West,,A4174/A4175,168269,Bath and North East Somerset,2,6134,8,56,W,123,4/22/2004,2004,169290,8,4,654,A4,366519,4,TR,365000,0,169700,B3116,10
55,5,E06000022,,364160,3,812,South West,,A4174/A4175,168269,Bath and North East Somerset,5,6134,13,86,W,133,4/22/2004,2004,169290,6,5,582,A4,366519,5,TR,365000,1,169700,B3116,11
46,5,E06000022,,364160,3,800,South West,,A4174/A4175,168269,Bath and North East Somerset,6,6134,11,78,W,129,4/22/2004,2004,169290,9,7,579,A4,366519,5,TR,365000,2,169700,B3116,12
36,3,E06000022,,364160,4,790,South West,,A4174/A4175,168269,Bath and North East Somerset,1,6134,6,65,W,109,4/22/2004,2004,169290,14,10,599,A4,366519,8,TR,365000,0,169700,B3116,13
41,6,E06000022,,364160,0,927,South West,,A4174/A4175,168269,Bath and North East Somerset,2,6134,12,63,W,141,4/22/2004,2004,169290,15,2,702,A4,366519,6,TR,365000,1,169700,B3116,14
36,21,E06000022,,364160,1,958,South West,,A4174/A4175,168269,Bath and North East Somerset,1,6134,6,55,W,148,4/22/2004,2004,169290,12,5,722,A4,366519,6,TR,365000,1,169700,B3116,15
29,4,E06000022,,364160,2,1147,South West,,A4174/A4175,168269,Bath and North East Somerset,1,6134,8,49,W,174,4/22/2004,2004,169290,23,5,897,A4,366519,4,TR,365000,0,169700,B3116,16
11,14,E06000022,,364160,1,1168,South West,,A4174/A4175,168269,Bath and North East Somerset,4,6134,8,32,W,113,4/22/2004,2004,169290,30,7,979,A4,366519,1,TR,365000,4,169700,B3116,17
9,5,E06000022,,364160,0,1138,South West,,A4174/A4175,168269,Bath and North East Somerset,0,6134,4,15,W,58,4/22/2004,2004,169290,21,0,1039,A4,366519,2,TR,365000,1,169700,B3116,18
15,0,E06000024,Royal Portlebury Dock Road,,5,772,South West,,,,North Somerset,13,996472,29,107,N,76,4/22/2004,2004,176146,11,40,578,C,,5,CU,350602,5,,,7
13,0,E06000024,Royal Portlebury Dock Road,,9,641,South West,,,,North Somerset,14,996472,26,101,N,84,4/22/2004,2004,176146,3,35,453,C,,4,CU,350602,3,,,8
21,0,E06000024,Royal Portlebury Dock Road,,12,377,South West,,,,North Somerset,15,996472,20,113,N,66,4/22/2004,2004,176146,2,40,196,C,,5,CU,350602,0,,,9
12,0,E06000024,Royal Portlebury Dock Road,,7,267,South West,,,,North Somerset,21,996472,16,103,N,50,4/22/2004,2004,176146,2,45,112,C,,2,CU,350602,0,,,10
12,0,E06000024,Royal Portlebury Dock Road,,15,261,South West,,,,North Somerset,18,996472,22,113,N,50,4/22/2004,2004,176146,0,41,98,C,,5,CU,350602,1,,,11
21,0,E06000024,Royal Portlebury Dock Road,,4,329,South West,,,,North Somerset,17,996472,22,111,N,51,4/22/2004,2004,176146,3,44,164,C,,3,CU,350602,1,,,12
44,0,E06000024,Royal Portlebury Dock Road,,13,583,South West,,,,North Somerset,28,996472,23,157,N,35,4/22/2004,2004,176146,7,44,384,C,,5,CU,350602,4,,,13
44,0,E06000024,Royal Portlebury Dock Road,,14,326,South West,,,,North Somerset,22,996472,24,151,N,44,4/22/2004,2004,176146,2,39,129,C,,8,CU,350602,1,,,14
36,0,E06000024,Royal Portlebury Dock Road,,3,329,South West,,,,North Somerset,23,996472,18,141,N,59,4/22/2004,2004,176146,2,51,127,C,,10,CU,350602,0,,,15
22,0,E06000024,Royal Portlebury Dock Road,,2,287,South West,,,,North Somerset,16,996472,26,109,N,37,4/22/2004,2004,176146,3,38,138,C,,5,CU,350602,1,,,16
17,0,E06000024,Royal Portlebury Dock Road,,4,307,South West,,,,North Somerset,8,996472,20,83,N,24,4/22/2004,2004,176146,11,32,189,C,,2,CU,350602,4,,,17
14,0,E06000024,Royal Portlebury Dock Road,,1,169,South West,,,,North Somerset,7,996472,14,60,N,18,4/22/2004,2004,176146,1,20,90,C,,4,CU,350602,1,,,18
29,0,E06000024,Royal Portlebury Dock Road,,3,224,South West,,,,North Somerset,6,996472,53,110,S,27,4/22/2004,2004,176146,0,16,87,C,,3,CU,350602,1,,,7
16,0,E06000024,Royal Portlebury Dock Road,,4,222,South West,,,,North Somerset,9,996472,33,93,S,40,4/22/2004,2004,176146,0,29,89,C,,2,CU,350602,0,,,8
21,0,E06000024,Royal Portlebury Dock Road,,8,258,South West,,,,North Somerset,4,996472,40,109,S,48,4/22/2004,2004,176146,1,31,100,C,,5,CU,350602,0,,,9
13,0,E06000024,Royal Portlebury Dock Road,,10,229,South West,,,,North Somerset,15,996472,26,99,S,60,4/22/2004,2004,176146,1,25,69,C,,10,CU,350602,0,,,10
9,0,E06000024,Royal Portlebury Dock Road,,6,224,South West,,,,North Somerset,10,996472,40,95,S,39,4/22/2004,2004,176146,0,23,90,C,,7,CU,350602,1,,,11
9,1,E06000024,Royal Portlebury Dock Road,,10,338,South West,,,,North Somerset,7,996472,46,111,S,36,4/22/2004,2004,176146,1,32,189,C,,7,CU,350602,0,,,12
