HGVR2,BUS,ONS LACode,A Ref E,HGVR4,AMV,Region Name (GO),A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
18,4,E06000024,347660,3,1303,South West,Portishead  B3124,175620,North Somerset,0,57052,2,25,E,116,6/7/2011,2011,175670,26,1,1132,A369,350670,1,PR,350000,5,175680,M5 J 19,7
9,6,E06000024,347660,4,1150,South West,Portishead  B3124,175620,North Somerset,2,57052,1,18,E,93,6/7/2011,2011,175670,10,1,1023,A369,350670,1,PR,350000,3,175680,M5 J 19,8
14,14,E06000024,347660,6,888,South West,Portishead  B3124,175620,North Somerset,0,57052,1,24,E,115,6/7/2011,2011,175670,5,0,730,A369,350670,3,PR,350000,0,175680,M5 J 19,9
16,6,E06000024,347660,1,705,South West,Portishead  B3124,175620,North Somerset,0,57052,3,23,E,101,6/7/2011,2011,175670,4,2,571,A369,350670,1,PR,350000,1,175680,M5 J 19,10
11,5,E06000024,347660,1,592,South West,Portishead  B3124,175620,North Somerset,1,57052,2,19,E,83,6/7/2011,2011,175670,0,3,485,A369,350670,1,PR,350000,0,175680,M5 J 19,11
18,4,E06000024,347660,1,626,South West,Portishead  B3124,175620,North Somerset,0,57052,2,26,E,66,6/7/2011,2011,175670,3,3,527,A369,350670,2,PR,350000,2,175680,M5 J 19,12
11,4,E06000024,347660,1,687,South West,Portishead  B3124,175620,North Somerset,0,57052,2,19,E,94,6/7/2011,2011,175670,6,2,564,A369,350670,3,PR,350000,2,175680,M5 J 19,13
14,5,E06000024,347660,0,693,South West,Portishead  B3124,175620,North Somerset,0,57052,1,21,E,111,6/7/2011,2011,175670,5,3,551,A369,350670,3,PR,350000,0,175680,M5 J 19,14
13,6,E06000024,347660,1,822,South West,Portishead  B3124,175620,North Somerset,0,57052,1,20,E,138,6/7/2011,2011,175670,2,3,656,A369,350670,2,PR,350000,0,175680,M5 J 19,15
10,4,E06000024,347660,2,1015,South West,Portishead  B3124,175620,North Somerset,3,57052,1,20,E,183,6/7/2011,2011,175670,11,3,797,A369,350670,1,PR,350000,3,175680,M5 J 19,16
