HGVR2,BUS,ONS LACode,A Ref E,HGVR4,AMV,Region Name (GO),A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
14,30,E06000022,373913,2,865,South West,A3062,164300,Bath and North East Somerset,2,37050,1,21,N,93,5/17/2002,2002,164300,13,0,708,A367,375000,2,PU,374800,4,162211,A36/A3064 roundabout,7
8,50,E06000022,373913,0,779,South West,A3062,164300,Bath and North East Somerset,0,37050,3,11,N,70,5/17/2002,2002,164300,23,0,625,A367,375000,0,PU,374800,11,162211,A36/A3064 roundabout,8
9,47,E06000022,373913,1,822,South West,A3062,164300,Bath and North East Somerset,0,37050,2,14,N,80,5/17/2002,2002,164300,15,1,666,A367,375000,1,PU,374800,5,162211,A36/A3064 roundabout,9
20,30,E06000022,373913,1,700,South West,A3062,164300,Bath and North East Somerset,0,37050,2,25,N,65,5/17/2002,2002,164300,5,1,575,A367,375000,1,PU,374800,0,162211,A36/A3064 roundabout,10
27,37,E06000022,373913,0,651,South West,A3062,164300,Bath and North East Somerset,4,37050,2,38,N,63,5/17/2002,2002,164300,8,4,505,A367,375000,1,PU,374800,2,162211,A36/A3064 roundabout,11
17,35,E06000022,373913,0,650,South West,A3062,164300,Bath and North East Somerset,0,37050,0,23,N,52,5/17/2002,2002,164300,7,2,533,A367,375000,4,PU,374800,1,162211,A36/A3064 roundabout,12
9,30,E06000022,373913,1,610,South West,A3062,164300,Bath and North East Somerset,0,37050,2,15,N,65,5/17/2002,2002,164300,0,0,500,A367,375000,3,PU,374800,0,162211,A36/A3064 roundabout,13
13,34,E06000022,373913,1,654,South West,A3062,164300,Bath and North East Somerset,1,37050,0,17,N,82,5/17/2002,2002,164300,4,0,517,A367,375000,2,PU,374800,2,162211,A36/A3064 roundabout,14
12,32,E06000022,373913,1,684,South West,A3062,164300,Bath and North East Somerset,1,37050,1,15,N,61,5/17/2002,2002,164300,12,0,564,A367,375000,0,PU,374800,1,162211,A36/A3064 roundabout,15
6,30,E06000022,373913,0,676,South West,A3062,164300,Bath and North East Somerset,0,37050,1,7,N,57,5/17/2002,2002,164300,6,0,576,A367,375000,0,PU,374800,1,162211,A36/A3064 roundabout,16
7,35,E06000022,373913,0,668,South West,A3062,164300,Bath and North East Somerset,0,37050,0,7,N,54,5/17/2002,2002,164300,11,0,561,A367,375000,0,PU,374800,0,162211,A36/A3064 roundabout,17
4,33,E06000022,373913,0,748,South West,A3062,164300,Bath and North East Somerset,0,37050,0,4,N,29,5/17/2002,2002,164300,3,0,679,A367,375000,0,PU,374800,2,162211,A36/A3064 roundabout,18
7,28,E06000022,373913,1,395,South West,A3062,164300,Bath and North East Somerset,0,37050,1,15,S,61,5/17/2002,2002,164300,7,2,284,A367,375000,4,PU,374800,1,162211,A36/A3064 roundabout,7
19,40,E06000022,373913,1,635,South West,A3062,164300,Bath and North East Somerset,2,37050,2,26,S,67,5/17/2002,2002,164300,7,0,495,A367,375000,2,PU,374800,1,162211,A36/A3064 roundabout,8
18,43,E06000022,373913,0,536,South West,A3062,164300,Bath and North East Somerset,0,37050,1,25,S,62,5/17/2002,2002,164300,3,3,403,A367,375000,3,PU,374800,0,162211,A36/A3064 roundabout,9
19,30,E06000022,373913,2,528,South West,A3062,164300,Bath and North East Somerset,1,37050,0,25,S,51,5/17/2002,2002,164300,6,0,416,A367,375000,3,PU,374800,3,162211,A36/A3064 roundabout,10
13,30,E06000022,373913,0,640,South West,A3062,164300,Bath and North East Somerset,0,37050,1,16,S,88,5/17/2002,2002,164300,5,1,501,A367,375000,1,PU,374800,0,162211,A36/A3064 roundabout,11
21,31,E06000022,373913,3,680,South West,A3062,164300,Bath and North East Somerset,0,37050,0,27,S,69,5/17/2002,2002,164300,14,1,539,A367,375000,2,PU,374800,3,162211,A36/A3064 roundabout,12
16,32,E06000022,373913,0,729,South West,A3062,164300,Bath and North East Somerset,0,37050,1,22,S,76,5/17/2002,2002,164300,6,1,593,A367,375000,4,PU,374800,2,162211,A36/A3064 roundabout,13
12,35,E06000022,373913,2,678,South West,A3062,164300,Bath and North East Somerset,1,37050,0,19,S,74,5/17/2002,2002,164300,8,2,542,A367,375000,2,PU,374800,1,162211,A36/A3064 roundabout,14
15,37,E06000022,373913,2,785,South West,A3062,164300,Bath and North East Somerset,0,37050,2,22,S,70,5/17/2002,2002,164300,11,1,645,A367,375000,2,PU,374800,3,162211,A36/A3064 roundabout,15
7,42,E06000022,373913,0,858,South West,A3062,164300,Bath and North East Somerset,1,37050,1,11,S,68,5/17/2002,2002,164300,11,1,726,A367,375000,1,PU,374800,2,162211,A36/A3064 roundabout,16
4,38,E06000022,373913,0,912,South West,A3062,164300,Bath and North East Somerset,0,37050,2,7,S,61,5/17/2002,2002,164300,16,1,790,A367,375000,0,PU,374800,1,162211,A36/A3064 roundabout,17
4,27,E06000022,373913,0,854,South West,A3062,164300,Bath and North East Somerset,1,37050,1,7,S,51,5/17/2002,2002,164300,14,1,755,A367,375000,0,PU,374800,2,162211,A36/A3064 roundabout,18
