HGVR2,BUS,ONS LACode,A Ref E,HGVR4,AMV,Region Name (GO),A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
19,18,E06000025,360131,5,1102,South West,A38,178640,South Gloucestershire,2,37768,2,32,E,157,10/12/2001,2001,178700,24,2,871,A4174,363490,2,PU,363000,1,178978,M32,7
17,15,E06000025,360131,4,853,South West,A38,178640,South Gloucestershire,1,37768,4,31,E,100,10/12/2001,2001,178700,14,2,693,A4174,363490,3,PU,363000,0,178978,M32,8
40,17,E06000025,360131,5,800,South West,A38,178640,South Gloucestershire,2,37768,3,54,E,119,10/12/2001,2001,178700,11,1,599,A4174,363490,3,PU,363000,0,178978,M32,9
43,6,E06000025,360131,7,857,South West,A38,178640,South Gloucestershire,2,37768,3,64,E,114,10/12/2001,2001,178700,10,4,663,A4174,363490,5,PU,363000,0,178978,M32,10
37,9,E06000025,360131,7,1081,South West,A38,178640,South Gloucestershire,3,37768,3,56,E,151,10/12/2001,2001,178700,10,0,855,A4174,363490,6,PU,363000,1,178978,M32,11
19,8,E06000025,360131,6,1418,South West,A38,178640,South Gloucestershire,5,37768,4,37,E,133,10/12/2001,2001,178700,37,2,1203,A4174,363490,1,PU,363000,0,178978,M32,12
24,9,E06000025,360131,8,1544,South West,A38,178640,South Gloucestershire,1,37768,1,38,E,128,10/12/2001,2001,178700,42,1,1327,A4174,363490,3,PU,363000,1,178978,M32,13
34,6,E06000025,360131,9,1497,South West,A38,178640,South Gloucestershire,3,37768,1,55,E,154,10/12/2001,2001,178700,19,2,1263,A4174,363490,6,PU,363000,2,178978,M32,14
27,7,E06000025,360131,10,1916,South West,A38,178640,South Gloucestershire,0,37768,1,45,E,161,10/12/2001,2001,178700,42,1,1661,A4174,363490,6,PU,363000,0,178978,M32,15
21,17,E06000025,360131,4,2028,South West,A38,178640,South Gloucestershire,3,37768,0,35,E,115,10/12/2001,2001,178700,68,1,1793,A4174,363490,6,PU,363000,3,178978,M32,16
3,7,E06000025,360131,1,1553,South West,A38,178640,South Gloucestershire,1,37768,1,8,E,62,10/12/2001,2001,178700,53,0,1423,A4174,363490,2,PU,363000,3,178978,M32,17
2,6,E06000025,360131,0,1243,South West,A38,178640,South Gloucestershire,0,37768,0,3,E,58,10/12/2001,2001,178700,36,1,1140,A4174,363490,0,PU,363000,1,178978,M32,18
