HGVR2,BUS,ONS LACode,HGVR4,AMV,Region Name (GO),CP Location,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,HGVR3,RCat,S Ref E,PC,Road Name,Hour
5,3,E06000025,2,104,South West,south of Walshes Ave,South Gloucestershire,1,930456,1,15,N,10,3/16/2005,2005,182290,0,1,76,U,5,UU,373520,0,ST JOHNS WAY,7
3,1,E06000025,8,142,South West,south of Walshes Ave,South Gloucestershire,2,930456,1,17,N,15,3/16/2005,2005,182290,1,2,108,U,1,UU,373520,0,ST JOHNS WAY,8
2,2,E06000025,2,91,South West,south of Walshes Ave,South Gloucestershire,0,930456,2,10,N,9,3/16/2005,2005,182290,0,3,70,U,1,UU,373520,0,ST JOHNS WAY,9
4,2,E06000025,9,92,South West,south of Walshes Ave,South Gloucestershire,0,930456,1,18,N,7,3/16/2005,2005,182290,0,0,65,U,4,UU,373520,1,ST JOHNS WAY,10
7,1,E06000025,2,87,South West,south of Walshes Ave,South Gloucestershire,2,930456,2,17,N,13,3/16/2005,2005,182290,1,1,55,U,3,UU,373520,0,ST JOHNS WAY,11
2,4,E06000025,3,93,South West,south of Walshes Ave,South Gloucestershire,1,930456,0,9,N,12,3/16/2005,2005,182290,0,0,68,U,3,UU,373520,0,ST JOHNS WAY,12
6,0,E06000025,8,109,South West,south of Walshes Ave,South Gloucestershire,2,930456,0,23,N,10,3/16/2005,2005,182290,0,4,76,U,3,UU,373520,0,ST JOHNS WAY,13
3,2,E06000025,1,92,South West,south of Walshes Ave,South Gloucestershire,0,930456,3,13,N,14,3/16/2005,2005,182290,0,3,63,U,3,UU,373520,0,ST JOHNS WAY,14
6,2,E06000025,3,117,South West,south of Walshes Ave,South Gloucestershire,0,930456,0,14,N,14,3/16/2005,2005,182290,0,0,87,U,5,UU,373520,0,ST JOHNS WAY,15
1,4,E06000025,2,119,South West,south of Walshes Ave,South Gloucestershire,0,930456,0,4,N,21,3/16/2005,2005,182290,2,0,88,U,1,UU,373520,0,ST JOHNS WAY,16
0,1,E06000025,0,142,South West,south of Walshes Ave,South Gloucestershire,1,930456,0,1,N,10,3/16/2005,2005,182290,0,0,130,U,0,UU,373520,0,ST JOHNS WAY,17
1,3,E06000025,0,117,South West,south of Walshes Ave,South Gloucestershire,0,930456,0,2,N,7,3/16/2005,2005,182290,1,0,104,U,1,UU,373520,0,ST JOHNS WAY,18
2,7,E06000025,4,163,South West,south of Walshes Ave,South Gloucestershire,0,930456,0,11,S,13,3/16/2005,2005,182290,0,0,132,U,5,UU,373520,1,ST JOHNS WAY,7
8,4,E06000025,4,269,South West,south of Walshes Ave,South Gloucestershire,0,930456,2,21,S,24,3/16/2005,2005,182290,1,4,219,U,3,UU,373520,0,ST JOHNS WAY,8
4,3,E06000025,3,138,South West,south of Walshes Ave,South Gloucestershire,0,930456,8,20,S,11,3/16/2005,2005,182290,0,2,104,U,3,UU,373520,0,ST JOHNS WAY,9
2,4,E06000025,6,102,South West,south of Walshes Ave,South Gloucestershire,0,930456,1,11,S,10,3/16/2005,2005,182290,0,0,77,U,2,UU,373520,1,ST JOHNS WAY,10
6,1,E06000025,5,107,South West,south of Walshes Ave,South Gloucestershire,0,930456,2,19,S,13,3/16/2005,2005,182290,0,2,74,U,4,UU,373520,2,ST JOHNS WAY,11
6,3,E06000025,4,137,South West,south of Walshes Ave,South Gloucestershire,1,930456,2,17,S,14,3/16/2005,2005,182290,0,1,103,U,3,UU,373520,0,ST JOHNS WAY,12
4,4,E06000025,5,117,South West,south of Walshes Ave,South Gloucestershire,3,930456,2,18,S,13,3/16/2005,2005,182290,0,0,82,U,4,UU,373520,0,ST JOHNS WAY,13
7,4,E06000025,6,125,South West,south of Walshes Ave,South Gloucestershire,1,930456,5,24,S,20,3/16/2005,2005,182290,0,2,77,U,3,UU,373520,0,ST JOHNS WAY,14
3,5,E06000025,1,178,South West,south of Walshes Ave,South Gloucestershire,0,930456,2,11,S,28,3/16/2005,2005,182290,0,1,134,U,4,UU,373520,0,ST JOHNS WAY,15
1,5,E06000025,1,149,South West,south of Walshes Ave,South Gloucestershire,0,930456,1,7,S,20,3/16/2005,2005,182290,1,1,116,U,3,UU,373520,1,ST JOHNS WAY,16
1,3,E06000025,0,214,South West,south of Walshes Ave,South Gloucestershire,0,930456,0,1,S,28,3/16/2005,2005,182290,2,0,180,U,0,UU,373520,0,ST JOHNS WAY,17
2,0,E06000025,0,141,South West,south of Walshes Ave,South Gloucestershire,0,930456,0,2,S,2,3/16/2005,2005,182290,2,0,135,U,0,UU,373520,0,ST JOHNS WAY,18
