HGVR2,BUS,ONS LACode,Road Name,A Ref E,HGVR4,AMV,Region Name (GO),CP Location,A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
169,2,E06000025,,357747,51,4346,South West,,Junction 17 M5,183284,South Gloucestershire,3,99619,75,432,N,653,9/18/2007,2007,182900,25,93,3234,M5,360686,41,TM,360000,0,181250,Junction 16 M5,7
142,12,E06000025,,357747,49,4499,South West,,Junction 17 M5,183284,South Gloucestershire,1,99619,82,406,N,566,9/18/2007,2007,182900,23,110,3492,M5,360686,22,TM,360000,0,181250,Junction 16 M5,8
148,14,E06000025,,357747,45,3508,South West,,Junction 17 M5,183284,South Gloucestershire,38,99619,99,469,N,515,9/18/2007,2007,182900,13,115,2497,M5,360686,24,TM,360000,0,181250,Junction 16 M5,9
139,11,E06000025,,357747,29,2791,South West,,Junction 17 M5,183284,South Gloucestershire,34,99619,92,450,N,441,9/18/2007,2007,182900,10,133,1879,M5,360686,23,TM,360000,0,181250,Junction 16 M5,10
135,19,E06000025,,357747,50,3028,South West,,Junction 17 M5,183284,South Gloucestershire,35,99619,128,529,N,491,9/18/2007,2007,182900,10,156,1979,M5,360686,25,TM,360000,0,181250,Junction 16 M5,11
107,7,E06000025,,357747,44,3224,South West,,Junction 17 M5,183284,South Gloucestershire,23,99619,128,480,N,439,9/18/2007,2007,182900,29,153,2269,M5,360686,25,TM,360000,0,181250,Junction 16 M5,12
126,5,E06000025,,357747,28,3545,South West,,Junction 17 M5,183284,South Gloucestershire,29,99619,97,427,N,418,9/18/2007,2007,182900,51,132,2644,M5,360686,15,TM,360000,0,181250,Junction 16 M5,13
143,11,E06000025,,357747,27,3688,South West,,Junction 17 M5,183284,South Gloucestershire,48,99619,107,502,N,428,9/18/2007,2007,182900,28,150,2719,M5,360686,27,TM,360000,0,181250,Junction 16 M5,14
133,9,E06000025,,357747,30,4024,South West,,Junction 17 M5,183284,South Gloucestershire,29,99619,136,467,N,600,9/18/2007,2007,182900,20,113,2928,M5,360686,26,TM,360000,0,181250,Junction 16 M5,15
113,13,E06000025,,357747,7,4627,South West,,Junction 17 M5,183284,South Gloucestershire,34,99619,119,412,N,643,9/18/2007,2007,182900,75,121,3484,M5,360686,18,TM,360000,0,181250,Junction 16 M5,16
60,10,E06000025,,357747,22,4791,South West,,Junction 17 M5,183284,South Gloucestershire,21,99619,109,320,N,481,9/18/2007,2007,182900,56,98,3924,M5,360686,10,TM,360000,0,181250,Junction 16 M5,17
44,9,E06000025,,357747,14,3530,South West,,Junction 17 M5,183284,South Gloucestershire,23,99619,105,289,N,280,9/18/2007,2007,182900,17,99,2935,M5,360686,4,TM,360000,0,181250,Junction 16 M5,18
178,5,E06000025,,357747,30,4121,South West,,Junction 17 M5,183284,South Gloucestershire,26,99619,147,531,S,666,9/18/2007,2007,182900,19,129,2900,M5,360686,21,TM,360000,0,181250,Junction 16 M5,7
125,2,E06000025,,357747,35,3635,South West,,Junction 17 M5,183284,South Gloucestershire,12,99619,133,425,S,468,9/18/2007,2007,182900,29,96,2711,M5,360686,24,TM,360000,0,181250,Junction 16 M5,8
115,5,E06000025,,357747,0,3460,South West,,Junction 17 M5,183284,South Gloucestershire,13,99619,124,392,S,431,9/18/2007,2007,182900,18,118,2614,M5,360686,22,TM,360000,0,181250,Junction 16 M5,9
102,11,E06000025,,357747,21,3354,South West,,Junction 17 M5,183284,South Gloucestershire,33,99619,87,378,S,395,9/18/2007,2007,182900,10,118,2560,M5,360686,17,TM,360000,0,181250,Junction 16 M5,10
123,7,E06000025,,357747,19,3285,South West,,Junction 17 M5,183284,South Gloucestershire,39,99619,86,423,S,362,9/18/2007,2007,182900,6,127,2487,M5,360686,29,TM,360000,0,181250,Junction 16 M5,11
91,7,E06000025,,357747,7,3540,South West,,Junction 17 M5,183284,South Gloucestershire,35,99619,87,352,S,419,9/18/2007,2007,182900,5,119,2757,M5,360686,13,TM,360000,0,181250,Junction 16 M5,12
106,11,E06000025,,357747,20,3870,South West,,Junction 17 M5,183284,South Gloucestershire,39,99619,102,419,S,477,9/18/2007,2007,182900,14,127,2949,M5,360686,25,TM,360000,0,181250,Junction 16 M5,13
110,29,E06000025,,357747,37,3225,South West,,Junction 17 M5,183284,South Gloucestershire,22,99619,111,437,S,425,9/18/2007,2007,182900,9,134,2325,M5,360686,23,TM,360000,0,181250,Junction 16 M5,14
123,5,E06000025,,357747,30,3731,South West,,Junction 17 M5,183284,South Gloucestershire,22,99619,138,465,S,472,9/18/2007,2007,182900,27,119,2762,M5,360686,33,TM,360000,0,181250,Junction 16 M5,15
117,8,E06000025,,357747,38,4458,South West,,Junction 17 M5,183284,South Gloucestershire,1,99619,102,373,S,562,9/18/2007,2007,182900,23,95,3492,M5,360686,20,TM,360000,0,181250,Junction 16 M5,16
62,17,E06000025,,357747,15,4872,South West,,Junction 17 M5,183284,South Gloucestershire,1,99619,83,284,S,462,9/18/2007,2007,182900,33,111,4076,M5,360686,12,TM,360000,0,181250,Junction 16 M5,17
39,4,E06000025,,357747,3,4914,South West,,Junction 17 M5,183284,South Gloucestershire,8,99619,62,209,S,311,9/18/2007,2007,182900,16,88,4374,M5,360686,9,TM,360000,0,181250,Junction 16 M5,18
2,0,E06000025,FELTHAM ROAD,,0,121,South West,"east of Castle Road, Pucklechurch",,,South Gloucestershire,0,930458,0,2,E,18,9/18/2007,2007,176630,0,0,101,C,,0,CR,370520,0,,,7
0,1,E06000025,FELTHAM ROAD,,0,104,South West,"east of Castle Road, Pucklechurch",,,South Gloucestershire,0,930458,0,2,E,19,9/18/2007,2007,176630,0,0,82,C,,2,CR,370520,2,,,8
0,0,E06000025,FELTHAM ROAD,,0,48,South West,"east of Castle Road, Pucklechurch",,,South Gloucestershire,0,930458,0,0,E,7,9/18/2007,2007,176630,0,0,41,C,,0,CR,370520,1,,,9
1,0,E06000025,FELTHAM ROAD,,0,47,South West,"east of Castle Road, Pucklechurch",,,South Gloucestershire,0,930458,0,1,E,5,9/18/2007,2007,176630,0,0,41,C,,0,CR,370520,6,,,10
2,0,E06000025,FELTHAM ROAD,,0,33,South West,"east of Castle Road, Pucklechurch",,,South Gloucestershire,0,930458,0,2,E,4,9/18/2007,2007,176630,0,0,27,C,,0,CR,370520,3,,,11
1,0,E06000025,FELTHAM ROAD,,0,46,South West,"east of Castle Road, Pucklechurch",,,South Gloucestershire,0,930458,0,1,E,7,9/18/2007,2007,176630,1,0,37,C,,0,CR,370520,1,,,12
1,0,E06000025,FELTHAM ROAD,,0,42,South West,"east of Castle Road, Pucklechurch",,,South Gloucestershire,0,930458,0,1,E,11,9/18/2007,2007,176630,0,0,30,C,,0,CR,370520,0,,,13
2,0,E06000025,FELTHAM ROAD,,0,35,South West,"east of Castle Road, Pucklechurch",,,South Gloucestershire,0,930458,0,2,E,3,9/18/2007,2007,176630,1,0,29,C,,0,CR,370520,2,,,14
1,1,E06000025,FELTHAM ROAD,,0,35,South West,"east of Castle Road, Pucklechurch",,,South Gloucestershire,0,930458,1,3,E,5,9/18/2007,2007,176630,0,0,26,C,,1,CR,370520,4,,,15
2,0,E06000025,FELTHAM ROAD,,0,46,South West,"east of Castle Road, Pucklechurch",,,South Gloucestershire,0,930458,0,5,E,8,9/18/2007,2007,176630,0,0,33,C,,3,CR,370520,1,,,16
2,0,E06000025,FELTHAM ROAD,,0,54,South West,"east of Castle Road, Pucklechurch",,,South Gloucestershire,0,930458,0,2,E,6,9/18/2007,2007,176630,2,0,44,C,,0,CR,370520,3,,,17
1,0,E06000025,FELTHAM ROAD,,0,58,South West,"east of Castle Road, Pucklechurch",,,South Gloucestershire,0,930458,0,1,E,5,9/18/2007,2007,176630,0,0,52,C,,0,CR,370520,2,,,18
0,0,E06000025,FELTHAM ROAD,,0,29,South West,"east of Castle Road, Pucklechurch",,,South Gloucestershire,0,930458,0,0,W,2,9/18/2007,2007,176630,0,0,27,C,,0,CR,370520,1,,,7
1,1,E06000025,FELTHAM ROAD,,0,47,South West,"east of Castle Road, Pucklechurch",,,South Gloucestershire,0,930458,0,2,W,2,9/18/2007,2007,176630,1,0,41,C,,1,CR,370520,0,,,8
1,0,E06000025,FELTHAM ROAD,,0,40,South West,"east of Castle Road, Pucklechurch",,,South Gloucestershire,0,930458,0,1,W,7,9/18/2007,2007,176630,0,0,32,C,,0,CR,370520,0,,,9
2,0,E06000025,FELTHAM ROAD,,0,50,South West,"east of Castle Road, Pucklechurch",,,South Gloucestershire,0,930458,0,2,W,8,9/18/2007,2007,176630,0,0,40,C,,0,CR,370520,1,,,10
0,0,E06000025,FELTHAM ROAD,,0,36,South West,"east of Castle Road, Pucklechurch",,,South Gloucestershire,0,930458,0,0,W,6,9/18/2007,2007,176630,1,0,29,C,,0,CR,370520,1,,,11
2,0,E06000025,FELTHAM ROAD,,0,42,South West,"east of Castle Road, Pucklechurch",,,South Gloucestershire,0,930458,0,2,W,5,9/18/2007,2007,176630,0,0,35,C,,0,CR,370520,3,,,12
1,0,E06000025,FELTHAM ROAD,,0,30,South West,"east of Castle Road, Pucklechurch",,,South Gloucestershire,0,930458,0,1,W,4,9/18/2007,2007,176630,1,0,24,C,,0,CR,370520,3,,,13
2,0,E06000025,FELTHAM ROAD,,0,46,South West,"east of Castle Road, Pucklechurch",,,South Gloucestershire,1,930458,0,4,W,8,9/18/2007,2007,176630,2,0,32,C,,1,CR,370520,0,,,14
3,0,E06000025,FELTHAM ROAD,,0,38,South West,"east of Castle Road, Pucklechurch",,,South Gloucestershire,0,930458,0,3,W,3,9/18/2007,2007,176630,1,0,31,C,,0,CR,370520,4,,,15
0,1,E06000025,FELTHAM ROAD,,0,82,South West,"east of Castle Road, Pucklechurch",,,South Gloucestershire,0,930458,0,0,W,19,9/18/2007,2007,176630,0,0,62,C,,0,CR,370520,0,,,16
0,0,E06000025,FELTHAM ROAD,,0,89,South West,"east of Castle Road, Pucklechurch",,,South Gloucestershire,0,930458,0,0,W,27,9/18/2007,2007,176630,0,0,62,C,,0,CR,370520,2,,,17
3,0,E06000025,FELTHAM ROAD,,0,86,South West,"east of Castle Road, Pucklechurch",,,South Gloucestershire,0,930458,0,3,W,12,9/18/2007,2007,176630,0,0,71,C,,0,CR,370520,2,,,18
3,1,E06000022,Oldfield Road,,0,139,South West,Park in a safe location,,,Bath and North East Somerset,0,990072,0,3,E,20,9/18/2007,2007,164020,2,0,113,B3111,,0,BU,374270,6,,,7
2,2,E06000022,Oldfield Road,,0,326,South West,Park in a safe location,,,Bath and North East Somerset,0,990072,0,3,E,35,9/18/2007,2007,164020,2,0,284,B3111,,1,BU,374270,5,,,8
0,1,E06000022,Oldfield Road,,0,211,South West,Park in a safe location,,,Bath and North East Somerset,0,990072,0,0,E,34,9/18/2007,2007,164020,4,0,172,B3111,,0,BU,374270,3,,,9
2,2,E06000022,Oldfield Road,,0,175,South West,Park in a safe location,,,Bath and North East Somerset,0,990072,0,2,E,29,9/18/2007,2007,164020,3,0,139,B3111,,0,BU,374270,3,,,10
2,3,E06000022,Oldfield Road,,0,152,South West,Park in a safe location,,,Bath and North East Somerset,0,990072,0,2,E,33,9/18/2007,2007,164020,2,0,112,B3111,,0,BU,374270,1,,,11
1,2,E06000022,Oldfield Road,,0,200,South West,Park in a safe location,,,Bath and North East Somerset,1,990072,0,2,E,30,9/18/2007,2007,164020,2,0,164,B3111,,0,BU,374270,1,,,12
2,1,E06000022,Oldfield Road,,0,164,South West,Park in a safe location,,,Bath and North East Somerset,0,990072,0,2,E,20,9/18/2007,2007,164020,2,0,139,B3111,,0,BU,374270,4,,,13
1,2,E06000022,Oldfield Road,,0,182,South West,Park in a safe location,,,Bath and North East Somerset,0,990072,0,1,E,23,9/18/2007,2007,164020,8,0,148,B3111,,0,BU,374270,4,,,14
1,4,E06000022,Oldfield Road,,0,344,South West,Park in a safe location,,,Bath and North East Somerset,0,990072,0,1,E,30,9/18/2007,2007,164020,4,0,305,B3111,,0,BU,374270,2,,,15
0,2,E06000022,Oldfield Road,,0,389,South West,Park in a safe location,,,Bath and North East Somerset,0,990072,0,0,E,33,9/18/2007,2007,164020,3,0,351,B3111,,0,BU,374270,2,,,16
1,3,E06000022,Oldfield Road,,0,398,South West,Park in a safe location,,,Bath and North East Somerset,0,990072,0,1,E,41,9/18/2007,2007,164020,6,0,347,B3111,,0,BU,374270,6,,,17
1,2,E06000022,Oldfield Road,,0,328,South West,Park in a safe location,,,Bath and North East Somerset,0,990072,0,1,E,23,9/18/2007,2007,164020,2,0,300,B3111,,0,BU,374270,5,,,18
2,0,E06000022,Oldfield Road,,0,171,South West,Park in a safe location,,,Bath and North East Somerset,0,990072,0,2,W,28,9/18/2007,2007,164020,6,0,135,B3111,,0,BU,374270,5,,,7
0,3,E06000022,Oldfield Road,,0,241,South West,Park in a safe location,,,Bath and North East Somerset,0,990072,0,0,W,34,9/18/2007,2007,164020,1,0,203,B3111,,0,BU,374270,3,,,8
1,3,E06000022,Oldfield Road,,0,204,South West,Park in a safe location,,,Bath and North East Somerset,0,990072,0,1,W,31,9/18/2007,2007,164020,3,0,166,B3111,,0,BU,374270,1,,,9
1,2,E06000022,Oldfield Road,,0,202,South West,Park in a safe location,,,Bath and North East Somerset,0,990072,0,2,W,31,9/18/2007,2007,164020,6,0,161,B3111,,1,BU,374270,2,,,10
3,2,E06000022,Oldfield Road,,0,180,South West,Park in a safe location,,,Bath and North East Somerset,0,990072,0,3,W,35,9/18/2007,2007,164020,3,0,137,B3111,,0,BU,374270,2,,,11
