HGVR2,BUS,ONS LACode,A Ref E,HGVR4,AMV,Region Name (GO),A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
102,12,E06000025,361812,18,4718,South West,Junction 20/15 M4/M5,179458,South Gloucestershire,23,56015,145,426,N,857,6/25/2015,2015,182803,37,117,3386,M4,364185,21,TM,362302,0,183775,Junction 19 M4/M32,7
92,5,E06000025,361812,18,4228,South West,Junction 20/15 M4/M5,179458,South Gloucestershire,17,56015,113,374,N,573,6/25/2015,2015,182803,28,119,3248,M4,364185,15,TM,362302,0,183775,Junction 19 M4/M32,8
119,11,E06000025,361812,17,3458,South West,Junction 20/15 M4/M5,179458,South Gloucestershire,26,56015,126,431,N,485,6/25/2015,2015,182803,24,128,2507,M4,364185,15,TM,362302,0,183775,Junction 19 M4/M32,9
72,18,E06000025,361812,12,3185,South West,Junction 20/15 M4/M5,179458,South Gloucestershire,18,56015,110,338,N,493,6/25/2015,2015,182803,17,109,2319,M4,364185,17,TM,362302,0,183775,Junction 19 M4/M32,10
118,7,E06000025,361812,10,3217,South West,Junction 20/15 M4/M5,179458,South Gloucestershire,36,56015,95,460,N,469,6/25/2015,2015,182803,10,180,2271,M4,364185,21,TM,362302,0,183775,Junction 19 M4/M32,11
135,19,E06000025,361812,19,3673,South West,Junction 20/15 M4/M5,179458,South Gloucestershire,31,56015,107,482,N,539,6/25/2015,2015,182803,23,168,2610,M4,364185,22,TM,362302,0,183775,Junction 19 M4/M32,12
134,22,E06000025,361812,16,3961,South West,Junction 20/15 M4/M5,179458,South Gloucestershire,19,56015,116,473,N,687,6/25/2015,2015,182803,22,161,2757,M4,364185,27,TM,362302,0,183775,Junction 19 M4/M32,13
113,23,E06000025,361812,27,4177,South West,Junction 20/15 M4/M5,179458,South Gloucestershire,24,56015,131,468,N,662,6/25/2015,2015,182803,23,154,3001,M4,364185,19,TM,362302,0,183775,Junction 19 M4/M32,14
112,16,E06000025,361812,20,4821,South West,Junction 20/15 M4/M5,179458,South Gloucestershire,32,56015,121,452,N,854,6/25/2015,2015,182803,30,140,3469,M4,364185,27,TM,362302,0,183775,Junction 19 M4/M32,15
62,21,E06000025,361812,20,5732,South West,Junction 20/15 M4/M5,179458,South Gloucestershire,20,56015,130,360,N,940,6/25/2015,2015,182803,51,110,4360,M4,364185,18,TM,362302,0,183775,Junction 19 M4/M32,16
53,18,E06000025,361812,2,5159,South West,Junction 20/15 M4/M5,179458,South Gloucestershire,14,56015,85,288,N,589,6/25/2015,2015,182803,59,121,4205,M4,364185,13,TM,362302,0,183775,Junction 19 M4/M32,17
46,12,E06000025,361812,2,3949,South West,Junction 20/15 M4/M5,179458,South Gloucestershire,12,56015,81,228,N,364,6/25/2015,2015,182803,45,79,3300,M4,364185,8,TM,362302,0,183775,Junction 19 M4/M32,18
172,38,E06000025,361812,24,6303,South West,Junction 20/15 M4/M5,179458,South Gloucestershire,24,56015,81,463,S,581,6/25/2015,2015,182803,41,136,5180,M4,364185,26,TM,362302,0,183775,Junction 19 M4/M32,7
96,28,E06000025,361812,17,5271,South West,Junction 20/15 M4/M5,179458,South Gloucestershire,24,56015,117,391,S,682,6/25/2015,2015,182803,28,102,4142,M4,364185,35,TM,362302,0,183775,Junction 19 M4/M32,8
110,28,E06000025,361812,12,5349,South West,Junction 20/15 M4/M5,179458,South Gloucestershire,29,56015,139,447,S,728,6/25/2015,2015,182803,35,138,4111,M4,364185,19,TM,362302,0,183775,Junction 19 M4/M32,9
100,9,E06000025,361812,15,3438,South West,Junction 20/15 M4/M5,179458,South Gloucestershire,22,56015,118,441,S,389,6/25/2015,2015,182803,9,156,2590,M4,364185,30,TM,362302,0,183775,Junction 19 M4/M32,10
102,14,E06000025,361812,10,3295,South West,Junction 20/15 M4/M5,179458,South Gloucestershire,32,56015,126,471,S,388,6/25/2015,2015,182803,20,175,2402,M4,364185,26,TM,362302,0,183775,Junction 19 M4/M32,11
144,19,E06000025,361812,16,3624,South West,Junction 20/15 M4/M5,179458,South Gloucestershire,24,56015,123,490,S,483,6/25/2015,2015,182803,25,151,2607,M4,364185,32,TM,362302,0,183775,Junction 19 M4/M32,12
99,13,E06000025,361812,23,3335,South West,Junction 20/15 M4/M5,179458,South Gloucestershire,40,56015,88,408,S,404,6/25/2015,2015,182803,11,127,2499,M4,364185,31,TM,362302,0,183775,Junction 19 M4/M32,13
