HGVR2,BUS,ONS LACode,Road Name,A Ref E,HGVR4,AMV,Region Name (GO),CP Location,A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
13,39,E06000023,,361620,0,484,South West,,B4467,173630,"Bristol, City of",0,47131,0,17,E,73,9/24/2001,2001,173530,12,1,343,A420,362360,3,PU,362000,8,173530,A431,7
15,16,E06000023,,361620,0,591,South West,,B4467,173630,"Bristol, City of",1,47131,0,18,E,93,9/24/2001,2001,173530,4,0,460,A420,362360,2,PU,362000,0,173530,A431,8
13,24,E06000023,,361620,0,494,South West,,B4467,173630,"Bristol, City of",1,47131,1,16,E,102,9/24/2001,2001,173530,8,0,344,A420,362360,1,PU,362000,3,173530,A431,9
19,20,E06000023,,361620,1,577,South West,,B4467,173630,"Bristol, City of",1,47131,1,23,E,144,9/24/2001,2001,173530,7,0,383,A420,362360,1,PU,362000,2,173530,A431,10
17,17,E06000023,,361620,3,574,South West,,B4467,173630,"Bristol, City of",2,47131,1,29,E,102,9/24/2001,2001,173530,4,3,422,A420,362360,3,PU,362000,2,173530,A431,11
13,17,E06000023,,361620,1,555,South West,,B4467,173630,"Bristol, City of",0,47131,0,17,E,80,9/24/2001,2001,173530,5,1,436,A420,362360,2,PU,362000,1,173530,A431,12
15,20,E06000023,,361620,1,679,South West,,B4467,173630,"Bristol, City of",0,47131,1,20,E,104,9/24/2001,2001,173530,10,0,525,A420,362360,3,PU,362000,6,173530,A431,13
17,17,E06000023,,361620,2,754,South West,,B4467,173630,"Bristol, City of",0,47131,1,24,E,133,9/24/2001,2001,173530,15,3,565,A420,362360,1,PU,362000,1,173530,A431,14
9,21,E06000023,,361620,0,786,South West,,B4467,173630,"Bristol, City of",1,47131,1,13,E,119,9/24/2001,2001,173530,13,1,620,A420,362360,1,PU,362000,6,173530,A431,15
10,19,E06000023,,361620,1,915,South West,,B4467,173630,"Bristol, City of",1,47131,1,14,E,130,9/24/2001,2001,173530,43,1,709,A420,362360,0,PU,362000,18,173530,A431,16
11,20,E06000023,,361620,0,994,South West,,B4467,173630,"Bristol, City of",0,47131,1,13,E,112,9/24/2001,2001,173530,45,1,804,A420,362360,0,PU,362000,27,173530,A431,17
1,21,E06000023,,361620,0,853,South West,,B4467,173630,"Bristol, City of",0,47131,0,1,E,65,9/24/2001,2001,173530,21,0,745,A420,362360,0,PU,362000,15,173530,A431,18
15,16,E06000023,,361620,0,928,South West,,B4467,173630,"Bristol, City of",0,47131,1,17,W,173,9/24/2001,2001,173530,50,0,672,A420,362360,1,PU,362000,34,173530,A431,7
14,23,E06000023,,361620,0,838,South West,,B4467,173630,"Bristol, City of",1,47131,0,18,W,137,9/24/2001,2001,173530,41,2,619,A420,362360,1,PU,362000,33,173530,A431,8
24,22,E06000023,,361620,1,718,South West,,B4467,173630,"Bristol, City of",1,47131,0,31,W,119,9/24/2001,2001,173530,11,2,535,A420,362360,3,PU,362000,16,173530,A431,9
15,19,E06000023,,361620,0,631,South West,,B4467,173630,"Bristol, City of",1,47131,0,20,W,113,9/24/2001,2001,173530,13,0,466,A420,362360,4,PU,362000,5,173530,A431,10
21,19,E06000023,,361620,0,628,South West,,B4467,173630,"Bristol, City of",0,47131,2,24,W,128,9/24/2001,2001,173530,10,1,447,A420,362360,0,PU,362000,4,173530,A431,11
22,23,E06000023,,361620,3,628,South West,,B4467,173630,"Bristol, City of",0,47131,0,27,W,98,9/24/2001,2001,173530,11,1,469,A420,362360,1,PU,362000,7,173530,A431,12
20,16,E06000023,,361620,1,605,South West,,B4467,173630,"Bristol, City of",0,47131,0,22,W,113,9/24/2001,2001,173530,10,0,444,A420,362360,1,PU,362000,4,173530,A431,13
18,21,E06000023,,361620,0,662,South West,,B4467,173630,"Bristol, City of",1,47131,0,20,W,129,9/24/2001,2001,173530,9,0,483,A420,362360,1,PU,362000,1,173530,A431,14
22,22,E06000023,,361620,0,681,South West,,B4467,173630,"Bristol, City of",1,47131,0,25,W,102,9/24/2001,2001,173530,15,0,517,A420,362360,2,PU,362000,5,173530,A431,15
12,29,E06000023,,361620,1,630,South West,,B4467,173630,"Bristol, City of",0,47131,0,16,W,98,9/24/2001,2001,173530,9,0,478,A420,362360,3,PU,362000,10,173530,A431,16
8,23,E06000023,,361620,1,707,South West,,B4467,173630,"Bristol, City of",0,47131,0,10,W,73,9/24/2001,2001,173530,14,1,587,A420,362360,0,PU,362000,11,173530,A431,17
2,27,E06000023,,361620,0,628,South West,,B4467,173630,"Bristol, City of",0,47131,0,2,W,51,9/24/2001,2001,173530,11,0,537,A420,362360,0,PU,362000,4,173530,A431,18
0,1,E06000025,Sycamore Drive,,0,28,South West,"west of Birch Close, Patchway,",,,South Gloucestershire,0,952434,0,0,E,4,9/24/2001,2001,181243,0,0,23,U,,0,UU,359427,0,,,7
0,0,E06000025,Sycamore Drive,,0,39,South West,"west of Birch Close, Patchway,",,,South Gloucestershire,0,952434,0,0,E,8,9/24/2001,2001,181243,0,0,31,U,,0,UU,359427,0,,,8
0,0,E06000025,Sycamore Drive,,0,50,South West,"west of Birch Close, Patchway,",,,South Gloucestershire,0,952434,0,0,E,11,9/24/2001,2001,181243,1,0,38,U,,0,UU,359427,0,,,9
1,0,E06000025,Sycamore Drive,,0,46,South West,"west of Birch Close, Patchway,",,,South Gloucestershire,0,952434,0,1,E,10,9/24/2001,2001,181243,0,0,35,U,,0,UU,359427,0,,,10
0,1,E06000025,Sycamore Drive,,0,36,South West,"west of Birch Close, Patchway,",,,South Gloucestershire,0,952434,0,0,E,4,9/24/2001,2001,181243,0,0,31,U,,0,UU,359427,0,,,11
0,0,E06000025,Sycamore Drive,,0,59,South West,"west of Birch Close, Patchway,",,,South Gloucestershire,0,952434,0,0,E,6,9/24/2001,2001,181243,2,0,51,U,,0,UU,359427,0,,,12
1,0,E06000025,Sycamore Drive,,0,55,South West,"west of Birch Close, Patchway,",,,South Gloucestershire,0,952434,0,1,E,8,9/24/2001,2001,181243,1,0,45,U,,0,UU,359427,2,,,13
1,0,E06000025,Sycamore Drive,,0,57,South West,"west of Birch Close, Patchway,",,,South Gloucestershire,0,952434,0,1,E,5,9/24/2001,2001,181243,1,0,50,U,,0,UU,359427,0,,,14
0,0,E06000025,Sycamore Drive,,0,77,South West,"west of Birch Close, Patchway,",,,South Gloucestershire,0,952434,0,0,E,11,9/24/2001,2001,181243,1,0,65,U,,0,UU,359427,0,,,15
0,1,E06000025,Sycamore Drive,,0,78,South West,"west of Birch Close, Patchway,",,,South Gloucestershire,0,952434,0,0,E,8,9/24/2001,2001,181243,2,0,67,U,,0,UU,359427,1,,,16
0,1,E06000025,Sycamore Drive,,0,125,South West,"west of Birch Close, Patchway,",,,South Gloucestershire,0,952434,0,0,E,10,9/24/2001,2001,181243,5,0,109,U,,0,UU,359427,0,,,17
0,0,E06000025,Sycamore Drive,,0,107,South West,"west of Birch Close, Patchway,",,,South Gloucestershire,0,952434,0,0,E,9,9/24/2001,2001,181243,3,0,95,U,,0,UU,359427,2,,,18
0,1,E06000025,Sycamore Drive,,0,39,South West,"west of Birch Close, Patchway,",,,South Gloucestershire,0,952434,0,0,W,10,9/24/2001,2001,181243,2,0,26,U,,0,UU,359427,1,,,7
0,0,E06000025,Sycamore Drive,,0,56,South West,"west of Birch Close, Patchway,",,,South Gloucestershire,0,952434,0,0,W,2,9/24/2001,2001,181243,0,0,54,U,,0,UU,359427,0,,,8
0,0,E06000025,Sycamore Drive,,0,34,South West,"west of Birch Close, Patchway,",,,South Gloucestershire,0,952434,0,0,W,7,9/24/2001,2001,181243,0,0,27,U,,0,UU,359427,0,,,9
1,0,E06000025,Sycamore Drive,,0,19,South West,"west of Birch Close, Patchway,",,,South Gloucestershire,0,952434,0,1,W,4,9/24/2001,2001,181243,1,0,13,U,,0,UU,359427,0,,,10
0,0,E06000025,Sycamore Drive,,0,22,South West,"west of Birch Close, Patchway,",,,South Gloucestershire,0,952434,0,0,W,3,9/24/2001,2001,181243,0,0,19,U,,0,UU,359427,1,,,11
0,1,E06000025,Sycamore Drive,,0,20,South West,"west of Birch Close, Patchway,",,,South Gloucestershire,0,952434,0,0,W,4,9/24/2001,2001,181243,0,0,15,U,,0,UU,359427,0,,,12
1,0,E06000025,Sycamore Drive,,0,29,South West,"west of Birch Close, Patchway,",,,South Gloucestershire,0,952434,0,1,W,3,9/24/2001,2001,181243,0,0,25,U,,0,UU,359427,0,,,13
1,0,E06000025,Sycamore Drive,,0,31,South West,"west of Birch Close, Patchway,",,,South Gloucestershire,0,952434,0,1,W,3,9/24/2001,2001,181243,1,0,26,U,,0,UU,359427,0,,,14
1,0,E06000025,Sycamore Drive,,0,25,South West,"west of Birch Close, Patchway,",,,South Gloucestershire,0,952434,0,1,W,0,9/24/2001,2001,181243,0,0,24,U,,0,UU,359427,0,,,15
0,2,E06000025,Sycamore Drive,,0,29,South West,"west of Birch Close, Patchway,",,,South Gloucestershire,0,952434,0,0,W,2,9/24/2001,2001,181243,1,0,24,U,,0,UU,359427,0,,,16
0,0,E06000025,Sycamore Drive,,0,44,South West,"west of Birch Close, Patchway,",,,South Gloucestershire,0,952434,0,0,W,3,9/24/2001,2001,181243,2,0,39,U,,0,UU,359427,1,,,17
0,0,E06000025,Sycamore Drive,,0,52,South West,"west of Birch Close, Patchway,",,,South Gloucestershire,0,952434,0,0,W,2,9/24/2001,2001,181243,1,0,49,U,,0,UU,359427,0,,,18
