HGVR2,BUS,ONS LACode,HGVR4,AMV,Region Name (GO),CP Location,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,HGVR3,RCat,S Ref E,PC,Road Name,Hour
1,5,E06000022,0,70,South West,Sheridan Road,Bath and North East Somerset,0,946679,0,1,N,19,10/15/2015,2015,164377,0,0,45,U,0,UU,371971,0,POOLEMEAD ROAD,7
1,8,E06000022,0,99,South West,Sheridan Road,Bath and North East Somerset,0,946679,0,1,N,11,10/15/2015,2015,164377,0,0,79,U,0,UU,371971,1,POOLEMEAD ROAD,8
0,8,E06000022,0,67,South West,Sheridan Road,Bath and North East Somerset,0,946679,0,0,N,9,10/15/2015,2015,164377,0,0,50,U,0,UU,371971,0,POOLEMEAD ROAD,9
0,6,E06000022,0,47,South West,Sheridan Road,Bath and North East Somerset,0,946679,0,0,N,7,10/15/2015,2015,164377,0,0,34,U,0,UU,371971,1,POOLEMEAD ROAD,10
0,6,E06000022,0,73,South West,Sheridan Road,Bath and North East Somerset,0,946679,0,0,N,12,10/15/2015,2015,164377,1,0,54,U,0,UU,371971,0,POOLEMEAD ROAD,11
0,8,E06000022,0,53,South West,Sheridan Road,Bath and North East Somerset,0,946679,0,0,N,10,10/15/2015,2015,164377,0,0,35,U,0,UU,371971,0,POOLEMEAD ROAD,12
0,7,E06000022,0,50,South West,Sheridan Road,Bath and North East Somerset,0,946679,0,0,N,10,10/15/2015,2015,164377,0,0,33,U,0,UU,371971,0,POOLEMEAD ROAD,13
0,8,E06000022,0,72,South West,Sheridan Road,Bath and North East Somerset,0,946679,0,0,N,8,10/15/2015,2015,164377,0,0,56,U,0,UU,371971,0,POOLEMEAD ROAD,14
0,8,E06000022,0,77,South West,Sheridan Road,Bath and North East Somerset,0,946679,0,0,N,10,10/15/2015,2015,164377,0,0,59,U,0,UU,371971,0,POOLEMEAD ROAD,15
0,7,E06000022,0,76,South West,Sheridan Road,Bath and North East Somerset,0,946679,0,0,N,16,10/15/2015,2015,164377,0,0,53,U,0,UU,371971,0,POOLEMEAD ROAD,16
