HGVR2,BUS,ONS LACode,A Ref E,HGVR4,AMV,Region Name (GO),A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
10,13,E06000022,368884,1,367,South West,A367,154450,Bath and North East Somerset,0,57046,3,17,E,78,10/5/2000,2000,154560,2,1,257,A362,370160,2,PU,370000,0,154946,Manor Rd,7
21,10,E06000022,368884,3,529,South West,A367,154450,Bath and North East Somerset,1,57046,0,27,E,73,10/5/2000,2000,154560,2,2,417,A362,370160,0,PU,370000,0,154946,Manor Rd,8
15,2,E06000022,368884,3,297,South West,A367,154450,Bath and North East Somerset,2,57046,2,24,E,52,10/5/2000,2000,154560,1,1,218,A362,370160,1,PU,370000,1,154946,Manor Rd,9
18,2,E06000022,368884,0,245,South West,A367,154450,Bath and North East Somerset,1,57046,5,29,E,41,10/5/2000,2000,154560,1,0,172,A362,370160,5,PU,370000,0,154946,Manor Rd,10
15,6,E06000022,368884,1,264,South West,A367,154450,Bath and North East Somerset,1,57046,0,23,E,50,10/5/2000,2000,154560,1,3,184,A362,370160,3,PU,370000,1,154946,Manor Rd,11
10,2,E06000022,368884,1,249,South West,A367,154450,Bath and North East Somerset,1,57046,3,19,E,59,10/5/2000,2000,154560,0,2,169,A362,370160,2,PU,370000,1,154946,Manor Rd,12
19,5,E06000022,368884,0,297,South West,A367,154450,Bath and North East Somerset,1,57046,4,28,E,39,10/5/2000,2000,154560,1,2,224,A362,370160,2,PU,370000,3,154946,Manor Rd,13
10,7,E06000022,368884,2,258,South West,A367,154450,Bath and North East Somerset,1,57046,1,16,E,50,10/5/2000,2000,154560,1,1,184,A362,370160,1,PU,370000,1,154946,Manor Rd,14
10,10,E06000022,368884,0,341,South West,A367,154450,Bath and North East Somerset,0,57046,2,13,E,50,10/5/2000,2000,154560,0,0,268,A362,370160,1,PU,370000,2,154946,Manor Rd,15
7,4,E06000022,368884,1,337,South West,A367,154450,Bath and North East Somerset,0,57046,4,16,E,72,10/5/2000,2000,154560,3,3,242,A362,370160,1,PU,370000,5,154946,Manor Rd,16
4,2,E06000022,368884,0,378,South West,A367,154450,Bath and North East Somerset,0,57046,2,8,E,42,10/5/2000,2000,154560,5,0,321,A362,370160,2,PU,370000,4,154946,Manor Rd,17
3,5,E06000022,368884,0,319,South West,A367,154450,Bath and North East Somerset,1,57046,1,6,E,30,10/5/2000,2000,154560,4,1,274,A362,370160,0,PU,370000,2,154946,Manor Rd,18
4,5,E06000022,368884,2,257,South West,A367,154450,Bath and North East Somerset,3,57046,1,10,W,49,10/5/2000,2000,154560,4,0,189,A362,370160,0,PU,370000,0,154946,Manor Rd,7
10,12,E06000022,368884,0,426,South West,A367,154450,Bath and North East Somerset,0,57046,1,13,W,52,10/5/2000,2000,154560,5,1,344,A362,370160,1,PU,370000,4,154946,Manor Rd,8
12,3,E06000022,368884,2,269,South West,A367,154450,Bath and North East Somerset,3,57046,3,22,W,40,10/5/2000,2000,154560,0,2,204,A362,370160,0,PU,370000,0,154946,Manor Rd,9
13,2,E06000022,368884,2,261,South West,A367,154450,Bath and North East Somerset,0,57046,1,22,W,53,10/5/2000,2000,154560,1,4,183,A362,370160,2,PU,370000,0,154946,Manor Rd,10
20,1,E06000022,368884,0,230,South West,A367,154450,Bath and North East Somerset,1,57046,2,25,W,42,10/5/2000,2000,154560,0,2,162,A362,370160,0,PU,370000,2,154946,Manor Rd,11
15,3,E06000022,368884,1,268,South West,A367,154450,Bath and North East Somerset,1,57046,4,22,W,46,10/5/2000,2000,154560,3,0,194,A362,370160,1,PU,370000,0,154946,Manor Rd,12
19,2,E06000022,368884,1,301,South West,A367,154450,Bath and North East Somerset,1,57046,3,31,W,54,10/5/2000,2000,154560,3,5,211,A362,370160,2,PU,370000,3,154946,Manor Rd,13
17,3,E06000022,368884,0,323,South West,A367,154450,Bath and North East Somerset,1,57046,4,26,W,52,10/5/2000,2000,154560,2,1,240,A362,370160,3,PU,370000,0,154946,Manor Rd,14
17,10,E06000022,368884,2,374,South West,A367,154450,Bath and North East Somerset,1,57046,4,29,W,66,10/5/2000,2000,154560,2,1,267,A362,370160,4,PU,370000,1,154946,Manor Rd,15
17,10,E06000022,368884,5,417,South West,A367,154450,Bath and North East Somerset,1,57046,5,30,W,81,10/5/2000,2000,154560,3,0,293,A362,370160,2,PU,370000,2,154946,Manor Rd,16
9,2,E06000022,368884,3,420,South West,A367,154450,Bath and North East Somerset,5,57046,2,21,W,73,10/5/2000,2000,154560,2,2,322,A362,370160,0,PU,370000,1,154946,Manor Rd,17
2,4,E06000022,368884,0,354,South West,A367,154450,Bath and North East Somerset,1,57046,4,9,W,32,10/5/2000,2000,154560,6,0,303,A362,370160,2,PU,370000,4,154946,Manor Rd,18
