HGVR2,BUS,ONS LACode,Road Name,A Ref E,HGVR4,AMV,Region Name (GO),CP Location,A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
27,6,E06000025,,364390,5,1136,South West,,A4,172170,South Gloucestershire,2,99053,4,52,N,238,7/1/2005,2005,171000,25,4,815,A4174,365420,10,PR,364600,0,170170,A4174 spur,7
25,10,E06000025,,364390,0,1066,South West,,A4,172170,South Gloucestershire,4,99053,9,51,N,156,7/1/2005,2005,171000,30,8,819,A4174,365420,5,PR,364600,0,170170,A4174 spur,8
61,2,E06000025,,364390,5,1099,South West,,A4,172170,South Gloucestershire,3,99053,11,97,N,166,7/1/2005,2005,171000,10,6,824,A4174,365420,11,PR,364600,0,170170,A4174 spur,9
52,1,E06000025,,364390,6,1073,South West,,A4,172170,South Gloucestershire,1,99053,11,83,N,141,7/1/2005,2005,171000,11,7,837,A4174,365420,6,PR,364600,0,170170,A4174 spur,10
56,2,E06000025,,364390,4,1004,South West,,A4,172170,South Gloucestershire,3,99053,5,86,N,150,7/1/2005,2005,171000,18,14,748,A4174,365420,4,PR,364600,0,170170,A4174 spur,11
43,0,E06000025,,364390,5,1123,South West,,A4,172170,South Gloucestershire,3,99053,11,79,N,175,7/1/2005,2005,171000,16,13,853,A4174,365420,4,PR,364600,1,170170,A4174 spur,12
46,4,E06000025,,364390,2,1257,South West,,A4,172170,South Gloucestershire,2,99053,10,86,N,176,7/1/2005,2005,171000,13,16,978,A4174,365420,10,PR,364600,1,170170,A4174 spur,13
36,5,E06000025,,364390,5,1254,South West,,A4,172170,South Gloucestershire,2,99053,6,66,N,167,7/1/2005,2005,171000,10,11,1006,A4174,365420,6,PR,364600,0,170170,A4174 spur,14
25,2,E06000025,,364390,3,1411,South West,,A4,172170,South Gloucestershire,2,99053,8,44,N,200,7/1/2005,2005,171000,20,2,1145,A4174,365420,4,PR,364600,0,170170,A4174 spur,15
29,7,E06000025,,364390,4,1630,South West,,A4,172170,South Gloucestershire,2,99053,11,57,N,181,7/1/2005,2005,171000,26,7,1359,A4174,365420,4,PR,364600,0,170170,A4174 spur,16
28,1,E06000025,,364390,0,1549,South West,,A4,172170,South Gloucestershire,3,99053,5,42,N,147,7/1/2005,2005,171000,20,4,1339,A4174,365420,2,PR,364600,0,170170,A4174 spur,17
14,3,E06000025,,364390,0,1450,South West,,A4,172170,South Gloucestershire,0,99053,1,19,N,97,7/1/2005,2005,171000,20,2,1311,A4174,365420,2,PR,364600,0,170170,A4174 spur,18
34,4,E06000025,,364390,5,1484,South West,,A4,172170,South Gloucestershire,5,99053,11,77,S,263,7/1/2005,2005,171000,25,11,1115,A4174,365420,11,PR,364600,0,170170,A4174 spur,7
50,7,E06000025,,364390,5,1732,South West,,A4,172170,South Gloucestershire,3,99053,12,85,S,191,7/1/2005,2005,171000,26,5,1423,A4174,365420,10,PR,364600,1,170170,A4174 spur,8
59,7,E06000025,,364390,4,1157,South West,,A4,172170,South Gloucestershire,0,99053,6,94,S,164,7/1/2005,2005,171000,12,11,880,A4174,365420,14,PR,364600,0,170170,A4174 spur,9
