HGVR2,BUS,ONS LACode,Road Name,A Ref E,HGVR4,AMV,Region Name (GO),CP Location,A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
129,2,E06000025,,361812,9,2531,South West,,M4 (15),193200,South Gloucestershire,31,26020,61,322,N,378,3/30/2001,2001,188200,7,71,1822,M5,368807,21,TM,366000,0,183775,14,7
125,6,E06000025,,361812,5,2145,South West,,M4 (15),193200,South Gloucestershire,39,26020,40,321,N,268,3/30/2001,2001,188200,10,92,1540,M5,368807,20,TM,366000,0,183775,14,8
138,16,E06000025,,361812,9,1870,South West,,M4 (15),193200,South Gloucestershire,50,26020,65,402,N,270,3/30/2001,2001,188200,4,118,1178,M5,368807,22,TM,366000,0,183775,14,9
145,28,E06000025,,361812,12,2161,South West,,M4 (15),193200,South Gloucestershire,40,26020,69,417,N,274,3/30/2001,2001,188200,9,139,1433,M5,368807,12,TM,366000,0,183775,14,10
151,67,E06000025,,361812,9,2433,South West,,M4 (15),193200,South Gloucestershire,27,26020,68,392,N,276,3/30/2001,2001,188200,30,127,1668,M5,368807,10,TM,366000,0,183775,14,11
130,27,E06000025,,361812,8,2507,South West,,M4 (15),193200,South Gloucestershire,36,26020,80,383,N,337,3/30/2001,2001,188200,8,107,1752,M5,368807,22,TM,366000,0,183775,14,12
127,15,E06000025,,361812,6,3044,South West,,M4 (15),193200,South Gloucestershire,46,26020,94,376,N,360,3/30/2001,2001,188200,12,83,2281,M5,368807,20,TM,366000,0,183775,14,13
140,4,E06000025,,361812,16,3015,South West,,M4 (15),193200,South Gloucestershire,32,26020,76,364,N,310,3/30/2001,2001,188200,11,77,2326,M5,368807,23,TM,366000,0,183775,14,14
97,4,E06000025,,361812,5,3040,South West,,M4 (15),193200,South Gloucestershire,27,26020,90,325,N,363,3/30/2001,2001,188200,8,81,2340,M5,368807,25,TM,366000,0,183775,14,15
63,10,E06000025,,361812,5,3208,South West,,M4 (15),193200,South Gloucestershire,36,26020,69,262,N,300,3/30/2001,2001,188200,20,70,2616,M5,368807,19,TM,366000,0,183775,14,16
53,10,E06000025,,361812,6,3378,South West,,M4 (15),193200,South Gloucestershire,18,26020,57,201,N,236,3/30/2001,2001,188200,17,61,2914,M5,368807,6,TM,366000,0,183775,14,17
28,3,E06000025,,361812,3,2652,South West,,M4 (15),193200,South Gloucestershire,22,26020,61,160,N,184,3/30/2001,2001,188200,12,39,2293,M5,368807,7,TM,366000,0,183775,14,18
129,4,E06000025,,361812,3,2725,South West,,M4 (15),193200,South Gloucestershire,28,26020,89,389,S,335,3/30/2001,2001,188200,20,119,1977,M5,368807,21,TM,366000,0,183775,14,7
117,2,E06000025,,361812,12,3116,South West,,M4 (15),193200,South Gloucestershire,13,26020,77,328,S,261,3/30/2001,2001,188200,14,96,2511,M5,368807,13,TM,366000,0,183775,14,8
100,15,E06000025,,361812,8,2324,South West,,M4 (15),193200,South Gloucestershire,21,26020,73,282,S,208,3/30/2001,2001,188200,5,62,1814,M5,368807,18,TM,366000,0,183775,14,9
98,9,E06000025,,361812,13,2110,South West,,M4 (15),193200,South Gloucestershire,26,26020,51,276,S,248,3/30/2001,2001,188200,5,75,1572,M5,368807,13,TM,366000,0,183775,14,10
101,11,E06000025,,361812,9,2161,South West,,M4 (15),193200,South Gloucestershire,24,26020,54,299,S,231,3/30/2001,2001,188200,25,92,1595,M5,368807,19,TM,366000,0,183775,14,11
100,15,E06000025,,361812,5,2344,South West,,M4 (15),193200,South Gloucestershire,25,26020,70,293,S,227,3/30/2001,2001,188200,3,80,1806,M5,368807,13,TM,366000,0,183775,14,12
83,12,E06000025,,361812,6,2433,South West,,M4 (15),193200,South Gloucestershire,50,26020,62,277,S,227,3/30/2001,2001,188200,7,61,1910,M5,368807,15,TM,366000,0,183775,14,13
86,13,E06000025,,361812,6,2503,South West,,M4 (15),193200,South Gloucestershire,28,26020,53,233,S,275,3/30/2001,2001,188200,13,54,1969,M5,368807,6,TM,366000,0,183775,14,14
81,9,E06000025,,361812,8,2925,South West,,M4 (15),193200,South Gloucestershire,26,26020,58,249,S,290,3/30/2001,2001,188200,12,55,2365,M5,368807,21,TM,366000,0,183775,14,15
77,14,E06000025,,361812,10,3281,South West,,M4 (15),193200,South Gloucestershire,26,26020,76,254,S,294,3/30/2001,2001,188200,13,57,2706,M5,368807,8,TM,366000,0,183775,14,16
49,9,E06000025,,361812,3,2931,South West,,M4 (15),193200,South Gloucestershire,20,26020,39,153,S,229,3/30/2001,2001,188200,15,36,2525,M5,368807,6,TM,366000,0,183775,14,17
56,9,E06000025,,361812,2,2936,South West,,M4 (15),193200,South Gloucestershire,21,26020,59,198,S,166,3/30/2001,2001,188200,14,44,2549,M5,368807,16,TM,366000,0,183775,14,18
11,1,E06000022,,362907,3,199,South West,,A37,155025,Bath and North East Somerset,4,47026,3,24,E,36,3/30/2001,2001,154900,2,1,136,A362,365728,2,PR,365000,1,155448,B3355,7
17,9,E06000022,,362907,1,477,South West,,A37,155025,Bath and North East Somerset,1,47026,1,23,E,51,3/30/2001,2001,154900,0,2,394,A362,365728,1,PR,365000,2,155448,B3355,8
30,3,E06000022,,362907,1,382,South West,,A37,155025,Bath and North East Somerset,3,47026,3,40,E,49,3/30/2001,2001,154900,1,2,289,A362,365728,1,PR,365000,2,155448,B3355,9
12,0,E06000022,,362907,1,310,South West,,A37,155025,Bath and North East Somerset,0,47026,5,24,E,41,3/30/2001,2001,154900,9,4,236,A362,365728,2,PR,365000,0,155448,B3355,10
13,2,E06000022,,362907,0,293,South West,,A37,155025,Bath and North East Somerset,0,47026,4,22,E,38,3/30/2001,2001,154900,2,3,229,A362,365728,2,PR,365000,0,155448,B3355,11
10,2,E06000022,,362907,3,344,South West,,A37,155025,Bath and North East Somerset,1,47026,3,32,E,48,3/30/2001,2001,154900,1,10,261,A362,365728,5,PR,365000,0,155448,B3355,12
5,0,E06000022,,362907,0,394,South West,,A37,155025,Bath and North East Somerset,1,47026,4,15,E,39,3/30/2001,2001,154900,4,3,336,A362,365728,2,PR,365000,0,155448,B3355,13
5,0,E06000022,,362907,3,408,South West,,A37,155025,Bath and North East Somerset,2,47026,3,21,E,58,3/30/2001,2001,154900,7,2,322,A362,365728,6,PR,365000,1,155448,B3355,14
16,3,E06000022,,362907,3,405,South West,,A37,155025,Bath and North East Somerset,0,47026,3,27,E,53,3/30/2001,2001,154900,8,4,314,A362,365728,1,PR,365000,0,155448,B3355,15
14,2,E06000022,,362907,1,520,South West,,A37,155025,Bath and North East Somerset,1,47026,5,25,E,78,3/30/2001,2001,154900,6,2,409,A362,365728,2,PR,365000,2,155448,B3355,16
4,4,E06000022,,362907,1,557,South West,,A37,155025,Bath and North East Somerset,0,47026,5,10,E,50,3/30/2001,2001,154900,11,0,482,A362,365728,0,PR,365000,0,155448,B3355,17
0,2,E06000022,,362907,0,452,South West,,A37,155025,Bath and North East Somerset,0,47026,1,1,E,41,3/30/2001,2001,154900,13,0,395,A362,365728,0,PR,365000,0,155448,B3355,18
9,7,E06000022,,362907,2,387,South West,,A37,155025,Bath and North East Somerset,0,47026,4,22,W,54,3/30/2001,2001,154900,12,6,292,A362,365728,1,PR,365000,0,155448,B3355,7
