HGVR2,BUS,ONS LACode,A Ref E,HGVR4,AMV,Region Name (GO),A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
27,29,E06000023,356790,12,2436,South West,A3029 Brunel Lock Road/McAdam Way,172400,"Bristol, City of",0,58285,4,60,N,301,4/29/2010,2010,172360,43,9,2003,A3029,356860,8,PU,356840,8,172270,A4 midpoint,7
22,24,E06000023,356790,10,2518,South West,A3029 Brunel Lock Road/McAdam Way,172400,"Bristol, City of",1,58285,9,60,N,243,4/29/2010,2010,172360,54,10,2137,A3029,356860,8,PU,356840,24,172270,A4 midpoint,8
36,16,E06000023,356790,8,2063,South West,A3029 Brunel Lock Road/McAdam Way,172400,"Bristol, City of",4,58285,7,81,N,264,4/29/2010,2010,172360,25,11,1677,A3029,356860,15,PU,356840,8,172270,A4 midpoint,9
43,21,E06000023,356790,14,1434,South West,A3029 Brunel Lock Road/McAdam Way,172400,"Bristol, City of",2,58285,8,89,N,184,4/29/2010,2010,172360,10,12,1130,A3029,356860,10,PU,356840,2,172270,A4 midpoint,10
48,18,E06000023,356790,5,900,South West,A3029 Brunel Lock Road/McAdam Way,172400,"Bristol, City of",1,58285,6,78,N,257,4/29/2010,2010,172360,5,8,542,A3029,356860,10,PU,356840,0,172270,A4 midpoint,11
38,19,E06000023,356790,12,1530,South West,A3029 Brunel Lock Road/McAdam Way,172400,"Bristol, City of",3,58285,10,80,N,219,4/29/2010,2010,172360,7,11,1205,A3029,356860,6,PU,356840,1,172270,A4 midpoint,12
44,24,E06000023,356790,10,1547,South West,A3029 Brunel Lock Road/McAdam Way,172400,"Bristol, City of",4,58285,6,89,N,231,4/29/2010,2010,172360,12,11,1191,A3029,356860,14,PU,356840,4,172270,A4 midpoint,13
48,33,E06000023,356790,8,1467,South West,A3029 Brunel Lock Road/McAdam Way,172400,"Bristol, City of",2,58285,6,93,N,224,4/29/2010,2010,172360,10,16,1107,A3029,356860,13,PU,356840,1,172270,A4 midpoint,14
35,28,E06000023,356790,11,1414,South West,A3029 Brunel Lock Road/McAdam Way,172400,"Bristol, City of",1,58285,5,77,N,180,4/29/2010,2010,172360,11,19,1118,A3029,356860,6,PU,356840,3,172270,A4 midpoint,15
26,22,E06000023,356790,10,1793,South West,A3029 Brunel Lock Road/McAdam Way,172400,"Bristol, City of",4,58285,7,62,N,226,4/29/2010,2010,172360,25,7,1458,A3029,356860,8,PU,356840,5,172270,A4 midpoint,16
