HGVR2,BUS,ONS LACode,Road Name,A Ref E,HGVR4,AMV,Region Name (GO),CP Location,A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
11,31,E06000022,,374810,0,302,South West,,Green Park Rd,164490,Bath and North East Somerset,0,75365,0,11,E,35,7/10/2013,2013,164510,9,0,216,A367,374960,0,PU,374900,4,164470,Ambury,7
7,26,E06000022,,374810,0,468,South West,,Green Park Rd,164490,Bath and North East Somerset,0,75365,0,7,E,53,7/10/2013,2013,164510,6,0,376,A367,374960,0,PU,374900,4,164470,Ambury,8
9,16,E06000022,,374810,0,490,South West,,Green Park Rd,164490,Bath and North East Somerset,0,75365,0,9,E,47,7/10/2013,2013,164510,7,0,411,A367,374960,0,PU,374900,9,164470,Ambury,9
7,17,E06000022,,374810,0,496,South West,,Green Park Rd,164490,Bath and North East Somerset,1,75365,0,9,E,41,7/10/2013,2013,164510,3,0,426,A367,374960,1,PU,374900,4,164470,Ambury,10
2,17,E06000022,,374810,0,428,South West,,Green Park Rd,164490,Bath and North East Somerset,0,75365,0,2,E,46,7/10/2013,2013,164510,7,0,356,A367,374960,0,PU,374900,3,164470,Ambury,11
4,27,E06000022,,374810,0,473,South West,,Green Park Rd,164490,Bath and North East Somerset,0,75365,0,4,E,48,7/10/2013,2013,164510,11,0,383,A367,374960,0,PU,374900,2,164470,Ambury,12
7,20,E06000022,,374810,0,436,South West,,Green Park Rd,164490,Bath and North East Somerset,0,75365,0,8,E,48,7/10/2013,2013,164510,7,1,353,A367,374960,0,PU,374900,3,164470,Ambury,13
4,26,E06000022,,374810,0,443,South West,,Green Park Rd,164490,Bath and North East Somerset,0,75365,0,4,E,52,7/10/2013,2013,164510,8,0,353,A367,374960,0,PU,374900,3,164470,Ambury,14
3,33,E06000022,,374810,0,467,South West,,Green Park Rd,164490,Bath and North East Somerset,0,75365,0,4,E,36,7/10/2013,2013,164510,11,0,383,A367,374960,1,PU,374900,3,164470,Ambury,15
0,16,E06000022,,374810,0,409,South West,,Green Park Rd,164490,Bath and North East Somerset,0,75365,0,0,E,37,7/10/2013,2013,164510,10,0,346,A367,374960,0,PU,374900,9,164470,Ambury,16
1,21,E06000022,,374810,0,503,South West,,Green Park Rd,164490,Bath and North East Somerset,0,75365,0,1,E,21,7/10/2013,2013,164510,14,0,446,A367,374960,0,PU,374900,5,164470,Ambury,17
