HGVR2,BUS,ONS LACode,HGVR4,AMV,Region Name (GO),CP Location,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,HGVR3,RCat,S Ref E,PC,Road Name,Hour
6,3,E06000025,1,80,South West,south of Walshes Ave,South Gloucestershire,0,930456,0,10,N,13,3/21/2007,2007,182290,0,1,54,U,2,UU,373520,0,ST JOHNS WAY,7
4,0,E06000025,7,118,South West,south of Walshes Ave,South Gloucestershire,0,930456,1,22,N,8,3/21/2007,2007,182290,0,1,88,U,9,UU,373520,0,ST JOHNS WAY,8
1,2,E06000025,6,76,South West,south of Walshes Ave,South Gloucestershire,0,930456,0,8,N,8,3/21/2007,2007,182290,1,1,57,U,0,UU,373520,3,ST JOHNS WAY,9
6,2,E06000025,9,88,South West,south of Walshes Ave,South Gloucestershire,0,930456,0,25,N,7,3/21/2007,2007,182290,0,1,54,U,9,UU,373520,0,ST JOHNS WAY,10
6,3,E06000025,5,96,South West,south of Walshes Ave,South Gloucestershire,0,930456,0,13,N,13,3/21/2007,2007,182290,0,0,67,U,2,UU,373520,1,ST JOHNS WAY,11
2,1,E06000025,2,71,South West,south of Walshes Ave,South Gloucestershire,0,930456,1,13,N,13,3/21/2007,2007,182290,1,0,43,U,8,UU,373520,1,ST JOHNS WAY,12
6,3,E06000025,2,93,South West,south of Walshes Ave,South Gloucestershire,0,930456,0,10,N,16,3/21/2007,2007,182290,1,1,63,U,1,UU,373520,0,ST JOHNS WAY,13
6,3,E06000025,2,95,South West,south of Walshes Ave,South Gloucestershire,0,930456,4,14,N,12,3/21/2007,2007,182290,0,0,66,U,2,UU,373520,0,ST JOHNS WAY,14
3,2,E06000025,4,121,South West,south of Walshes Ave,South Gloucestershire,0,930456,0,10,N,16,3/21/2007,2007,182290,2,0,91,U,3,UU,373520,1,ST JOHNS WAY,15
1,2,E06000025,5,99,South West,south of Walshes Ave,South Gloucestershire,0,930456,0,7,N,15,3/21/2007,2007,182290,0,0,75,U,1,UU,373520,2,ST JOHNS WAY,16
1,2,E06000025,0,129,South West,south of Walshes Ave,South Gloucestershire,0,930456,1,3,N,10,3/21/2007,2007,182290,1,0,113,U,1,UU,373520,0,ST JOHNS WAY,17
1,1,E06000025,0,100,South West,south of Walshes Ave,South Gloucestershire,0,930456,2,3,N,10,3/21/2007,2007,182290,2,0,84,U,0,UU,373520,7,ST JOHNS WAY,18
2,4,E06000025,5,172,South West,south of Walshes Ave,South Gloucestershire,0,930456,1,9,S,14,3/21/2007,2007,182290,0,0,145,U,1,UU,373520,0,ST JOHNS WAY,7
4,4,E06000025,4,227,South West,south of Walshes Ave,South Gloucestershire,0,930456,1,14,S,19,3/21/2007,2007,182290,0,0,190,U,5,UU,373520,0,ST JOHNS WAY,8
5,2,E06000025,11,131,South West,south of Walshes Ave,South Gloucestershire,0,930456,3,28,S,19,3/21/2007,2007,182290,1,3,81,U,6,UU,373520,0,ST JOHNS WAY,9
6,5,E06000025,4,84,South West,south of Walshes Ave,South Gloucestershire,0,930456,3,16,S,8,3/21/2007,2007,182290,0,0,55,U,3,UU,373520,0,ST JOHNS WAY,10
5,2,E06000025,2,101,South West,south of Walshes Ave,South Gloucestershire,0,930456,1,12,S,16,3/21/2007,2007,182290,0,1,71,U,3,UU,373520,0,ST JOHNS WAY,11
8,3,E06000025,5,75,South West,south of Walshes Ave,South Gloucestershire,0,930456,1,19,S,4,3/21/2007,2007,182290,0,0,49,U,5,UU,373520,1,ST JOHNS WAY,12
3,4,E06000025,4,103,South West,south of Walshes Ave,South Gloucestershire,0,930456,0,11,S,9,3/21/2007,2007,182290,0,1,79,U,3,UU,373520,0,ST JOHNS WAY,13
3,3,E06000025,2,110,South West,south of Walshes Ave,South Gloucestershire,0,930456,1,9,S,10,3/21/2007,2007,182290,1,0,87,U,3,UU,373520,0,ST JOHNS WAY,14
5,2,E06000025,0,119,South West,south of Walshes Ave,South Gloucestershire,0,930456,1,6,S,20,3/21/2007,2007,182290,1,0,90,U,0,UU,373520,0,ST JOHNS WAY,15
3,5,E06000025,1,130,South West,south of Walshes Ave,South Gloucestershire,0,930456,0,4,S,8,3/21/2007,2007,182290,1,0,112,U,0,UU,373520,1,ST JOHNS WAY,16
1,1,E06000025,0,182,South West,south of Walshes Ave,South Gloucestershire,0,930456,0,2,S,11,3/21/2007,2007,182290,0,0,168,U,1,UU,373520,1,ST JOHNS WAY,17
0,1,E06000025,0,102,South West,south of Walshes Ave,South Gloucestershire,0,930456,0,0,S,9,3/21/2007,2007,182290,1,0,91,U,0,UU,373520,3,ST JOHNS WAY,18
