HGVR2,BUS,ONS LACode,HGVR4,AMV,Region Name (GO),CP Location,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,HGVR3,RCat,S Ref E,PC,Road Name,Hour
0,0,E06000025,0,12,South West,west of Pilgrims Way,South Gloucestershire,0,990404,0,0,E,2,5/24/2006,2006,177735,0,0,10,U,0,UU,364840,1,Bromley Heath Avenue,7
0,0,E06000025,0,59,South West,west of Pilgrims Way,South Gloucestershire,0,990404,0,0,E,6,5/24/2006,2006,177735,0,0,53,U,0,UU,364840,0,Bromley Heath Avenue,8
0,0,E06000025,0,20,South West,west of Pilgrims Way,South Gloucestershire,0,990404,0,0,E,3,5/24/2006,2006,177735,0,0,17,U,0,UU,364840,0,Bromley Heath Avenue,9
0,0,E06000025,0,23,South West,west of Pilgrims Way,South Gloucestershire,0,990404,0,0,E,4,5/24/2006,2006,177735,0,0,19,U,0,UU,364840,0,Bromley Heath Avenue,10
0,0,E06000025,0,43,South West,west of Pilgrims Way,South Gloucestershire,0,990404,0,0,E,3,5/24/2006,2006,177735,1,0,39,U,0,UU,364840,0,Bromley Heath Avenue,11
1,0,E06000025,0,34,South West,west of Pilgrims Way,South Gloucestershire,0,990404,0,1,E,4,5/24/2006,2006,177735,0,0,29,U,0,UU,364840,1,Bromley Heath Avenue,12
0,0,E06000025,0,24,South West,west of Pilgrims Way,South Gloucestershire,0,990404,0,0,E,1,5/24/2006,2006,177735,0,0,23,U,0,UU,364840,0,Bromley Heath Avenue,13
0,0,E06000025,0,34,South West,west of Pilgrims Way,South Gloucestershire,0,990404,0,0,E,0,5/24/2006,2006,177735,0,0,34,U,0,UU,364840,1,Bromley Heath Avenue,14
1,0,E06000025,0,64,South West,west of Pilgrims Way,South Gloucestershire,0,990404,0,1,E,3,5/24/2006,2006,177735,1,0,59,U,0,UU,364840,1,Bromley Heath Avenue,15
0,0,E06000025,0,76,South West,west of Pilgrims Way,South Gloucestershire,0,990404,0,0,E,5,5/24/2006,2006,177735,0,0,71,U,0,UU,364840,7,Bromley Heath Avenue,16
0,0,E06000025,0,87,South West,west of Pilgrims Way,South Gloucestershire,0,990404,0,0,E,10,5/24/2006,2006,177735,0,0,77,U,0,UU,364840,7,Bromley Heath Avenue,17
0,0,E06000025,0,61,South West,west of Pilgrims Way,South Gloucestershire,0,990404,0,0,E,4,5/24/2006,2006,177735,1,0,56,U,0,UU,364840,2,Bromley Heath Avenue,18
0,0,E06000025,0,133,South West,west of Pilgrims Way,South Gloucestershire,0,990404,0,0,W,14,5/24/2006,2006,177735,2,0,117,U,0,UU,364840,7,Bromley Heath Avenue,7
0,0,E06000025,0,126,South West,west of Pilgrims Way,South Gloucestershire,0,990404,0,0,W,3,5/24/2006,2006,177735,1,0,122,U,0,UU,364840,5,Bromley Heath Avenue,8
0,0,E06000025,0,58,South West,west of Pilgrims Way,South Gloucestershire,0,990404,0,0,W,2,5/24/2006,2006,177735,1,0,55,U,0,UU,364840,2,Bromley Heath Avenue,9
0,0,E06000025,0,43,South West,west of Pilgrims Way,South Gloucestershire,0,990404,0,0,W,5,5/24/2006,2006,177735,0,0,38,U,0,UU,364840,0,Bromley Heath Avenue,10
0,0,E06000025,0,32,South West,west of Pilgrims Way,South Gloucestershire,0,990404,0,0,W,3,5/24/2006,2006,177735,1,0,28,U,0,UU,364840,1,Bromley Heath Avenue,11
0,0,E06000025,0,47,South West,west of Pilgrims Way,South Gloucestershire,0,990404,0,0,W,6,5/24/2006,2006,177735,0,0,41,U,0,UU,364840,0,Bromley Heath Avenue,12
0,0,E06000025,0,42,South West,west of Pilgrims Way,South Gloucestershire,0,990404,0,0,W,2,5/24/2006,2006,177735,0,0,40,U,0,UU,364840,0,Bromley Heath Avenue,13
1,0,E06000025,0,36,South West,west of Pilgrims Way,South Gloucestershire,0,990404,0,1,W,3,5/24/2006,2006,177735,0,0,32,U,0,UU,364840,1,Bromley Heath Avenue,14
0,0,E06000025,0,39,South West,west of Pilgrims Way,South Gloucestershire,0,990404,0,0,W,2,5/24/2006,2006,177735,0,0,37,U,0,UU,364840,1,Bromley Heath Avenue,15
1,0,E06000025,0,31,South West,west of Pilgrims Way,South Gloucestershire,0,990404,0,1,W,1,5/24/2006,2006,177735,0,0,29,U,0,UU,364840,0,Bromley Heath Avenue,16
0,0,E06000025,0,34,South West,west of Pilgrims Way,South Gloucestershire,0,990404,0,0,W,3,5/24/2006,2006,177735,1,0,30,U,0,UU,364840,4,Bromley Heath Avenue,17
0,0,E06000025,0,43,South West,west of Pilgrims Way,South Gloucestershire,0,990404,0,0,W,2,5/24/2006,2006,177735,1,0,40,U,0,UU,364840,0,Bromley Heath Avenue,18
