HGVR2,BUS,ONS LACode,A Ref E,HGVR4,AMV,Region Name (GO),A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
7,5,E06000024,348690,10,920,South West,Station Road Backwell,169290,North Somerset,1,27028,5,26,E,73,5/17/2011,2011,169360,21,0,795,A370,352100,3,PR,351500,15,168590,B3130,7
9,6,E06000024,348690,5,626,South West,Station Road Backwell,169290,North Somerset,1,27028,4,25,E,37,5/17/2011,2011,169360,21,2,537,A370,352100,4,PR,351500,16,168590,B3130,8
13,6,E06000024,348690,8,527,South West,Station Road Backwell,169290,North Somerset,1,27028,6,31,E,51,5/17/2011,2011,169360,6,1,433,A370,352100,2,PR,351500,2,168590,B3130,9
14,8,E06000024,348690,10,431,South West,Station Road Backwell,169290,North Somerset,0,27028,0,31,E,78,5/17/2011,2011,169360,4,3,310,A370,352100,4,PR,351500,0,168590,B3130,10
12,5,E06000024,348690,5,368,South West,Station Road Backwell,169290,North Somerset,4,27028,2,25,E,71,5/17/2011,2011,169360,5,2,262,A370,352100,0,PR,351500,0,168590,B3130,11
13,7,E06000024,348690,1,363,South West,Station Road Backwell,169290,North Somerset,0,27028,4,25,E,69,5/17/2011,2011,169360,2,2,260,A370,352100,5,PR,351500,1,168590,B3130,12
11,6,E06000024,348690,5,388,South West,Station Road Backwell,169290,North Somerset,1,27028,2,22,E,66,5/17/2011,2011,169360,3,0,291,A370,352100,3,PR,351500,1,168590,B3130,13
17,6,E06000024,348690,2,364,South West,Station Road Backwell,169290,North Somerset,0,27028,2,26,E,52,5/17/2011,2011,169360,7,1,273,A370,352100,4,PR,351500,3,168590,B3130,14
4,7,E06000024,348690,1,410,South West,Station Road Backwell,169290,North Somerset,3,27028,3,12,E,63,5/17/2011,2011,169360,3,1,325,A370,352100,0,PR,351500,2,168590,B3130,15
5,11,E06000024,348690,0,379,South West,Station Road Backwell,169290,North Somerset,0,27028,1,8,E,55,5/17/2011,2011,169360,6,1,299,A370,352100,1,PR,351500,3,168590,B3130,16
4,3,E06000024,348690,0,452,South West,Station Road Backwell,169290,North Somerset,0,27028,1,7,E,42,5/17/2011,2011,169360,3,1,397,A370,352100,1,PR,351500,3,168590,B3130,17
1,4,E06000024,348690,0,383,South West,Station Road Backwell,169290,North Somerset,0,27028,0,1,E,32,5/17/2011,2011,169360,2,0,344,A370,352100,0,PR,351500,3,168590,B3130,18
8,7,E06000024,348690,9,411,South West,Station Road Backwell,169290,North Somerset,1,27028,1,23,W,88,5/17/2011,2011,169360,5,1,288,A370,352100,3,PR,351500,3,168590,B3130,7
19,4,E06000024,348690,6,485,South West,Station Road Backwell,169290,North Somerset,3,27028,3,31,W,67,5/17/2011,2011,169360,9,0,374,A370,352100,0,PR,351500,3,168590,B3130,8
13,6,E06000024,348690,6,329,South West,Station Road Backwell,169290,North Somerset,3,27028,2,35,W,62,5/17/2011,2011,169360,3,6,223,A370,352100,5,PR,351500,0,168590,B3130,9
14,6,E06000024,348690,9,354,South West,Station Road Backwell,169290,North Somerset,1,27028,4,30,W,57,5/17/2011,2011,169360,5,1,256,A370,352100,1,PR,351500,0,168590,B3130,10
11,5,E06000024,348690,11,340,South West,Station Road Backwell,169290,North Somerset,3,27028,1,29,W,57,5/17/2011,2011,169360,3,3,246,A370,352100,0,PR,351500,1,168590,B3130,11
7,7,E06000024,348690,12,414,South West,Station Road Backwell,169290,North Somerset,1,27028,1,26,W,69,5/17/2011,2011,169360,4,3,308,A370,352100,2,PR,351500,2,168590,B3130,12
14,8,E06000024,348690,7,418,South West,Station Road Backwell,169290,North Somerset,0,27028,0,25,W,56,5/17/2011,2011,169360,3,3,326,A370,352100,1,PR,351500,1,168590,B3130,13
9,7,E06000024,348690,6,465,South West,Station Road Backwell,169290,North Somerset,3,27028,1,25,W,62,5/17/2011,2011,169360,2,3,369,A370,352100,3,PR,351500,2,168590,B3130,14
7,8,E06000024,348690,5,591,South West,Station Road Backwell,169290,North Somerset,5,27028,1,22,W,72,5/17/2011,2011,169360,5,1,484,A370,352100,3,PR,351500,3,168590,B3130,15
4,6,E06000024,348690,2,866,South West,Station Road Backwell,169290,North Somerset,0,27028,2,10,W,90,5/17/2011,2011,169360,19,1,741,A370,352100,1,PR,351500,4,168590,B3130,16
3,4,E06000024,348690,1,939,South West,Station Road Backwell,169290,North Somerset,0,27028,0,4,W,60,5/17/2011,2011,169360,25,0,846,A370,352100,0,PR,351500,12,168590,B3130,17
0,7,E06000024,348690,0,700,South West,Station Road Backwell,169290,North Somerset,0,27028,0,1,W,49,5/17/2011,2011,169360,16,0,627,A370,352100,1,PR,351500,9,168590,B3130,18
20,6,E06000025,364390,7,1450,South West,A4,172170,South Gloucestershire,0,99053,4,46,N,305,5/17/2011,2011,171000,36,5,1057,A4174,365420,10,PR,364600,0,170170,A4174 spur,7
24,11,E06000025,364390,3,1382,South West,A4,172170,South Gloucestershire,2,99053,9,47,N,212,5/17/2011,2011,171000,35,4,1077,A4174,365420,5,PR,364600,0,170170,A4174 spur,8
24,10,E06000025,364390,19,1080,South West,A4,172170,South Gloucestershire,1,99053,11,69,N,186,5/17/2011,2011,171000,18,2,797,A4174,365420,12,PR,364600,0,170170,A4174 spur,9
32,3,E06000025,364390,6,959,South West,A4,172170,South Gloucestershire,3,99053,6,61,N,168,5/17/2011,2011,171000,7,6,720,A4174,365420,8,PR,364600,0,170170,A4174 spur,10
26,4,E06000025,364390,8,981,South West,A4,172170,South Gloucestershire,3,99053,4,57,N,177,5/17/2011,2011,171000,12,9,731,A4174,365420,7,PR,364600,0,170170,A4174 spur,11
19,5,E06000025,364390,12,1073,South West,A4,172170,South Gloucestershire,1,99053,7,51,N,221,5/17/2011,2011,171000,14,9,782,A4174,365420,3,PR,364600,0,170170,A4174 spur,12
25,1,E06000025,364390,6,933,South West,A4,172170,South Gloucestershire,4,99053,8,54,N,144,5/17/2011,2011,171000,13,5,721,A4174,365420,6,PR,364600,0,170170,A4174 spur,13
25,6,E06000025,364390,6,960,South West,A4,172170,South Gloucestershire,0,99053,3,52,N,162,5/17/2011,2011,171000,12,7,728,A4174,365420,11,PR,364600,0,170170,A4174 spur,14
28,8,E06000025,364390,11,1132,South West,A4,172170,South Gloucestershire,2,99053,8,60,N,202,5/17/2011,2011,171000,23,5,839,A4174,365420,6,PR,364600,0,170170,A4174 spur,15
27,4,E06000025,364390,1,1508,South West,A4,172170,South Gloucestershire,1,99053,2,39,N,262,5/17/2011,2011,171000,20,4,1183,A4174,365420,4,PR,364600,2,170170,A4174 spur,16
10,3,E06000025,364390,0,1621,South West,A4,172170,South Gloucestershire,0,99053,1,19,N,228,5/17/2011,2011,171000,22,7,1349,A4174,365420,1,PR,364600,1,170170,A4174 spur,17
4,11,E06000025,364390,2,1259,South West,A4,172170,South Gloucestershire,0,99053,2,11,N,89,5/17/2011,2011,171000,10,2,1138,A4174,365420,1,PR,364600,0,170170,A4174 spur,18
18,7,E06000025,364390,5,1337,South West,A4,172170,South Gloucestershire,0,99053,3,39,S,295,5/17/2011,2011,171000,20,6,976,A4174,365420,7,PR,364600,1,170170,A4174 spur,7
28,8,E06000025,364390,3,1358,South West,A4,172170,South Gloucestershire,2,99053,6,58,S,247,5/17/2011,2011,171000,17,9,1028,A4174,365420,10,PR,364600,0,170170,A4174 spur,8
