HGVR2,BUS,ONS LACode,HGVR4,AMV,Region Name (GO),CP Location,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,HGVR3,RCat,S Ref E,PC,Road Name,Hour
0,0,E06000023,0,10,South West,North of Jamaica Street,"Bristol, City of",0,946820,0,0,E,0,10/22/2012,2012,173775,0,0,10,U,0,UU,358914,1,KING SQUARE,7
0,0,E06000023,0,20,South West,North of Jamaica Street,"Bristol, City of",0,946820,0,0,E,0,10/22/2012,2012,173775,2,0,18,U,0,UU,358914,0,KING SQUARE,8
3,0,E06000023,0,18,South West,North of Jamaica Street,"Bristol, City of",0,946820,0,3,E,0,10/22/2012,2012,173775,2,0,13,U,0,UU,358914,0,KING SQUARE,9
2,0,E06000023,0,16,South West,North of Jamaica Street,"Bristol, City of",0,946820,0,2,E,5,10/22/2012,2012,173775,0,0,9,U,0,UU,358914,1,KING SQUARE,10
1,0,E06000023,0,18,South West,North of Jamaica Street,"Bristol, City of",0,946820,0,1,E,2,10/22/2012,2012,173775,0,0,15,U,0,UU,358914,0,KING SQUARE,11
0,0,E06000023,0,9,South West,North of Jamaica Street,"Bristol, City of",0,946820,0,0,E,2,10/22/2012,2012,173775,0,0,7,U,0,UU,358914,1,KING SQUARE,12
0,0,E06000023,0,15,South West,North of Jamaica Street,"Bristol, City of",0,946820,0,0,E,4,10/22/2012,2012,173775,0,0,11,U,0,UU,358914,1,KING SQUARE,13
0,0,E06000023,0,6,South West,North of Jamaica Street,"Bristol, City of",0,946820,0,0,E,0,10/22/2012,2012,173775,0,0,6,U,0,UU,358914,0,KING SQUARE,14
0,0,E06000023,0,18,South West,North of Jamaica Street,"Bristol, City of",0,946820,0,0,E,0,10/22/2012,2012,173775,0,0,18,U,0,UU,358914,1,KING SQUARE,15
0,0,E06000023,0,13,South West,North of Jamaica Street,"Bristol, City of",0,946820,0,0,E,2,10/22/2012,2012,173775,0,0,11,U,0,UU,358914,0,KING SQUARE,16
0,0,E06000023,0,22,South West,North of Jamaica Street,"Bristol, City of",0,946820,0,0,E,0,10/22/2012,2012,173775,1,0,21,U,0,UU,358914,2,KING SQUARE,17
0,0,E06000023,0,11,South West,North of Jamaica Street,"Bristol, City of",0,946820,0,0,E,0,10/22/2012,2012,173775,1,0,10,U,0,UU,358914,0,KING SQUARE,18
0,0,E06000023,0,18,South West,North of Jamaica Street,"Bristol, City of",0,946820,0,0,W,7,10/22/2012,2012,173775,0,0,11,U,0,UU,358914,0,KING SQUARE,7
0,0,E06000023,0,21,South West,North of Jamaica Street,"Bristol, City of",0,946820,0,0,W,8,10/22/2012,2012,173775,0,0,13,U,0,UU,358914,3,KING SQUARE,8
0,0,E06000023,0,20,South West,North of Jamaica Street,"Bristol, City of",0,946820,0,0,W,4,10/22/2012,2012,173775,0,0,16,U,0,UU,358914,0,KING SQUARE,9
0,0,E06000023,0,34,South West,North of Jamaica Street,"Bristol, City of",0,946820,0,0,W,8,10/22/2012,2012,173775,0,0,26,U,0,UU,358914,0,KING SQUARE,10
0,0,E06000023,0,24,South West,North of Jamaica Street,"Bristol, City of",0,946820,0,0,W,2,10/22/2012,2012,173775,1,0,21,U,0,UU,358914,0,KING SQUARE,11
0,0,E06000023,0,23,South West,North of Jamaica Street,"Bristol, City of",0,946820,0,0,W,9,10/22/2012,2012,173775,0,0,14,U,0,UU,358914,1,KING SQUARE,12
0,0,E06000023,0,15,South West,North of Jamaica Street,"Bristol, City of",0,946820,0,0,W,2,10/22/2012,2012,173775,0,0,13,U,0,UU,358914,1,KING SQUARE,13
0,0,E06000023,0,30,South West,North of Jamaica Street,"Bristol, City of",0,946820,0,0,W,1,10/22/2012,2012,173775,0,0,29,U,0,UU,358914,0,KING SQUARE,14
1,0,E06000023,0,37,South West,North of Jamaica Street,"Bristol, City of",0,946820,0,1,W,6,10/22/2012,2012,173775,0,0,30,U,0,UU,358914,0,KING SQUARE,15
1,0,E06000023,0,22,South West,North of Jamaica Street,"Bristol, City of",0,946820,0,1,W,4,10/22/2012,2012,173775,0,0,17,U,0,UU,358914,2,KING SQUARE,16
0,0,E06000023,0,28,South West,North of Jamaica Street,"Bristol, City of",0,946820,0,0,W,1,10/22/2012,2012,173775,1,0,26,U,0,UU,358914,1,KING SQUARE,17
0,0,E06000023,0,32,South West,North of Jamaica Street,"Bristol, City of",0,946820,0,0,W,1,10/22/2012,2012,173775,0,0,31,U,0,UU,358914,4,KING SQUARE,18
