HGVR2,BUS,ONS LACode,A Ref E,HGVR4,AMV,Region Name (GO),A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
185,3,E06000025,357747,29,3754,South West,Junction 17 M5,183284,South Gloucestershire,24,99619,71,453,E,578,6/9/2006,2006,182900,52,110,2668,M5,360686,34,TM,360000,0,181250,Junction 16 M5,7
129,5,E06000025,357747,28,3740,South West,Junction 17 M5,183284,South Gloucestershire,14,99619,97,405,E,444,6/9/2006,2006,182900,37,109,2849,M5,360686,28,TM,360000,0,181250,Junction 16 M5,8
66,15,E06000025,357747,30,3245,South West,Junction 17 M5,183284,South Gloucestershire,26,99619,79,361,E,447,6/9/2006,2006,182900,22,135,2400,M5,360686,25,TM,360000,0,181250,Junction 16 M5,9
156,26,E06000025,357747,21,3451,South West,Junction 17 M5,183284,South Gloucestershire,30,99619,82,455,E,417,6/9/2006,2006,182900,16,140,2537,M5,360686,26,TM,360000,1,181250,Junction 16 M5,10
80,43,E06000025,357747,48,4225,South West,Junction 17 M5,183284,South Gloucestershire,27,99619,68,399,E,533,6/9/2006,2006,182900,27,152,3223,M5,360686,24,TM,360000,1,181250,Junction 16 M5,11
162,55,E06000025,357747,21,4423,South West,Junction 17 M5,183284,South Gloucestershire,23,99619,115,472,E,52,6/9/2006,2006,182900,38,126,3806,M5,360686,25,TM,360000,0,181250,Junction 16 M5,12
129,7,E06000025,357747,30,4136,South West,Junction 17 M5,183284,South Gloucestershire,38,99619,82,428,E,345,6/9/2006,2006,182900,26,131,3330,M5,360686,18,TM,360000,0,181250,Junction 16 M5,13
111,31,E06000025,357747,22,4294,South West,Junction 17 M5,183284,South Gloucestershire,24,99619,128,387,E,64,6/9/2006,2006,182900,25,77,3787,M5,360686,25,TM,360000,0,181250,Junction 16 M5,14
111,15,E06000025,357747,24,4869,South West,Junction 17 M5,183284,South Gloucestershire,25,99619,98,380,E,429,6/9/2006,2006,182900,26,99,4019,M5,360686,23,TM,360000,0,181250,Junction 16 M5,15
88,24,E06000025,357747,12,4626,South West,Junction 17 M5,183284,South Gloucestershire,21,99619,74,276,E,453,6/9/2006,2006,182900,34,67,3839,M5,360686,14,TM,360000,0,181250,Junction 16 M5,16
54,10,E06000025,357747,3,4480,South West,Junction 17 M5,183284,South Gloucestershire,29,99619,64,239,E,329,6/9/2006,2006,182900,37,85,3865,M5,360686,4,TM,360000,0,181250,Junction 16 M5,17
55,26,E06000025,357747,1,4106,South West,Junction 17 M5,183284,South Gloucestershire,30,99619,43,226,E,20,6/9/2006,2006,182900,29,92,3805,M5,360686,5,TM,360000,0,181250,Junction 16 M5,18
159,14,E06000025,357747,34,3964,South West,Junction 17 M5,183284,South Gloucestershire,35,99619,129,489,W,456,6/9/2006,2006,182900,67,108,2938,M5,360686,24,TM,360000,0,181250,Junction 16 M5,7
146,18,E06000025,357747,37,4133,South West,Junction 17 M5,183284,South Gloucestershire,7,99619,113,453,W,290,6/9/2006,2006,182900,38,130,3334,M5,360686,20,TM,360000,0,181250,Junction 16 M5,8
128,22,E06000025,357747,26,3951,South West,Junction 17 M5,183284,South Gloucestershire,23,99619,97,416,W,344,6/9/2006,2006,182900,13,110,3156,M5,360686,32,TM,360000,0,181250,Junction 16 M5,9
112,29,E06000025,357747,27,4455,South West,Junction 17 M5,183284,South Gloucestershire,24,99619,99,386,W,67,6/9/2006,2006,182900,20,105,3953,M5,360686,19,TM,360000,0,181250,Junction 16 M5,10
132,22,E06000025,357747,29,4639,South West,Junction 17 M5,183284,South Gloucestershire,32,99619,96,439,W,359,6/9/2006,2006,182900,24,129,3795,M5,360686,21,TM,360000,0,181250,Junction 16 M5,11
106,11,E06000025,357747,19,4563,South West,Junction 17 M5,183284,South Gloucestershire,15,99619,120,400,W,431,6/9/2006,2006,182900,20,113,3701,M5,360686,27,TM,360000,0,181250,Junction 16 M5,12
116,12,E06000025,357747,24,4622,South West,Junction 17 M5,183284,South Gloucestershire,23,99619,82,381,W,400,6/9/2006,2006,182900,47,108,3782,M5,360686,28,TM,360000,0,181250,Junction 16 M5,13
152,20,E06000025,357747,17,4633,South West,Junction 17 M5,183284,South Gloucestershire,22,99619,69,374,W,437,6/9/2006,2006,182900,36,87,3766,M5,360686,27,TM,360000,0,181250,Junction 16 M5,14
68,12,E06000025,357747,24,4485,South West,Junction 17 M5,183284,South Gloucestershire,17,99619,75,287,W,505,6/9/2006,2006,182900,48,81,3633,M5,360686,22,TM,360000,0,181250,Junction 16 M5,15
106,11,E06000025,357747,21,5219,South West,Junction 17 M5,183284,South Gloucestershire,15,99619,72,296,W,61,6/9/2006,2006,182900,48,67,4803,M5,360686,15,TM,360000,0,181250,Junction 16 M5,16
42,9,E06000025,357747,13,4662,South West,Junction 17 M5,183284,South Gloucestershire,8,99619,53,190,W,280,6/9/2006,2006,182900,56,64,4127,M5,360686,10,TM,360000,0,181250,Junction 16 M5,17
43,0,E06000025,357747,1,3738,South West,Junction 17 M5,183284,South Gloucestershire,12,99619,41,143,W,244,6/9/2006,2006,182900,48,42,3303,M5,360686,4,TM,360000,0,181250,Junction 16 M5,18
