HGVR2,BUS,ONS LACode,Road Name,A Ref E,HGVR4,AMV,Region Name (GO),CP Location,A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
48,0,E06000025,,374452,7,1593,South West,,Sands Hill,178163,South Gloucestershire,5,46510,10,88,N,195,6/12/2001,2001,175000,11,11,1299,A46,375767,7,TR,374760,0,172774,M4 J18,7
29,4,E06000025,,374452,0,1306,South West,,Sands Hill,178163,South Gloucestershire,6,46510,5,55,N,125,6/12/2001,2001,175000,9,12,1113,A46,375767,3,TR,374760,2,172774,M4 J18,8
29,7,E06000025,,374452,8,1048,South West,,Sands Hill,178163,South Gloucestershire,9,46510,9,83,N,116,6/12/2001,2001,175000,6,23,836,A46,375767,5,TR,374760,0,172774,M4 J18,9
49,3,E06000025,,374452,7,798,South West,,Sands Hill,178163,South Gloucestershire,14,46510,9,108,N,101,6/12/2001,2001,175000,6,23,580,A46,375767,6,TR,374760,0,172774,M4 J18,10
29,4,E06000025,,374452,8,707,South West,,Sands Hill,178163,South Gloucestershire,13,46510,5,75,N,98,6/12/2001,2001,175000,4,18,526,A46,375767,2,TR,374760,0,172774,M4 J18,11
48,5,E06000025,,374452,7,736,South West,,Sands Hill,178163,South Gloucestershire,9,46510,9,93,N,109,6/12/2001,2001,175000,2,15,527,A46,375767,5,TR,374760,0,172774,M4 J18,12
50,4,E06000025,,374452,5,709,South West,,Sands Hill,178163,South Gloucestershire,9,46510,11,94,N,96,6/12/2001,2001,175000,9,11,506,A46,375767,8,TR,374760,1,172774,M4 J18,13
39,6,E06000025,,374452,5,673,South West,,Sands Hill,178163,South Gloucestershire,8,46510,9,75,N,83,6/12/2001,2001,175000,5,10,504,A46,375767,4,TR,374760,1,172774,M4 J18,14
47,12,E06000025,,374452,2,795,South West,,Sands Hill,178163,South Gloucestershire,7,46510,5,84,N,89,6/12/2001,2001,175000,6,18,604,A46,375767,5,TR,374760,0,172774,M4 J18,15
30,10,E06000025,,374452,5,925,South West,,Sands Hill,178163,South Gloucestershire,5,46510,14,69,N,77,6/12/2001,2001,175000,7,12,762,A46,375767,3,TR,374760,0,172774,M4 J18,16
