HGVR2,BUS,ONS LACode,Road Name,A Ref E,HGVR4,AMV,Region Name (GO),CP Location,A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
15,26,E06000023,,358510,0,1177,South West,,A38,174840,"Bristol, City of",1,7617,0,18,E,100,5/2/2001,2001,173180,21,0,1012,A4018,357330,2,PU,358020,35,172750,A4176,7
15,38,E06000023,,358510,1,1494,South West,,A38,174840,"Bristol, City of",1,7617,2,20,E,93,5/2/2001,2001,173180,25,1,1318,A4018,357330,0,PU,358020,91,172750,A4176,8
20,47,E06000023,,358510,0,1195,South West,,A38,174840,"Bristol, City of",0,7617,0,23,E,128,5/2/2001,2001,173180,15,0,982,A4018,357330,3,PU,358020,61,172750,A4176,9
23,42,E06000023,,358510,0,1020,South West,,A38,174840,"Bristol, City of",3,7617,0,27,E,139,5/2/2001,2001,173180,16,0,796,A4018,357330,1,PU,358020,33,172750,A4176,10
21,34,E06000023,,358510,0,1031,South West,,A38,174840,"Bristol, City of",2,7617,0,27,E,141,5/2/2001,2001,173180,10,0,819,A4018,357330,4,PU,358020,28,172750,A4176,11
23,39,E06000023,,358510,0,1026,South West,,A38,174840,"Bristol, City of",0,7617,3,28,E,120,5/2/2001,2001,173180,14,2,825,A4018,357330,0,PU,358020,41,172750,A4176,12
21,40,E06000023,,358510,1,1066,South West,,A38,174840,"Bristol, City of",1,7617,1,30,E,129,5/2/2001,2001,173180,13,1,854,A4018,357330,5,PU,358020,34,172750,A4176,13
22,36,E06000023,,358510,1,1061,South West,,A38,174840,"Bristol, City of",1,7617,0,25,E,130,5/2/2001,2001,173180,14,0,856,A4018,357330,1,PU,358020,26,172750,A4176,14
14,36,E06000023,,358510,0,1036,South West,,A38,174840,"Bristol, City of",0,7617,0,17,E,125,5/2/2001,2001,173180,15,0,843,A4018,357330,3,PU,358020,29,172750,A4176,15
16,46,E06000023,,358510,2,1043,South West,,A38,174840,"Bristol, City of",0,7617,0,19,E,105,5/2/2001,2001,173180,16,0,857,A4018,357330,1,PU,358020,39,172750,A4176,16
5,26,E06000023,,358510,0,996,South West,,A38,174840,"Bristol, City of",0,7617,0,5,E,56,5/2/2001,2001,173180,24,0,885,A4018,357330,0,PU,358020,57,172750,A4176,17
5,37,E06000023,,358510,0,1035,South West,,A38,174840,"Bristol, City of",3,7617,0,9,E,38,5/2/2001,2001,173180,11,0,940,A4018,357330,1,PU,358020,46,172750,A4176,18
16,32,E06000023,,358510,1,780,South West,,A38,174840,"Bristol, City of",0,7617,0,19,W,111,5/2/2001,2001,173180,12,0,606,A4018,357330,2,PU,358020,14,172750,A4176,7
16,51,E06000023,,358510,0,1082,South West,,A38,174840,"Bristol, City of",0,7617,0,16,W,117,5/2/2001,2001,173180,22,0,876,A4018,357330,0,PU,358020,46,172750,A4176,8
23,46,E06000023,,358510,0,993,South West,,A38,174840,"Bristol, City of",0,7617,0,28,W,133,5/2/2001,2001,173180,17,2,769,A4018,357330,3,PU,358020,39,172750,A4176,9
26,43,E06000023,,358510,0,919,South West,,A38,174840,"Bristol, City of",0,7617,1,28,W,140,5/2/2001,2001,173180,11,1,697,A4018,357330,0,PU,358020,21,172750,A4176,10
