HGVR2,BUS,ONS LACode,HGVR4,AMV,Region Name (GO),CP Location,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,HGVR3,RCat,S Ref E,PC,Road Name,Hour
0,29,E06000023,0,222,South West,East of Temple Gate,"Bristol, City of",0,946793,0,0,E,18,6/18/2014,2014,172375,3,0,172,U,0,UU,359604,57,STATION APPROACH,7
1,28,E06000023,0,289,South West,East of Temple Gate,"Bristol, City of",0,946793,0,1,E,26,6/18/2014,2014,172375,4,0,230,U,0,UU,359604,71,STATION APPROACH,8
0,33,E06000023,0,321,South West,East of Temple Gate,"Bristol, City of",0,946793,0,0,E,11,6/18/2014,2014,172375,4,0,273,U,0,UU,359604,19,STATION APPROACH,9
0,33,E06000023,0,262,South West,East of Temple Gate,"Bristol, City of",0,946793,0,0,E,13,6/18/2014,2014,172375,2,0,214,U,0,UU,359604,5,STATION APPROACH,10
0,35,E06000023,0,241,South West,East of Temple Gate,"Bristol, City of",0,946793,0,0,E,10,6/18/2014,2014,172375,0,0,196,U,0,UU,359604,9,STATION APPROACH,11
0,26,E06000023,0,237,South West,East of Temple Gate,"Bristol, City of",0,946793,0,0,E,16,6/18/2014,2014,172375,0,0,195,U,0,UU,359604,10,STATION APPROACH,12
0,38,E06000023,0,251,South West,East of Temple Gate,"Bristol, City of",0,946793,0,0,E,15,6/18/2014,2014,172375,3,0,195,U,0,UU,359604,8,STATION APPROACH,13
1,30,E06000023,0,222,South West,East of Temple Gate,"Bristol, City of",0,946793,0,1,E,11,6/18/2014,2014,172375,2,0,178,U,0,UU,359604,12,STATION APPROACH,14
0,30,E06000023,0,195,South West,East of Temple Gate,"Bristol, City of",0,946793,0,0,E,6,6/18/2014,2014,172375,2,0,157,U,0,UU,359604,13,STATION APPROACH,15
0,29,E06000023,0,229,South West,East of Temple Gate,"Bristol, City of",0,946793,0,0,E,7,6/18/2014,2014,172375,0,0,193,U,0,UU,359604,25,STATION APPROACH,16
1,27,E06000023,0,215,South West,East of Temple Gate,"Bristol, City of",0,946793,0,1,E,9,6/18/2014,2014,172375,0,0,178,U,0,UU,359604,44,STATION APPROACH,17
0,31,E06000023,0,300,South West,East of Temple Gate,"Bristol, City of",0,946793,0,0,E,5,6/18/2014,2014,172375,4,0,260,U,0,UU,359604,22,STATION APPROACH,18
1,27,E06000023,0,164,South West,East of Temple Gate,"Bristol, City of",0,946793,0,1,W,10,6/18/2014,2014,172375,1,0,125,U,0,UU,359604,21,STATION APPROACH,7
1,29,E06000023,0,255,South West,East of Temple Gate,"Bristol, City of",0,946793,0,1,W,13,6/18/2014,2014,172375,3,0,209,U,0,UU,359604,49,STATION APPROACH,8
0,36,E06000023,0,304,South West,East of Temple Gate,"Bristol, City of",0,946793,0,0,W,9,6/18/2014,2014,172375,0,0,259,U,0,UU,359604,23,STATION APPROACH,9
0,32,E06000023,0,264,South West,East of Temple Gate,"Bristol, City of",0,946793,0,0,W,13,6/18/2014,2014,172375,0,0,219,U,0,UU,359604,8,STATION APPROACH,10
0,35,E06000023,0,312,South West,East of Temple Gate,"Bristol, City of",0,946793,0,0,W,31,6/18/2014,2014,172375,1,0,245,U,0,UU,359604,5,STATION APPROACH,11
0,34,E06000023,0,264,South West,East of Temple Gate,"Bristol, City of",0,946793,0,0,W,15,6/18/2014,2014,172375,1,0,214,U,0,UU,359604,13,STATION APPROACH,12
0,36,E06000023,0,260,South West,East of Temple Gate,"Bristol, City of",0,946793,0,0,W,11,6/18/2014,2014,172375,2,0,211,U,0,UU,359604,17,STATION APPROACH,13
1,34,E06000023,0,252,South West,East of Temple Gate,"Bristol, City of",0,946793,0,1,W,11,6/18/2014,2014,172375,4,0,202,U,0,UU,359604,13,STATION APPROACH,14
0,32,E06000023,0,289,South West,East of Temple Gate,"Bristol, City of",0,946793,0,0,W,13,6/18/2014,2014,172375,3,0,241,U,0,UU,359604,12,STATION APPROACH,15
0,27,E06000023,0,254,South West,East of Temple Gate,"Bristol, City of",0,946793,0,0,W,16,6/18/2014,2014,172375,6,0,205,U,0,UU,359604,25,STATION APPROACH,16
1,26,E06000023,0,269,South West,East of Temple Gate,"Bristol, City of",0,946793,0,1,W,8,6/18/2014,2014,172375,4,0,230,U,0,UU,359604,63,STATION APPROACH,17
0,33,E06000023,0,354,South West,East of Temple Gate,"Bristol, City of",0,946793,0,0,W,3,6/18/2014,2014,172375,3,0,315,U,0,UU,359604,62,STATION APPROACH,18
0,0,E06000024,0,340,South West,Wraxall,North Somerset,0,947253,0,0,N,30,6/18/2014,2014,173295,3,0,307,C,0,CR,348026,2,WHITEHOUSE LANE,7
1,1,E06000024,0,366,South West,Wraxall,North Somerset,0,947253,0,1,N,39,6/18/2014,2014,173295,2,0,323,C,0,CR,348026,1,WHITEHOUSE LANE,8
1,0,E06000024,0,191,South West,Wraxall,North Somerset,1,947253,0,2,N,26,6/18/2014,2014,173295,0,0,163,C,0,CR,348026,1,WHITEHOUSE LANE,9
1,0,E06000024,0,143,South West,Wraxall,North Somerset,0,947253,0,1,N,27,6/18/2014,2014,173295,1,0,114,C,0,CR,348026,0,WHITEHOUSE LANE,10
2,0,E06000024,0,138,South West,Wraxall,North Somerset,0,947253,0,2,N,31,6/18/2014,2014,173295,0,0,105,C,0,CR,348026,0,WHITEHOUSE LANE,11
1,2,E06000024,0,167,South West,Wraxall,North Somerset,0,947253,0,1,N,24,6/18/2014,2014,173295,1,0,139,C,0,CR,348026,0,WHITEHOUSE LANE,12
1,1,E06000024,0,170,South West,Wraxall,North Somerset,1,947253,0,2,N,23,6/18/2014,2014,173295,2,0,142,C,0,CR,348026,2,WHITEHOUSE LANE,13
2,0,E06000024,0,196,South West,Wraxall,North Somerset,1,947253,0,3,N,15,6/18/2014,2014,173295,2,0,176,C,0,CR,348026,0,WHITEHOUSE LANE,14
1,1,E06000024,0,224,South West,Wraxall,North Somerset,0,947253,0,1,N,29,6/18/2014,2014,173295,1,0,192,C,0,CR,348026,0,WHITEHOUSE LANE,15
1,0,E06000024,0,386,South West,Wraxall,North Somerset,0,947253,0,1,N,42,6/18/2014,2014,173295,7,0,336,C,0,CR,348026,0,WHITEHOUSE LANE,16
0,0,E06000024,0,543,South West,Wraxall,North Somerset,0,947253,0,0,N,35,6/18/2014,2014,173295,12,0,496,C,0,CR,348026,3,WHITEHOUSE LANE,17
1,0,E06000024,0,358,South West,Wraxall,North Somerset,0,947253,0,1,N,21,6/18/2014,2014,173295,8,0,328,C,0,CR,348026,3,WHITEHOUSE LANE,18
2,0,E06000024,2,602,South West,Wraxall,North Somerset,0,947253,0,4,S,96,6/18/2014,2014,173295,8,0,494,C,0,CR,348026,1,WHITEHOUSE LANE,7
3,1,E06000024,0,526,South West,Wraxall,North Somerset,0,947253,0,4,S,44,6/18/2014,2014,173295,10,0,467,C,1,CR,348026,0,WHITEHOUSE LANE,8
1,0,E06000024,0,240,South West,Wraxall,North Somerset,0,947253,0,1,S,25,6/18/2014,2014,173295,2,0,212,C,0,CR,348026,1,WHITEHOUSE LANE,9
0,0,E06000024,0,178,South West,Wraxall,North Somerset,1,947253,0,1,S,23,6/18/2014,2014,173295,3,0,151,C,0,CR,348026,1,WHITEHOUSE LANE,10
1,0,E06000024,0,145,South West,Wraxall,North Somerset,0,947253,0,1,S,19,6/18/2014,2014,173295,0,0,125,C,0,CR,348026,3,WHITEHOUSE LANE,11
0,0,E06000024,0,166,South West,Wraxall,North Somerset,1,947253,0,1,S,21,6/18/2014,2014,173295,1,0,143,C,0,CR,348026,4,WHITEHOUSE LANE,12
