HGVR2,BUS,ONS LACode,A Ref E,HGVR4,AMV,Region Name (GO),A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
0,5,E06000023,356682,2,347,South West,Canford Lane,177550,"Bristol, City of",0,28727,0,4,E,31,5/16/2002,2002,177521,8,0,299,A4162,356940,2,PU,356855,2,177494,A4018,7
2,3,E06000023,356682,1,384,South West,Canford Lane,177550,"Bristol, City of",0,28727,0,4,E,41,5/16/2002,2002,177521,8,0,328,A4162,356940,1,PU,356855,4,177494,A4018,8
5,0,E06000023,356682,0,282,South West,Canford Lane,177550,"Bristol, City of",0,28727,0,5,E,30,5/16/2002,2002,177521,3,0,244,A4162,356940,0,PU,356855,3,177494,A4018,9
4,2,E06000023,356682,0,256,South West,Canford Lane,177550,"Bristol, City of",0,28727,0,5,E,33,5/16/2002,2002,177521,0,0,216,A4162,356940,1,PU,356855,2,177494,A4018,10
3,1,E06000023,356682,0,235,South West,Canford Lane,177550,"Bristol, City of",1,28727,0,4,E,16,5/16/2002,2002,177521,3,0,211,A4162,356940,0,PU,356855,1,177494,A4018,11
6,0,E06000023,356682,0,269,South West,Canford Lane,177550,"Bristol, City of",0,28727,0,8,E,28,5/16/2002,2002,177521,3,1,230,A4162,356940,1,PU,356855,0,177494,A4018,12
9,1,E06000023,356682,2,225,South West,Canford Lane,177550,"Bristol, City of",0,28727,0,12,E,25,5/16/2002,2002,177521,7,0,180,A4162,356940,1,PU,356855,0,177494,A4018,13
4,2,E06000023,356682,1,218,South West,Canford Lane,177550,"Bristol, City of",0,28727,0,6,E,18,5/16/2002,2002,177521,2,0,190,A4162,356940,1,PU,356855,4,177494,A4018,14
3,4,E06000023,356682,0,257,South West,Canford Lane,177550,"Bristol, City of",0,28727,0,3,E,31,5/16/2002,2002,177521,3,0,216,A4162,356940,0,PU,356855,2,177494,A4018,15
1,5,E06000023,356682,0,270,South West,Canford Lane,177550,"Bristol, City of",0,28727,0,1,E,35,5/16/2002,2002,177521,8,0,221,A4162,356940,0,PU,356855,1,177494,A4018,16
1,0,E06000023,356682,0,276,South West,Canford Lane,177550,"Bristol, City of",0,28727,0,1,E,35,5/16/2002,2002,177521,6,0,234,A4162,356940,0,PU,356855,3,177494,A4018,17
0,0,E06000023,356682,0,254,South West,Canford Lane,177550,"Bristol, City of",0,28727,0,0,E,12,5/16/2002,2002,177521,2,0,240,A4162,356940,0,PU,356855,3,177494,A4018,18
4,3,E06000023,356682,0,181,South West,Canford Lane,177550,"Bristol, City of",0,28727,0,4,W,29,5/16/2002,2002,177521,4,0,141,A4162,356940,0,PU,356855,3,177494,A4018,7
2,4,E06000023,356682,1,192,South West,Canford Lane,177550,"Bristol, City of",0,28727,0,4,W,17,5/16/2002,2002,177521,2,1,165,A4162,356940,0,PU,356855,2,177494,A4018,8
1,2,E06000023,356682,0,176,South West,Canford Lane,177550,"Bristol, City of",0,28727,0,1,W,29,5/16/2002,2002,177521,0,0,144,A4162,356940,0,PU,356855,0,177494,A4018,9
3,5,E06000023,356682,0,186,South West,Canford Lane,177550,"Bristol, City of",0,28727,0,3,W,18,5/16/2002,2002,177521,1,0,159,A4162,356940,0,PU,356855,0,177494,A4018,10
6,1,E06000023,356682,1,212,South West,Canford Lane,177550,"Bristol, City of",0,28727,0,8,W,18,5/16/2002,2002,177521,4,0,181,A4162,356940,1,PU,356855,0,177494,A4018,11
1,1,E06000023,356682,0,263,South West,Canford Lane,177550,"Bristol, City of",0,28727,0,1,W,18,5/16/2002,2002,177521,3,0,240,A4162,356940,0,PU,356855,1,177494,A4018,12
0,2,E06000023,356682,1,229,South West,Canford Lane,177550,"Bristol, City of",0,28727,0,1,W,25,5/16/2002,2002,177521,8,0,193,A4162,356940,0,PU,356855,1,177494,A4018,13
1,2,E06000023,356682,0,187,South West,Canford Lane,177550,"Bristol, City of",0,28727,0,1,W,24,5/16/2002,2002,177521,6,0,154,A4162,356940,0,PU,356855,1,177494,A4018,14
2,2,E06000023,356682,1,240,South West,Canford Lane,177550,"Bristol, City of",0,28727,0,3,W,25,5/16/2002,2002,177521,1,0,209,A4162,356940,0,PU,356855,1,177494,A4018,15
1,4,E06000023,356682,0,390,South West,Canford Lane,177550,"Bristol, City of",0,28727,0,1,W,27,5/16/2002,2002,177521,24,0,334,A4162,356940,0,PU,356855,10,177494,A4018,16
0,3,E06000023,356682,0,355,South West,Canford Lane,177550,"Bristol, City of",0,28727,0,0,W,21,5/16/2002,2002,177521,6,0,325,A4162,356940,0,PU,356855,5,177494,A4018,17
0,1,E06000023,356682,0,271,South West,Canford Lane,177550,"Bristol, City of",0,28727,0,0,W,14,5/16/2002,2002,177521,9,0,247,A4162,356940,0,PU,356855,5,177494,A4018,18
24,4,E06000025,357334,2,1189,South West,1,185800,South Gloucestershire,9,99167,22,90,E,105,5/16/2002,2002,187250,39,30,951,M48,360000,3,TM,359000,0,189333,M4 (21),7
24,2,E06000025,357334,8,1047,South West,1,185800,South Gloucestershire,13,99167,19,100,E,62,5/16/2002,2002,187250,28,34,855,M48,360000,2,TM,359000,0,189333,M4 (21),8
36,5,E06000025,357334,2,739,South West,1,185800,South Gloucestershire,12,99167,22,119,E,55,5/16/2002,2002,187250,18,44,542,M48,360000,3,TM,359000,0,189333,M4 (21),9
37,6,E06000025,357334,8,555,South West,1,185800,South Gloucestershire,9,99167,25,121,E,47,5/16/2002,2002,187250,5,35,376,M48,360000,7,TM,359000,0,189333,M4 (21),10
32,4,E06000025,357334,6,501,South West,1,185800,South Gloucestershire,15,99167,22,131,E,56,5/16/2002,2002,187250,9,50,301,M48,360000,6,TM,359000,0,189333,M4 (21),11
