HGVR2,BUS,ONS LACode,HGVR4,AMV,Region Name (GO),CP Location,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,HGVR3,RCat,S Ref E,PC,Road Name,Hour
0,0,E06000022,0,2,South West,Crescent off of Widcombe Hill. Park next to Widcombe rise,Bath and North East Somerset,0,946682,0,0,N,0,9/8/2008,2008,164028,0,0,2,U,0,UU,375686,0,CLARENDON ROAD,7
0,0,E06000022,0,1,South West,Crescent off of Widcombe Hill. Park next to Widcombe rise,Bath and North East Somerset,0,946682,0,0,N,0,9/8/2008,2008,164028,0,0,1,U,0,UU,375686,0,CLARENDON ROAD,8
0,0,E06000022,0,3,South West,Crescent off of Widcombe Hill. Park next to Widcombe rise,Bath and North East Somerset,0,946682,0,0,N,0,9/8/2008,2008,164028,0,0,3,U,0,UU,375686,0,CLARENDON ROAD,9
0,0,E06000022,0,3,South West,Crescent off of Widcombe Hill. Park next to Widcombe rise,Bath and North East Somerset,0,946682,0,0,N,1,9/8/2008,2008,164028,0,0,2,U,0,UU,375686,0,CLARENDON ROAD,10
0,0,E06000022,0,1,South West,Crescent off of Widcombe Hill. Park next to Widcombe rise,Bath and North East Somerset,0,946682,0,0,N,0,9/8/2008,2008,164028,0,0,1,U,0,UU,375686,0,CLARENDON ROAD,11
0,0,E06000022,0,1,South West,Crescent off of Widcombe Hill. Park next to Widcombe rise,Bath and North East Somerset,0,946682,0,0,N,0,9/8/2008,2008,164028,0,0,1,U,0,UU,375686,0,CLARENDON ROAD,12
0,0,E06000022,0,2,South West,Crescent off of Widcombe Hill. Park next to Widcombe rise,Bath and North East Somerset,0,946682,0,0,N,0,9/8/2008,2008,164028,0,0,2,U,0,UU,375686,0,CLARENDON ROAD,13
0,0,E06000022,0,3,South West,Crescent off of Widcombe Hill. Park next to Widcombe rise,Bath and North East Somerset,0,946682,0,0,N,0,9/8/2008,2008,164028,0,0,3,U,0,UU,375686,0,CLARENDON ROAD,14
0,0,E06000022,0,2,South West,Crescent off of Widcombe Hill. Park next to Widcombe rise,Bath and North East Somerset,0,946682,0,0,N,0,9/8/2008,2008,164028,0,0,2,U,0,UU,375686,0,CLARENDON ROAD,15
0,0,E06000022,0,3,South West,Crescent off of Widcombe Hill. Park next to Widcombe rise,Bath and North East Somerset,0,946682,0,0,N,1,9/8/2008,2008,164028,0,0,2,U,0,UU,375686,0,CLARENDON ROAD,16
0,0,E06000022,0,7,South West,Crescent off of Widcombe Hill. Park next to Widcombe rise,Bath and North East Somerset,0,946682,0,0,N,1,9/8/2008,2008,164028,1,0,5,U,0,UU,375686,0,CLARENDON ROAD,17
0,0,E06000022,0,5,South West,Crescent off of Widcombe Hill. Park next to Widcombe rise,Bath and North East Somerset,0,946682,0,0,N,0,9/8/2008,2008,164028,0,0,5,U,0,UU,375686,0,CLARENDON ROAD,18
0,0,E06000022,0,5,South West,Crescent off of Widcombe Hill. Park next to Widcombe rise,Bath and North East Somerset,0,946682,0,0,S,1,9/8/2008,2008,164028,0,0,4,U,0,UU,375686,0,CLARENDON ROAD,7
0,0,E06000022,0,8,South West,Crescent off of Widcombe Hill. Park next to Widcombe rise,Bath and North East Somerset,0,946682,0,0,S,0,9/8/2008,2008,164028,0,0,8,U,0,UU,375686,0,CLARENDON ROAD,8
0,0,E06000022,0,8,South West,Crescent off of Widcombe Hill. Park next to Widcombe rise,Bath and North East Somerset,0,946682,0,0,S,0,9/8/2008,2008,164028,0,0,8,U,0,UU,375686,0,CLARENDON ROAD,9
0,0,E06000022,0,13,South West,Crescent off of Widcombe Hill. Park next to Widcombe rise,Bath and North East Somerset,0,946682,0,0,S,6,9/8/2008,2008,164028,0,0,7,U,0,UU,375686,0,CLARENDON ROAD,10
0,0,E06000022,0,5,South West,Crescent off of Widcombe Hill. Park next to Widcombe rise,Bath and North East Somerset,0,946682,0,0,S,0,9/8/2008,2008,164028,0,0,5,U,0,UU,375686,0,CLARENDON ROAD,11
0,0,E06000022,0,2,South West,Crescent off of Widcombe Hill. Park next to Widcombe rise,Bath and North East Somerset,0,946682,0,0,S,0,9/8/2008,2008,164028,0,0,2,U,0,UU,375686,0,CLARENDON ROAD,12
0,0,E06000022,0,2,South West,Crescent off of Widcombe Hill. Park next to Widcombe rise,Bath and North East Somerset,0,946682,0,0,S,1,9/8/2008,2008,164028,0,0,1,U,0,UU,375686,0,CLARENDON ROAD,13
