HGVR2,BUS,ONS LACode,A Ref E,HGVR4,AMV,Region Name (GO),A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
11,25,E06000023,356290,11,1992,South West,LA Boundary,171490,"Bristol, City of",0,73301,5,33,E,202,4/3/2009,2009,171380,43,0,1689,A370,356530,6,PU,356320,39,171360,A369/A3029 midpoint,7
16,21,E06000023,356290,9,1797,South West,LA Boundary,171490,"Bristol, City of",0,73301,1,31,E,143,4/3/2009,2009,171380,58,3,1544,A370,356530,2,PU,356320,42,171360,A369/A3029 midpoint,8
20,21,E06000023,356290,12,1451,South West,LA Boundary,171490,"Bristol, City of",1,73301,2,44,E,166,4/3/2009,2009,171380,25,8,1195,A370,356530,1,PU,356320,14,171360,A369/A3029 midpoint,9
22,15,E06000023,356290,13,1130,South West,LA Boundary,171490,"Bristol, City of",1,73301,3,44,E,152,4/3/2009,2009,171380,11,0,908,A370,356530,5,PU,356320,5,171360,A369/A3029 midpoint,10
19,14,E06000023,356290,7,1038,South West,LA Boundary,171490,"Bristol, City of",0,73301,2,38,E,142,4/3/2009,2009,171380,12,3,832,A370,356530,7,PU,356320,6,171360,A369/A3029 midpoint,11
6,12,E06000023,356290,7,974,South West,LA Boundary,171490,"Bristol, City of",1,73301,2,28,E,97,4/3/2009,2009,171380,12,2,825,A370,356530,10,PU,356320,6,171360,A369/A3029 midpoint,12
0,7,E06000023,356290,3,616,South West,LA Boundary,171490,"Bristol, City of",0,73301,2,7,E,41,4/3/2009,2009,171380,5,0,556,A370,356530,2,PU,356320,2,171360,A369/A3029 midpoint,13
7,14,E06000023,356290,2,758,South West,LA Boundary,171490,"Bristol, City of",1,73301,3,20,E,72,4/3/2009,2009,171380,12,0,640,A370,356530,7,PU,356320,1,171360,A369/A3029 midpoint,14
8,9,E06000023,356290,7,560,South West,LA Boundary,171490,"Bristol, City of",0,73301,3,23,E,51,4/3/2009,2009,171380,1,0,476,A370,356530,5,PU,356320,3,171360,A369/A3029 midpoint,15
15,18,E06000023,356290,2,838,South West,LA Boundary,171490,"Bristol, City of",3,73301,4,27,E,74,4/3/2009,2009,171380,12,0,707,A370,356530,3,PU,356320,6,171360,A369/A3029 midpoint,16
1,14,E06000023,356290,0,849,South West,LA Boundary,171490,"Bristol, City of",1,73301,1,4,E,50,4/3/2009,2009,171380,14,0,767,A370,356530,1,PU,356320,6,171360,A369/A3029 midpoint,17
1,10,E06000023,356290,0,635,South West,LA Boundary,171490,"Bristol, City of",0,73301,2,3,E,24,4/3/2009,2009,171380,2,0,596,A370,356530,0,PU,356320,6,171360,A369/A3029 midpoint,18
22,15,E06000023,356290,8,957,South West,LA Boundary,171490,"Bristol, City of",0,73301,1,34,W,142,4/3/2009,2009,171380,11,1,755,A370,356530,2,PU,356320,9,171360,A369/A3029 midpoint,7
21,19,E06000023,356290,5,1168,South West,LA Boundary,171490,"Bristol, City of",0,73301,0,35,W,133,4/3/2009,2009,171380,10,5,971,A370,356530,4,PU,356320,4,171360,A369/A3029 midpoint,8
10,15,E06000023,356290,7,937,South West,LA Boundary,171490,"Bristol, City of",0,73301,3,28,W,149,4/3/2009,2009,171380,1,5,744,A370,356530,3,PU,356320,3,171360,A369/A3029 midpoint,9
24,16,E06000023,356290,6,948,South West,LA Boundary,171490,"Bristol, City of",1,73301,4,38,W,134,4/3/2009,2009,171380,7,0,753,A370,356530,3,PU,356320,7,171360,A369/A3029 midpoint,10
15,15,E06000023,356290,11,1027,South West,LA Boundary,171490,"Bristol, City of",1,73301,0,36,W,160,4/3/2009,2009,171380,11,2,805,A370,356530,7,PU,356320,4,171360,A369/A3029 midpoint,11
11,12,E06000023,356290,9,1206,South West,LA Boundary,171490,"Bristol, City of",2,73301,1,30,W,124,4/3/2009,2009,171380,23,3,1017,A370,356530,4,PU,356320,4,171360,A369/A3029 midpoint,12
16,14,E06000023,356290,13,1083,South West,LA Boundary,171490,"Bristol, City of",3,73301,3,45,W,110,4/3/2009,2009,171380,19,1,895,A370,356530,9,PU,356320,6,171360,A369/A3029 midpoint,13
23,18,E06000023,356290,5,1133,South West,LA Boundary,171490,"Bristol, City of",6,73301,0,39,W,150,4/3/2009,2009,171380,25,2,901,A370,356530,3,PU,356320,8,171360,A369/A3029 midpoint,14
11,14,E06000023,356290,12,1312,South West,LA Boundary,171490,"Bristol, City of",1,73301,0,29,W,136,4/3/2009,2009,171380,31,1,1102,A370,356530,4,PU,356320,9,171360,A369/A3029 midpoint,15
3,23,E06000023,356290,5,1710,South West,LA Boundary,171490,"Bristol, City of",0,73301,0,11,W,180,4/3/2009,2009,171380,48,1,1448,A370,356530,2,PU,356320,14,171360,A369/A3029 midpoint,16
3,18,E06000023,356290,0,1616,South West,LA Boundary,171490,"Bristol, City of",0,73301,1,6,W,127,4/3/2009,2009,171380,49,1,1416,A370,356530,1,PU,356320,31,171360,A369/A3029 midpoint,17
1,10,E06000023,356290,0,1338,South West,LA Boundary,171490,"Bristol, City of",2,73301,0,9,W,74,4/3/2009,2009,171380,30,1,1215,A370,356530,5,PU,356320,26,171360,A369/A3029 midpoint,18
