HGVR2,BUS,ONS LACode,A Ref E,HGVR4,AMV,Region Name (GO),A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
15,8,E06000023,362650,9,1212,South West,Emery Rd,169810,"Bristol, City of",4,36132,2,40,E,283,10/14/2010,2010,170000,19,1,862,A4,363720,9,PR,363100,10,170180,LA Boundary,7
35,13,E06000023,362650,2,1159,South West,Emery Rd,169810,"Bristol, City of",3,36132,6,59,E,227,10/14/2010,2010,170000,23,7,837,A4,363720,6,PR,363100,10,170180,LA Boundary,8
21,14,E06000023,362650,5,911,South West,Emery Rd,169810,"Bristol, City of",1,36132,6,45,E,213,10/14/2010,2010,170000,7,6,632,A4,363720,6,PR,363100,3,170180,LA Boundary,9
40,11,E06000023,362650,6,1028,South West,Emery Rd,169810,"Bristol, City of",2,36132,7,67,E,211,10/14/2010,2010,170000,11,7,728,A4,363720,5,PR,363100,6,170180,LA Boundary,10
36,13,E06000023,362650,5,1153,South West,Emery Rd,169810,"Bristol, City of",1,36132,4,62,E,217,10/14/2010,2010,170000,19,5,842,A4,363720,11,PR,363100,1,170180,LA Boundary,11
29,15,E06000023,362650,4,1199,South West,Emery Rd,169810,"Bristol, City of",1,36132,1,43,E,209,10/14/2010,2010,170000,17,3,915,A4,363720,5,PR,363100,7,170180,LA Boundary,12
27,11,E06000023,362650,7,1159,South West,Emery Rd,169810,"Bristol, City of",1,36132,7,55,E,185,10/14/2010,2010,170000,8,3,900,A4,363720,10,PR,363100,7,170180,LA Boundary,13
20,12,E06000023,362650,5,1302,South West,Emery Rd,169810,"Bristol, City of",0,36132,2,36,E,197,10/14/2010,2010,170000,25,1,1032,A4,363720,8,PR,363100,20,170180,LA Boundary,14
17,15,E06000023,362650,6,1339,South West,Emery Rd,169810,"Bristol, City of",1,36132,1,34,E,171,10/14/2010,2010,170000,26,3,1093,A4,363720,6,PR,363100,17,170180,LA Boundary,15
22,19,E06000023,362650,3,1605,South West,Emery Rd,169810,"Bristol, City of",2,36132,3,34,E,224,10/14/2010,2010,170000,49,1,1279,A4,363720,3,PR,363100,34,170180,LA Boundary,16
5,14,E06000023,362650,0,1701,South West,Emery Rd,169810,"Bristol, City of",0,36132,2,11,E,142,10/14/2010,2010,170000,59,1,1475,A4,363720,3,PR,363100,41,170180,LA Boundary,17
3,15,E06000023,362650,0,1428,South West,Emery Rd,169810,"Bristol, City of",0,36132,2,6,E,96,10/14/2010,2010,170000,52,1,1259,A4,363720,0,PR,363100,22,170180,LA Boundary,18
17,6,E06000023,362650,4,1693,South West,Emery Rd,169810,"Bristol, City of",0,36132,4,32,W,259,10/14/2010,2010,170000,48,1,1348,A4,363720,6,PR,363100,15,170180,LA Boundary,7
27,22,E06000023,362650,7,1613,South West,Emery Rd,169810,"Bristol, City of",1,36132,4,49,W,152,10/14/2010,2010,170000,73,8,1317,A4,363720,2,PR,363100,48,170180,LA Boundary,8
38,21,E06000023,362650,6,1437,South West,Emery Rd,169810,"Bristol, City of",8,36132,8,75,W,175,10/14/2010,2010,170000,19,7,1147,A4,363720,8,PR,363100,7,170180,LA Boundary,9
25,20,E06000023,362650,4,1253,South West,Emery Rd,169810,"Bristol, City of",0,36132,8,55,W,225,10/14/2010,2010,170000,23,8,930,A4,363720,10,PR,363100,10,170180,LA Boundary,10
30,14,E06000023,362650,4,1150,South West,Emery Rd,169810,"Bristol, City of",0,36132,4,50,W,218,10/14/2010,2010,170000,11,7,857,A4,363720,5,PR,363100,1,170180,LA Boundary,11
29,16,E06000023,362650,3,1114,South West,Emery Rd,169810,"Bristol, City of",0,36132,5,46,W,206,10/14/2010,2010,170000,17,2,829,A4,363720,7,PR,363100,2,170180,LA Boundary,12
57,11,E06000023,362650,4,1130,South West,Emery Rd,169810,"Bristol, City of",1,36132,1,75,W,161,10/14/2010,2010,170000,12,5,871,A4,363720,7,PR,363100,2,170180,LA Boundary,13
38,11,E06000023,362650,4,1136,South West,Emery Rd,169810,"Bristol, City of",1,36132,0,50,W,175,10/14/2010,2010,170000,12,4,888,A4,363720,3,PR,363100,4,170180,LA Boundary,14
32,18,E06000023,362650,2,1174,South West,Emery Rd,169810,"Bristol, City of",1,36132,3,52,W,191,10/14/2010,2010,170000,17,8,896,A4,363720,6,PR,363100,17,170180,LA Boundary,15
19,10,E06000023,362650,1,1322,South West,Emery Rd,169810,"Bristol, City of",1,36132,0,29,W,214,10/14/2010,2010,170000,18,3,1051,A4,363720,5,PR,363100,10,170180,LA Boundary,16
13,15,E06000023,362650,1,1300,South West,Emery Rd,169810,"Bristol, City of",0,36132,1,16,W,168,10/14/2010,2010,170000,29,0,1072,A4,363720,1,PR,363100,17,170180,LA Boundary,17
3,13,E06000023,362650,0,1189,South West,Emery Rd,169810,"Bristol, City of",0,36132,1,6,W,100,10/14/2010,2010,170000,30,2,1040,A4,363720,0,PR,363100,14,170180,LA Boundary,18
