dCount,HGVR3,HGVA3,RCat,A Ref N,B Ref E,A Ref E,2WMV,HGVR4,CAR,ONS LA Name,B Ref N,ONS LACode,CP,HGV,Hour,PC,B-Junction,iDir,HGVR2,BUS,S Ref E,A-Junction,S Ref N,Road,CP Location,HGVA6,Region Name (GO),Road Name,HGVA5,LGV,AMV,Year
9/9/2013,0,0,UU,,,,0,0,5,"Bristol, City of",,E06000023,946778,0,7,0,,E,0,0,359226,,170283,U,North of Galway Road,0,South West,KENMARE ROAD,0,2,7,2013
9/9/2013,0,0,UU,,,,0,0,6,"Bristol, City of",,E06000023,946778,0,8,0,,E,0,0,359226,,170283,U,North of Galway Road,0,South West,KENMARE ROAD,0,1,7,2013
9/9/2013,0,0,UU,,,,0,0,5,"Bristol, City of",,E06000023,946778,0,9,0,,E,0,0,359226,,170283,U,North of Galway Road,0,South West,KENMARE ROAD,0,0,5,2013
9/9/2013,0,0,UU,,,,0,0,10,"Bristol, City of",,E06000023,946778,1,10,0,,E,1,0,359226,,170283,U,North of Galway Road,0,South West,KENMARE ROAD,0,1,12,2013
9/9/2013,0,0,UU,,,,1,0,16,"Bristol, City of",,E06000023,946778,0,11,1,,E,0,0,359226,,170283,U,North of Galway Road,0,South West,KENMARE ROAD,0,3,20,2013
9/9/2013,0,0,UU,,,,0,0,14,"Bristol, City of",,E06000023,946778,1,12,0,,E,1,0,359226,,170283,U,North of Galway Road,0,South West,KENMARE ROAD,0,3,18,2013
9/9/2013,0,0,UU,,,,0,0,10,"Bristol, City of",,E06000023,946778,0,13,1,,E,0,0,359226,,170283,U,North of Galway Road,0,South West,KENMARE ROAD,0,1,11,2013
9/9/2013,0,0,UU,,,,0,0,19,"Bristol, City of",,E06000023,946778,0,14,0,,E,0,0,359226,,170283,U,North of Galway Road,0,South West,KENMARE ROAD,0,2,21,2013
9/9/2013,0,0,UU,,,,0,0,10,"Bristol, City of",,E06000023,946778,0,15,0,,E,0,0,359226,,170283,U,North of Galway Road,0,South West,KENMARE ROAD,0,1,11,2013
9/9/2013,0,0,UU,,,,0,0,5,"Bristol, City of",,E06000023,946778,0,16,1,,E,0,0,359226,,170283,U,North of Galway Road,0,South West,KENMARE ROAD,0,0,5,2013
9/9/2013,0,0,UU,,,,0,0,14,"Bristol, City of",,E06000023,946778,3,17,1,,E,3,0,359226,,170283,U,North of Galway Road,0,South West,KENMARE ROAD,0,0,17,2013
9/9/2013,0,0,UU,,,,0,0,29,"Bristol, City of",,E06000023,946778,0,18,1,,E,0,0,359226,,170283,U,North of Galway Road,0,South West,KENMARE ROAD,0,2,31,2013
9/9/2013,0,0,UU,,,,0,0,4,"Bristol, City of",,E06000023,946778,0,7,0,,W,0,0,359226,,170283,U,North of Galway Road,0,South West,KENMARE ROAD,0,1,5,2013
9/9/2013,0,0,UU,,,,0,0,7,"Bristol, City of",,E06000023,946778,0,8,0,,W,0,0,359226,,170283,U,North of Galway Road,0,South West,KENMARE ROAD,0,0,7,2013
9/9/2013,0,0,UU,,,,0,0,7,"Bristol, City of",,E06000023,946778,0,9,1,,W,0,0,359226,,170283,U,North of Galway Road,0,South West,KENMARE ROAD,0,2,9,2013
9/9/2013,0,0,UU,,,,0,0,10,"Bristol, City of",,E06000023,946778,2,10,0,,W,2,0,359226,,170283,U,North of Galway Road,0,South West,KENMARE ROAD,0,1,13,2013
9/9/2013,0,0,UU,,,,1,0,16,"Bristol, City of",,E06000023,946778,0,11,0,,W,0,0,359226,,170283,U,North of Galway Road,0,South West,KENMARE ROAD,0,3,20,2013
9/9/2013,0,0,UU,,,,0,0,7,"Bristol, City of",,E06000023,946778,0,12,0,,W,0,0,359226,,170283,U,North of Galway Road,0,South West,KENMARE ROAD,0,3,10,2013
9/9/2013,0,0,UU,,,,0,0,14,"Bristol, City of",,E06000023,946778,1,13,0,,W,1,0,359226,,170283,U,North of Galway Road,0,South West,KENMARE ROAD,0,3,18,2013
9/9/2013,0,0,UU,,,,0,0,11,"Bristol, City of",,E06000023,946778,1,14,0,,W,1,0,359226,,170283,U,North of Galway Road,0,South West,KENMARE ROAD,0,0,12,2013
9/9/2013,0,0,UU,,,,0,0,13,"Bristol, City of",,E06000023,946778,0,15,0,,W,0,0,359226,,170283,U,North of Galway Road,0,South West,KENMARE ROAD,0,2,15,2013
9/9/2013,0,0,UU,,,,0,0,14,"Bristol, City of",,E06000023,946778,0,16,0,,W,0,0,359226,,170283,U,North of Galway Road,0,South West,KENMARE ROAD,0,0,14,2013
9/9/2013,0,0,UU,,,,0,0,9,"Bristol, City of",,E06000023,946778,1,17,2,,W,1,0,359226,,170283,U,North of Galway Road,0,South West,KENMARE ROAD,0,1,11,2013
9/9/2013,0,0,UU,,,,1,0,13,"Bristol, City of",,E06000023,946778,0,18,0,,W,0,0,359226,,170283,U,North of Galway Road,0,South West,KENMARE ROAD,0,1,15,2013
9/24/2013,0,0,UU,,,,0,0,6,South Gloucestershire,,E06000025,947537,0,7,3,,N,0,0,361908,,181556,U,,0,South West,HAWKINS CRESCENT,0,1,7,2013
9/24/2013,0,0,UU,,,,0,0,25,South Gloucestershire,,E06000025,947537,0,8,1,,N,0,0,361908,,181556,U,,0,South West,HAWKINS CRESCENT,0,0,25,2013
9/24/2013,0,0,UU,,,,0,0,5,South Gloucestershire,,E06000025,947537,0,9,0,,N,0,0,361908,,181556,U,,0,South West,HAWKINS CRESCENT,0,2,7,2013
9/24/2013,0,0,UU,,,,0,0,9,South Gloucestershire,,E06000025,947537,0,10,0,,N,0,0,361908,,181556,U,,0,South West,HAWKINS CRESCENT,0,0,9,2013
9/24/2013,0,0,UU,,,,1,0,8,South Gloucestershire,,E06000025,947537,0,11,0,,N,0,0,361908,,181556,U,,0,South West,HAWKINS CRESCENT,0,2,11,2013
9/24/2013,0,0,UU,,,,0,0,8,South Gloucestershire,,E06000025,947537,0,12,0,,N,0,0,361908,,181556,U,,0,South West,HAWKINS CRESCENT,0,1,9,2013
9/24/2013,0,0,UU,,,,0,0,13,South Gloucestershire,,E06000025,947537,0,13,0,,N,0,0,361908,,181556,U,,0,South West,HAWKINS CRESCENT,0,1,14,2013
9/24/2013,0,0,UU,,,,0,0,14,South Gloucestershire,,E06000025,947537,0,14,0,,N,0,0,361908,,181556,U,,0,South West,HAWKINS CRESCENT,0,2,16,2013
9/24/2013,0,0,UU,,,,0,0,27,South Gloucestershire,,E06000025,947537,0,15,1,,N,0,0,361908,,181556,U,,0,South West,HAWKINS CRESCENT,0,0,27,2013
9/24/2013,0,0,UU,,,,1,0,15,South Gloucestershire,,E06000025,947537,0,16,2,,N,0,0,361908,,181556,U,,0,South West,HAWKINS CRESCENT,0,0,16,2013
9/24/2013,0,0,UU,,,,0,0,17,South Gloucestershire,,E06000025,947537,0,17,6,,N,0,0,361908,,181556,U,,0,South West,HAWKINS CRESCENT,0,3,20,2013
9/24/2013,0,0,UU,,,,0,0,12,South Gloucestershire,,E06000025,947537,0,18,3,,N,0,0,361908,,181556,U,,0,South West,HAWKINS CRESCENT,0,3,15,2013
9/24/2013,0,0,UU,,,,1,0,24,South Gloucestershire,,E06000025,947537,0,7,1,,S,0,0,361908,,181556,U,,0,South West,HAWKINS CRESCENT,0,0,25,2013
9/24/2013,0,0,UU,,,,0,0,31,South Gloucestershire,,E06000025,947537,1,8,0,,S,1,0,361908,,181556,U,,0,South West,HAWKINS CRESCENT,0,1,33,2013
9/24/2013,0,0,UU,,,,0,0,11,South Gloucestershire,,E06000025,947537,0,9,1,,S,0,0,361908,,181556,U,,0,South West,HAWKINS CRESCENT,0,2,13,2013
9/24/2013,0,0,UU,,,,0,0,6,South Gloucestershire,,E06000025,947537,0,10,0,,S,0,0,361908,,181556,U,,0,South West,HAWKINS CRESCENT,0,1,7,2013
9/24/2013,0,0,UU,,,,0,0,8,South Gloucestershire,,E06000025,947537,0,11,0,,S,0,0,361908,,181556,U,,0,South West,HAWKINS CRESCENT,0,6,14,2013
9/24/2013,0,0,UU,,,,0,0,13,South Gloucestershire,,E06000025,947537,0,12,0,,S,0,0,361908,,181556,U,,0,South West,HAWKINS CRESCENT,0,2,15,2013
9/24/2013,0,0,UU,,,,0,0,23,South Gloucestershire,,E06000025,947537,0,13,0,,S,0,0,361908,,181556,U,,0,South West,HAWKINS CRESCENT,0,1,24,2013
9/24/2013,0,0,UU,,,,0,0,15,South Gloucestershire,,E06000025,947537,0,14,4,,S,0,0,361908,,181556,U,,0,South West,HAWKINS CRESCENT,0,0,15,2013
9/24/2013,0,0,UU,,,,0,0,33,South Gloucestershire,,E06000025,947537,0,15,0,,S,0,0,361908,,181556,U,,0,South West,HAWKINS CRESCENT,0,2,35,2013
9/24/2013,0,0,UU,,,,0,0,15,South Gloucestershire,,E06000025,947537,0,16,6,,S,0,0,361908,,181556,U,,0,South West,HAWKINS CRESCENT,0,0,15,2013
9/24/2013,0,0,UU,,,,0,0,19,South Gloucestershire,,E06000025,947537,0,17,3,,S,0,0,361908,,181556,U,,0,South West,HAWKINS CRESCENT,0,3,22,2013
9/24/2013,0,0,UU,,,,0,0,12,South Gloucestershire,,E06000025,947537,0,18,0,,S,0,0,361908,,181556,U,,0,South West,HAWKINS CRESCENT,0,3,15,2013
