dCount,HGVR3,HGVA3,RCat,A Ref N,B Ref E,A Ref E,2WMV,HGVR4,CAR,ONS LA Name,B Ref N,ONS LACode,CP,HGV,Hour,PC,B-Junction,iDir,HGVR2,BUS,S Ref E,A-Junction,S Ref N,Road,CP Location,HGVA6,Region Name (GO),Road Name,HGVA5,LGV,AMV,Year
10/1/2009,0,0,UR,,,,3,0,248,Bath and North East Somerset,,E06000022,952452,4,7,0,,N,4,2,364000,,166650,U,Keynsham,0,South West,Charlton Road,0,69,326,2009
10/1/2009,0,0,UR,,,,0,0,396,Bath and North East Somerset,,E06000022,952452,3,8,2,,N,3,5,364000,,166650,U,Keynsham,0,South West,Charlton Road,0,74,478,2009
10/1/2009,0,0,UR,,,,3,1,231,Bath and North East Somerset,,E06000022,952452,4,9,1,,N,3,1,364000,,166650,U,Keynsham,0,South West,Charlton Road,0,45,284,2009
10/1/2009,0,0,UR,,,,1,0,197,Bath and North East Somerset,,E06000022,952452,2,10,1,,N,2,0,364000,,166650,U,Keynsham,0,South West,Charlton Road,0,22,222,2009
10/1/2009,0,0,UR,,,,1,0,178,Bath and North East Somerset,,E06000022,952452,3,11,0,,N,3,0,364000,,166650,U,Keynsham,0,South West,Charlton Road,0,33,215,2009
10/1/2009,1,0,UR,,,,1,0,212,Bath and North East Somerset,,E06000022,952452,4,12,1,,N,3,0,364000,,166650,U,Keynsham,0,South West,Charlton Road,0,51,268,2009
10/1/2009,0,0,UR,,,,7,1,201,Bath and North East Somerset,,E06000022,952452,3,13,0,,N,2,1,364000,,166650,U,Keynsham,0,South West,Charlton Road,0,30,242,2009
10/1/2009,0,0,UR,,,,4,0,245,Bath and North East Somerset,,E06000022,952452,1,14,0,,N,1,2,364000,,166650,U,Keynsham,0,South West,Charlton Road,0,28,280,2009
10/1/2009,0,0,UR,,,,4,0,278,Bath and North East Somerset,,E06000022,952452,2,15,0,,N,2,3,364000,,166650,U,Keynsham,0,South West,Charlton Road,0,53,340,2009
10/1/2009,0,0,UR,,,,2,0,325,Bath and North East Somerset,,E06000022,952452,6,16,4,,N,6,2,364000,,166650,U,Keynsham,0,South West,Charlton Road,0,83,418,2009
10/1/2009,1,0,UR,,,,7,0,372,Bath and North East Somerset,,E06000022,952452,2,17,3,,N,1,3,364000,,166650,U,Keynsham,0,South West,Charlton Road,0,51,435,2009
10/1/2009,0,0,UR,,,,4,0,295,Bath and North East Somerset,,E06000022,952452,1,18,0,,N,1,0,364000,,166650,U,Keynsham,0,South West,Charlton Road,0,34,334,2009
10/1/2009,0,0,UR,,,,0,0,229,Bath and North East Somerset,,E06000022,952452,0,7,5,,S,0,0,364000,,166650,U,Keynsham,0,South West,Charlton Road,0,74,303,2009
10/1/2009,0,0,UR,,,,4,1,326,Bath and North East Somerset,,E06000022,952452,6,8,3,,S,5,1,364000,,166650,U,Keynsham,0,South West,Charlton Road,0,68,405,2009
10/1/2009,0,0,UR,,,,5,0,197,Bath and North East Somerset,,E06000022,952452,3,9,1,,S,3,2,364000,,166650,U,Keynsham,0,South West,Charlton Road,0,32,239,2009
10/1/2009,0,0,UR,,,,3,0,191,Bath and North East Somerset,,E06000022,952452,3,10,1,,S,3,0,364000,,166650,U,Keynsham,0,South West,Charlton Road,0,27,224,2009
