dCount,HGVR3,HGVA3,RCat,A Ref N,B Ref E,A Ref E,2WMV,HGVR4,CAR,ONS LA Name,B Ref N,ONS LACode,CP,HGV,Hour,PC,B-Junction,iDir,HGVR2,BUS,S Ref E,A-Junction,S Ref N,Road,CP Location,HGVA6,Region Name (GO),Road Name,HGVA5,LGV,AMV,Year
6/22/2011,0,0,UU,,,,2,0,255,"Bristol, City of",,E06000023,946793,0,7,70,,N,0,21,359604,,172375,U,East of Temple Gate,0,South West,STATION APPROACH,0,18,296,2011
6/22/2011,0,0,UU,,,,1,0,226,"Bristol, City of",,E06000023,946793,3,8,38,,N,3,27,359604,,172375,U,East of Temple Gate,0,South West,STATION APPROACH,0,16,273,2011
6/22/2011,0,0,UU,,,,2,0,322,"Bristol, City of",,E06000023,946793,1,9,24,,N,1,35,359604,,172375,U,East of Temple Gate,0,South West,STATION APPROACH,0,6,366,2011
6/22/2011,0,0,UU,,,,1,0,288,"Bristol, City of",,E06000023,946793,1,10,19,,N,1,34,359604,,172375,U,East of Temple Gate,0,South West,STATION APPROACH,0,22,346,2011
6/22/2011,0,0,UU,,,,0,0,224,"Bristol, City of",,E06000023,946793,0,11,7,,N,0,29,359604,,172375,U,East of Temple Gate,0,South West,STATION APPROACH,0,11,264,2011
6/22/2011,0,0,UU,,,,2,0,207,"Bristol, City of",,E06000023,946793,0,12,7,,N,0,31,359604,,172375,U,East of Temple Gate,0,South West,STATION APPROACH,0,9,249,2011
6/22/2011,0,0,UU,,,,1,0,255,"Bristol, City of",,E06000023,946793,0,13,16,,N,0,28,359604,,172375,U,East of Temple Gate,0,South West,STATION APPROACH,0,11,295,2011
6/22/2011,0,0,UU,,,,2,0,192,"Bristol, City of",,E06000023,946793,0,14,12,,N,0,35,359604,,172375,U,East of Temple Gate,0,South West,STATION APPROACH,0,8,237,2011
6/22/2011,0,0,UU,,,,2,0,259,"Bristol, City of",,E06000023,946793,1,15,13,,N,1,24,359604,,172375,U,East of Temple Gate,0,South West,STATION APPROACH,0,10,296,2011
6/22/2011,0,0,UU,,,,2,0,223,"Bristol, City of",,E06000023,946793,0,16,16,,N,0,30,359604,,172375,U,East of Temple Gate,0,South West,STATION APPROACH,0,25,280,2011
6/22/2011,0,0,UU,,,,3,0,283,"Bristol, City of",,E06000023,946793,0,17,71,,N,0,29,359604,,172375,U,East of Temple Gate,0,South West,STATION APPROACH,0,8,323,2011
