dCount,HGVR3,HGVA3,RCat,A Ref N,B Ref E,A Ref E,2WMV,HGVR4,CAR,ONS LA Name,B Ref N,ONS LACode,CP,HGV,Hour,PC,B-Junction,iDir,HGVR2,BUS,S Ref E,A-Junction,S Ref N,Road,CP Location,HGVA6,Region Name (GO),Road Name,HGVA5,LGV,AMV,Year
9/2/2010,0,1,UU,,,,0,0,1,South Gloucestershire,,E06000025,947524,1,7,0,,E,0,0,364672,,176013,U,east of Pendennis Road,0,South West,HAYNES LANE,0,2,4,2010
9/2/2010,0,0,UU,,,,0,0,11,South Gloucestershire,,E06000025,947524,0,8,0,,E,0,0,364672,,176013,U,east of Pendennis Road,0,South West,HAYNES LANE,0,2,13,2010
9/2/2010,0,0,UU,,,,0,0,23,South Gloucestershire,,E06000025,947524,0,9,0,,E,0,0,364672,,176013,U,east of Pendennis Road,0,South West,HAYNES LANE,0,3,26,2010
9/2/2010,0,0,UU,,,,0,0,24,South Gloucestershire,,E06000025,947524,0,10,0,,E,0,0,364672,,176013,U,east of Pendennis Road,0,South West,HAYNES LANE,0,2,26,2010
9/2/2010,0,0,UU,,,,0,0,20,South Gloucestershire,,E06000025,947524,1,11,0,,E,1,0,364672,,176013,U,east of Pendennis Road,0,South West,HAYNES LANE,0,2,23,2010
9/2/2010,0,0,UU,,,,0,0,17,South Gloucestershire,,E06000025,947524,0,12,0,,E,0,2,364672,,176013,U,east of Pendennis Road,0,South West,HAYNES LANE,0,2,21,2010
9/2/2010,0,0,UU,,,,0,0,19,South Gloucestershire,,E06000025,947524,0,13,0,,E,0,0,364672,,176013,U,east of Pendennis Road,0,South West,HAYNES LANE,0,0,19,2010
9/2/2010,0,0,UU,,,,0,0,25,South Gloucestershire,,E06000025,947524,0,14,0,,E,0,0,364672,,176013,U,east of Pendennis Road,0,South West,HAYNES LANE,0,2,27,2010
9/2/2010,0,0,UU,,,,0,0,10,South Gloucestershire,,E06000025,947524,0,15,2,,E,0,0,364672,,176013,U,east of Pendennis Road,0,South West,HAYNES LANE,0,3,13,2010
9/2/2010,0,0,UU,,,,0,0,27,South Gloucestershire,,E06000025,947524,0,16,0,,E,0,0,364672,,176013,U,east of Pendennis Road,0,South West,HAYNES LANE,0,5,32,2010
9/2/2010,0,0,UU,,,,0,0,13,South Gloucestershire,,E06000025,947524,0,17,0,,E,0,0,364672,,176013,U,east of Pendennis Road,0,South West,HAYNES LANE,0,1,14,2010
9/2/2010,0,0,UU,,,,0,0,11,South Gloucestershire,,E06000025,947524,0,18,0,,E,0,0,364672,,176013,U,east of Pendennis Road,0,South West,HAYNES LANE,0,2,13,2010
9/2/2010,0,0,UU,,,,0,0,3,South Gloucestershire,,E06000025,947524,0,7,0,,W,0,0,364672,,176013,U,east of Pendennis Road,0,South West,HAYNES LANE,0,4,7,2010
9/2/2010,0,0,UU,,,,0,0,3,South Gloucestershire,,E06000025,947524,0,8,0,,W,0,0,364672,,176013,U,east of Pendennis Road,0,South West,HAYNES LANE,0,2,5,2010
9/2/2010,0,0,UU,,,,0,0,12,South Gloucestershire,,E06000025,947524,0,9,0,,W,0,0,364672,,176013,U,east of Pendennis Road,0,South West,HAYNES LANE,0,4,16,2010
9/2/2010,0,4,UU,,,,0,1,15,South Gloucestershire,,E06000025,947524,5,10,0,,W,0,0,364672,,176013,U,east of Pendennis Road,0,South West,HAYNES LANE,0,3,23,2010
9/2/2010,0,0,UU,,,,0,0,18,South Gloucestershire,,E06000025,947524,1,11,0,,W,1,0,364672,,176013,U,east of Pendennis Road,0,South West,HAYNES LANE,0,1,20,2010
9/2/2010,0,1,UU,,,,0,0,16,South Gloucestershire,,E06000025,947524,1,12,0,,W,0,1,364672,,176013,U,east of Pendennis Road,0,South West,HAYNES LANE,0,7,25,2010
9/2/2010,0,0,UU,,,,0,0,23,South Gloucestershire,,E06000025,947524,0,13,2,,W,0,0,364672,,176013,U,east of Pendennis Road,0,South West,HAYNES LANE,0,0,23,2010
9/2/2010,0,0,UU,,,,0,0,21,South Gloucestershire,,E06000025,947524,0,14,0,,W,0,0,364672,,176013,U,east of Pendennis Road,0,South West,HAYNES LANE,0,1,22,2010
9/2/2010,0,0,UU,,,,0,0,20,South Gloucestershire,,E06000025,947524,0,15,0,,W,0,0,364672,,176013,U,east of Pendennis Road,0,South West,HAYNES LANE,0,2,22,2010
9/2/2010,0,0,UU,,,,0,0,9,South Gloucestershire,,E06000025,947524,0,16,0,,W,0,0,364672,,176013,U,east of Pendennis Road,0,South West,HAYNES LANE,0,2,11,2010
9/2/2010,0,0,UU,,,,0,0,12,South Gloucestershire,,E06000025,947524,0,17,1,,W,0,0,364672,,176013,U,east of Pendennis Road,0,South West,HAYNES LANE,0,2,14,2010
9/2/2010,0,0,UU,,,,0,0,19,South Gloucestershire,,E06000025,947524,0,18,0,,W,0,0,364672,,176013,U,east of Pendennis Road,0,South West,HAYNES LANE,0,0,19,2010
9/3/2010,0,0,UU,,,,0,0,5,Bath and North East Somerset,,E06000022,946676,1,7,1,,E,1,1,372098,,164050,U,"Whiteway, between North Way rbt and Kelston view jcn",0,South West,HAYCOMBE DRIVE,0,4,11,2010
9/3/2010,0,0,UU,,,,0,0,8,Bath and North East Somerset,,E06000022,946676,0,8,0,,E,0,0,372098,,164050,U,"Whiteway, between North Way rbt and Kelston view jcn",0,South West,HAYCOMBE DRIVE,0,0,8,2010
9/3/2010,0,0,UU,,,,0,0,11,Bath and North East Somerset,,E06000022,946676,0,9,0,,E,0,0,372098,,164050,U,"Whiteway, between North Way rbt and Kelston view jcn",0,South West,HAYCOMBE DRIVE,0,2,13,2010
