dCount,HGVR3,HGVA3,RCat,A Ref N,B Ref E,A Ref E,2WMV,HGVR4,CAR,ONS LA Name,B Ref N,ONS LACode,CP,HGV,Hour,PC,B-Junction,iDir,HGVR2,BUS,A-Junction,S Ref E,S Ref N,Road,CP Location,HGVA6,Region Name (GO),Road Name,HGVA5,LGV,AMV,Year
3/28/2011,1,0,PU,173224,360045,359806,61,2,925,"Bristol, City of",173344,E06000023,7097,8,7,49,Trinity Rd,E,5,38,Midland Rd,360000,173300,A420,,0,South West,,0,195,1227,2011
3/28/2011,4,0,PU,173224,360045,359806,37,2,1063,"Bristol, City of",173344,E06000023,7097,30,8,86,Trinity Rd,E,21,45,Midland Rd,360000,173300,A420,,2,South West,,1,149,1324,2011
3/28/2011,3,0,PU,173224,360045,359806,23,0,878,"Bristol, City of",173344,E06000023,7097,25,9,68,Trinity Rd,E,21,48,Midland Rd,360000,173300,A420,,0,South West,,1,166,1140,2011
3/28/2011,1,0,PU,173224,360045,359806,4,0,572,"Bristol, City of",173344,E06000023,7097,16,10,17,Trinity Rd,E,15,42,Midland Rd,360000,173300,A420,,0,South West,,0,161,795,2011
3/28/2011,2,0,PU,173224,360045,359806,7,2,482,"Bristol, City of",173344,E06000023,7097,25,11,24,Trinity Rd,E,21,45,Midland Rd,360000,173300,A420,,0,South West,,0,136,695,2011
3/28/2011,5,0,PU,173224,360045,359806,11,2,655,"Bristol, City of",173344,E06000023,7097,21,12,18,Trinity Rd,E,14,11,Midland Rd,360000,173300,A420,,0,South West,,0,142,840,2011
3/28/2011,2,0,PU,173224,360045,359806,12,0,535,"Bristol, City of",173344,E06000023,7097,18,13,13,Trinity Rd,E,14,44,Midland Rd,360000,173300,A420,,1,South West,,1,113,722,2011
3/28/2011,0,0,PU,173224,360045,359806,8,0,551,"Bristol, City of",173344,E06000023,7097,23,14,16,Trinity Rd,E,22,44,Midland Rd,360000,173300,A420,,0,South West,,1,133,759,2011
3/28/2011,1,0,PU,173224,360045,359806,14,3,617,"Bristol, City of",173344,E06000023,7097,12,15,23,Trinity Rd,E,7,47,Midland Rd,360000,173300,A420,,1,South West,,0,98,788,2011
3/28/2011,1,0,PU,173224,360045,359806,14,1,598,"Bristol, City of",173344,E06000023,7097,8,16,21,Trinity Rd,E,6,43,Midland Rd,360000,173300,A420,,0,South West,,0,96,759,2011
3/28/2011,0,0,PU,173224,360045,359806,14,0,678,"Bristol, City of",173344,E06000023,7097,3,17,27,Trinity Rd,E,3,44,Midland Rd,360000,173300,A420,,0,South West,,0,80,819,2011
3/28/2011,0,0,PU,173224,360045,359806,8,0,417,"Bristol, City of",173344,E06000023,7097,1,18,14,Trinity Rd,E,1,22,Midland Rd,360000,173300,A420,,0,South West,,0,36,484,2011
3/28/2011,0,0,UU,,,,0,0,105,North Somerset,,E06000024,947287,1,7,0,,N,1,1,,340398,170158,U,Clevedon,0,South West,Mill Cross,0,17,124,2011
3/28/2011,0,0,UU,,,,2,0,183,North Somerset,,E06000024,947287,0,8,2,,N,0,1,,340398,170158,U,Clevedon,0,South West,Mill Cross,0,17,203,2011
3/28/2011,1,0,UU,,,,0,0,92,North Somerset,,E06000024,947287,2,9,1,,N,1,1,,340398,170158,U,Clevedon,0,South West,Mill Cross,0,12,107,2011
3/28/2011,0,0,UU,,,,1,0,73,North Somerset,,E06000024,947287,2,10,0,,N,2,1,,340398,170158,U,Clevedon,0,South West,Mill Cross,0,9,86,2011
3/28/2011,1,0,UU,,,,0,0,72,North Somerset,,E06000024,947287,1,11,2,,N,0,1,,340398,170158,U,Clevedon,0,South West,Mill Cross,0,6,80,2011
3/28/2011,0,0,UU,,,,0,0,56,North Somerset,,E06000024,947287,0,12,0,,N,0,2,,340398,170158,U,Clevedon,0,South West,Mill Cross,0,5,63,2011
3/28/2011,0,0,UU,,,,0,0,78,North Somerset,,E06000024,947287,2,13,1,,N,2,1,,340398,170158,U,Clevedon,0,South West,Mill Cross,0,2,83,2011
3/28/2011,0,0,UU,,,,0,0,62,North Somerset,,E06000024,947287,1,14,0,,N,1,2,,340398,170158,U,Clevedon,0,South West,Mill Cross,0,5,70,2011
