dCount,HGVR3,HGVA3,RCat,A Ref N,B Ref E,A Ref E,2WMV,HGVR4,CAR,ONS LA Name,B Ref N,ONS LACode,CP,HGV,Hour,PC,B-Junction,iDir,HGVR2,BUS,A-Junction,S Ref E,S Ref N,Road,CP Location,HGVA6,Region Name (GO),Road Name,HGVA5,LGV,AMV,Year
7/1/2013,12,6,PU,171490,356820,356530,76,32,2443,"Bristol, City of",171860,E06000023,81538,95,7,33,A369,N,27,30,A370,356780,171700,A3029,,7,South West,,11,457,3101,2013
7/1/2013,9,0,PU,171490,356820,356530,80,12,2283,"Bristol, City of",171860,E06000023,81538,70,8,23,A369,N,34,35,A370,356780,171700,A3029,,5,South West,,10,344,2812,2013
7/1/2013,5,1,PU,171490,356820,356530,45,12,1796,"Bristol, City of",171860,E06000023,81538,87,9,10,A369,N,40,30,A370,356780,171700,A3029,,12,South West,,17,326,2284,2013
7/1/2013,6,1,PU,171490,356820,356530,19,14,1486,"Bristol, City of",171860,E06000023,81538,100,10,6,A369,N,62,34,A370,356780,171700,A3029,,7,South West,,10,297,1936,2013
7/1/2013,12,4,PU,171490,356820,356530,11,12,1446,"Bristol, City of",171860,E06000023,81538,94,11,4,A369,N,40,29,A370,356780,171700,A3029,,10,South West,,16,313,1893,2013
7/1/2013,2,2,PU,171490,356820,356530,22,11,1419,"Bristol, City of",171860,E06000023,81538,68,12,2,A369,N,38,30,A370,356780,171700,A3029,,7,South West,,8,269,1808,2013
7/1/2013,16,4,PU,171490,356820,356530,22,16,1502,"Bristol, City of",171860,E06000023,81538,103,13,10,A369,N,41,31,A370,356780,171700,A3029,,9,South West,,17,296,1954,2013
7/1/2013,9,1,PU,171490,356820,356530,23,27,1372,"Bristol, City of",171860,E06000023,81538,99,14,3,A369,N,37,31,A370,356780,171700,A3029,,10,South West,,15,240,1765,2013
7/1/2013,11,6,PU,171490,356820,356530,29,11,1478,"Bristol, City of",171860,E06000023,81538,80,15,4,A369,N,34,41,A370,356780,171700,A3029,,12,South West,,6,267,1895,2013
7/1/2013,7,4,PU,171490,356820,356530,48,5,1749,"Bristol, City of",171860,E06000023,81538,63,16,10,A369,N,25,36,A370,356780,171700,A3029,,13,South West,,9,264,2160,2013
7/1/2013,3,1,PU,171490,356820,356530,53,0,1934,"Bristol, City of",171860,E06000023,81538,31,17,18,A369,N,17,26,A370,356780,171700,A3029,,2,South West,,8,208,2252,2013
7/1/2013,1,0,PU,171490,356820,356530,21,0,1740,"Bristol, City of",171860,E06000023,81538,18,18,21,A369,N,8,28,A370,356780,171700,A3029,,3,South West,,6,136,1943,2013
7/1/2013,9,4,PU,171490,356820,356530,34,13,1563,"Bristol, City of",171860,E06000023,81538,104,7,18,A369,S,59,33,A370,356780,171700,A3029,,7,South West,,12,283,2017,2013
7/1/2013,12,3,PU,171490,356820,356530,31,12,1729,"Bristol, City of",171860,E06000023,81538,89,8,5,A369,S,40,26,A370,356780,171700,A3029,,11,South West,,11,229,2104,2013
7/1/2013,8,2,PU,171490,356820,356530,12,18,1484,"Bristol, City of",171860,E06000023,81538,142,9,6,A369,S,93,46,A370,356780,171700,A3029,,14,South West,,7,255,1939,2013
7/1/2013,12,4,PU,171490,356820,356530,20,8,1248,"Bristol, City of",171860,E06000023,81538,94,10,3,A369,S,44,28,A370,356780,171700,A3029,,11,South West,,15,271,1661,2013
7/1/2013,4,1,PU,171490,356820,356530,14,10,1436,"Bristol, City of",171860,E06000023,81538,115,11,4,A369,S,83,34,A370,356780,171700,A3029,,10,South West,,7,256,1855,2013
7/1/2013,5,7,PU,171490,356820,356530,30,13,1458,"Bristol, City of",171860,E06000023,81538,92,12,1,A369,S,43,29,A370,356780,171700,A3029,,10,South West,,14,294,1903,2013
7/1/2013,11,3,PU,171490,356820,356530,27,13,1599,"Bristol, City of",171860,E06000023,81538,125,13,10,A369,S,75,41,A370,356780,171700,A3029,,12,South West,,11,252,2044,2013
7/1/2013,15,0,PU,171490,356820,356530,28,12,1725,"Bristol, City of",171860,E06000023,81538,79,14,4,A369,S,29,41,A370,356780,171700,A3029,,13,South West,,10,335,2208,2013
7/1/2013,13,1,PU,171490,356820,356530,40,23,1974,"Bristol, City of",171860,E06000023,81538,138,15,7,A369,S,80,40,A370,356780,171700,A3029,,14,South West,,7,327,2519,2013
7/1/2013,7,4,PU,171490,356820,356530,76,12,2489,"Bristol, City of",171860,E06000023,81538,72,16,21,A369,S,32,32,A370,356780,171700,A3029,,6,South West,,11,420,3089,2013
7/1/2013,3,1,PU,171490,356820,356530,89,0,2975,"Bristol, City of",171860,E06000023,81538,53,17,27,A369,S,37,27,A370,356780,171700,A3029,,5,South West,,7,275,3419,2013
7/1/2013,2,0,PU,171490,356820,356530,68,0,2444,"Bristol, City of",171860,E06000023,81538,11,18,25,A369,S,3,26,A370,356780,171700,A3029,,4,South West,,2,149,2698,2013
7/1/2013,0,0,UU,,,,0,0,14,Bath and North East Somerset,,E06000022,946683,1,7,2,,N,1,0,,376043,166257,U,London Road,0,South West,ST SAVIOURS WAY,0,3,18,2013
