dCount,HGVR3,HGVA3,RCat,A Ref N,B Ref E,A Ref E,2WMV,HGVR4,CAR,ONS LA Name,B Ref N,ONS LACode,CP,HGV,Hour,PC,B-Junction,iDir,HGVR2,BUS,S Ref E,A-Junction,S Ref N,Road,CP Location,HGVA6,Region Name (GO),Road Name,HGVA5,LGV,AMV,Year
6/29/2007,3,0,UU,,,,11,3,394,"Bristol, City of",,E06000023,930429,18,7,14,,N,12,7,358860,,178600,U,North of Royston Walk,0,South West,PEN PARK ROAD,0,73,503,2007
6/29/2007,2,0,UU,,,,8,0,458,"Bristol, City of",,E06000023,930429,19,8,16,,N,17,11,358860,,178600,U,North of Royston Walk,0,South West,PEN PARK ROAD,0,55,551,2007
6/29/2007,1,0,UU,,,,4,2,415,"Bristol, City of",,E06000023,930429,12,9,4,,N,9,5,358860,,178600,U,North of Royston Walk,0,South West,PEN PARK ROAD,0,61,497,2007
6/29/2007,3,0,UU,,,,5,3,374,"Bristol, City of",,E06000023,930429,13,10,3,,N,7,5,358860,,178600,U,North of Royston Walk,0,South West,PEN PARK ROAD,0,61,458,2007
6/29/2007,1,0,UU,,,,8,2,501,"Bristol, City of",,E06000023,930429,14,11,5,,N,11,4,358860,,178600,U,North of Royston Walk,0,South West,PEN PARK ROAD,0,76,603,2007
6/29/2007,2,0,UU,,,,12,1,496,"Bristol, City of",,E06000023,930429,14,12,4,,N,11,3,358860,,178600,U,North of Royston Walk,0,South West,PEN PARK ROAD,0,53,578,2007
6/29/2007,2,0,UU,,,,7,2,455,"Bristol, City of",,E06000023,930429,9,13,7,,N,5,3,358860,,178600,U,North of Royston Walk,0,South West,PEN PARK ROAD,0,70,544,2007
6/29/2007,1,1,UU,,,,8,1,561,"Bristol, City of",,E06000023,930429,11,14,9,,N,8,7,358860,,178600,U,North of Royston Walk,0,South West,PEN PARK ROAD,0,46,633,2007
6/29/2007,2,0,UU,,,,10,4,669,"Bristol, City of",,E06000023,930429,12,15,11,,N,6,4,358860,,178600,U,North of Royston Walk,0,South West,PEN PARK ROAD,0,65,760,2007
6/29/2007,1,2,UU,,,,4,0,648,"Bristol, City of",,E06000023,930429,12,16,12,,N,9,7,358860,,178600,U,North of Royston Walk,0,South West,PEN PARK ROAD,0,65,736,2007
6/29/2007,2,1,UU,,,,15,0,625,"Bristol, City of",,E06000023,930429,7,17,12,,N,3,4,358860,,178600,U,North of Royston Walk,1,South West,PEN PARK ROAD,0,66,717,2007
6/29/2007,1,0,UU,,,,7,0,509,"Bristol, City of",,E06000023,930429,3,18,12,,N,2,5,358860,,178600,U,North of Royston Walk,0,South West,PEN PARK ROAD,0,39,563,2007
6/29/2007,2,0,UU,,,,11,0,417,"Bristol, City of",,E06000023,930429,8,7,17,,S,5,3,358860,,178600,U,North of Royston Walk,0,South West,PEN PARK ROAD,1,68,507,2007
6/29/2007,3,0,UU,,,,14,1,477,"Bristol, City of",,E06000023,930429,11,8,21,,S,7,8,358860,,178600,U,North of Royston Walk,0,South West,PEN PARK ROAD,0,42,552,2007
6/29/2007,2,0,UU,,,,8,1,456,"Bristol, City of",,E06000023,930429,15,9,7,,S,12,8,358860,,178600,U,North of Royston Walk,0,South West,PEN PARK ROAD,0,67,554,2007
6/29/2007,2,0,UU,,,,6,3,496,"Bristol, City of",,E06000023,930429,22,10,3,,S,16,5,358860,,178600,U,North of Royston Walk,0,South West,PEN PARK ROAD,1,69,598,2007
6/29/2007,3,0,UU,,,,4,2,480,"Bristol, City of",,E06000023,930429,16,11,6,,S,11,4,358860,,178600,U,North of Royston Walk,0,South West,PEN PARK ROAD,0,59,563,2007
6/29/2007,1,0,UU,,,,10,1,490,"Bristol, City of",,E06000023,930429,11,12,8,,S,8,3,358860,,178600,U,North of Royston Walk,1,South West,PEN PARK ROAD,0,81,595,2007
6/29/2007,4,1,UU,,,,12,3,536,"Bristol, City of",,E06000023,930429,19,13,7,,S,11,3,358860,,178600,U,North of Royston Walk,0,South West,PEN PARK ROAD,0,71,641,2007
6/29/2007,2,0,UU,,,,24,2,532,"Bristol, City of",,E06000023,930429,11,14,7,,S,7,3,358860,,178600,U,North of Royston Walk,0,South West,PEN PARK ROAD,0,60,630,2007
6/29/2007,3,1,UU,,,,9,0,424,"Bristol, City of",,E06000023,930429,5,15,6,,S,1,4,358860,,178600,U,North of Royston Walk,0,South West,PEN PARK ROAD,0,46,488,2007
6/29/2007,2,0,UU,,,,9,1,431,"Bristol, City of",,E06000023,930429,7,16,14,,S,4,6,358860,,178600,U,North of Royston Walk,0,South West,PEN PARK ROAD,0,59,512,2007
6/29/2007,2,0,UU,,,,13,0,518,"Bristol, City of",,E06000023,930429,2,17,15,,S,0,5,358860,,178600,U,North of Royston Walk,0,South West,PEN PARK ROAD,0,57,595,2007
6/29/2007,0,0,UU,,,,6,0,498,"Bristol, City of",,E06000023,930429,1,18,6,,S,1,9,358860,,178600,U,North of Royston Walk,0,South West,PEN PARK ROAD,0,50,564,2007
6/28/2007,1,0,UU,,,,8,0,323,South Gloucestershire,,E06000025,930460,5,7,14,,N,3,4,370620,,181980,C,"south of Stanshawes Drive, Yate",0,South West,WESTERLEIGH ROAD,1,70,410,2007
6/28/2007,1,0,UU,,,,6,1,516,South Gloucestershire,,E06000025,930460,13,8,17,,N,11,7,370620,,181980,C,"south of Stanshawes Drive, Yate",0,South West,WESTERLEIGH ROAD,0,47,589,2007
6/28/2007,1,1,UU,,,,1,0,382,South Gloucestershire,,E06000025,930460,10,9,4,,N,6,2,370620,,181980,C,"south of Stanshawes Drive, Yate",1,South West,WESTERLEIGH ROAD,1,44,439,2007
6/28/2007,1,0,UU,,,,2,0,293,South Gloucestershire,,E06000025,930460,6,10,4,,N,5,4,370620,,181980,C,"south of Stanshawes Drive, Yate",0,South West,WESTERLEIGH ROAD,0,46,351,2007
6/28/2007,2,0,UU,,,,3,0,286,South Gloucestershire,,E06000025,930460,14,11,2,,N,12,2,370620,,181980,C,"south of Stanshawes Drive, Yate",0,South West,WESTERLEIGH ROAD,0,29,334,2007
6/28/2007,0,0,UU,,,,2,1,321,South Gloucestershire,,E06000025,930460,7,12,3,,N,6,4,370620,,181980,C,"south of Stanshawes Drive, Yate",0,South West,WESTERLEIGH ROAD,0,44,378,2007
6/28/2007,2,0,UU,,,,4,0,360,South Gloucestershire,,E06000025,930460,5,13,3,,N,3,3,370620,,181980,C,"south of Stanshawes Drive, Yate",0,South West,WESTERLEIGH ROAD,0,50,422,2007
6/28/2007,1,0,UU,,,,4,0,294,South Gloucestershire,,E06000025,930460,5,14,5,,N,4,3,370620,,181980,C,"south of Stanshawes Drive, Yate",0,South West,WESTERLEIGH ROAD,0,42,348,2007
6/28/2007,1,0,UU,,,,6,1,424,South Gloucestershire,,E06000025,930460,9,15,4,,N,6,4,370620,,181980,C,"south of Stanshawes Drive, Yate",0,South West,WESTERLEIGH ROAD,1,39,482,2007
6/28/2007,2,0,UU,,,,3,0,412,South Gloucestershire,,E06000025,930460,13,16,12,,N,10,4,370620,,181980,C,"south of Stanshawes Drive, Yate",1,South West,WESTERLEIGH ROAD,0,57,489,2007
6/28/2007,1,0,UU,,,,5,0,446,South Gloucestershire,,E06000025,930460,5,17,8,,N,4,4,370620,,181980,C,"south of Stanshawes Drive, Yate",0,South West,WESTERLEIGH ROAD,0,60,520,2007
6/28/2007,0,0,UU,,,,5,0,353,South Gloucestershire,,E06000025,930460,1,18,7,,N,1,2,370620,,181980,C,"south of Stanshawes Drive, Yate",0,South West,WESTERLEIGH ROAD,0,43,404,2007
6/28/2007,0,0,UU,,,,4,1,218,South Gloucestershire,,E06000025,930460,4,7,6,,S,2,6,370620,,181980,C,"south of Stanshawes Drive, Yate",0,South West,WESTERLEIGH ROAD,1,44,276,2007
6/28/2007,3,0,UU,,,,5,0,311,South Gloucestershire,,E06000025,930460,15,8,3,,S,11,4,370620,,181980,C,"south of Stanshawes Drive, Yate",1,South West,WESTERLEIGH ROAD,0,38,373,2007
6/28/2007,2,0,UU,,,,3,0,281,South Gloucestershire,,E06000025,930460,8,9,3,,S,5,6,370620,,181980,C,"south of Stanshawes Drive, Yate",0,South West,WESTERLEIGH ROAD,1,35,333,2007
6/28/2007,0,0,UU,,,,2,0,264,South Gloucestershire,,E06000025,930460,7,10,0,,S,6,3,370620,,181980,C,"south of Stanshawes Drive, Yate",1,South West,WESTERLEIGH ROAD,0,32,308,2007
6/28/2007,0,1,UU,,,,0,2,293,South Gloucestershire,,E06000025,930460,17,11,0,,S,14,3,370620,,181980,C,"south of Stanshawes Drive, Yate",0,South West,WESTERLEIGH ROAD,0,31,344,2007
6/28/2007,0,0,UU,,,,6,0,338,South Gloucestershire,,E06000025,930460,11,12,7,,S,11,2,370620,,181980,C,"south of Stanshawes Drive, Yate",0,South West,WESTERLEIGH ROAD,0,36,393,2007
6/28/2007,0,0,UU,,,,1,0,352,South Gloucestershire,,E06000025,930460,5,13,1,,S,2,1,370620,,181980,C,"south of Stanshawes Drive, Yate",0,South West,WESTERLEIGH ROAD,3,35,394,2007
6/28/2007,1,0,UU,,,,4,1,375,South Gloucestershire,,E06000025,930460,4,14,3,,S,2,4,370620,,181980,C,"south of Stanshawes Drive, Yate",0,South West,WESTERLEIGH ROAD,0,37,424,2007
6/28/2007,0,0,UU,,,,5,0,416,South Gloucestershire,,E06000025,930460,3,15,15,,S,3,3,370620,,181980,C,"south of Stanshawes Drive, Yate",0,South West,WESTERLEIGH ROAD,0,39,466,2007
6/28/2007,0,0,UU,,,,4,0,463,South Gloucestershire,,E06000025,930460,6,16,14,,S,5,7,370620,,181980,C,"south of Stanshawes Drive, Yate",1,South West,WESTERLEIGH ROAD,0,60,540,2007
6/28/2007,0,0,UU,,,,13,0,601,South Gloucestershire,,E06000025,930460,3,17,15,,S,3,4,370620,,181980,C,"south of Stanshawes Drive, Yate",0,South West,WESTERLEIGH ROAD,0,75,696,2007
6/28/2007,0,0,UU,,,,5,0,491,South Gloucestershire,,E06000025,930460,0,18,4,,S,0,1,370620,,181980,C,"south of Stanshawes Drive, Yate",0,South West,WESTERLEIGH ROAD,0,30,527,2007
6/22/2007,17,12,TM,155010,337878,337520,18,19,1648,North Somerset,162596,E06000024,16021,235,7,0,21,N,52,6,338400,LA Boundary,157500,M5,,76,South West,,59,423,2330,2007
6/22/2007,14,9,TM,155010,337878,337520,14,17,1576,North Somerset,162596,E06000024,16021,210,8,0,21,N,66,5,338400,LA Boundary,157500,M5,,52,South West,,52,318,2123,2007
6/22/2007,18,25,TM,155010,337878,337520,13,7,1657,North Somerset,162596,E06000024,16021,306,9,0,21,N,82,13,338400,LA Boundary,157500,M5,,78,South West,,96,245,2234,2007
