dCount,HGVR3,HGVA3,RCat,A Ref N,B Ref E,A Ref E,2WMV,HGVR4,CAR,ONS LA Name,B Ref N,ONS LACode,CP,HGV,Hour,PC,B-Junction,iDir,HGVR2,BUS,S Ref E,A-Junction,S Ref N,Road,CP Location,HGVA6,Region Name (GO),Road Name,HGVA5,LGV,AMV,Year
7/14/2006,0,0,UU,,,,1,0,35,Bath and North East Somerset,,E06000022,964896,0,7,0,,S,0,5,378100,,168000,U,,0,South West,Catherine Way,0,14,55,2006
7/14/2006,0,0,UU,,,,3,0,50,Bath and North East Somerset,,E06000022,964896,0,8,1,,S,0,5,378100,,168000,U,,0,South West,Catherine Way,0,4,62,2006
7/14/2006,1,0,UU,,,,1,0,16,Bath and North East Somerset,,E06000022,964896,1,9,0,,S,0,5,378100,,168000,U,,0,South West,Catherine Way,0,4,27,2006
7/14/2006,0,0,UU,,,,1,0,26,Bath and North East Somerset,,E06000022,964896,1,10,0,,S,1,3,378100,,168000,U,,0,South West,Catherine Way,0,2,33,2006
7/14/2006,0,0,UU,,,,1,0,16,Bath and North East Somerset,,E06000022,964896,0,11,0,,S,0,4,378100,,168000,U,,0,South West,Catherine Way,0,1,22,2006
7/14/2006,0,0,UU,,,,2,0,12,Bath and North East Somerset,,E06000022,964896,0,12,0,,S,0,4,378100,,168000,U,,0,South West,Catherine Way,0,3,21,2006
7/14/2006,0,0,UU,,,,2,0,16,Bath and North East Somerset,,E06000022,964896,0,13,1,,S,0,4,378100,,168000,U,,0,South West,Catherine Way,0,3,25,2006
7/14/2006,0,0,UU,,,,1,0,13,Bath and North East Somerset,,E06000022,964896,0,14,0,,S,0,3,378100,,168000,U,,0,South West,Catherine Way,0,3,20,2006
7/14/2006,0,0,UU,,,,2,0,20,Bath and North East Somerset,,E06000022,964896,1,15,2,,S,1,5,378100,,168000,U,,0,South West,Catherine Way,0,1,29,2006
7/14/2006,0,0,UU,,,,2,0,14,Bath and North East Somerset,,E06000022,964896,0,16,1,,S,0,5,378100,,168000,U,,0,South West,Catherine Way,0,2,23,2006
7/14/2006,0,0,UU,,,,3,0,10,Bath and North East Somerset,,E06000022,964896,0,17,0,,S,0,4,378100,,168000,U,,0,South West,Catherine Way,0,1,18,2006
7/14/2006,0,0,UU,,,,3,0,29,Bath and North East Somerset,,E06000022,964896,0,18,0,,S,0,4,378100,,168000,U,,0,South West,Catherine Way,0,0,36,2006
7/7/2006,0,0,UR,,,,2,0,25,Bath and North East Somerset,,E06000022,952442,2,7,3,,E,2,0,362400,,159220,U,"Clutton, East of A37",0,South West,Station Road,0,6,35,2006
7/7/2006,0,0,UR,,,,2,0,72,Bath and North East Somerset,,E06000022,952442,3,8,0,,E,3,2,362400,,159220,U,"Clutton, East of A37",0,South West,Station Road,0,10,89,2006
7/7/2006,0,0,UR,,,,0,0,62,Bath and North East Somerset,,E06000022,952442,0,9,1,,E,0,0,362400,,159220,U,"Clutton, East of A37",0,South West,Station Road,0,14,76,2006
