dCount,HGVR3,HGVA3,RCat,A Ref N,B Ref E,A Ref E,2WMV,HGVR4,CAR,ONS LA Name,B Ref N,ONS LACode,CP,HGV,Hour,PC,B-Junction,iDir,HGVR2,BUS,A-Junction,S Ref E,S Ref N,Road,CP Location,HGVA6,Region Name (GO),Road Name,HGVA5,LGV,AMV,Year
6/5/2003,7,1,PU,171900,361100,359880,15,6,639,"Bristol, City of",171600,E06000023,16123,44,7,8,A4320,E,26,17,A37,359980,171770,A4,,2,South West,,2,151,866,2003
6/5/2003,6,0,PU,171900,361100,359880,10,5,538,"Bristol, City of",171600,E06000023,16123,39,8,10,A4320,E,25,24,A37,359980,171770,A4,,2,South West,,1,122,733,2003
6/5/2003,3,0,PU,171900,361100,359880,4,6,490,"Bristol, City of",171600,E06000023,16123,48,9,3,A4320,E,30,30,A37,359980,171770,A4,,4,South West,,5,152,724,2003
6/5/2003,9,1,PU,171900,361100,359880,14,8,436,"Bristol, City of",171600,E06000023,16123,60,10,7,A4320,E,37,29,A37,359980,171770,A4,,2,South West,,3,158,697,2003
6/5/2003,5,3,PU,171900,361100,359880,13,5,476,"Bristol, City of",171600,E06000023,16123,54,11,4,A4320,E,35,24,A37,359980,171770,A4,,2,South West,,4,162,729,2003
6/5/2003,6,2,PU,171900,361100,359880,16,3,497,"Bristol, City of",171600,E06000023,16123,37,12,4,A4320,E,23,26,A37,359980,171770,A4,,2,South West,,1,146,722,2003
6/5/2003,3,0,PU,171900,361100,359880,4,5,381,"Bristol, City of",171600,E06000023,16123,35,13,4,A4320,E,26,15,A37,359980,171770,A4,,1,South West,,0,71,506,2003
6/5/2003,6,0,PU,171900,361100,359880,17,4,582,"Bristol, City of",171600,E06000023,16123,65,14,2,A4320,E,48,28,A37,359980,171770,A4,,3,South West,,4,155,847,2003
6/5/2003,12,0,PU,171900,361100,359880,27,6,528,"Bristol, City of",171600,E06000023,16123,48,15,8,A4320,E,27,27,A37,359980,171770,A4,,1,South West,,2,142,772,2003
6/5/2003,6,3,PU,171900,361100,359880,41,4,667,"Bristol, City of",171600,E06000023,16123,34,16,17,A4320,E,20,29,A37,359980,171770,A4,,0,South West,,1,137,908,2003
6/5/2003,2,0,PU,171900,361100,359880,67,1,767,"Bristol, City of",171600,E06000023,16123,23,17,25,A4320,E,16,32,A37,359980,171770,A4,,0,South West,,4,86,975,2003
6/5/2003,1,0,PU,171900,361100,359880,26,1,628,"Bristol, City of",171600,E06000023,16123,10,18,20,A4320,E,6,22,A37,359980,171770,A4,,0,South West,,2,55,741,2003
6/5/2003,4,3,PU,171900,361100,359880,45,4,806,"Bristol, City of",171600,E06000023,16123,55,7,37,A4320,W,38,33,A37,359980,171770,A4,,1,South West,,5,199,1138,2003
6/5/2003,4,1,PU,171900,361100,359880,76,2,808,"Bristol, City of",171600,E06000023,16123,40,8,38,A4320,W,29,26,A37,359980,171770,A4,,1,South West,,3,194,1144,2003
6/5/2003,13,2,PU,171900,361100,359880,26,4,607,"Bristol, City of",171600,E06000023,16123,37,9,9,A4320,W,16,19,A37,359980,171770,A4,,1,South West,,1,116,805,2003
6/5/2003,4,2,PU,171900,361100,359880,4,3,584,"Bristol, City of",171600,E06000023,16123,26,10,8,A4320,W,9,16,A37,359980,171770,A4,,3,South West,,5,44,674,2003
6/5/2003,2,1,PU,171900,361100,359880,15,2,539,"Bristol, City of",171600,E06000023,16123,16,11,6,A4320,W,9,22,A37,359980,171770,A4,,2,South West,,0,61,653,2003
6/5/2003,2,2,PU,171900,361100,359880,22,1,578,"Bristol, City of",171600,E06000023,16123,27,12,8,A4320,W,19,12,A37,359980,171770,A4,,1,South West,,2,57,696,2003
6/5/2003,2,1,PU,171900,361100,359880,8,2,515,"Bristol, City of",171600,E06000023,16123,16,13,10,A4320,W,7,15,A37,359980,171770,A4,,3,South West,,1,54,608,2003
6/5/2003,4,3,PU,171900,361100,359880,11,2,583,"Bristol, City of",171600,E06000023,16123,27,14,9,A4320,W,14,11,A37,359980,171770,A4,,1,South West,,3,47,679,2003
6/5/2003,4,2,PU,171900,361100,359880,12,2,574,"Bristol, City of",171600,E06000023,16123,54,15,9,A4320,W,43,12,A37,359980,171770,A4,,0,South West,,3,63,715,2003
6/5/2003,3,3,PU,171900,361100,359880,14,2,559,"Bristol, City of",171600,E06000023,16123,41,16,8,A4320,W,29,6,A37,359980,171770,A4,,2,South West,,2,71,691,2003
6/5/2003,2,2,PU,171900,361100,359880,15,2,624,"Bristol, City of",171600,E06000023,16123,34,17,7,A4320,W,27,21,A37,359980,171770,A4,,0,South West,,1,68,762,2003
6/5/2003,3,4,PU,171900,361100,359880,14,1,576,"Bristol, City of",171600,E06000023,16123,32,18,7,A4320,W,20,12,A37,359980,171770,A4,,2,South West,,2,36,670,2003
6/5/2003,0,0,UU,,,,2,1,130,South Gloucestershire,,E06000025,930453,6,7,3,,E,5,1,,367030,181780,U,"west of Ryecroft Road, Frampton Cotterell",0,South West,CHURCH ROAD,0,37,176,2003
6/5/2003,0,0,UU,,,,1,0,244,South Gloucestershire,,E06000025,930453,3,8,3,,E,3,3,,367030,181780,U,"west of Ryecroft Road, Frampton Cotterell",0,South West,CHURCH ROAD,0,18,269,2003
6/5/2003,0,0,UU,,,,0,1,209,South Gloucestershire,,E06000025,930453,4,9,1,,E,3,2,,367030,181780,U,"west of Ryecroft Road, Frampton Cotterell",0,South West,CHURCH ROAD,0,31,246,2003
6/5/2003,0,0,UU,,,,0,0,165,South Gloucestershire,,E06000025,930453,5,10,0,,E,5,1,,367030,181780,U,"west of Ryecroft Road, Frampton Cotterell",0,South West,CHURCH ROAD,0,19,190,2003
6/5/2003,0,0,UU,,,,2,0,181,South Gloucestershire,,E06000025,930453,0,11,1,,E,0,1,,367030,181780,U,"west of Ryecroft Road, Frampton Cotterell",0,South West,CHURCH ROAD,0,35,219,2003
6/5/2003,0,0,UU,,,,1,0,207,South Gloucestershire,,E06000025,930453,5,12,0,,E,5,0,,367030,181780,U,"west of Ryecroft Road, Frampton Cotterell",0,South West,CHURCH ROAD,0,25,238,2003
6/5/2003,0,0,UU,,,,3,0,201,South Gloucestershire,,E06000025,930453,6,13,0,,E,6,3,,367030,181780,U,"west of Ryecroft Road, Frampton Cotterell",0,South West,CHURCH ROAD,0,36,249,2003
6/5/2003,0,0,UU,,,,1,0,232,South Gloucestershire,,E06000025,930453,5,14,2,,E,5,0,,367030,181780,U,"west of Ryecroft Road, Frampton Cotterell",0,South West,CHURCH ROAD,0,36,274,2003
6/5/2003,0,0,UU,,,,4,0,304,South Gloucestershire,,E06000025,930453,4,15,4,,E,4,3,,367030,181780,U,"west of Ryecroft Road, Frampton Cotterell",0,South West,CHURCH ROAD,0,27,342,2003
6/5/2003,0,0,UU,,,,17,2,432,South Gloucestershire,,E06000025,930453,6,16,5,,E,4,8,,367030,181780,U,"west of Ryecroft Road, Frampton Cotterell",0,South West,CHURCH ROAD,0,54,517,2003
6/5/2003,0,0,UU,,,,11,0,536,South Gloucestershire,,E06000025,930453,6,17,5,,E,6,0,,367030,181780,U,"west of Ryecroft Road, Frampton Cotterell",0,South West,CHURCH ROAD,0,60,613,2003
6/5/2003,0,0,UU,,,,2,0,375,South Gloucestershire,,E06000025,930453,3,18,3,,E,3,1,,367030,181780,U,"west of Ryecroft Road, Frampton Cotterell",0,South West,CHURCH ROAD,0,25,406,2003
6/5/2003,1,0,UU,,,,20,0,377,South Gloucestershire,,E06000025,930453,9,7,7,,W,8,3,,367030,181780,U,"west of Ryecroft Road, Frampton Cotterell",0,South West,CHURCH ROAD,0,53,462,2003
6/5/2003,1,0,UU,,,,6,0,442,South Gloucestershire,,E06000025,930453,6,8,4,,W,5,3,,367030,181780,U,"west of Ryecroft Road, Frampton Cotterell",0,South West,CHURCH ROAD,0,34,491,2003
6/5/2003,1,0,UU,,,,0,0,270,South Gloucestershire,,E06000025,930453,4,9,5,,W,3,0,,367030,181780,U,"west of Ryecroft Road, Frampton Cotterell",0,South West,CHURCH ROAD,0,28,302,2003
6/5/2003,0,0,UU,,,,0,0,182,South Gloucestershire,,E06000025,930453,4,10,2,,W,4,1,,367030,181780,U,"west of Ryecroft Road, Frampton Cotterell",0,South West,CHURCH ROAD,0,30,217,2003
6/5/2003,0,0,UU,,,,2,0,191,South Gloucestershire,,E06000025,930453,4,11,4,,W,4,1,,367030,181780,U,"west of Ryecroft Road, Frampton Cotterell",0,South West,CHURCH ROAD,0,26,224,2003
6/5/2003,0,0,UU,,,,1,0,186,South Gloucestershire,,E06000025,930453,4,12,2,,W,4,2,,367030,181780,U,"west of Ryecroft Road, Frampton Cotterell",0,South West,CHURCH ROAD,0,21,214,2003
6/5/2003,0,0,UU,,,,4,0,207,South Gloucestershire,,E06000025,930453,4,13,1,,W,4,2,,367030,181780,U,"west of Ryecroft Road, Frampton Cotterell",0,South West,CHURCH ROAD,0,35,252,2003
6/5/2003,0,0,UU,,,,2,0,179,South Gloucestershire,,E06000025,930453,7,14,1,,W,7,0,,367030,181780,U,"west of Ryecroft Road, Frampton Cotterell",0,South West,CHURCH ROAD,0,24,212,2003
6/5/2003,0,0,UU,,,,2,0,231,South Gloucestershire,,E06000025,930453,5,15,11,,W,5,4,,367030,181780,U,"west of Ryecroft Road, Frampton Cotterell",0,South West,CHURCH ROAD,0,27,269,2003
6/5/2003,0,0,UU,,,,2,0,192,South Gloucestershire,,E06000025,930453,2,16,3,,W,2,2,,367030,181780,U,"west of Ryecroft Road, Frampton Cotterell",0,South West,CHURCH ROAD,0,32,230,2003
6/5/2003,0,0,UU,,,,4,0,258,South Gloucestershire,,E06000025,930453,0,17,3,,W,0,1,,367030,181780,U,"west of Ryecroft Road, Frampton Cotterell",0,South West,CHURCH ROAD,0,37,300,2003
6/5/2003,0,0,UU,,,,1,0,248,South Gloucestershire,,E06000025,930453,1,18,1,,W,1,0,,367030,181780,U,"west of Ryecroft Road, Frampton Cotterell",0,South West,CHURCH ROAD,0,24,274,2003
6/4/2003,8,3,PU,164250,375637,375490,10,0,559,Bath and North East Somerset,165209,E06000022,27024,43,7,5,Sydney Place,N,27,9,A3062 roundabout,375640,165000,A36,,5,South West,,0,93,714,2003
6/4/2003,5,3,PU,164250,375637,375490,16,0,705,Bath and North East Somerset,165209,E06000022,27024,47,8,7,Sydney Place,N,29,9,A3062 roundabout,375640,165000,A36,,7,South West,,3,112,889,2003
6/4/2003,3,4,PU,164250,375637,375490,8,0,586,Bath and North East Somerset,165209,E06000022,27024,63,9,4,Sydney Place,N,45,10,A3062 roundabout,375640,165000,A36,,6,South West,,5,120,787,2003
6/4/2003,3,0,PU,164250,375637,375490,7,0,581,Bath and North East Somerset,165209,E06000022,27024,56,10,0,Sydney Place,N,45,17,A3062 roundabout,375640,165000,A36,,4,South West,,4,117,778,2003
6/4/2003,5,3,PU,164250,375637,375490,6,2,556,Bath and North East Somerset,165209,E06000022,27024,51,11,2,Sydney Place,N,30,20,A3062 roundabout,375640,165000,A36,,6,South West,,5,130,763,2003
6/4/2003,6,2,PU,164250,375637,375490,12,2,574,Bath and North East Somerset,165209,E06000022,27024,58,12,4,Sydney Place,N,39,14,A3062 roundabout,375640,165000,A36,,4,South West,,5,101,759,2003
6/4/2003,3,0,PU,164250,375637,375490,11,1,603,Bath and North East Somerset,165209,E06000022,27024,55,13,2,Sydney Place,N,40,16,A3062 roundabout,375640,165000,A36,,9,South West,,2,89,774,2003
6/4/2003,4,0,PU,164250,375637,375490,6,3,585,Bath and North East Somerset,165209,E06000022,27024,42,14,1,Sydney Place,N,25,14,A3062 roundabout,375640,165000,A36,,8,South West,,2,100,747,2003
6/4/2003,3,0,PU,164250,375637,375490,9,2,646,Bath and North East Somerset,165209,E06000022,27024,32,15,4,Sydney Place,N,23,15,A3062 roundabout,375640,165000,A36,,2,South West,,2,99,801,2003
6/4/2003,3,0,PU,164250,375637,375490,8,4,721,Bath and North East Somerset,165209,E06000022,27024,21,16,10,Sydney Place,N,5,18,A3062 roundabout,375640,165000,A36,,8,South West,,1,72,840,2003
6/4/2003,2,2,PU,164250,375637,375490,16,0,792,Bath and North East Somerset,165209,E06000022,27024,19,17,8,Sydney Place,N,10,13,A3062 roundabout,375640,165000,A36,,4,South West,,1,49,889,2003
6/4/2003,1,2,PU,164250,375637,375490,6,0,640,Bath and North East Somerset,165209,E06000022,27024,10,18,11,Sydney Place,N,4,10,A3062 roundabout,375640,165000,A36,,1,South West,,2,25,691,2003
6/4/2003,3,5,PU,164250,375637,375490,6,1,534,Bath and North East Somerset,165209,E06000022,27024,42,7,5,Sydney Place,S,24,3,A3062 roundabout,375640,165000,A36,,6,South West,,3,70,655,2003
6/4/2003,3,3,PU,164250,375637,375490,12,0,1002,Bath and North East Somerset,165209,E06000022,27024,52,8,5,Sydney Place,S,42,17,A3062 roundabout,375640,165000,A36,,4,South West,,0,94,1177,2003
6/4/2003,10,1,PU,164250,375637,375490,5,1,793,Bath and North East Somerset,165209,E06000022,27024,63,9,6,Sydney Place,S,43,13,A3062 roundabout,375640,165000,A36,,5,South West,,3,116,990,2003
6/4/2003,2,4,PU,164250,375637,375490,3,1,703,Bath and North East Somerset,165209,E06000022,27024,79,10,1,Sydney Place,S,54,9,A3062 roundabout,375640,165000,A36,,13,South West,,5,125,919,2003
