dCount,HGVR3,HGVA3,RCat,A Ref N,B Ref E,A Ref E,2WMV,HGVR4,CAR,ONS LA Name,B Ref N,ONS LACode,CP,HGV,Hour,PC,B-Junction,iDir,HGVR2,BUS,A-Junction,S Ref E,S Ref N,Road,CP Location,HGVA6,Region Name (GO),Road Name,HGVA5,LGV,AMV,Year
5/16/2003,3,3,TR,165920,378101,377730,3,7,340,Bath and North East Somerset,162093,E06000022,77951,28,7,2,B3108,N,7,4,"Hanton Hill, Bathampton",378950,164000,A36,,5,South West,,3,51,426,2003
5/16/2003,2,2,TR,165920,378101,377730,4,2,571,Bath and North East Somerset,162093,E06000022,77951,23,8,1,B3108,N,9,6,"Hanton Hill, Bathampton",378950,164000,A36,,5,South West,,3,41,645,2003
5/16/2003,0,4,TR,165920,378101,377730,4,3,383,Bath and North East Somerset,162093,E06000022,77951,39,9,0,B3108,N,16,5,"Hanton Hill, Bathampton",378950,164000,A36,,8,South West,,8,35,466,2003
5/16/2003,6,5,TR,165920,378101,377730,2,3,266,Bath and North East Somerset,162093,E06000022,77951,44,10,0,B3108,N,17,3,"Hanton Hill, Bathampton",378950,164000,A36,,7,South West,,6,31,346,2003
5/16/2003,3,2,TR,165920,378101,377730,1,2,260,Bath and North East Somerset,162093,E06000022,77951,45,11,1,B3108,N,23,8,"Hanton Hill, Bathampton",378950,164000,A36,,7,South West,,8,48,362,2003
5/16/2003,3,2,TR,165920,378101,377730,1,1,232,Bath and North East Somerset,162093,E06000022,77951,44,12,0,B3108,N,31,11,"Hanton Hill, Bathampton",378950,164000,A36,,5,South West,,2,39,327,2003
5/16/2003,0,2,TR,165920,378101,377730,1,1,362,Bath and North East Somerset,162093,E06000022,77951,35,13,0,B3108,N,16,2,"Hanton Hill, Bathampton",378950,164000,A36,,12,South West,,4,35,435,2003
5/16/2003,3,2,TR,165920,378101,377730,2,0,295,Bath and North East Somerset,162093,E06000022,77951,39,14,0,B3108,N,17,7,"Hanton Hill, Bathampton",378950,164000,A36,,7,South West,,10,48,391,2003
5/16/2003,1,3,TR,165920,378101,377730,2,1,350,Bath and North East Somerset,162093,E06000022,77951,27,15,0,B3108,N,15,4,"Hanton Hill, Bathampton",378950,164000,A36,,5,South West,,2,42,425,2003
5/16/2003,2,0,TR,165920,378101,377730,1,1,283,Bath and North East Somerset,162093,E06000022,77951,20,16,0,B3108,N,8,3,"Hanton Hill, Bathampton",378950,164000,A36,,4,South West,,5,27,334,2003
5/16/2003,0,0,TR,165920,378101,377730,3,0,283,Bath and North East Somerset,162093,E06000022,77951,11,17,1,B3108,N,4,6,"Hanton Hill, Bathampton",378950,164000,A36,,5,South West,,2,22,325,2003
5/16/2003,2,4,TR,165920,378101,377730,3,0,335,Bath and North East Somerset,162093,E06000022,77951,24,18,1,B3108,N,8,3,"Hanton Hill, Bathampton",378950,164000,A36,,9,South West,,1,17,382,2003
5/16/2003,2,5,TR,165920,378101,377730,1,3,96,Bath and North East Somerset,162093,E06000022,77951,47,7,0,B3108,S,24,3,"Hanton Hill, Bathampton",378950,164000,A36,,5,South West,,8,39,186,2003
5/16/2003,1,3,TR,165920,378101,377730,4,0,220,Bath and North East Somerset,162093,E06000022,77951,38,8,0,B3108,S,14,4,"Hanton Hill, Bathampton",378950,164000,A36,,12,South West,,8,29,295,2003
5/16/2003,4,2,TR,165920,378101,377730,0,1,182,Bath and North East Somerset,162093,E06000022,77951,31,9,0,B3108,S,16,9,"Hanton Hill, Bathampton",378950,164000,A36,,2,South West,,6,32,254,2003
5/16/2003,4,3,TR,165920,378101,377730,1,3,260,Bath and North East Somerset,162093,E06000022,77951,39,10,1,B3108,S,15,3,"Hanton Hill, Bathampton",378950,164000,A36,,7,South West,,7,26,329,2003
5/16/2003,2,3,TR,165920,378101,377730,3,2,234,Bath and North East Somerset,162093,E06000022,77951,40,11,0,B3108,S,17,4,"Hanton Hill, Bathampton",378950,164000,A36,,10,South West,,6,28,309,2003
5/16/2003,4,2,TR,165920,378101,377730,0,0,292,Bath and North East Somerset,162093,E06000022,77951,31,12,0,B3108,S,12,5,"Hanton Hill, Bathampton",378950,164000,A36,,7,South West,,6,32,360,2003
5/16/2003,2,1,TR,165920,378101,377730,0,1,339,Bath and North East Somerset,162093,E06000022,77951,37,13,0,B3108,S,15,4,"Hanton Hill, Bathampton",378950,164000,A36,,6,South West,,12,42,422,2003
