dCount,HGVR3,HGVA3,RCat,A Ref N,B Ref E,A Ref E,2WMV,HGVR4,CAR,ONS LA Name,B Ref N,ONS LACode,CP,HGV,Hour,PC,B-Junction,iDir,HGVR2,BUS,A-Junction,S Ref E,S Ref N,Road,CP Location,HGVA6,Region Name (GO),Road Name,HGVA5,LGV,AMV,Year
6/30/2008,3,3,PR,168590,352100,348690,24,12,772,North Somerset,169290,E06000024,27028,27,7,9,B3130,N,6,11,Station Road Backwell,351500,169360,A370,,3,South West,,0,113,947,2008
6/30/2008,4,0,PR,168590,352100,348690,20,10,658,North Somerset,169290,E06000024,27028,22,8,8,B3130,N,5,10,Station Road Backwell,351500,169360,A370,,2,South West,,1,44,754,2008
6/30/2008,4,4,PR,168590,352100,348690,13,5,470,North Somerset,169290,E06000024,27028,33,9,5,B3130,N,13,6,Station Road Backwell,351500,169360,A370,,3,South West,,4,52,574,2008
6/30/2008,1,0,PR,168590,352100,348690,9,6,338,North Somerset,169290,E06000024,27028,24,10,2,B3130,N,10,8,Station Road Backwell,351500,169360,A370,,7,South West,,0,53,432,2008
6/30/2008,5,2,PR,168590,352100,348690,7,7,265,North Somerset,169290,E06000024,27028,31,11,1,B3130,N,15,7,Station Road Backwell,351500,169360,A370,,0,South West,,2,47,357,2008
6/30/2008,7,0,PR,168590,352100,348690,6,7,273,North Somerset,169290,E06000024,27028,28,12,3,B3130,N,9,6,Station Road Backwell,351500,169360,A370,,3,South West,,2,42,355,2008
6/30/2008,5,0,PR,168590,352100,348690,4,4,361,North Somerset,169290,E06000024,27028,26,13,2,B3130,N,11,8,Station Road Backwell,351500,169360,A370,,5,South West,,1,47,446,2008
6/30/2008,4,0,PR,168590,352100,348690,7,2,301,North Somerset,169290,E06000024,27028,16,14,0,B3130,N,6,4,Station Road Backwell,351500,169360,A370,,4,South West,,0,45,373,2008
6/30/2008,2,1,PR,168590,352100,348690,5,5,369,North Somerset,169290,E06000024,27028,19,15,6,B3130,N,8,10,Station Road Backwell,351500,169360,A370,,3,South West,,0,63,466,2008
6/30/2008,2,0,PR,168590,352100,348690,5,5,300,North Somerset,169290,E06000024,27028,19,16,4,B3130,N,10,4,Station Road Backwell,351500,169360,A370,,2,South West,,0,50,378,2008
6/30/2008,0,0,PR,168590,352100,348690,7,0,363,North Somerset,169290,E06000024,27028,5,17,6,B3130,N,3,5,Station Road Backwell,351500,169360,A370,,2,South West,,0,32,412,2008
