OBJECTID,DATE_,TIME,SEVERITY,SEVERITY_DESCRIPTION,ACCIDENT_TYPE,ACCIDENT_DESCRIPTION,VEHICLES,CASUALTIES,PEDESTRIAN,CYCLES,MCYCLES,CHILDREN,OAPS,X,Y,RENDER
4266,2019/01/03 00:00:00+00,1625,3,Slight,LC,Loss of Control,2,1,0,1,0,0,0,360268,174431,CYC
4267,2019/01/05 00:00:00+00,1900,1,Fatal,E,Elderly pedestrian,1,1,1,0,0,0,1,361152,175181,E
4268,2019/01/28 00:00:00+00,1535,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,358574,169387,CYC
4269,2019/01/28 00:00:00+00,1947,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,358825,171819,CYC
4270,2019/02/13 00:00:00+00,1330,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,360268,174312,CARS
4271,2019/02/07 00:00:00+00,1739,2,Serious,J,Turning movement – unidentified priority,3,1,0,0,1,0,0,359731,169886,MCYC
4272,2019/01/26 00:00:00+00,0614,2,Serious,J2,Turning Movement from minor road,2,1,0,0,1,0,0,359282,176058,MCYC
4273,2019/02/09 00:00:00+00,1115,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,362664,173719,CARS
4274,2019/02/25 00:00:00+00,2020,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,361819,173560,CARS
4275,2019/02/26 00:00:00+00,1520,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,358998,173455,CARS
4276,2019/03/02 00:00:00+00,0740,3,Slight,J,Turning movement – unidentified priority,2,2,0,0,0,0,0,359092,176722,CARS
4277,2019/03/02 00:00:00+00,2008,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,361045,173745,CARS
4278,2019/03/06 00:00:00+00,1130,1,Fatal,LC,Loss of Control,1,1,0,0,0,0,1,362049,168435,CARS
4279,2019/01/04 00:00:00+00,0111,3,Slight,LC,Loss of Control,4,1,0,0,0,0,0,362736,173739,CARS
4280,2019/01/06 00:00:00+00,0126,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358865,172895,A
4281,2019/01/08 00:00:00+00,2315,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,357465,173944,CARS
4282,2019/01/15 00:00:00+00,0849,2,Serious,E,Elderly pedestrian,1,1,1,1,0,0,1,358529,171575,E
4283,2019/01/20 00:00:00+00,2005,3,Slight,NONE,Other,1,1,0,0,1,0,0,356892,172977,MCYC
4284,2019/01/15 00:00:00+00,0720,2,Serious,O,Overtaking,3,1,0,1,0,0,0,362241,171354,CYC
4285,2019/02/17 00:00:00+00,0330,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,357856,173245,CARS
4286,2019/02/07 00:00:00+00,1639,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359168,173546,CYC
4287,2019/01/21 00:00:00+00,0715,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,357637,175351,CYC
4288,2019/01/27 00:00:00+00,2030,3,Slight,LC,Loss of Control,4,2,0,0,0,1,0,361693,173938,CARS
4289,2019/01/27 00:00:00+00,0422,3,Slight,LC,Loss of Control,4,1,0,0,0,0,0,359438,174196,CARS
4290,2019/02/03 00:00:00+00,1900,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,359486,169715,CARS
4291,2019/02/03 00:00:00+00,0215,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,359012,173564,CARS
4292,2019/02/14 00:00:00+00,0920,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,359267,172690,MCYC
4293,2019/02/11 00:00:00+00,2335,3,Slight,J1,Turning Movement from major road,3,2,0,0,0,0,0,359500,173553,CARS
4294,2019/02/12 00:00:00+00,1429,3,Slight,NONE,Other,2,1,0,0,0,0,0,359841,169795,CARS
4295,2019/02/24 00:00:00+00,1100,3,Slight,NONE,Other,2,1,0,1,0,0,0,360634,173429,CYC
4296,2019/02/24 00:00:00+00,0412,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,359759,174270,A
4297,2019/02/27 00:00:00+00,1920,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,359511,173127,CYC
4298,2019/03/14 00:00:00+00,1830,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,359160,172800,CARS
4299,2019/03/22 00:00:00+00,1131,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,359384,173870,CARS
4300,2019/03/26 00:00:00+00,1008,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358797,172880,A
4301,2019/03/10 00:00:00+00,0426,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358551,172856,A
4302,2019/03/08 00:00:00+00,0918,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,358108,173136,CYC
4303,2019/01/21 00:00:00+00,1555,2,Serious,E,Elderly pedestrian,1,3,3,0,0,0,2,357541,176548,E
4304,2019/01/09 00:00:00+00,0845,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,360786,170736,CARS
4305,2019/01/11 00:00:00+00,1626,3,Slight,NONE,Other,2,1,0,0,0,0,0,362448,173935,CARS
4306,2019/01/11 00:00:00+00,0750,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,362113,173565,CYC
4307,2019/01/14 00:00:00+00,1030,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,361005,173768,A
4308,2019/02/20 00:00:00+00,1545,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,357597,170676,CYC
4309,2019/03/27 00:00:00+00,1500,3,Slight,NONE,Other,2,1,0,1,0,0,0,357879,173290,CYC
4310,2019/03/31 23:00:00+00,1523,3,Slight,J2,Turning Movement from minor road,2,2,0,0,0,0,0,356985,177654,CARS
4311,2019/01/17 00:00:00+00,0815,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,360627,173414,CYC
4312,2019/01/17 00:00:00+00,1445,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,1,357038,177395,CARS
4313,2019/01/19 00:00:00+00,2100,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,359106,173845,CARS
4314,2019/01/19 00:00:00+00,1804,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,362790,170133,CARS
4315,2019/02/14 00:00:00+00,1625,3,Slight,LC,Loss of Control,5,2,1,0,0,1,0,359529,169780,CARS
4316,2019/04/06 23:00:00+00,1248,1,Fatal,E,Elderly pedestrian,1,2,2,0,0,0,1,357155,172511,E
4317,2019/03/08 00:00:00+00,1755,2,Serious,J1,Turning Movement from major road,2,1,0,0,1,0,0,361991,170704,MCYC
4318,2019/04/02 23:00:00+00,0050,2,Serious,LC,Loss of Control,1,1,0,0,0,0,0,358945,167460,CARS
4319,2019/04/09 23:00:00+00,1422,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,354879,176884,C
4320,2019/01/02 00:00:00+00,1456,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,360193,174290,CARS
4321,2019/01/03 00:00:00+00,0910,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,360763,172782,CYC
4322,2019/01/09 00:00:00+00,0815,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,362408,172839,CYC
4323,2019/01/21 00:00:00+00,1020,3,Slight,NONE,Other,2,1,0,0,0,0,0,360779,170617,CARS
4324,2019/02/23 00:00:00+00,0539,3,Slight,HO,Head On,2,2,0,0,0,0,0,360740,173795,CARS
4325,2019/03/01 00:00:00+00,0810,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,357661,171449,A
4326,2019/03/14 00:00:00+00,0827,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359358,172210,A
4327,2019/03/22 00:00:00+00,1745,3,Slight,J2,Turning Movement from minor road,4,1,0,0,0,1,0,359821,176130,CARS
4328,2019/03/28 00:00:00+00,1900,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,358342,172854,CYC
4329,2019/02/15 00:00:00+00,0147,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359340,173527,A
4330,2019/03/22 00:00:00+00,0714,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,357436,170228,MCYC
4331,2019/02/04 00:00:00+00,0750,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,361710,172601,CYC
4332,2019/03/04 00:00:00+00,1715,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,354541,177197,CYC
4333,2019/03/12 00:00:00+00,2000,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,356884,178099,CARS
4334,2019/04/11 23:00:00+00,0945,3,Slight,NONE,Other,2,1,0,1,0,0,0,357561,170492,CYC
4335,2019/01/03 00:00:00+00,0850,3,Slight,J,Turning movement – unidentified priority,4,2,0,0,0,1,0,359376,175582,CARS
4336,2019/01/21 00:00:00+00,1235,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359849,171819,A
4337,2019/01/24 00:00:00+00,0750,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359097,176722,CYC
4338,2019/01/24 00:00:00+00,0810,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,356809,174101,A
4339,2019/01/07 00:00:00+00,1210,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,359822,176128,MCYC
4340,2019/01/09 00:00:00+00,2339,2,Serious,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,358896,174205,CYC
4341,2019/01/09 00:00:00+00,0850,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,361509,171798,A
4342,2019/01/19 00:00:00+00,0845,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,362524,175607,CYC
4343,2019/04/23 23:00:00+00,1725,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,356961,177079,CYC
4344,2019/01/12 00:00:00+00,0810,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,357278,176129,CYC
4345,2019/04/02 23:00:00+00,1747,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,1,362075,175154,CYC
4346,2019/04/04 23:00:00+00,1549,3,Slight,J2,Turning Movement from minor road,2,2,0,0,0,0,0,363048,175341,CARS
4347,2019/01/25 00:00:00+00,0830,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359930,173014,CYC
4348,2019/01/25 00:00:00+00,1600,3,Slight,HO,Head On,2,1,0,2,0,0,0,363568,175587,CYC
4349,2019/01/26 00:00:00+00,1015,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,356484,177505,A
4350,2019/01/25 00:00:00+00,1710,3,Slight,NT,Nose to Tail,2,1,0,1,1,0,0,359306,172390,CYC
4351,2019/01/27 00:00:00+00,1900,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,360968,174919,CARS
4352,2019/01/28 00:00:00+00,1645,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,356402,168584,CYC
4353,2019/01/29 00:00:00+00,1350,3,Slight,HO,Head On,2,1,0,0,0,0,0,358983,167504,CARS
4354,2019/01/28 00:00:00+00,1530,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,360710,168829,C
4355,2019/01/28 00:00:00+00,1710,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359194,172591,CYC
4356,2019/01/29 00:00:00+00,1855,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,358080,171487,CYC
4357,2019/01/30 00:00:00+00,1725,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359415,173672,CYC
4358,2019/01/29 00:00:00+00,0840,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359225,177385,CYC
4359,2019/02/07 00:00:00+00,0800,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,1,357346,170123,CARS
4360,2019/02/08 00:00:00+00,0835,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,1,0,354239,178251,CYC
4361,2019/02/13 00:00:00+00,0050,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,359440,173158,CARS
4362,2019/02/09 00:00:00+00,1940,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,358004,174488,CYC
4363,2019/02/14 00:00:00+00,1820,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359161,174097,CYC
4364,2019/02/20 00:00:00+00,0850,3,Slight,A,Adult pedestrian,1,1,1,1,0,0,0,359199,172766,A
4365,2019/02/24 00:00:00+00,1200,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359121,175319,CYC
4366,2019/02/25 00:00:00+00,1630,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,354697,176678,CARS
4367,2019/02/27 00:00:00+00,0954,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359141,170985,CYC
4368,2019/03/14 00:00:00+00,1722,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,359266,175850,CYC
4369,2019/02/12 00:00:00+00,1653,3,Slight,HO,Head On,2,2,0,0,0,0,0,357608,178454,CARS
4370,2019/01/05 00:00:00+00,0829,2,Serious,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,358304,171393,CYC
4371,2019/01/07 00:00:00+00,0630,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,357618,168405,A
4372,2019/01/15 00:00:00+00,1050,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,358291,172908,MCYC
4373,2019/01/15 00:00:00+00,1122,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,360255,177516,E
4374,2019/01/14 00:00:00+00,1500,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,360479,173153,CARS
4375,2019/04/17 23:00:00+00,1438,3,Slight,NONE,Other,2,1,0,1,0,0,0,359033,173210,CYC
4376,2019/01/20 00:00:00+00,0430,2,Serious,O,Overtaking,2,1,0,1,0,0,1,357331,169559,CYC
4377,2019/01/22 00:00:00+00,0930,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,358787,178148,CARS
4378,2019/02/02 00:00:00+00,1910,3,Slight,LC,Loss of Control,3,1,0,0,0,1,0,359006,175346,CARS
4379,2019/02/02 00:00:00+00,1443,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,357175,171890,CARS
4380,2019/02/02 00:00:00+00,1753,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,356420,171720,CYC
4381,2019/02/03 00:00:00+00,0013,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,363370,175881,A
4382,2019/02/23 00:00:00+00,1515,2,Serious,HO,Head On,2,2,0,0,1,0,0,359429,174080,MCYC
4383,2019/02/06 00:00:00+00,1020,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,362359,176160,CYC
4384,2019/02/06 00:00:00+00,0858,3,Slight,O,Overtaking,2,1,0,0,1,0,0,361313,170231,MCYC
4385,2019/05/01 23:00:00+00,1150,3,Slight,C,Child pedestrian,1,2,2,0,0,1,0,358087,171084,C
4386,2019/01/03 00:00:00+00,1720,2,Serious,J2,Turning Movement from minor road,2,1,0,0,1,0,0,361760,173412,MCYC
4387,2019/05/09 23:00:00+00,1730,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359335,174180,A
4388,2019/05/07 23:00:00+00,0845,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,361165,171535,CYC
4389,2019/02/12 00:00:00+00,1526,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,352037,177549,C
4390,2019/02/12 00:00:00+00,1830,3,Slight,HO,Head On,2,2,0,0,0,0,0,364071,175230,CARS
4391,2019/02/03 00:00:00+00,1130,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,359013,178195,CARS
4392,2019/02/06 00:00:00+00,1028,3,Slight,NONE,Other,2,1,0,0,0,0,0,353256,176746,CARS
4393,2019/02/13 00:00:00+00,1830,3,Slight,NONE,Other,2,1,0,0,0,0,0,357034,168395,CARS
4394,2019/02/04 00:00:00+00,1810,3,Slight,J1,Turning Movement from major road,1,1,1,0,0,0,0,360911,175135,CARS
4395,2019/02/05 00:00:00+00,0826,3,Slight,J1,Turning Movement from major road,2,3,0,0,0,1,0,358065,178799,CARS
4396,2019/02/15 00:00:00+00,1550,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,361594,168474,C
4397,2019/05/15 23:00:00+00,0620,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,359602,172203,CYC
4398,2019/05/03 23:00:00+00,1814,3,Slight,HO,Head On,3,9,0,0,0,3,2,362258,170344,CARS
4399,2019/05/09 23:00:00+00,0028,3,Slight,HO,Head On,2,2,0,0,0,0,0,362018,176622,CARS
4400,2019/05/10 23:00:00+00,1210,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,357917,173467,MCYC
4401,2019/02/17 00:00:00+00,1822,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,360715,169915,C
4402,2019/02/18 00:00:00+00,1558,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,357292,175318,CYC
4403,2019/04/13 23:00:00+00,1454,2,Serious,J2,Turning Movement from minor road,2,1,0,0,1,0,0,357314,169527,MCYC
4404,2019/02/14 00:00:00+00,1345,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,358610,173322,MCYC
4405,2019/02/14 00:00:00+00,1818,3,Slight,LC,Loss of Control,1,1,0,0,0,0,1,359012,175165,CARS
4406,2019/02/09 00:00:00+00,1550,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,358913,173245,MCYC
4407,2019/02/09 00:00:00+00,1645,3,Slight,NONE,Other,2,1,0,1,0,0,0,359024,173398,CYC
4408,2019/02/10 00:00:00+00,0850,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,1,363519,175384,CARS
4409,2019/02/12 00:00:00+00,1715,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359379,172961,CYC
4410,2019/04/12 23:00:00+00,1700,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,361708,168074,MCYC
4411,2019/02/09 00:00:00+00,2050,3,Slight,NT,Nose to Tail,3,2,0,0,0,0,0,359030,173580,CARS
4412,2019/02/11 00:00:00+00,1144,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,360973,173365,CYC
4413,2019/02/11 00:00:00+00,1320,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,359926,178040,A
4414,2019/02/14 00:00:00+00,1625,3,Slight,A,Adult pedestrian,2,1,1,0,0,0,0,360556,174253,A
4415,2019/02/15 00:00:00+00,2100,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,359803,175476,MCYC
4416,2019/02/18 00:00:00+00,1900,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,358841,168590,MCYC
4417,2019/02/20 00:00:00+00,2050,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,363501,174356,A
4418,2019/02/22 00:00:00+00,0959,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,361196,171538,CYC
4419,2019/02/21 00:00:00+00,1254,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,357782,173362,A
4420,2019/05/21 23:00:00+00,0804,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,361052,175249,CARS
4421,2019/02/23 00:00:00+00,2350,3,Slight,J1,Turning Movement from major road,2,2,0,0,0,0,0,357457,171639,CARS
4422,2019/02/11 00:00:00+00,0839,2,Serious,J2,Turning Movement from minor road,2,1,0,1,0,0,0,357309,171291,CYC
4423,2019/02/24 00:00:00+00,1511,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,1,0,359743,170746,CARS
4424,2019/02/04 00:00:00+00,0730,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,1,362192,174577,CYC
4425,2019/05/13 23:00:00+00,0900,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,363247,175759,CYC
4426,2019/05/19 23:00:00+00,0605,3,Slight,NT,Nose to Tail,3,1,0,0,1,0,0,360045,167775,MCYC
4427,2019/02/18 00:00:00+00,1630,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,360345,173756,CARS
4428,2019/02/19 00:00:00+00,1930,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,360894,175202,CYC
4429,2019/02/20 00:00:00+00,0930,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,356783,172279,CARS
4430,2019/02/21 00:00:00+00,0748,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,359435,173074,CARS
4431,2019/02/20 00:00:00+00,1540,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,351974,179841,CARS
4432,2019/02/22 00:00:00+00,0650,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359682,176777,CYC
4433,2019/02/25 00:00:00+00,1723,3,Slight,LC,Loss of Control,3,1,0,0,1,0,0,363211,174181,MCYC
4434,2019/05/21 23:00:00+00,1725,3,Slight,O,Overtaking,2,1,0,1,0,0,0,358587,172990,CYC
4435,2019/05/20 23:00:00+00,1350,3,Slight,NONE,Other,2,1,0,0,0,0,0,360615,170894,CARS
4436,2019/03/04 00:00:00+00,1355,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,361644,175136,A
4437,2019/03/05 00:00:00+00,1945,3,Slight,A,Adult pedestrian,1,2,2,0,0,0,0,363334,175821,A
4438,2019/04/27 23:00:00+00,0411,3,Slight,A,Adult pedestrian,1,1,0,0,0,0,0,357532,174406,A
4439,2019/03/15 00:00:00+00,1920,2,Serious,J1,Turning Movement from major road,2,1,0,0,1,0,0,359157,175740,MCYC
4440,2019/04/02 23:00:00+00,1640,3,Slight,NONE,Other,2,1,0,0,1,0,0,361864,174671,MCYC
4441,2019/05/03 23:00:00+00,2146,3,Slight,J2,Turning Movement from minor road,4,5,0,0,0,0,0,358041,170022,CARS
4442,2019/02/25 00:00:00+00,0820,3,Slight,HO,Head On,2,1,0,0,0,0,0,358730,174707,CARS
4443,2019/02/26 00:00:00+00,0820,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,360644,172976,A
4444,2019/03/01 00:00:00+00,1850,3,Slight,O,Overtaking,2,1,0,1,0,0,0,358171,173879,CYC
4445,2019/03/02 00:00:00+00,1010,3,Slight,O,Overtaking,2,1,0,0,0,0,0,357268,171916,CARS
4446,2019/03/03 00:00:00+00,1850,3,Slight,NONE,Other,2,1,0,1,0,0,0,358224,173882,CYC
4447,2019/03/02 00:00:00+00,1900,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,358872,173237,CYC
4448,2019/03/04 00:00:00+00,2030,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,359659,169266,CARS
4449,2019/02/17 00:00:00+00,0430,3,Slight,O,Overtaking,2,2,0,0,0,0,0,362234,177021,CARS
4450,2019/02/25 00:00:00+00,1810,3,Slight,HO,Head On,2,1,0,0,0,0,0,362988,175738,CARS
4451,2019/02/27 00:00:00+00,1301,3,Slight,J,Turning movement – unidentified priority,3,1,0,0,2,0,0,360216,177449,MCYC
4452,2019/03/01 00:00:00+00,1509,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,359840,169879,CARS
4453,2019/03/02 00:00:00+00,1028,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,360509,174128,A
4454,2019/06/04 23:00:00+00,0745,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,363329,175780,CYC
4455,2019/02/06 00:00:00+00,1330,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,359229,173208,A
4456,2019/05/06 23:00:00+00,1055,2,Serious,NONE,Other,2,1,0,1,0,0,0,360009,173676,CYC
4457,2019/05/10 23:00:00+00,1327,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359141,170987,CYC
4458,2019/05/05 23:00:00+00,0156,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,358405,170907,CARS
4459,2019/05/17 23:00:00+00,1345,3,Slight,O,Overtaking,3,4,0,0,0,0,0,359996,174057,CARS
4460,2019/05/22 23:00:00+00,1953,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,359787,175738,CARS
4461,2019/02/23 00:00:00+00,1112,2,Serious,O,Overtaking,2,1,0,0,1,0,0,359187,173535,MCYC
4462,2019/03/05 00:00:00+00,1655,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,358080,170106,MCYC
4463,2019/05/26 23:00:00+00,1354,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,360131,174242,CARS
4464,2019/03/06 00:00:00+00,0850,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,363623,174339,A
4465,2019/03/05 00:00:00+00,1015,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,361347,169848,CARS
4466,2019/03/08 00:00:00+00,1030,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358736,169580,A
4467,2019/03/07 00:00:00+00,1115,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,358321,169066,CARS
4468,2019/03/06 00:00:00+00,1540,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359094,172430,A
4469,2019/03/06 00:00:00+00,0920,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,361211,171096,CYC
4470,2019/03/12 00:00:00+00,1530,3,Slight,LC,Loss of Control,2,1,0,1,0,0,0,353322,177195,CYC
4471,2019/03/07 00:00:00+00,1700,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,357922,173974,CYC
4472,2019/05/23 23:00:00+00,0020,2,Serious,HO,Head On,2,1,0,1,0,0,0,359369,176303,CYC
4473,2019/05/13 23:00:00+00,2138,3,Slight,NT,Nose to Tail,2,2,0,0,1,0,0,361169,171529,MCYC
4474,2019/03/07 00:00:00+00,1315,3,Slight,NT,Nose to Tail,4,2,0,0,0,0,0,356841,172351,CARS
4475,2019/03/07 00:00:00+00,1923,2,Serious,J1,Turning Movement from major road,2,1,0,1,0,0,0,358225,172995,CYC
4476,2019/05/30 23:00:00+00,0024,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,358603,172890,MCYC
4477,2019/03/08 00:00:00+00,1405,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,1,0,354468,177319,CARS
4478,2019/03/08 00:00:00+00,2350,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358345,172866,A
4479,2019/06/13 23:00:00+00,1223,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,361113,171624,CARS
4480,2019/03/15 00:00:00+00,1700,3,Slight,NONE,Other,2,1,0,0,0,0,0,359780,175749,CARS
4481,2019/03/20 00:00:00+00,0835,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,357519,175608,A
4482,2019/05/20 23:00:00+00,0840,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,359770,172096,MCYC
4483,2019/02/03 00:00:00+00,1742,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,1,0,358402,172020,CARS
4484,2019/03/09 00:00:00+00,1245,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,359616,172388,E
4485,2019/03/25 00:00:00+00,1915,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,359381,169674,C
4486,2019/03/26 00:00:00+00,0916,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359301,173547,CYC
4487,2019/03/27 00:00:00+00,1115,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,357523,174509,CYC
