OBJECTID,DATE_,TIME,SEVERITY,SEVERITY_DESCRIPTION,ACCIDENT_TYPE,ACCIDENT_DESCRIPTION,VEHICLES,CASUALTIES,PEDESTRIAN,CYCLES,MCYCLES,CHILDREN,OAPS,X,Y,RENDER
6358,2021/06/21 23:00:00+00,1500,2,Serious,HO,Head On,2,1,0,1,0,1,0,357249,169624,CYC
6359,2021/06/22 23:00:00+00,1650,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,359526,173700,CARS
6360,2021/06/22 23:00:00+00,0930,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,362781,173571,E
6361,2021/06/23 23:00:00+00,1053,3,Slight,LC,Loss of Control,3,2,0,0,0,0,1,360961,174526,CARS
6362,2021/06/23 23:00:00+00,1828,3,Slight,J,Turning movement – unidentified priority,2,2,0,0,1,0,1,359573,174199,MCYC
6363,2021/09/14 23:00:00+00,0840,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,357300,177874,CARS
6364,2021/06/23 23:00:00+00,1145,3,Slight,LC,Loss of Control,2,1,0,1,0,0,0,357745,179159,CYC
6365,2021/09/13 23:00:00+00,1150,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,360712,169913,CARS
6366,2021/06/25 23:00:00+00,0216,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,358559,172840,A
6367,2021/06/25 23:00:00+00,1142,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,360596,170914,MCYC
6368,2021/06/25 23:00:00+00,0740,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,360127,174709,A
6369,2021/09/14 23:00:00+00,2100,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,359007,173554,MCYC
6370,2021/09/15 23:00:00+00,1730,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,355550,178552,CARS
6371,2021/06/27 23:00:00+00,1745,2,Serious,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,359473,176976,CARS
6372,2021/06/27 23:00:00+00,1515,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,363612,175990,CARS
6373,2021/06/27 23:00:00+00,1230,3,Slight,LC,Loss of Control,1,2,0,0,0,0,0,361790,175048,CARS
6374,2021/08/22 23:00:00+00,1001,3,Slight,O,Overtaking,1,1,0,0,0,0,0,351891,178020,CARS
6375,2020/06/28 23:00:00+00,2213,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,356627,172694,CARS
6376,2021/06/29 23:00:00+00,1332,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,362157,175211,CARS
6377,2021/06/29 23:00:00+00,1201,3,Slight,NT,Nose to Tail,3,1,0,0,1,0,0,359163,175776,MCYC
6378,2021/06/29 23:00:00+00,1405,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,358144,175506,CYC
6379,2021/06/30 23:00:00+00,0743,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,360894,173366,A
6380,2021/09/17 23:00:00+00,1715,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,360487,175313,C
6381,2021/09/14 23:00:00+00,1400,2,Serious,O,Overtaking,2,1,0,1,0,0,0,359721,176804,CYC
6382,2021/08/20 23:00:00+00,1450,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,360368,173031,CYC
6383,2021/09/15 23:00:00+00,1645,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,358789,168624,CARS
6384,2021/09/24 23:00:00+00,1525,3,Slight,NONE,Other,2,1,0,0,1,0,0,360877,174426,MCYC
6385,2021/09/26 23:00:00+00,2240,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,357799,173381,CARS
6386,2021/09/27 23:00:00+00,2030,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,359725,173034,CARS
6387,2021/09/23 23:00:00+00,1700,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,357223,177525,CYC
6388,2021/09/14 23:00:00+00,1805,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,358072,170210,CARS
6389,2021/09/19 23:00:00+00,1059,2,Serious,E,Elderly pedestrian,2,1,1,0,0,0,1,358905,172537,E
6390,2021/09/28 23:00:00+00,0840,2,Serious,J1,Turning Movement from major road,2,1,0,1,0,0,0,358707,173488,CYC
6391,2020/11/25 00:00:00+00,0705,3,Slight,LC,Loss of Control,2,1,0,1,0,0,0,358085,173745,CYC
6392,2021/03/15 00:00:00+00,1412,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,1,363064,175658,CARS
6393,2021/06/05 23:00:00+00,1807,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,360226,171673,CARS
6394,2021/09/27 23:00:00+00,1400,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,360793,173339,A
6395,2021/07/02 23:00:00+00,0815,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,360441,173314,CARS
6396,2021/09/15 23:00:00+00,0800,2,Serious,J1,Turning Movement from major road,2,1,0,1,0,0,0,353182,178605,CYC
6397,2020/12/29 00:00:00+00,1635,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,358984,174967,CARS
6398,2021/09/24 23:00:00+00,1256,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,1,356617,174307,CARS
6399,2021/06/27 23:00:00+00,1746,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,361232,174478,CARS
6400,2021/09/29 23:00:00+00,1530,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,1,359237,174393,A
6401,2021/10/02 23:00:00+00,1436,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,359857,176235,CARS
6402,2021/09/18 23:00:00+00,1930,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,361132,175293,CARS
6403,2021/09/21 23:00:00+00,2115,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,358034,176646,CARS
6404,2021/09/21 23:00:00+00,0732,3,Slight,NONE,Other,2,2,0,0,0,1,0,357660,168265,CARS
6405,2021/10/05 23:00:00+00,0855,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,362514,173695,CYC
6406,2021/10/05 23:00:00+00,0820,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,356912,177305,C
6407,2021/09/28 23:00:00+00,0920,3,Slight,NONE,Other,2,1,0,0,0,0,0,359024,175266,CARS
6408,2021/10/06 23:00:00+00,0546,1,Fatal,LC,Loss of Control,2,1,0,0,1,0,0,352967,176451,MCYC
6409,2021/09/29 23:00:00+00,1240,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,358533,170916,CYC
6410,2021/08/22 23:00:00+00,1700,3,Slight,NONE,Other,2,1,0,0,0,0,0,361932,175183,CARS
6411,2021/07/05 23:00:00+00,2122,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,355423,177220,CARS
6412,2021/10/10 23:00:00+00,2233,3,Slight,NONE,Other,3,1,0,0,0,0,0,359105,174166,CARS
6413,2021/09/30 23:00:00+00,1315,3,Slight,NONE,Other,2,1,0,1,0,0,0,358646,172630,CYC
6414,2021/10/06 23:00:00+00,0625,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,363331,175671,CARS
6415,2021/10/06 23:00:00+00,0800,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,359168,173561,CYC
6416,2021/10/05 23:00:00+00,1630,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,357885,176937,CYC
6417,2021/10/07 23:00:00+00,1315,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,363555,174278,A
6418,2021/10/07 23:00:00+00,2230,3,Slight,NONE,Other,2,1,0,0,0,0,0,362518,175457,CARS
6419,2021/10/10 23:00:00+00,0900,3,Slight,NT,Nose to Tail,2,2,0,0,0,1,0,360789,169434,CARS
6420,2021/09/23 23:00:00+00,1735,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,358912,175509,CYC
6421,2021/10/10 23:00:00+00,1745,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,359818,174319,CYC
6422,2021/10/04 23:00:00+00,1940,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,357128,179150,CYC
6423,2021/10/10 23:00:00+00,1820,2,Serious,J2,Turning Movement from minor road,2,1,0,1,0,0,0,358653,173397,CYC
6424,2021/10/10 23:00:00+00,1930,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,359328,173828,MCYC
6425,2021/10/11 23:00:00+00,0930,3,Slight,NONE,Other,2,1,0,1,0,0,0,359095,173854,CYC
6426,2021/09/27 23:00:00+00,1720,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,359846,174543,CARS
6427,2021/10/12 23:00:00+00,1725,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,356383,177508,CYC
6428,2021/07/07 23:00:00+00,1858,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,363905,174311,A
6429,2021/07/07 23:00:00+00,1125,3,Slight,O,Overtaking,2,1,0,0,1,0,0,362021,176624,MCYC
6430,2021/07/09 23:00:00+00,1930,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,360797,173803,CARS
6431,2021/07/10 23:00:00+00,1140,3,Slight,NONE,Other,2,1,0,1,0,0,0,359217,173549,CYC
6432,2021/09/29 23:00:00+00,1550,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,357794,170684,CARS
6433,2021/10/11 23:00:00+00,1610,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,358944,172070,CYC
6434,2021/10/13 23:00:00+00,1545,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,358203,171534,E
6435,2021/10/13 23:00:00+00,1400,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,357184,171726,CYC
6436,2021/10/12 23:00:00+00,1945,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,360245,173718,CYC
6437,2021/10/15 23:00:00+00,1430,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,1,361525,172690,CARS
6438,2021/10/15 23:00:00+00,1750,3,Slight,NONE,Other,2,1,0,0,1,0,0,358545,172821,MCYC
6439,2021/10/16 23:00:00+00,1550,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,356818,171846,CARS
6440,2021/10/05 23:00:00+00,1440,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,363041,175342,CARS
6441,2021/10/13 23:00:00+00,2217,3,Slight,NT,Nose to Tail,2,1,0,0,2,0,0,359991,177073,MCYC
6442,2021/09/17 23:00:00+00,2055,2,Serious,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,358151,172562,MCYC
6443,2021/10/13 23:00:00+00,1550,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,357995,173467,C
6444,2021/09/17 23:00:00+00,1215,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,360112,173361,CARS
6445,2021/09/26 23:00:00+00,2150,2,Serious,J1,Turning Movement from major road,2,1,0,0,0,0,0,363581,175072,CARS
6446,2021/09/21 23:00:00+00,2025,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,358784,171769,CYC
6447,2021/09/30 23:00:00+00,0544,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,362596,176939,CARS
6448,2021/09/30 23:00:00+00,1545,2,Serious,J1,Turning Movement from major road,2,1,0,0,0,0,0,358083,170105,CARS
6449,2021/10/03 23:00:00+00,2020,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,360281,174881,A
6450,2021/10/18 23:00:00+00,1330,2,Serious,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,359569,174199,CYC
6451,2021/10/19 23:00:00+00,1315,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,361115,173372,CYC
6452,2021/10/18 23:00:00+00,2100,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,360814,174641,CARS
6453,2021/10/15 23:00:00+00,1328,3,Slight,NT,Nose to Tail,2,3,0,0,0,2,0,356584,171529,CARS
6454,2021/10/19 23:00:00+00,1510,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359066,172344,A
6455,2021/10/20 23:00:00+00,1400,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,358231,172990,MCYC
6456,2021/10/09 23:00:00+00,1244,2,Serious,LC,Loss of Control,2,2,0,0,0,0,2,362388,170286,CARS
6457,2021/09/08 23:00:00+00,1556,3,Slight,C,Child pedestrian,1,1,1,0,1,1,0,362138,176485,C
6458,2021/10/15 23:00:00+00,2147,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,357310,175195,CARS
6459,2021/10/18 23:00:00+00,1911,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,358688,171654,CARS
6460,2021/09/08 23:00:00+00,1715,2,Serious,NT,Nose to Tail,2,1,0,1,0,0,0,363698,176001,CYC
6461,2021/10/18 23:00:00+00,0840,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,358403,172906,CARS
6462,2021/10/25 23:00:00+00,0815,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,359857,174330,CARS
6463,2021/10/29 23:00:00+00,1254,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358084,167228,A
6464,2021/10/28 23:00:00+00,0730,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,362665,170202,CARS
6465,2021/10/29 23:00:00+00,1000,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,1,358639,172118,CYC
6466,2021/10/28 23:00:00+00,1830,3,Slight,NONE,Other,2,1,0,0,1,1,0,358966,169401,MCYC
6467,2021/11/01 00:00:00+00,1430,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358852,173593,A
6468,2021/10/30 23:00:00+00,1447,3,Slight,NONE,Other,2,1,0,0,0,0,0,359020,173248,CARS
6469,2021/11/03 00:00:00+00,0830,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,359076,176735,CARS
6470,2021/09/16 23:00:00+00,1348,3,Slight,C,Child pedestrian,1,1,1,0,1,1,0,362907,175565,C
6471,2021/10/07 23:00:00+00,1930,3,Slight,O,Overtaking,2,1,0,0,1,0,0,359110,173899,MCYC
6472,2021/10/27 23:00:00+00,2200,2,Serious,NONE,Other,2,1,0,1,0,0,0,359354,176248,CYC
6473,2021/10/08 23:00:00+00,2200,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,357856,173291,A
6474,2021/05/24 23:00:00+00,2001,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,359175,172810,CYC
6475,2021/10/10 23:00:00+00,1200,3,Slight,O,Overtaking,2,1,0,1,0,0,0,359992,175967,CYC
6476,2021/11/02 00:00:00+00,1327,3,Slight,NONE,Other,2,1,0,0,1,0,0,357867,173381,MCYC
6477,2021/11/03 00:00:00+00,2000,3,Slight,NONE,Other,2,1,0,1,0,0,0,358629,172281,CYC
6478,2021/11/05 00:00:00+00,0735,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,363203,173688,MCYC
6479,2021/11/05 00:00:00+00,1650,3,Slight,HO,Head On,2,1,0,0,0,0,0,358263,172876,CARS
6480,2021/11/06 00:00:00+00,1855,3,Slight,J1,Turning Movement from major road,3,1,0,0,0,0,0,362197,174130,CARS
6481,2021/11/06 00:00:00+00,1610,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,359509,173578,CARS
6482,2021/11/07 00:00:00+00,1305,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,359445,172487,MCYC
6483,2021/11/01 00:00:00+00,1250,3,Slight,NONE,Other,2,1,0,0,1,0,0,359655,174919,MCYC
6484,2021/11/03 00:00:00+00,1800,3,Slight,NONE,Other,2,1,0,1,0,0,0,353077,176951,CYC
6485,2021/06/25 23:00:00+00,0442,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,359491,173644,A
6486,2021/10/26 23:00:00+00,2030,3,Slight,NONE,Other,2,1,0,0,1,0,0,359040,174947,MCYC
6487,2021/11/09 00:00:00+00,0700,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359755,170408,CYC
6488,2021/11/09 00:00:00+00,1715,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,358364,176132,CYC
6489,2021/11/09 00:00:00+00,1815,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,358655,176343,CYC
6490,2021/11/07 00:00:00+00,1600,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,359570,173106,MCYC
6491,2021/11/11 00:00:00+00,1555,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358910,173394,A
6492,2021/11/15 00:00:00+00,1950,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,358167,173882,CARS
6493,2021/07/13 23:00:00+00,0935,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,360890,170100,MCYC
6494,2021/11/04 00:00:00+00,2359,1,Fatal,J2,Turning Movement from minor road,2,2,0,0,0,0,0,359515,173587,CARS
6495,2021/11/16 00:00:00+00,1810,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,358105,171798,CYC
6496,2021/11/16 00:00:00+00,1639,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,358755,168433,CARS
6497,2021/11/16 00:00:00+00,1655,3,Slight,NONE,Other,2,1,0,0,0,0,0,356276,177515,CARS
6498,2021/11/18 00:00:00+00,1005,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,1,0,0,360733,174521,CYC
6499,2021/07/14 23:00:00+00,2355,2,Serious,NT,Nose to Tail,2,1,0,0,0,0,0,359106,173908,CARS
6500,2021/08/06 23:00:00+00,1718,3,Slight,J2,Turning Movement from minor road,3,3,0,0,0,1,0,364039,176579,CARS
6501,2021/11/13 00:00:00+00,1438,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,359184,175852,CARS
6502,2021/11/16 00:00:00+00,1545,3,Slight,C,Child pedestrian,1,1,1,0,1,1,0,361817,174030,C
6503,2021/11/18 00:00:00+00,1655,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,361043,173746,CYC
6504,2021/11/19 00:00:00+00,1300,3,Slight,NONE,Other,2,1,0,0,0,0,0,358871,173374,CARS
6505,2021/11/20 00:00:00+00,2040,3,Slight,O,Overtaking,2,1,0,1,0,0,1,360647,174423,CYC
6506,2021/11/12 00:00:00+00,2030,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,359217,172755,CYC
6507,2021/11/22 00:00:00+00,1622,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359555,172967,CYC
6508,2021/09/27 23:00:00+00,1530,3,Slight,NONE,Other,2,1,0,0,0,1,0,356923,179066,CARS
6509,2021/10/09 23:00:00+00,2010,3,Slight,NONE,Other,2,1,0,1,0,0,0,359763,169307,CYC
6510,2021/09/26 23:00:00+00,1430,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,358524,173478,MCYC
6511,2021/10/26 23:00:00+00,1715,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,357453,175327,CYC
6512,2021/11/12 00:00:00+00,1712,3,Slight,O,Overtaking,2,1,0,0,0,0,0,359405,173672,CARS
6513,2021/11/21 00:00:00+00,1430,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,361870,176436,MCYC
6514,2021/11/20 00:00:00+00,0820,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,359807,175442,CARS
6515,2021/11/23 00:00:00+00,1930,3,Slight,NT,Nose to Tail,2,1,0,0,0,1,0,362287,168682,CARS
6516,2021/11/26 00:00:00+00,1145,3,Slight,NONE,Other,2,1,0,1,0,0,0,356392,179045,CYC
6517,2021/11/16 00:00:00+00,1330,3,Slight,O,Overtaking,2,1,0,0,0,0,0,360507,175067,CARS
6518,2021/11/29 00:00:00+00,1100,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,364311,175958,CARS
6519,2021/11/30 00:00:00+00,1848,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358861,174750,A
6520,2021/11/30 00:00:00+00,1535,3,Slight,HO,Head On,2,2,0,1,0,1,0,358703,172871,CYC
6521,2021/10/30 23:00:00+00,1538,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,357809,173601,MCYC
6522,2021/10/29 23:00:00+00,1006,2,Serious,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,358174,173880,MCYC
6523,2021/11/03 00:00:00+00,1803,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,362262,173602,CARS
6524,2021/11/03 00:00:00+00,2020,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,360459,174008,A
6525,2021/12/02 00:00:00+00,0630,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359175,175829,CYC
6526,2021/12/02 00:00:00+00,0835,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,359015,174447,CYC
6527,2021/12/02 00:00:00+00,0950,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,357824,173768,CYC
6528,2021/12/02 00:00:00+00,1330,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,357852,178151,CARS
6529,2021/12/01 00:00:00+00,1800,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,357185,177806,CARS
6530,2021/12/04 00:00:00+00,0256,3,Slight,J,Turning movement – unidentified priority,3,1,0,1,0,0,0,359100,173529,CYC
6531,2021/12/04 00:00:00+00,1716,3,Slight,NONE,Other,2,1,0,0,1,0,0,360044,174674,MCYC
6532,2021/12/02 00:00:00+00,0800,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,358631,172472,C
6533,2021/12/05 00:00:00+00,1730,3,Slight,NT,Nose to Tail,2,1,0,1,1,0,0,360454,174003,CYC
6534,2021/12/04 00:00:00+00,1700,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,359500,173123,MCYC
6535,2021/11/17 00:00:00+00,0730,3,Slight,NONE,Other,1,1,0,1,0,0,0,358803,173343,CYC
6536,2021/10/06 23:00:00+00,0040,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,352618,179214,MCYC
6537,2021/12/06 00:00:00+00,2330,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,357958,174253,CARS
6538,2021/10/21 23:00:00+00,1101,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,358739,168053,CARS
6539,2021/10/26 23:00:00+00,2050,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,358689,172004,MCYC
6540,2021/10/25 23:00:00+00,0620,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,351671,178547,CARS
6541,2021/11/08 00:00:00+00,1030,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,358879,169775,CARS
6542,2021/11/11 00:00:00+00,2340,3,Slight,J1,Turning Movement from major road,2,3,0,0,0,0,0,360758,175347,CARS
6543,2021/12/01 00:00:00+00,1545,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,363251,175757,A
6544,2021/12/16 00:00:00+00,2200,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,357258,175778,CYC
6545,2021/11/17 00:00:00+00,1610,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,359200,173547,MCYC
6546,2021/04/07 23:00:00+00,1100,3,Slight,NONE,Other,2,1,0,1,0,0,0,358055,173891,CYC
6547,2021/06/30 23:00:00+00,0030,1,Fatal,NONE,Other,1,1,0,1,0,0,0,360412,174431,CYC
6548,2021/07/18 23:00:00+00,1252,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,358604,172884,E
6549,2021/11/05 00:00:00+00,0836,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,358271,171430,CYC
6550,2021/06/26 23:00:00+00,0030,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359127,174091,A
6551,2021/09/18 23:00:00+00,1045,2,Serious,NONE,Other,2,1,0,0,1,0,0,359366,173534,MCYC
6552,2021/12/07 00:00:00+00,1815,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,359014,178198,CYC
6553,2021/12/09 00:00:00+00,0745,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,357961,175761,CYC
6554,2021/12/06 00:00:00+00,1415,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,1,357314,175144,CARS
6555,2021/12/09 00:00:00+00,0843,3,Slight,NONE,Other,2,1,0,0,0,0,0,357623,174706,CARS
6556,2021/12/11 00:00:00+00,2024,3,Slight,O,Overtaking,2,1,0,0,0,0,0,360035,173811,CARS
6557,2021/12/12 00:00:00+00,1356,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,359058,175335,MCYC
6558,2021/12/14 00:00:00+00,0800,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,361027,170739,C
6559,2021/12/15 00:00:00+00,1331,3,Slight,NONE,Other,2,1,0,0,0,0,0,359432,172967,CARS
6560,2021/12/09 00:00:00+00,0815,2,Serious,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,359496,172353,CARS
6561,2021/11/24 00:00:00+00,1030,3,Slight,NT,Nose to Tail,2,2,0,0,0,2,0,361361,169833,CARS
6562,2021/11/25 00:00:00+00,1800,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,352907,176452,CARS
6563,2021/11/28 00:00:00+00,1747,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,359418,173222,MCYC
6564,2021/11/30 00:00:00+00,1830,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,360562,173045,CYC
6565,2022/01/01 00:00:00+00,0218,1,Fatal,A,Adult pedestrian,2,1,1,0,0,0,0,361152,175182,A
6566,2021/12/17 00:00:00+00,1700,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,360344,173409,CARS
6567,2021/12/16 00:00:00+00,1900,3,Slight,NONE,Other,2,1,0,0,0,0,0,359112,172369,CARS
6568,2021/12/20 00:00:00+00,0725,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,351699,178652,CARS
6569,2021/12/21 00:00:00+00,1650,3,Slight,E,Elderly pedestrian,1,1,1,1,0,0,1,358818,173445,E
6570,2021/12/23 00:00:00+00,0900,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,359020,178214,CYC
6571,2021/12/23 00:00:00+00,0700,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,361308,174315,CYC
6572,2021/12/23 00:00:00+00,1030,3,Slight,NONE,Other,2,1,0,0,0,0,0,359235,176496,CARS
6573,2021/12/23 00:00:00+00,1330,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,358142,171163,MCYC
6574,2021/12/23 00:00:00+00,1330,2,Serious,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,358814,174482,CYC
6575,2021/12/23 00:00:00+00,1420,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,363107,176082,A
6576,2021/12/24 00:00:00+00,2118,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,358790,168492,CARS
6577,2021/07/10 23:00:00+00,2317,2,Serious,NONE,Other,1,1,1,0,0,0,0,360127,177250,CARS
6578,2021/07/19 23:00:00+00,1745,3,Slight,NONE,Other,2,1,0,1,0,1,0,358977,167735,CYC
6579,2021/07/19 23:00:00+00,1655,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,358717,171402,CARS
