dCount,HGVR3,HGVA3,RCat,A Ref N,B Ref E,A Ref E,2WMV,HGVR4,CAR,ONS LA Name,B Ref N,ONS LACode,CP,HGV,Hour,PC,B-Junction,iDir,HGVR2,BUS,A-Junction,S Ref E,S Ref N,Road,CP Location,HGVA6,Region Name (GO),Road Name,HGVA5,LGV,AMV,Year
4/26/2013,1,3,TR,160560,378502,378060,4,2,470,Bath and North East Somerset,157802,E06000022,56378,28,7,3,LA Boundary,N,12,6,LA Boundary,377840,160000,A36,,1,South West,,9,72,580,2013
4/26/2013,0,3,TR,160560,378502,378060,4,5,576,Bath and North East Somerset,157802,E06000022,56378,30,8,0,LA Boundary,N,13,1,LA Boundary,377840,160000,A36,,4,South West,,5,55,666,2013
4/26/2013,3,1,TR,160560,378502,378060,2,1,381,Bath and North East Somerset,157802,E06000022,56378,28,9,2,LA Boundary,N,10,1,LA Boundary,377840,160000,A36,,5,South West,,8,57,469,2013
4/26/2013,1,3,TR,160560,378502,378060,3,3,398,Bath and North East Somerset,157802,E06000022,56378,38,10,0,LA Boundary,N,11,0,LA Boundary,377840,160000,A36,,7,South West,,13,52,491,2013
4/26/2013,5,4,TR,160560,378502,378060,4,2,380,Bath and North East Somerset,157802,E06000022,56378,37,11,0,LA Boundary,N,10,7,LA Boundary,377840,160000,A36,,8,South West,,8,74,502,2013
4/26/2013,1,0,TR,160560,378502,378060,3,4,352,Bath and North East Somerset,157802,E06000022,56378,24,12,0,LA Boundary,N,11,1,LA Boundary,377840,160000,A36,,1,South West,,7,80,460,2013
4/26/2013,5,5,TR,160560,378502,378060,0,2,395,Bath and North East Somerset,157802,E06000022,56378,41,13,0,LA Boundary,N,20,4,LA Boundary,377840,160000,A36,,1,South West,,8,47,487,2013
4/26/2013,3,2,TR,160560,378502,378060,7,1,396,Bath and North East Somerset,157802,E06000022,56378,24,14,0,LA Boundary,N,10,2,LA Boundary,377840,160000,A36,,3,South West,,5,42,471,2013
4/26/2013,1,2,TR,160560,378502,378060,1,3,390,Bath and North East Somerset,157802,E06000022,56378,24,15,0,LA Boundary,N,10,5,LA Boundary,377840,160000,A36,,4,South West,,4,50,470,2013
4/26/2013,2,0,TR,160560,378502,378060,3,1,375,Bath and North East Somerset,157802,E06000022,56378,15,16,0,LA Boundary,N,7,1,LA Boundary,377840,160000,A36,,1,South West,,4,45,439,2013
4/26/2013,0,2,TR,160560,378502,378060,2,0,477,Bath and North East Somerset,157802,E06000022,56378,10,17,0,LA Boundary,N,4,2,LA Boundary,377840,160000,A36,,0,South West,,4,52,543,2013
4/26/2013,1,3,TR,160560,378502,378060,6,1,363,Bath and North East Somerset,157802,E06000022,56378,15,18,0,LA Boundary,N,3,0,LA Boundary,377840,160000,A36,,2,South West,,5,21,405,2013
4/26/2013,4,2,TR,160560,378502,378060,2,4,195,Bath and North East Somerset,157802,E06000022,56378,37,7,0,LA Boundary,S,11,1,LA Boundary,377840,160000,A36,,8,South West,,8,63,298,2013
4/26/2013,5,1,TR,160560,378502,378060,1,4,347,Bath and North East Somerset,157802,E06000022,56378,38,8,0,LA Boundary,S,23,8,LA Boundary,377840,160000,A36,,5,South West,,0,55,449,2013
4/26/2013,4,3,TR,160560,378502,378060,1,2,262,Bath and North East Somerset,157802,E06000022,56378,41,9,1,LA Boundary,S,15,2,LA Boundary,377840,160000,A36,,11,South West,,6,66,372,2013
4/26/2013,1,2,TR,160560,378502,378060,5,2,261,Bath and North East Somerset,157802,E06000022,56378,27,10,0,LA Boundary,S,7,1,LA Boundary,377840,160000,A36,,8,South West,,7,45,339,2013
4/26/2013,0,1,TR,160560,378502,378060,4,2,287,Bath and North East Somerset,157802,E06000022,56378,32,11,1,LA Boundary,S,16,0,LA Boundary,377840,160000,A36,,7,South West,,6,53,376,2013
4/26/2013,2,1,TR,160560,378502,378060,1,6,327,Bath and North East Somerset,157802,E06000022,56378,32,12,0,LA Boundary,S,11,4,LA Boundary,377840,160000,A36,,1,South West,,11,43,407,2013
4/26/2013,0,2,TR,160560,378502,378060,2,3,400,Bath and North East Somerset,157802,E06000022,56378,29,13,0,LA Boundary,S,10,4,LA Boundary,377840,160000,A36,,5,South West,,9,60,495,2013
4/26/2013,3,1,TR,160560,378502,378060,2,1,455,Bath and North East Somerset,157802,E06000022,56378,30,14,0,LA Boundary,S,12,5,LA Boundary,377840,160000,A36,,8,South West,,5,79,571,2013
4/26/2013,2,3,TR,160560,378502,378060,8,3,464,Bath and North East Somerset,157802,E06000022,56378,27,15,1,LA Boundary,S,11,2,LA Boundary,377840,160000,A36,,6,South West,,2,77,578,2013
4/26/2013,2,2,TR,160560,378502,378060,3,1,603,Bath and North East Somerset,157802,E06000022,56378,17,16,0,LA Boundary,S,7,5,LA Boundary,377840,160000,A36,,3,South West,,2,66,694,2013
4/26/2013,0,1,TR,160560,378502,378060,8,1,705,Bath and North East Somerset,157802,E06000022,56378,14,17,2,LA Boundary,S,3,1,LA Boundary,377840,160000,A36,,5,South West,,4,51,779,2013
4/26/2013,1,0,TR,160560,378502,378060,7,1,500,Bath and North East Somerset,157802,E06000022,56378,12,18,4,LA Boundary,S,2,2,LA Boundary,377840,160000,A36,,2,South West,,6,23,544,2013
4/19/2013,0,0,PU,161160,332680,332400,4,0,427,North Somerset,160900,E06000024,74702,9,7,9,A3033,E,6,20,A370 Francis Fox Road,332590,161000,A370,,1,South West,,2,107,567,2013
4/19/2013,2,1,PU,161160,332680,332400,7,1,638,North Somerset,160900,E06000024,74702,20,8,19,A3033,E,16,14,A370 Francis Fox Road,332590,161000,A370,,0,South West,,0,130,809,2013
4/19/2013,2,0,PU,161160,332680,332400,6,0,619,North Somerset,160900,E06000024,74702,12,9,6,A3033,E,10,11,A370 Francis Fox Road,332590,161000,A370,,0,South West,,0,129,777,2013
4/19/2013,3,0,PU,161160,332680,332400,5,0,693,North Somerset,160900,E06000024,74702,17,10,5,A3033,E,14,8,A370 Francis Fox Road,332590,161000,A370,,0,South West,,0,137,860,2013
4/19/2013,0,0,PU,161160,332680,332400,14,1,771,North Somerset,160900,E06000024,74702,8,11,11,A3033,E,7,6,A370 Francis Fox Road,332590,161000,A370,,0,South West,,0,138,937,2013
4/19/2013,3,2,PU,161160,332680,332400,15,0,813,North Somerset,160900,E06000024,74702,14,12,4,A3033,E,9,7,A370 Francis Fox Road,332590,161000,A370,,0,South West,,0,130,979,2013
4/19/2013,0,0,PU,161160,332680,332400,14,1,855,North Somerset,160900,E06000024,74702,16,13,7,A3033,E,12,17,A370 Francis Fox Road,332590,161000,A370,,2,South West,,1,90,992,2013
4/19/2013,0,2,PU,161160,332680,332400,14,2,976,North Somerset,160900,E06000024,74702,16,14,17,A3033,E,12,10,A370 Francis Fox Road,332590,161000,A370,,0,South West,,0,90,1106,2013
4/19/2013,0,1,PU,161160,332680,332400,19,2,970,North Somerset,160900,E06000024,74702,8,15,7,A3033,E,5,3,A370 Francis Fox Road,332590,161000,A370,,0,South West,,0,137,1137,2013
4/19/2013,0,0,PU,161160,332680,332400,11,1,930,North Somerset,160900,E06000024,74702,8,16,6,A3033,E,5,10,A370 Francis Fox Road,332590,161000,A370,,2,South West,,0,90,1049,2013
4/19/2013,0,0,PU,161160,332680,332400,8,0,799,North Somerset,160900,E06000024,74702,0,17,12,A3033,E,0,6,A370 Francis Fox Road,332590,161000,A370,,0,South West,,0,68,881,2013
4/19/2013,0,0,PU,161160,332680,332400,8,0,634,North Somerset,160900,E06000024,74702,1,18,4,A3033,E,1,13,A370 Francis Fox Road,332590,161000,A370,,0,South West,,0,57,713,2013
4/19/2013,2,0,PU,161160,332680,332400,5,0,295,North Somerset,160900,E06000024,74702,13,7,4,A3033,W,11,10,A370 Francis Fox Road,332590,161000,A370,,0,South West,,0,66,389,2013
4/19/2013,2,3,PU,161160,332680,332400,4,2,736,North Somerset,160900,E06000024,74702,15,8,9,A3033,W,8,7,A370 Francis Fox Road,332590,161000,A370,,0,South West,,0,135,897,2013
4/19/2013,3,0,PU,161160,332680,332400,8,0,684,North Somerset,160900,E06000024,74702,12,9,8,A3033,W,9,10,A370 Francis Fox Road,332590,161000,A370,,0,South West,,0,147,861,2013
4/19/2013,3,2,PU,161160,332680,332400,6,0,698,North Somerset,160900,E06000024,74702,16,10,3,A3033,W,10,6,A370 Francis Fox Road,332590,161000,A370,,0,South West,,1,100,826,2013
4/19/2013,4,2,PU,161160,332680,332400,15,2,752,North Somerset,160900,E06000024,74702,24,11,4,A3033,W,16,6,A370 Francis Fox Road,332590,161000,A370,,0,South West,,0,81,878,2013
4/19/2013,2,0,PU,161160,332680,332400,7,0,854,North Somerset,160900,E06000024,74702,9,12,3,A3033,W,7,3,A370 Francis Fox Road,332590,161000,A370,,0,South West,,0,110,983,2013
4/19/2013,0,0,PU,161160,332680,332400,6,2,729,North Somerset,160900,E06000024,74702,8,13,9,A3033,W,4,4,A370 Francis Fox Road,332590,161000,A370,,2,South West,,0,95,842,2013
4/19/2013,0,0,PU,161160,332680,332400,10,0,774,North Somerset,160900,E06000024,74702,10,14,18,A3033,W,6,4,A370 Francis Fox Road,332590,161000,A370,,2,South West,,2,115,913,2013
4/19/2013,0,0,PU,161160,332680,332400,15,3,645,North Somerset,160900,E06000024,74702,11,15,15,A3033,W,6,6,A370 Francis Fox Road,332590,161000,A370,,0,South West,,2,99,776,2013
4/19/2013,0,0,PU,161160,332680,332400,4,0,709,North Somerset,160900,E06000024,74702,5,16,9,A3033,W,5,14,A370 Francis Fox Road,332590,161000,A370,,0,South West,,0,80,812,2013
4/19/2013,0,0,PU,161160,332680,332400,14,0,661,North Somerset,160900,E06000024,74702,4,17,9,A3033,W,3,4,A370 Francis Fox Road,332590,161000,A370,,1,South West,,0,67,750,2013
4/19/2013,0,0,PU,161160,332680,332400,7,0,737,North Somerset,160900,E06000024,74702,2,18,0,A3033,W,2,5,A370 Francis Fox Road,332590,161000,A370,,0,South West,,0,71,822,2013
4/19/2013,0,0,BU,,,,10,2,405,"Bristol, City of",,E06000023,946752,6,7,7,,N,4,8,,354668,177031,B4054,West of High Grove,0,South West,SHIREHAMPTON ROAD,0,80,509,2013
4/19/2013,0,0,BU,,,,12,1,557,"Bristol, City of",,E06000023,946752,11,8,9,,N,9,12,,354668,177031,B4054,West of High Grove,0,South West,SHIREHAMPTON ROAD,1,77,669,2013
