dCount,HGVR3,HGVA3,RCat,A Ref N,B Ref E,A Ref E,2WMV,HGVR4,CAR,ONS LA Name,B Ref N,ONS LACode,CP,HGV,Hour,PC,B-Junction,iDir,HGVR2,BUS,S Ref E,A-Junction,S Ref N,Road,CP Location,HGVA6,Region Name (GO),Road Name,HGVA5,LGV,AMV,Year
9/9/2011,0,0,UU,,,,0,0,12,Bath and North East Somerset,,E06000022,946676,0,7,1,,N,0,2,372098,,164050,U,"Whiteway, between North Way rbt and Kelston view jcn",0,South West,HAYCOMBE DRIVE,0,3,17,2011
9/9/2011,0,0,UU,,,,1,0,12,Bath and North East Somerset,,E06000022,946676,2,8,0,,N,2,2,372098,,164050,U,"Whiteway, between North Way rbt and Kelston view jcn",0,South West,HAYCOMBE DRIVE,0,4,21,2011
9/9/2011,0,0,UU,,,,0,0,8,Bath and North East Somerset,,E06000022,946676,1,9,0,,N,1,0,372098,,164050,U,"Whiteway, between North Way rbt and Kelston view jcn",0,South West,HAYCOMBE DRIVE,0,2,11,2011
9/9/2011,0,0,UU,,,,0,0,6,Bath and North East Somerset,,E06000022,946676,0,10,0,,N,0,2,372098,,164050,U,"Whiteway, between North Way rbt and Kelston view jcn",0,South West,HAYCOMBE DRIVE,0,1,9,2011
9/9/2011,0,0,UU,,,,0,0,13,Bath and North East Somerset,,E06000022,946676,0,11,0,,N,0,0,372098,,164050,U,"Whiteway, between North Way rbt and Kelston view jcn",0,South West,HAYCOMBE DRIVE,0,2,15,2011
9/9/2011,0,0,UU,,,,0,0,5,Bath and North East Somerset,,E06000022,946676,0,12,0,,N,0,0,372098,,164050,U,"Whiteway, between North Way rbt and Kelston view jcn",0,South West,HAYCOMBE DRIVE,0,2,7,2011
9/9/2011,0,0,UU,,,,0,0,9,Bath and North East Somerset,,E06000022,946676,1,13,0,,N,1,0,372098,,164050,U,"Whiteway, between North Way rbt and Kelston view jcn",0,South West,HAYCOMBE DRIVE,0,1,11,2011
9/9/2011,0,0,UU,,,,0,0,10,Bath and North East Somerset,,E06000022,946676,0,14,0,,N,0,0,372098,,164050,U,"Whiteway, between North Way rbt and Kelston view jcn",0,South West,HAYCOMBE DRIVE,0,0,10,2011
9/9/2011,0,0,UU,,,,0,0,15,Bath and North East Somerset,,E06000022,946676,1,15,0,,N,1,0,372098,,164050,U,"Whiteway, between North Way rbt and Kelston view jcn",0,South West,HAYCOMBE DRIVE,0,4,20,2011
9/9/2011,0,0,UU,,,,0,0,9,Bath and North East Somerset,,E06000022,946676,1,16,0,,N,1,0,372098,,164050,U,"Whiteway, between North Way rbt and Kelston view jcn",0,South West,HAYCOMBE DRIVE,0,1,11,2011
9/9/2011,0,0,UU,,,,0,0,18,Bath and North East Somerset,,E06000022,946676,0,17,2,,N,0,0,372098,,164050,U,"Whiteway, between North Way rbt and Kelston view jcn",0,South West,HAYCOMBE DRIVE,0,5,23,2011
9/9/2011,0,0,UU,,,,0,0,12,Bath and North East Somerset,,E06000022,946676,0,18,1,,N,0,0,372098,,164050,U,"Whiteway, between North Way rbt and Kelston view jcn",0,South West,HAYCOMBE DRIVE,0,1,13,2011
9/9/2011,0,0,UU,,,,0,0,5,Bath and North East Somerset,,E06000022,946676,0,7,0,,S,0,0,372098,,164050,U,"Whiteway, between North Way rbt and Kelston view jcn",0,South West,HAYCOMBE DRIVE,0,6,11,2011
9/9/2011,0,0,UU,,,,0,0,13,Bath and North East Somerset,,E06000022,946676,0,8,0,,S,0,0,372098,,164050,U,"Whiteway, between North Way rbt and Kelston view jcn",0,South West,HAYCOMBE DRIVE,0,3,16,2011
9/9/2011,0,0,UU,,,,0,0,10,Bath and North East Somerset,,E06000022,946676,1,9,0,,S,1,1,372098,,164050,U,"Whiteway, between North Way rbt and Kelston view jcn",0,South West,HAYCOMBE DRIVE,0,3,15,2011
9/9/2011,0,0,UU,,,,0,0,3,Bath and North East Somerset,,E06000022,946676,0,10,0,,S,0,0,372098,,164050,U,"Whiteway, between North Way rbt and Kelston view jcn",0,South West,HAYCOMBE DRIVE,0,0,3,2011
9/9/2011,0,0,UU,,,,0,0,10,Bath and North East Somerset,,E06000022,946676,0,11,0,,S,0,0,372098,,164050,U,"Whiteway, between North Way rbt and Kelston view jcn",0,South West,HAYCOMBE DRIVE,0,2,12,2011
9/9/2011,0,0,UU,,,,0,0,4,Bath and North East Somerset,,E06000022,946676,0,12,0,,S,0,0,372098,,164050,U,"Whiteway, between North Way rbt and Kelston view jcn",0,South West,HAYCOMBE DRIVE,0,2,6,2011
9/9/2011,0,0,UU,,,,0,0,7,Bath and North East Somerset,,E06000022,946676,0,13,0,,S,0,0,372098,,164050,U,"Whiteway, between North Way rbt and Kelston view jcn",0,South West,HAYCOMBE DRIVE,0,1,8,2011
