dCount,HGVR3,HGVA3,RCat,A Ref N,B Ref E,A Ref E,2WMV,HGVR4,CAR,ONS LA Name,B Ref N,ONS LACode,CP,HGV,Hour,PC,B-Junction,iDir,HGVR2,BUS,S Ref E,A-Junction,S Ref N,Road,CP Location,HGVA6,Region Name (GO),Road Name,HGVA5,LGV,AMV,Year
9/25/2015,0,0,UU,,,,1,0,65,"Bristol, City of",,E06000023,946786,1,7,2,,N,0,0,352373,,177858,U,North of Avonmouth Road,1,South West,ATLANTIC ROAD,0,41,108,2015
9/25/2015,0,0,UU,,,,0,0,70,"Bristol, City of",,E06000023,946786,8,8,1,,N,4,0,352373,,177858,U,North of Avonmouth Road,2,South West,ATLANTIC ROAD,2,40,118,2015
9/25/2015,0,0,UU,,,,1,0,54,"Bristol, City of",,E06000023,946786,8,9,0,,N,6,0,352373,,177858,U,North of Avonmouth Road,1,South West,ATLANTIC ROAD,1,29,92,2015
9/25/2015,0,0,UU,,,,0,0,31,"Bristol, City of",,E06000023,946786,6,10,0,,N,5,0,352373,,177858,U,North of Avonmouth Road,1,South West,ATLANTIC ROAD,0,37,74,2015
9/25/2015,0,0,UU,,,,0,0,35,"Bristol, City of",,E06000023,946786,5,11,0,,N,5,0,352373,,177858,U,North of Avonmouth Road,0,South West,ATLANTIC ROAD,0,30,70,2015
9/25/2015,2,0,UU,,,,1,0,44,"Bristol, City of",,E06000023,946786,5,12,1,,N,2,0,352373,,177858,U,North of Avonmouth Road,1,South West,ATLANTIC ROAD,0,26,76,2015
9/25/2015,3,1,UU,,,,0,0,50,"Bristol, City of",,E06000023,946786,7,13,0,,N,2,0,352373,,177858,U,North of Avonmouth Road,1,South West,ATLANTIC ROAD,0,17,74,2015
9/25/2015,0,0,UU,,,,1,0,31,"Bristol, City of",,E06000023,946786,4,14,0,,N,2,0,352373,,177858,U,North of Avonmouth Road,0,South West,ATLANTIC ROAD,2,21,57,2015
9/25/2015,0,0,UU,,,,1,0,31,"Bristol, City of",,E06000023,946786,5,15,0,,N,2,0,352373,,177858,U,North of Avonmouth Road,0,South West,ATLANTIC ROAD,3,21,58,2015
9/25/2015,1,0,UU,,,,0,0,29,"Bristol, City of",,E06000023,946786,5,16,0,,N,1,0,352373,,177858,U,North of Avonmouth Road,2,South West,ATLANTIC ROAD,1,11,45,2015
9/25/2015,1,1,UU,,,,0,0,16,"Bristol, City of",,E06000023,946786,3,17,0,,N,1,0,352373,,177858,U,North of Avonmouth Road,0,South West,ATLANTIC ROAD,0,4,23,2015
9/25/2015,0,1,UU,,,,0,0,16,"Bristol, City of",,E06000023,946786,2,18,0,,N,1,0,352373,,177858,U,North of Avonmouth Road,0,South West,ATLANTIC ROAD,0,4,22,2015
9/25/2015,0,2,UU,,,,0,0,15,"Bristol, City of",,E06000023,946786,12,7,0,,S,3,0,352373,,177858,U,North of Avonmouth Road,5,South West,ATLANTIC ROAD,2,28,55,2015
9/25/2015,0,0,UU,,,,0,0,21,"Bristol, City of",,E06000023,946786,9,8,0,,S,6,0,352373,,177858,U,North of Avonmouth Road,1,South West,ATLANTIC ROAD,2,31,61,2015
9/25/2015,2,0,UU,,,,1,0,39,"Bristol, City of",,E06000023,946786,13,9,0,,S,7,0,352373,,177858,U,North of Avonmouth Road,4,South West,ATLANTIC ROAD,0,36,89,2015
9/25/2015,0,0,UU,,,,0,0,43,"Bristol, City of",,E06000023,946786,2,10,1,,S,2,0,352373,,177858,U,North of Avonmouth Road,0,South West,ATLANTIC ROAD,0,30,75,2015
9/25/2015,1,0,UU,,,,0,0,40,"Bristol, City of",,E06000023,946786,4,11,0,,S,2,0,352373,,177858,U,North of Avonmouth Road,1,South West,ATLANTIC ROAD,0,42,86,2015
9/25/2015,2,0,UU,,,,1,0,51,"Bristol, City of",,E06000023,946786,7,12,1,,S,4,0,352373,,177858,U,North of Avonmouth Road,1,South West,ATLANTIC ROAD,0,26,85,2015
9/25/2015,2,0,UU,,,,0,0,40,"Bristol, City of",,E06000023,946786,4,13,0,,S,2,0,352373,,177858,U,North of Avonmouth Road,0,South West,ATLANTIC ROAD,0,14,58,2015
9/25/2015,2,0,UU,,,,1,0,59,"Bristol, City of",,E06000023,946786,6,14,2,,S,3,0,352373,,177858,U,North of Avonmouth Road,0,South West,ATLANTIC ROAD,1,21,87,2015
9/25/2015,1,0,UU,,,,1,0,50,"Bristol, City of",,E06000023,946786,4,15,0,,S,0,0,352373,,177858,U,North of Avonmouth Road,0,South West,ATLANTIC ROAD,3,16,71,2015
9/25/2015,0,0,UU,,,,2,0,57,"Bristol, City of",,E06000023,946786,2,16,2,,S,0,0,352373,,177858,U,North of Avonmouth Road,2,South West,ATLANTIC ROAD,0,17,78,2015
9/25/2015,0,1,UU,,,,0,0,76,"Bristol, City of",,E06000023,946786,2,17,1,,S,0,0,352373,,177858,U,North of Avonmouth Road,0,South West,ATLANTIC ROAD,1,6,84,2015
9/25/2015,0,0,UU,,,,2,0,16,"Bristol, City of",,E06000023,946786,0,18,0,,S,0,0,352373,,177858,U,North of Avonmouth Road,0,South West,ATLANTIC ROAD,0,7,25,2015
9/24/2015,0,0,UU,,,,0,0,34,North Somerset,,E06000024,947279,0,7,3,,N,0,0,351386,,175672,U,Easton-in-Gordano,0,South West,CHURCH ROAD,0,8,42,2015
9/24/2015,0,0,UU,,,,0,0,41,North Somerset,,E06000024,947279,2,8,0,,N,2,0,351386,,175672,U,Easton-in-Gordano,0,South West,CHURCH ROAD,0,16,59,2015
9/24/2015,0,0,UU,,,,0,0,23,North Somerset,,E06000024,947279,0,9,0,,N,0,0,351386,,175672,U,Easton-in-Gordano,0,South West,CHURCH ROAD,0,3,26,2015
9/24/2015,0,0,UU,,,,0,0,14,North Somerset,,E06000024,947279,0,10,1,,N,0,0,351386,,175672,U,Easton-in-Gordano,0,South West,CHURCH ROAD,0,8,22,2015
9/24/2015,0,0,UU,,,,0,0,10,North Somerset,,E06000024,947279,0,11,0,,N,0,0,351386,,175672,U,Easton-in-Gordano,0,South West,CHURCH ROAD,0,2,12,2015
9/24/2015,0,0,UU,,,,0,0,14,North Somerset,,E06000024,947279,1,12,1,,N,1,0,351386,,175672,U,Easton-in-Gordano,0,South West,CHURCH ROAD,0,4,19,2015
9/24/2015,0,0,UU,,,,1,0,28,North Somerset,,E06000024,947279,0,13,0,,N,0,0,351386,,175672,U,Easton-in-Gordano,0,South West,CHURCH ROAD,0,0,29,2015
9/24/2015,0,0,UU,,,,0,0,28,North Somerset,,E06000024,947279,0,14,0,,N,0,0,351386,,175672,U,Easton-in-Gordano,0,South West,CHURCH ROAD,0,5,33,2015
9/24/2015,0,0,UU,,,,0,0,21,North Somerset,,E06000024,947279,0,15,0,,N,0,0,351386,,175672,U,Easton-in-Gordano,0,South West,CHURCH ROAD,0,2,23,2015
9/24/2015,0,0,UU,,,,0,0,29,North Somerset,,E06000024,947279,0,16,0,,N,0,0,351386,,175672,U,Easton-in-Gordano,0,South West,CHURCH ROAD,0,6,35,2015
9/24/2015,0,0,UU,,,,1,0,44,North Somerset,,E06000024,947279,0,17,0,,N,0,0,351386,,175672,U,Easton-in-Gordano,0,South West,CHURCH ROAD,0,6,51,2015
9/24/2015,0,0,UU,,,,0,0,31,North Somerset,,E06000024,947279,0,18,1,,N,0,0,351386,,175672,U,Easton-in-Gordano,0,South West,CHURCH ROAD,0,3,34,2015
9/24/2015,0,0,UU,,,,0,0,9,North Somerset,,E06000024,947279,0,7,0,,S,0,0,351386,,175672,U,Easton-in-Gordano,0,South West,CHURCH ROAD,0,3,12,2015
9/24/2015,0,0,UU,,,,0,0,35,North Somerset,,E06000024,947279,1,8,0,,S,1,0,351386,,175672,U,Easton-in-Gordano,0,South West,CHURCH ROAD,0,4,40,2015
9/24/2015,0,0,UU,,,,0,0,15,North Somerset,,E06000024,947279,0,9,0,,S,0,0,351386,,175672,U,Easton-in-Gordano,0,South West,CHURCH ROAD,0,4,19,2015
