dCount,HGVR3,HGVA3,RCat,A Ref N,B Ref E,A Ref E,2WMV,HGVR4,CAR,ONS LA Name,B Ref N,ONS LACode,CP,HGV,Hour,PC,B-Junction,iDir,HGVR2,BUS,A-Junction,S Ref E,S Ref N,Road,CP Location,HGVA6,Region Name (GO),Road Name,HGVA5,LGV,AMV,Year
6/28/2002,3,2,PU,169989,362185,360895,7,4,456,"Bristol, City of",170455,E06000023,27877,46,7,4,A4,E,27,8,A37,361000,170060,A4174,,5,South West,,5,114,631,2002
6/28/2002,2,2,PU,169989,362185,360895,12,3,542,"Bristol, City of",170455,E06000023,27877,39,8,0,A4,E,26,2,A37,361000,170060,A4174,,1,South West,,5,103,698,2002
6/28/2002,6,2,PU,169989,362185,360895,3,4,586,"Bristol, City of",170455,E06000023,27877,67,9,0,A4,E,42,8,A37,361000,170060,A4174,,6,South West,,7,97,761,2002
6/28/2002,2,6,PU,169989,362185,360895,8,0,566,"Bristol, City of",170455,E06000023,27877,52,10,1,A4,E,38,3,A37,361000,170060,A4174,,1,South West,,5,99,728,2002
6/28/2002,5,4,PU,169989,362185,360895,3,3,515,"Bristol, City of",170455,E06000023,27877,62,11,1,A4,E,43,2,A37,361000,170060,A4174,,2,South West,,5,102,684,2002
6/28/2002,4,1,PU,169989,362185,360895,11,5,593,"Bristol, City of",170455,E06000023,27877,50,12,1,A4,E,27,8,A37,361000,170060,A4174,,2,South West,,11,108,770,2002
6/28/2002,2,1,PU,169989,362185,360895,7,1,583,"Bristol, City of",170455,E06000023,27877,49,13,3,A4,E,35,6,A37,361000,170060,A4174,,2,South West,,8,109,754,2002
6/28/2002,4,2,PU,169989,362185,360895,9,2,549,"Bristol, City of",170455,E06000023,27877,53,14,2,A4,E,33,6,A37,361000,170060,A4174,,5,South West,,7,103,720,2002
6/28/2002,6,0,PU,169989,362185,360895,14,1,615,"Bristol, City of",170455,E06000023,27877,28,15,1,A4,E,16,2,A37,361000,170060,A4174,,0,South West,,5,108,767,2002
6/28/2002,2,2,PU,169989,362185,360895,17,0,615,"Bristol, City of",170455,E06000023,27877,37,16,4,A4,E,26,12,A37,361000,170060,A4174,,4,South West,,3,86,767,2002
6/28/2002,1,1,PU,169989,362185,360895,11,0,605,"Bristol, City of",170455,E06000023,27877,9,17,3,A4,E,3,1,A37,361000,170060,A4174,,0,South West,,4,67,693,2002
6/28/2002,1,1,PU,169989,362185,360895,10,0,618,"Bristol, City of",170455,E06000023,27877,10,18,0,A4,E,5,4,A37,361000,170060,A4174,,2,South West,,1,41,683,2002
6/28/2002,7,1,PU,169989,362185,360895,17,1,390,"Bristol, City of",170455,E06000023,27877,41,7,4,A4,W,25,8,A37,361000,170060,A4174,,5,South West,,2,81,537,2002
6/28/2002,0,3,PU,169989,362185,360895,9,3,518,"Bristol, City of",170455,E06000023,27877,32,8,5,A4,W,21,2,A37,361000,170060,A4174,,5,South West,,0,86,647,2002
6/28/2002,3,3,PU,169989,362185,360895,5,3,440,"Bristol, City of",170455,E06000023,27877,41,9,1,A4,W,23,10,A37,361000,170060,A4174,,4,South West,,5,83,579,2002
6/28/2002,2,3,PU,169989,362185,360895,4,2,493,"Bristol, City of",170455,E06000023,27877,45,10,2,A4,W,30,5,A37,361000,170060,A4174,,3,South West,,5,93,640,2002
6/28/2002,3,3,PU,169989,362185,360895,4,3,532,"Bristol, City of",170455,E06000023,27877,58,11,2,A4,W,36,6,A37,361000,170060,A4174,,7,South West,,6,85,685,2002
6/28/2002,3,3,PU,169989,362185,360895,6,3,567,"Bristol, City of",170455,E06000023,27877,38,12,3,A4,W,22,5,A37,361000,170060,A4174,,4,South West,,3,97,713,2002
6/28/2002,4,2,PU,169989,362185,360895,3,1,583,"Bristol, City of",170455,E06000023,27877,35,13,8,A4,W,23,2,A37,361000,170060,A4174,,0,South West,,5,85,708,2002
6/28/2002,5,8,PU,169989,362185,360895,7,0,559,"Bristol, City of",170455,E06000023,27877,38,14,2,A4,W,17,2,A37,361000,170060,A4174,,2,South West,,6,93,699,2002
6/28/2002,1,1,PU,169989,362185,360895,11,1,553,"Bristol, City of",170455,E06000023,27877,30,15,4,A4,W,20,5,A37,361000,170060,A4174,,3,South West,,4,104,703,2002
6/28/2002,2,6,PU,169989,362185,360895,12,1,616,"Bristol, City of",170455,E06000023,27877,31,16,2,A4,W,18,2,A37,361000,170060,A4174,,1,South West,,3,83,744,2002
6/28/2002,2,1,PU,169989,362185,360895,12,0,624,"Bristol, City of",170455,E06000023,27877,18,17,3,A4,W,9,3,A37,361000,170060,A4174,,2,South West,,4,54,711,2002
6/28/2002,0,1,PU,169989,362185,360895,16,1,637,"Bristol, City of",170455,E06000023,27877,15,18,4,A4,W,8,6,A37,361000,170060,A4174,,2,South West,,3,55,729,2002
6/28/2002,1,0,PR,159050,342640,339890,4,1,183,North Somerset,157350,E06000024,37055,4,7,0,A38 Sidcot,N,2,0,A368 Banwell,340000,158940,A371,,0,South West,,0,39,230,2002
6/28/2002,1,0,PR,159050,342640,339890,4,0,288,North Somerset,157350,E06000024,37055,4,8,0,A38 Sidcot,N,3,5,A368 Banwell,340000,158940,A371,,0,South West,,0,33,334,2002
6/28/2002,0,0,PR,159050,342640,339890,2,1,306,North Somerset,157350,E06000024,37055,3,9,0,A38 Sidcot,N,2,0,A368 Banwell,340000,158940,A371,,0,South West,,0,25,336,2002
6/28/2002,0,0,PR,159050,342640,339890,1,0,252,North Somerset,157350,E06000024,37055,5,10,0,A38 Sidcot,N,5,1,A368 Banwell,340000,158940,A371,,0,South West,,0,39,298,2002
6/28/2002,1,0,PR,159050,342640,339890,4,0,228,North Somerset,157350,E06000024,37055,4,11,0,A38 Sidcot,N,3,5,A368 Banwell,340000,158940,A371,,0,South West,,0,28,269,2002
6/28/2002,1,0,PR,159050,342640,339890,3,0,196,North Somerset,157350,E06000024,37055,6,12,0,A38 Sidcot,N,5,4,A368 Banwell,340000,158940,A371,,0,South West,,0,30,239,2002
6/28/2002,0,0,PR,159050,342640,339890,2,1,222,North Somerset,157350,E06000024,37055,3,13,1,A38 Sidcot,N,2,3,A368 Banwell,340000,158940,A371,,0,South West,,0,30,260,2002
6/28/2002,0,0,PR,159050,342640,339890,7,0,240,North Somerset,157350,E06000024,37055,5,14,2,A38 Sidcot,N,5,0,A368 Banwell,340000,158940,A371,,0,South West,,0,30,282,2002
6/28/2002,0,0,PR,159050,342640,339890,5,0,251,North Somerset,157350,E06000024,37055,2,15,0,A38 Sidcot,N,2,2,A368 Banwell,340000,158940,A371,,0,South West,,0,29,289,2002
6/28/2002,0,0,PR,159050,342640,339890,1,0,303,North Somerset,157350,E06000024,37055,1,16,0,A38 Sidcot,N,1,9,A368 Banwell,340000,158940,A371,,0,South West,,0,47,361,2002
6/28/2002,0,0,PR,159050,342640,339890,7,0,296,North Somerset,157350,E06000024,37055,3,17,2,A38 Sidcot,N,3,1,A368 Banwell,340000,158940,A371,,0,South West,,0,45,352,2002
6/28/2002,0,0,PR,159050,342640,339890,4,0,233,North Somerset,157350,E06000024,37055,2,18,1,A38 Sidcot,N,2,3,A368 Banwell,340000,158940,A371,,0,South West,,0,19,261,2002
6/28/2002,1,0,PR,159050,342640,339890,1,1,120,North Somerset,157350,E06000024,37055,3,7,0,A38 Sidcot,S,1,0,A368 Banwell,340000,158940,A371,,0,South West,,0,33,157,2002
6/28/2002,0,0,PR,159050,342640,339890,1,1,197,North Somerset,157350,E06000024,37055,10,8,0,A38 Sidcot,S,8,0,A368 Banwell,340000,158940,A371,,1,South West,,0,27,235,2002
6/28/2002,1,0,PR,159050,342640,339890,1,0,134,North Somerset,157350,E06000024,37055,2,9,0,A38 Sidcot,S,1,2,A368 Banwell,340000,158940,A371,,0,South West,,0,30,169,2002
6/28/2002,0,2,PR,159050,342640,339890,0,0,156,North Somerset,157350,E06000024,37055,6,10,0,A38 Sidcot,S,4,1,A368 Banwell,340000,158940,A371,,0,South West,,0,45,208,2002
6/28/2002,1,0,PR,159050,342640,339890,1,0,235,North Somerset,157350,E06000024,37055,6,11,6,A38 Sidcot,S,5,1,A368 Banwell,340000,158940,A371,,0,South West,,0,31,274,2002
6/28/2002,0,0,PR,159050,342640,339890,8,0,193,North Somerset,157350,E06000024,37055,5,12,0,A38 Sidcot,S,5,1,A368 Banwell,340000,158940,A371,,0,South West,,0,27,234,2002
6/28/2002,0,0,PR,159050,342640,339890,3,1,249,North Somerset,157350,E06000024,37055,5,13,2,A38 Sidcot,S,4,2,A368 Banwell,340000,158940,A371,,0,South West,,0,33,292,2002
6/28/2002,0,1,PR,159050,342640,339890,0,0,233,North Somerset,157350,E06000024,37055,4,14,0,A38 Sidcot,S,3,1,A368 Banwell,340000,158940,A371,,0,South West,,0,34,272,2002
6/28/2002,0,1,PR,159050,342640,339890,5,0,239,North Somerset,157350,E06000024,37055,8,15,0,A38 Sidcot,S,7,2,A368 Banwell,340000,158940,A371,,0,South West,,0,23,277,2002
6/28/2002,0,0,PR,159050,342640,339890,2,0,214,North Somerset,157350,E06000024,37055,2,16,3,A38 Sidcot,S,2,1,A368 Banwell,340000,158940,A371,,0,South West,,0,23,242,2002
6/28/2002,0,0,PR,159050,342640,339890,4,0,259,North Somerset,157350,E06000024,37055,3,17,1,A38 Sidcot,S,3,2,A368 Banwell,340000,158940,A371,,0,South West,,0,22,290,2002
6/28/2002,0,0,PR,159050,342640,339890,6,0,270,North Somerset,157350,E06000024,37055,0,18,1,A38 Sidcot,S,0,0,A368 Banwell,340000,158940,A371,,0,South West,,0,15,291,2002
6/17/2002,0,0,UU,,,,0,0,37,"Bristol, City of",,E06000023,966007,1,7,0,,N,1,0,,358020,171123,U,South of South Road,0,South West,British Road,0,9,47,2002
6/17/2002,0,0,UU,,,,0,0,76,"Bristol, City of",,E06000023,966007,0,8,3,,N,0,0,,358020,171123,U,South of South Road,0,South West,British Road,0,13,89,2002
6/17/2002,0,0,UU,,,,0,0,47,"Bristol, City of",,E06000023,966007,2,9,3,,N,2,0,,358020,171123,U,South of South Road,0,South West,British Road,0,10,59,2002
6/17/2002,0,0,UU,,,,0,0,42,"Bristol, City of",,E06000023,966007,0,10,2,,N,0,0,,358020,171123,U,South of South Road,0,South West,British Road,0,4,46,2002
6/17/2002,0,0,UU,,,,0,0,40,"Bristol, City of",,E06000023,966007,0,11,1,,N,0,0,,358020,171123,U,South of South Road,0,South West,British Road,0,9,49,2002
6/17/2002,0,0,UU,,,,0,0,45,"Bristol, City of",,E06000023,966007,0,12,2,,N,0,0,,358020,171123,U,South of South Road,0,South West,British Road,0,10,55,2002
6/17/2002,0,0,UU,,,,1,0,36,"Bristol, City of",,E06000023,966007,0,13,1,,N,0,0,,358020,171123,U,South of South Road,0,South West,British Road,0,6,43,2002
6/17/2002,0,0,UU,,,,0,0,14,"Bristol, City of",,E06000023,966007,0,14,0,,N,0,0,,358020,171123,U,South of South Road,0,South West,British Road,0,3,17,2002
6/17/2002,0,0,UU,,,,0,0,49,"Bristol, City of",,E06000023,966007,0,15,1,,N,0,0,,358020,171123,U,South of South Road,0,South West,British Road,0,6,55,2002
6/17/2002,0,0,UU,,,,1,0,36,"Bristol, City of",,E06000023,966007,0,16,1,,N,0,0,,358020,171123,U,South of South Road,0,South West,British Road,0,8,45,2002
6/17/2002,0,0,UU,,,,0,0,37,"Bristol, City of",,E06000023,966007,0,17,3,,N,0,0,,358020,171123,U,South of South Road,0,South West,British Road,0,6,43,2002
6/17/2002,0,0,UU,,,,0,0,45,"Bristol, City of",,E06000023,966007,0,18,3,,N,0,0,,358020,171123,U,South of South Road,0,South West,British Road,0,3,48,2002
6/17/2002,0,0,UU,,,,0,0,2,"Bristol, City of",,E06000023,966007,0,7,0,,S,0,0,,358020,171123,U,South of South Road,0,South West,British Road,0,1,3,2002
6/17/2002,0,0,UU,,,,0,0,14,"Bristol, City of",,E06000023,966007,0,8,1,,S,0,0,,358020,171123,U,South of South Road,0,South West,British Road,0,0,14,2002
6/17/2002,0,0,UU,,,,1,0,10,"Bristol, City of",,E06000023,966007,1,9,3,,S,1,0,,358020,171123,U,South of South Road,0,South West,British Road,0,5,17,2002
6/17/2002,0,0,UU,,,,0,0,19,"Bristol, City of",,E06000023,966007,0,10,0,,S,0,0,,358020,171123,U,South of South Road,0,South West,British Road,0,5,24,2002
6/17/2002,0,0,UU,,,,1,0,29,"Bristol, City of",,E06000023,966007,0,11,1,,S,0,0,,358020,171123,U,South of South Road,0,South West,British Road,0,8,38,2002
6/17/2002,0,0,UU,,,,1,0,18,"Bristol, City of",,E06000023,966007,0,12,3,,S,0,0,,358020,171123,U,South of South Road,0,South West,British Road,0,6,25,2002
6/17/2002,0,0,UU,,,,0,0,22,"Bristol, City of",,E06000023,966007,0,13,3,,S,0,0,,358020,171123,U,South of South Road,0,South West,British Road,0,3,25,2002
6/17/2002,0,0,UU,,,,0,0,15,"Bristol, City of",,E06000023,966007,0,14,3,,S,0,0,,358020,171123,U,South of South Road,0,South West,British Road,0,2,17,2002
6/17/2002,0,0,UU,,,,0,0,29,"Bristol, City of",,E06000023,966007,0,15,2,,S,0,0,,358020,171123,U,South of South Road,0,South West,British Road,0,6,35,2002
6/17/2002,0,0,UU,,,,0,0,36,"Bristol, City of",,E06000023,966007,0,16,1,,S,0,0,,358020,171123,U,South of South Road,0,South West,British Road,0,1,37,2002
6/17/2002,0,0,UU,,,,1,0,29,"Bristol, City of",,E06000023,966007,0,17,12,,S,0,0,,358020,171123,U,South of South Road,0,South West,British Road,0,7,37,2002
6/17/2002,0,0,UU,,,,0,0,37,"Bristol, City of",,E06000023,966007,0,18,4,,S,0,0,,358020,171123,U,South of South Road,0,South West,British Road,0,0,37,2002
6/24/2002,6,1,PR,156073,342640,342266,10,2,442,North Somerset,157350,E06000024,17977,26,7,2,A371 Sidcot Lane,N,14,4, Winscombe Hill,342550,157000,A38,,2,South West,,1,71,553,2002
6/24/2002,4,1,PR,156073,342640,342266,5,3,502,North Somerset,157350,E06000024,17977,24,8,0,A371 Sidcot Lane,N,9,7, Winscombe Hill,342550,157000,A38,,4,South West,,3,48,586,2002
6/24/2002,0,0,PR,156073,342640,342266,4,4,345,North Somerset,157350,E06000024,17977,19,9,0,A371 Sidcot Lane,N,7,4, Winscombe Hill,342550,157000,A38,,1,South West,,7,45,417,2002
6/24/2002,1,1,PR,156073,342640,342266,1,5,326,North Somerset,157350,E06000024,17977,27,10,2,A371 Sidcot Lane,N,16,2, Winscombe Hill,342550,157000,A38,,2,South West,,2,42,398,2002
6/24/2002,3,0,PR,156073,342640,342266,3,2,290,North Somerset,157350,E06000024,17977,32,11,0,A371 Sidcot Lane,N,19,0, Winscombe Hill,342550,157000,A38,,3,South West,,5,36,361,2002
6/24/2002,0,1,PR,156073,342640,342266,0,6,274,North Somerset,157350,E06000024,17977,26,12,0,A371 Sidcot Lane,N,15,1, Winscombe Hill,342550,157000,A38,,2,South West,,2,42,343,2002
6/24/2002,4,0,PR,156073,342640,342266,5,5,362,North Somerset,157350,E06000024,17977,44,13,0,A371 Sidcot Lane,N,24,4, Winscombe Hill,342550,157000,A38,,6,South West,,5,57,472,2002
6/24/2002,6,2,PR,156073,342640,342266,4,5,378,North Somerset,157350,E06000024,17977,48,14,0,A371 Sidcot Lane,N,25,2, Winscombe Hill,342550,157000,A38,,5,South West,,5,65,497,2002
6/24/2002,0,0,PR,156073,342640,342266,3,3,372,North Somerset,157350,E06000024,17977,24,15,0,A371 Sidcot Lane,N,14,7, Winscombe Hill,342550,157000,A38,,5,South West,,2,59,465,2002
6/24/2002,8,2,PR,156073,342640,342266,6,7,365,North Somerset,157350,E06000024,17977,35,16,0,A371 Sidcot Lane,N,10,5, Winscombe Hill,342550,157000,A38,,4,South West,,4,78,489,2002
6/24/2002,1,0,PR,156073,342640,342266,6,0,473,North Somerset,157350,E06000024,17977,17,17,0,A371 Sidcot Lane,N,9,3, Winscombe Hill,342550,157000,A38,,5,South West,,2,63,562,2002
