dCount,HGVR3,HGVA3,RCat,A Ref N,B Ref E,A Ref E,2WMV,HGVR4,CAR,ONS LA Name,B Ref N,ONS LACode,CP,HGV,Hour,PC,B-Junction,iDir,HGVR2,BUS,A-Junction,S Ref E,S Ref N,Road,CP Location,HGVA6,Region Name (GO),Road Name,HGVA5,LGV,AMV,Year
3/29/2004,38,40,TM,183284,361812,360686,19,26,2958,South Gloucestershire,183775,E06000025,99607,467,7,0,15 / M4,N,174,4,16,361000,183482,M5,,107,South West,,82,542,3990,2004
3/29/2004,35,27,TM,183284,361812,360686,23,30,2628,South Gloucestershire,183775,E06000025,99607,432,8,0,15 / M4,N,136,7,16,361000,183482,M5,,96,South West,,108,477,3567,2004
3/29/2004,27,25,TM,183284,361812,360686,11,33,2236,South Gloucestershire,183775,E06000025,99607,455,9,0,15 / M4,N,151,11,16,361000,183482,M5,,96,South West,,123,415,3128,2004
3/29/2004,25,33,TM,183284,361812,360686,5,15,2191,South Gloucestershire,183775,E06000025,99607,444,10,0,15 / M4,N,133,38,16,361000,183482,M5,,86,South West,,152,385,3063,2004
3/29/2004,30,44,TM,183284,361812,360686,15,40,2249,South Gloucestershire,183775,E06000025,99607,451,11,0,15 / M4,N,135,20,16,361000,183482,M5,,73,South West,,129,377,3112,2004
3/29/2004,31,30,TM,183284,361812,360686,11,28,2576,South Gloucestershire,183775,E06000025,99607,482,12,0,15 / M4,N,148,19,16,361000,183482,M5,,105,South West,,140,425,3513,2004
3/29/2004,25,36,TM,183284,361812,360686,12,24,2670,South Gloucestershire,183775,E06000025,99607,447,13,0,15 / M4,N,133,15,16,361000,183482,M5,,114,South West,,115,520,3664,2004
3/29/2004,22,32,TM,183284,361812,360686,7,31,2772,South Gloucestershire,183775,E06000025,99607,457,14,0,15 / M4,N,131,19,16,361000,183482,M5,,111,South West,,130,473,3728,2004
3/29/2004,20,39,TM,183284,361812,360686,19,17,2987,South Gloucestershire,183775,E06000025,99607,450,15,0,15 / M4,N,114,17,16,361000,183482,M5,,147,South West,,113,473,3946,2004
3/29/2004,27,29,TM,183284,361812,360686,40,16,4105,South Gloucestershire,183775,E06000025,99607,428,16,0,15 / M4,N,112,26,16,361000,183482,M5,,127,South West,,117,537,5136,2004
3/29/2004,15,38,TM,183284,361812,360686,45,12,4708,South Gloucestershire,183775,E06000025,99607,371,17,0,15 / M4,N,103,7,16,361000,183482,M5,,102,South West,,101,365,5496,2004
3/29/2004,9,34,TM,183284,361812,360686,29,6,3189,South Gloucestershire,183775,E06000025,99607,299,18,0,15 / M4,N,61,11,16,361000,183482,M5,,105,South West,,84,210,3738,2004
3/29/2004,43,32,TM,183284,361812,360686,27,16,2602,South Gloucestershire,183775,E06000025,99607,497,7,0,15 / M4,S,172,6,16,361000,183482,M5,,102,South West,,132,649,3781,2004
3/29/2004,30,13,TM,183284,361812,360686,51,16,3863,South Gloucestershire,183775,E06000025,99607,344,8,0,15 / M4,S,101,1,16,361000,183482,M5,,87,South West,,97,387,4646,2004
3/29/2004,25,26,TM,183284,361812,360686,19,26,2813,South Gloucestershire,183775,E06000025,99607,402,9,0,15 / M4,S,136,17,16,361000,183482,M5,,91,South West,,98,383,3634,2004
3/29/2004,36,29,TM,183284,361812,360686,7,28,1833,South Gloucestershire,183775,E06000025,99607,475,10,0,15 / M4,S,163,12,16,361000,183482,M5,,95,South West,,124,408,2735,2004
3/29/2004,34,28,TM,183284,361812,360686,10,25,2631,South Gloucestershire,183775,E06000025,99607,432,11,0,15 / M4,S,136,29,16,361000,183482,M5,,83,South West,,126,316,3418,2004
3/29/2004,29,22,TM,183284,361812,360686,9,18,2185,South Gloucestershire,183775,E06000025,99607,364,12,0,15 / M4,S,140,43,16,361000,183482,M5,,68,South West,,87,297,2898,2004
3/29/2004,41,39,TM,183284,361812,360686,18,27,2529,South Gloucestershire,183775,E06000025,99607,439,13,0,15 / M4,S,135,46,16,361000,183482,M5,,112,South West,,85,429,3461,2004
3/29/2004,29,44,TM,183284,361812,360686,11,18,2270,South Gloucestershire,183775,E06000025,99607,435,14,0,15 / M4,S,131,59,16,361000,183482,M5,,130,South West,,83,382,3157,2004
3/29/2004,23,50,TM,183284,361812,360686,12,12,2409,South Gloucestershire,183775,E06000025,99607,429,15,0,15 / M4,S,137,28,16,361000,183482,M5,,93,South West,,114,424,3302,2004
3/29/2004,37,28,TM,183284,361812,360686,23,21,2991,South Gloucestershire,183775,E06000025,99607,391,16,0,15 / M4,S,143,13,16,361000,183482,M5,,97,South West,,65,546,3964,2004
3/29/2004,15,23,TM,183284,361812,360686,20,9,3392,South Gloucestershire,183775,E06000025,99607,320,17,0,15 / M4,S,85,14,16,361000,183482,M5,,108,South West,,80,447,4193,2004
3/29/2004,14,25,TM,183284,361812,360686,20,3,2736,South Gloucestershire,183775,E06000025,99607,250,18,0,15 / M4,S,64,6,16,361000,183482,M5,,63,South West,,81,262,3274,2004
3/16/2004,36,14,TM,162596,341771,337878,40,16,3282,North Somerset,170680,E06000024,56013,282,7,0,20,N,87,10,21,340200,166200,M5,,89,South West,,40,448,4062,2004
3/16/2004,15,10,TM,162596,341771,337878,24,12,3608,North Somerset,170680,E06000024,56013,268,8,0,20,N,73,7,21,340200,166200,M5,,48,South West,,110,416,4323,2004
