dCount,HGVR3,HGVA3,RCat,A Ref N,B Ref E,A Ref E,2WMV,HGVR4,CAR,ONS LA Name,B Ref N,ONS LACode,CP,HGV,Hour,PC,B-Junction,iDir,HGVR2,BUS,S Ref E,A-Junction,S Ref N,Road,CP Location,HGVA6,Region Name (GO),Road Name,HGVA5,LGV,AMV,Year
10/13/2003,0,0,CR,,,,0,0,18,South Gloucestershire,,E06000025,979247,0,7,2,,E,0,0,365455,,193657,C,"west of Sundayshill Lane, Rockhampton",0,South West,Sundayshill Lane,0,2,20,2003
10/13/2003,0,0,CR,,,,0,0,32,South Gloucestershire,,E06000025,979247,0,8,1,,E,0,0,365455,,193657,C,"west of Sundayshill Lane, Rockhampton",0,South West,Sundayshill Lane,0,2,34,2003
10/13/2003,0,0,CR,,,,0,0,18,South Gloucestershire,,E06000025,979247,1,9,0,,E,1,0,365455,,193657,C,"west of Sundayshill Lane, Rockhampton",0,South West,Sundayshill Lane,0,0,19,2003
10/13/2003,0,0,CR,,,,0,0,16,South Gloucestershire,,E06000025,979247,0,10,0,,E,0,0,365455,,193657,C,"west of Sundayshill Lane, Rockhampton",0,South West,Sundayshill Lane,0,2,18,2003
10/13/2003,0,0,CR,,,,0,0,17,South Gloucestershire,,E06000025,979247,0,11,0,,E,0,0,365455,,193657,C,"west of Sundayshill Lane, Rockhampton",0,South West,Sundayshill Lane,0,4,21,2003
10/13/2003,0,0,CR,,,,0,0,13,South Gloucestershire,,E06000025,979247,0,12,2,,E,0,0,365455,,193657,C,"west of Sundayshill Lane, Rockhampton",0,South West,Sundayshill Lane,0,1,14,2003
10/13/2003,0,1,CR,,,,0,0,27,South Gloucestershire,,E06000025,979247,3,13,1,,E,2,0,365455,,193657,C,"west of Sundayshill Lane, Rockhampton",0,South West,Sundayshill Lane,0,3,33,2003
10/13/2003,0,0,CR,,,,0,0,11,South Gloucestershire,,E06000025,979247,0,14,0,,E,0,0,365455,,193657,C,"west of Sundayshill Lane, Rockhampton",0,South West,Sundayshill Lane,0,1,12,2003
10/13/2003,0,0,CR,,,,0,0,28,South Gloucestershire,,E06000025,979247,0,15,0,,E,0,1,365455,,193657,C,"west of Sundayshill Lane, Rockhampton",0,South West,Sundayshill Lane,0,4,33,2003
10/13/2003,0,0,CR,,,,1,0,27,South Gloucestershire,,E06000025,979247,0,16,1,,E,0,1,365455,,193657,C,"west of Sundayshill Lane, Rockhampton",0,South West,Sundayshill Lane,0,2,31,2003
10/13/2003,0,0,CR,,,,0,0,30,South Gloucestershire,,E06000025,979247,0,17,1,,E,0,0,365455,,193657,C,"west of Sundayshill Lane, Rockhampton",0,South West,Sundayshill Lane,0,3,33,2003
10/13/2003,0,0,CR,,,,2,0,21,South Gloucestershire,,E06000025,979247,0,18,3,,E,0,0,365455,,193657,C,"west of Sundayshill Lane, Rockhampton",0,South West,Sundayshill Lane,0,5,28,2003
10/13/2003,0,0,CR,,,,1,0,11,South Gloucestershire,,E06000025,979247,0,7,0,,W,0,1,365455,,193657,C,"west of Sundayshill Lane, Rockhampton",0,South West,Sundayshill Lane,0,2,15,2003
10/13/2003,0,0,CR,,,,0,0,35,South Gloucestershire,,E06000025,979247,1,8,3,,W,1,2,365455,,193657,C,"west of Sundayshill Lane, Rockhampton",0,South West,Sundayshill Lane,0,3,41,2003
10/13/2003,0,0,CR,,,,0,0,27,South Gloucestershire,,E06000025,979247,1,9,0,,W,1,0,365455,,193657,C,"west of Sundayshill Lane, Rockhampton",0,South West,Sundayshill Lane,0,2,30,2003
10/13/2003,0,0,CR,,,,0,0,11,South Gloucestershire,,E06000025,979247,0,10,0,,W,0,0,365455,,193657,C,"west of Sundayshill Lane, Rockhampton",0,South West,Sundayshill Lane,0,3,14,2003
10/13/2003,0,0,CR,,,,0,0,17,South Gloucestershire,,E06000025,979247,0,11,1,,W,0,0,365455,,193657,C,"west of Sundayshill Lane, Rockhampton",0,South West,Sundayshill Lane,0,1,18,2003
10/13/2003,0,0,CR,,,,0,0,22,South Gloucestershire,,E06000025,979247,0,12,1,,W,0,0,365455,,193657,C,"west of Sundayshill Lane, Rockhampton",0,South West,Sundayshill Lane,0,1,23,2003
10/13/2003,0,0,CR,,,,0,0,20,South Gloucestershire,,E06000025,979247,0,13,1,,W,0,0,365455,,193657,C,"west of Sundayshill Lane, Rockhampton",0,South West,Sundayshill Lane,0,2,22,2003
10/13/2003,0,0,CR,,,,0,0,11,South Gloucestershire,,E06000025,979247,0,14,0,,W,0,0,365455,,193657,C,"west of Sundayshill Lane, Rockhampton",0,South West,Sundayshill Lane,0,0,11,2003
10/13/2003,0,0,CR,,,,0,0,31,South Gloucestershire,,E06000025,979247,0,15,1,,W,0,0,365455,,193657,C,"west of Sundayshill Lane, Rockhampton",0,South West,Sundayshill Lane,0,4,35,2003
10/13/2003,0,0,CR,,,,1,0,26,South Gloucestershire,,E06000025,979247,0,16,0,,W,0,0,365455,,193657,C,"west of Sundayshill Lane, Rockhampton",0,South West,Sundayshill Lane,0,1,28,2003
10/13/2003,0,0,CR,,,,2,0,41,South Gloucestershire,,E06000025,979247,1,17,2,,W,1,0,365455,,193657,C,"west of Sundayshill Lane, Rockhampton",0,South West,Sundayshill Lane,0,3,47,2003
10/13/2003,0,0,CR,,,,0,0,21,South Gloucestershire,,E06000025,979247,0,18,1,,W,0,0,365455,,193657,C,"west of Sundayshill Lane, Rockhampton",0,South West,Sundayshill Lane,0,1,22,2003
10/3/2003,0,0,CU,,,,2,0,110,North Somerset,,E06000024,965114,0,7,2,,N,0,4,332100,,161000,C,,0,South West,Walliscote Road,0,12,128,2003
10/3/2003,1,0,CU,,,,1,0,377,North Somerset,,E06000024,965114,3,8,9,,N,2,10,332100,,161000,C,,0,South West,Walliscote Road,0,31,422,2003
10/3/2003,0,0,CU,,,,0,0,245,North Somerset,,E06000024,965114,3,9,6,,N,3,12,332100,,161000,C,,0,South West,Walliscote Road,0,22,282,2003
10/3/2003,0,1,CU,,,,2,0,249,North Somerset,,E06000024,965114,2,10,12,,N,1,13,332100,,161000,C,,0,South West,Walliscote Road,0,20,286,2003
10/3/2003,1,0,CU,,,,2,0,218,North Somerset,,E06000024,965114,3,11,6,,N,2,9,332100,,161000,C,,0,South West,Walliscote Road,0,22,254,2003
10/3/2003,0,0,CU,,,,0,0,221,North Somerset,,E06000024,965114,2,12,11,,N,2,10,332100,,161000,C,,0,South West,Walliscote Road,0,28,261,2003
