dCount,HGVR3,HGVA3,RCat,A Ref N,B Ref E,A Ref E,2WMV,HGVR4,CAR,ONS LA Name,B Ref N,ONS LACode,CP,HGV,Hour,PC,B-Junction,iDir,HGVR2,BUS,A-Junction,S Ref E,S Ref N,Road,CP Location,HGVA6,Region Name (GO),Road Name,HGVA5,LGV,AMV,Year
5/14/2008,4,2,PU,171890,359017,357230,17,5,613,"Bristol, City of",172014,E06000023,16961,31,7,24,A38 roundabout,N,12,2,A3029/B3120,357400,172000,A370,,5,South West,,3,100,763,2008
5/14/2008,5,2,PU,171890,359017,357230,18,4,793,"Bristol, City of",172014,E06000023,16961,27,8,31,A38 roundabout,N,12,2,A3029/B3120,357400,172000,A370,,1,South West,,3,101,941,2008
5/14/2008,6,3,PU,171890,359017,357230,8,4,631,"Bristol, City of",172014,E06000023,16961,44,9,14,A38 roundabout,N,23,9,A3029/B3120,357400,172000,A370,,5,South West,,3,145,837,2008
5/14/2008,7,0,PU,171890,359017,357230,4,5,420,"Bristol, City of",172014,E06000023,16961,36,10,4,A38 roundabout,N,17,5,A3029/B3120,357400,172000,A370,,4,South West,,3,92,557,2008
5/14/2008,7,0,PU,171890,359017,357230,4,5,420,"Bristol, City of",172014,E06000023,16961,36,11,4,A38 roundabout,N,17,5,A3029/B3120,357400,172000,A370,,4,South West,,3,92,557,2008
5/14/2008,4,1,PU,171890,359017,357230,6,5,422,"Bristol, City of",172014,E06000023,16961,34,12,12,A38 roundabout,N,16,2,A3029/B3120,357400,172000,A370,,5,South West,,3,77,541,2008
5/14/2008,3,0,PU,171890,359017,357230,9,2,445,"Bristol, City of",172014,E06000023,16961,30,13,7,A38 roundabout,N,19,3,A3029/B3120,357400,172000,A370,,5,South West,,1,113,600,2008
5/14/2008,6,0,PU,171890,359017,357230,6,4,429,"Bristol, City of",172014,E06000023,16961,21,14,3,A38 roundabout,N,10,9,A3029/B3120,357400,172000,A370,,1,South West,,0,131,596,2008
5/14/2008,8,3,PU,171890,359017,357230,6,3,531,"Bristol, City of",172014,E06000023,16961,33,15,6,A38 roundabout,N,16,14,A3029/B3120,357400,172000,A370,,2,South West,,1,84,668,2008
5/14/2008,2,0,PU,171890,359017,357230,12,0,721,"Bristol, City of",172014,E06000023,16961,17,16,18,A38 roundabout,N,13,6,A3029/B3120,357400,172000,A370,,2,South West,,0,131,887,2008
5/14/2008,0,0,PU,171890,359017,357230,12,2,729,"Bristol, City of",172014,E06000023,16961,8,17,12,A38 roundabout,N,5,6,A3029/B3120,357400,172000,A370,,1,South West,,0,54,809,2008
