dCount,HGVR3,HGVA3,RCat,A Ref N,B Ref E,A Ref E,2WMV,HGVR4,CAR,ONS LA Name,B Ref N,ONS LACode,CP,HGV,Hour,PC,B-Junction,iDir,HGVR2,BUS,S Ref E,A-Junction,S Ref N,Road,CP Location,HGVA6,Region Name (GO),Road Name,HGVA5,LGV,AMV,Year
3/22/2001,0,0,UU,,,,0,0,49,"Bristol, City of",,E06000023,966011,0,7,4,,N,0,1,361318,,174898,U,North of east Park Drive,0,South West,East Park,0,13,63,2001
3/22/2001,0,0,UU,,,,0,0,124,"Bristol, City of",,E06000023,966011,0,8,5,,N,0,0,361318,,174898,U,North of east Park Drive,0,South West,East Park,0,16,140,2001
3/22/2001,1,0,UU,,,,0,0,56,"Bristol, City of",,E06000023,966011,2,9,4,,N,1,2,361318,,174898,U,North of east Park Drive,0,South West,East Park,0,5,65,2001
3/22/2001,0,0,UU,,,,1,0,52,"Bristol, City of",,E06000023,966011,1,10,1,,N,1,0,361318,,174898,U,North of east Park Drive,0,South West,East Park,0,8,62,2001
3/22/2001,0,0,UU,,,,0,0,49,"Bristol, City of",,E06000023,966011,1,11,2,,N,1,0,361318,,174898,U,North of east Park Drive,0,South West,East Park,0,14,64,2001
3/22/2001,0,0,UU,,,,1,0,58,"Bristol, City of",,E06000023,966011,0,12,2,,N,0,0,361318,,174898,U,North of east Park Drive,0,South West,East Park,0,5,64,2001
3/22/2001,0,0,UU,,,,1,0,57,"Bristol, City of",,E06000023,966011,0,13,3,,N,0,1,361318,,174898,U,North of east Park Drive,0,South West,East Park,0,6,65,2001
3/22/2001,0,0,UU,,,,0,0,47,"Bristol, City of",,E06000023,966011,2,14,2,,N,2,1,361318,,174898,U,North of east Park Drive,0,South West,East Park,0,8,58,2001
3/22/2001,0,0,UU,,,,0,0,103,"Bristol, City of",,E06000023,966011,0,15,3,,N,0,1,361318,,174898,U,North of east Park Drive,0,South West,East Park,0,9,113,2001
3/22/2001,0,0,UU,,,,1,0,52,"Bristol, City of",,E06000023,966011,1,16,3,,N,1,2,361318,,174898,U,North of east Park Drive,0,South West,East Park,0,6,62,2001
3/22/2001,0,0,UU,,,,0,0,55,"Bristol, City of",,E06000023,966011,0,17,1,,N,0,0,361318,,174898,U,North of east Park Drive,0,South West,East Park,0,12,67,2001
