dCount,HGVR3,HGVA3,RCat,A Ref N,B Ref E,A Ref E,2WMV,HGVR4,CAR,ONS LA Name,B Ref N,ONS LACode,CP,HGV,Hour,PC,B-Junction,iDir,HGVR2,BUS,A-Junction,S Ref E,S Ref N,Road,CP Location,HGVA6,Region Name (GO),Road Name,HGVA5,LGV,AMV,Year
10/26/2012,1,1,PR,154946,371980,368884,11,1,664,Bath and North East Somerset,160780,E06000022,47031,17,7,4,B3115,N,12,16,A362,370000,156940,A367,,2,South West,,0,157,865,2012
10/26/2012,6,2,PR,154946,371980,368884,14,0,636,Bath and North East Somerset,160780,E06000022,47031,19,8,4,B3115,N,10,18,A362,370000,156940,A367,,0,South West,,1,87,774,2012
10/26/2012,6,1,PR,154946,371980,368884,6,2,514,Bath and North East Somerset,160780,E06000022,47031,22,9,0,B3115,N,11,6,A362,370000,156940,A367,,0,South West,,2,63,611,2012
10/26/2012,4,0,PR,154946,371980,368884,1,4,458,Bath and North East Somerset,160780,E06000022,47031,32,10,1,B3115,N,23,6,A362,370000,156940,A367,,0,South West,,1,70,567,2012
10/26/2012,7,1,PR,154946,371980,368884,3,3,363,Bath and North East Somerset,160780,E06000022,47031,39,11,0,B3115,N,26,9,A362,370000,156940,A367,,1,South West,,1,44,458,2012
10/26/2012,0,3,PR,154946,371980,368884,2,1,409,Bath and North East Somerset,160780,E06000022,47031,32,12,0,B3115,N,23,7,A362,370000,156940,A367,,4,South West,,1,52,502,2012
10/26/2012,4,1,PR,154946,371980,368884,2,5,365,Bath and North East Somerset,160780,E06000022,47031,27,13,0,B3115,N,14,5,A362,370000,156940,A367,,0,South West,,3,47,446,2012
10/26/2012,2,0,PR,154946,371980,368884,4,6,318,Bath and North East Somerset,160780,E06000022,47031,24,14,0,B3115,N,13,17,A362,370000,156940,A367,,2,South West,,1,55,418,2012
10/26/2012,3,0,PR,154946,371980,368884,3,0,324,Bath and North East Somerset,160780,E06000022,47031,18,15,1,B3115,N,12,11,A362,370000,156940,A367,,2,South West,,1,63,419,2012
10/26/2012,4,0,PR,154946,371980,368884,3,1,383,Bath and North East Somerset,160780,E06000022,47031,11,16,2,B3115,N,6,11,A362,370000,156940,A367,,0,South West,,0,49,457,2012
10/26/2012,2,0,PR,154946,371980,368884,1,0,402,Bath and North East Somerset,160780,E06000022,47031,11,17,2,B3115,N,9,7,A362,370000,156940,A367,,0,South West,,0,33,454,2012
10/26/2012,0,0,PR,154946,371980,368884,1,0,398,Bath and North East Somerset,160780,E06000022,47031,6,18,0,B3115,N,4,3,A362,370000,156940,A367,,2,South West,,0,32,440,2012
10/26/2012,5,0,PR,154946,371980,368884,1,1,218,Bath and North East Somerset,160780,E06000022,47031,25,7,2,B3115,S,14,10,A362,370000,156940,A367,,3,South West,,2,49,303,2012
