dCount,HGVR3,HGVA3,RCat,A Ref N,B Ref E,A Ref E,2WMV,HGVR4,CAR,ONS LA Name,B Ref N,ONS LACode,CP,HGV,Hour,PC,B-Junction,iDir,HGVR2,BUS,A-Junction,S Ref E,S Ref N,Road,CP Location,HGVA6,Region Name (GO),Road Name,HGVA5,LGV,AMV,Year
9/24/2001,3,0,PU,173530,362360,361620,12,0,343,"Bristol, City of",173630,E06000023,47131,17,7,8,A431,E,13,39,B4467,362000,173530,A420,,0,South West,,1,73,484,2001
9/24/2001,2,1,PU,173530,362360,361620,4,0,460,"Bristol, City of",173630,E06000023,47131,18,8,0,A431,E,15,16,B4467,362000,173530,A420,,0,South West,,0,93,591,2001
9/24/2001,1,1,PU,173530,362360,361620,8,0,344,"Bristol, City of",173630,E06000023,47131,16,9,3,A431,E,13,24,B4467,362000,173530,A420,,1,South West,,0,102,494,2001
9/24/2001,1,1,PU,173530,362360,361620,7,1,383,"Bristol, City of",173630,E06000023,47131,23,10,2,A431,E,19,20,B4467,362000,173530,A420,,1,South West,,0,144,577,2001
9/24/2001,3,2,PU,173530,362360,361620,4,3,422,"Bristol, City of",173630,E06000023,47131,29,11,2,A431,E,17,17,B4467,362000,173530,A420,,1,South West,,3,102,574,2001
9/24/2001,2,0,PU,173530,362360,361620,5,1,436,"Bristol, City of",173630,E06000023,47131,17,12,1,A431,E,13,17,B4467,362000,173530,A420,,0,South West,,1,80,555,2001
9/24/2001,3,0,PU,173530,362360,361620,10,1,525,"Bristol, City of",173630,E06000023,47131,20,13,6,A431,E,15,20,B4467,362000,173530,A420,,1,South West,,0,104,679,2001
9/24/2001,1,0,PU,173530,362360,361620,15,2,565,"Bristol, City of",173630,E06000023,47131,24,14,1,A431,E,17,17,B4467,362000,173530,A420,,1,South West,,3,133,754,2001
9/24/2001,1,1,PU,173530,362360,361620,13,0,620,"Bristol, City of",173630,E06000023,47131,13,15,6,A431,E,9,21,B4467,362000,173530,A420,,1,South West,,1,119,786,2001
9/24/2001,0,1,PU,173530,362360,361620,43,1,709,"Bristol, City of",173630,E06000023,47131,14,16,18,A431,E,10,19,B4467,362000,173530,A420,,1,South West,,1,130,915,2001
9/24/2001,0,0,PU,173530,362360,361620,45,0,804,"Bristol, City of",173630,E06000023,47131,13,17,27,A431,E,11,20,B4467,362000,173530,A420,,1,South West,,1,112,994,2001
9/24/2001,0,0,PU,173530,362360,361620,21,0,745,"Bristol, City of",173630,E06000023,47131,1,18,15,A431,E,1,21,B4467,362000,173530,A420,,0,South West,,0,65,853,2001
9/24/2001,1,0,PU,173530,362360,361620,50,0,672,"Bristol, City of",173630,E06000023,47131,17,7,34,A431,W,15,16,B4467,362000,173530,A420,,1,South West,,0,173,928,2001
