dCount,HGVR3,HGVA3,RCat,2WMV,HGVR4,CAR,ONS LA Name,ONS LACode,CP,HGV,Hour,PC,iDir,HGVR2,BUS,S Ref E,S Ref N,Road,CP Location,HGVA6,Region Name (GO),Road Name,HGVA5,LGV,AMV,Year
3/23/2015,0,0,UU,1,0,57,North Somerset,E06000024,947287,2,11,1,S,2,1,340398,170158,U,Clevedon,0,South West,Mill Cross,0,4,65,2015
3/23/2015,1,0,UU,0,0,90,North Somerset,E06000024,947287,1,12,2,S,0,1,340398,170158,U,Clevedon,0,South West,Mill Cross,0,13,105,2015
3/23/2015,0,0,UU,0,0,75,North Somerset,E06000024,947287,0,13,0,S,0,1,340398,170158,U,Clevedon,0,South West,Mill Cross,0,13,89,2015
3/23/2015,0,0,UU,1,0,87,North Somerset,E06000024,947287,2,14,1,S,2,1,340398,170158,U,Clevedon,0,South West,Mill Cross,0,10,101,2015
3/23/2015,0,0,UU,1,0,119,North Somerset,E06000024,947287,3,15,0,S,3,1,340398,170158,U,Clevedon,0,South West,Mill Cross,0,8,132,2015
3/23/2015,0,0,UU,0,0,134,North Somerset,E06000024,947287,0,16,3,S,0,1,340398,170158,U,Clevedon,0,South West,Mill Cross,0,17,152,2015
3/23/2015,0,0,UU,4,0,154,North Somerset,E06000024,947287,0,17,3,S,0,1,340398,170158,U,Clevedon,0,South West,Mill Cross,0,18,177,2015
3/23/2015,0,0,UU,0,0,118,North Somerset,E06000024,947287,0,18,0,S,0,1,340398,170158,U,Clevedon,0,South West,Mill Cross,0,17,136,2015
3/16/2015,1,0,UU,1,0,24,South Gloucestershire,E06000025,947526,1,7,3,N,0,0,364276,172060,U,north of Bibury Crescent,0,South West,HUNTERS ROAD,0,6,32,2015
3/16/2015,1,0,UU,1,0,50,South Gloucestershire,E06000025,947526,1,8,5,N,0,0,364276,172060,U,north of Bibury Crescent,0,South West,HUNTERS ROAD,0,6,58,2015
3/16/2015,1,0,UU,0,0,50,South Gloucestershire,E06000025,947526,1,9,1,N,0,0,364276,172060,U,north of Bibury Crescent,0,South West,HUNTERS ROAD,0,8,59,2015
3/16/2015,0,0,UU,0,0,21,South Gloucestershire,E06000025,947526,0,10,0,N,0,0,364276,172060,U,north of Bibury Crescent,0,South West,HUNTERS ROAD,0,4,25,2015
3/16/2015,1,0,UU,0,0,26,South Gloucestershire,E06000025,947526,2,11,1,N,1,0,364276,172060,U,north of Bibury Crescent,0,South West,HUNTERS ROAD,0,6,34,2015
3/16/2015,0,0,UU,0,0,22,South Gloucestershire,E06000025,947526,0,12,0,N,0,0,364276,172060,U,north of Bibury Crescent,0,South West,HUNTERS ROAD,0,1,23,2015
3/16/2015,0,0,UU,0,0,24,South Gloucestershire,E06000025,947526,0,13,0,N,0,0,364276,172060,U,north of Bibury Crescent,0,South West,HUNTERS ROAD,0,3,27,2015
3/16/2015,0,0,UU,0,0,25,South Gloucestershire,E06000025,947526,0,14,1,N,0,0,364276,172060,U,north of Bibury Crescent,0,South West,HUNTERS ROAD,0,2,27,2015
3/16/2015,0,0,UU,0,0,60,South Gloucestershire,E06000025,947526,0,15,17,N,0,0,364276,172060,U,north of Bibury Crescent,0,South West,HUNTERS ROAD,0,4,64,2015
3/16/2015,0,0,UU,0,0,37,South Gloucestershire,E06000025,947526,0,16,0,N,0,0,364276,172060,U,north of Bibury Crescent,0,South West,HUNTERS ROAD,0,3,40,2015
3/16/2015,0,0,UU,0,0,31,South Gloucestershire,E06000025,947526,0,17,0,N,0,0,364276,172060,U,north of Bibury Crescent,0,South West,HUNTERS ROAD,0,2,33,2015
3/16/2015,0,0,UU,0,0,21,South Gloucestershire,E06000025,947526,0,18,6,N,0,0,364276,172060,U,north of Bibury Crescent,0,South West,HUNTERS ROAD,0,3,24,2015
3/16/2015,0,0,UU,0,0,15,South Gloucestershire,E06000025,947526,0,7,1,S,0,0,364276,172060,U,north of Bibury Crescent,0,South West,HUNTERS ROAD,0,3,18,2015
3/16/2015,0,0,UU,0,0,57,South Gloucestershire,E06000025,947526,0,8,10,S,0,0,364276,172060,U,north of Bibury Crescent,0,South West,HUNTERS ROAD,0,2,59,2015
3/16/2015,0,0,UU,0,0,27,South Gloucestershire,E06000025,947526,0,9,1,S,0,0,364276,172060,U,north of Bibury Crescent,0,South West,HUNTERS ROAD,0,5,32,2015
3/16/2015,1,0,UU,0,0,24,South Gloucestershire,E06000025,947526,1,10,0,S,0,1,364276,172060,U,north of Bibury Crescent,0,South West,HUNTERS ROAD,0,0,26,2015
3/16/2015,2,0,UU,0,0,23,South Gloucestershire,E06000025,947526,2,11,0,S,0,0,364276,172060,U,north of Bibury Crescent,0,South West,HUNTERS ROAD,0,2,27,2015
3/16/2015,0,0,UU,0,0,21,South Gloucestershire,E06000025,947526,0,12,0,S,0,0,364276,172060,U,north of Bibury Crescent,0,South West,HUNTERS ROAD,0,3,24,2015
3/16/2015,0,0,UU,0,0,22,South Gloucestershire,E06000025,947526,0,13,1,S,0,0,364276,172060,U,north of Bibury Crescent,0,South West,HUNTERS ROAD,0,5,27,2015
3/16/2015,0,0,UU,0,0,58,South Gloucestershire,E06000025,947526,0,14,2,S,0,0,364276,172060,U,north of Bibury Crescent,0,South West,HUNTERS ROAD,0,3,61,2015
3/16/2015,0,0,UU,0,0,56,South Gloucestershire,E06000025,947526,0,15,0,S,0,0,364276,172060,U,north of Bibury Crescent,0,South West,HUNTERS ROAD,0,2,58,2015
3/16/2015,0,0,UU,0,0,35,South Gloucestershire,E06000025,947526,0,16,0,S,0,0,364276,172060,U,north of Bibury Crescent,0,South West,HUNTERS ROAD,0,2,37,2015
3/16/2015,0,0,UU,1,0,65,South Gloucestershire,E06000025,947526,0,17,3,S,0,0,364276,172060,U,north of Bibury Crescent,0,South West,HUNTERS ROAD,0,7,73,2015
3/16/2015,0,0,UU,1,0,35,South Gloucestershire,E06000025,947526,0,18,3,S,0,1,364276,172060,U,north of Bibury Crescent,0,South West,HUNTERS ROAD,0,3,40,2015
3/25/2015,0,0,UU,0,0,25,"Bristol, City of",E06000023,946813,0,7,2,E,0,0,361210,168995,U,East of Wells Road,0,South West,DAVID'S ROAD,0,5,30,2015
3/25/2015,0,0,UU,1,0,42,"Bristol, City of",E06000023,946813,0,8,0,E,0,0,361210,168995,U,East of Wells Road,0,South West,DAVID'S ROAD,0,4,47,2015
3/25/2015,0,0,UU,0,0,45,"Bristol, City of",E06000023,946813,1,9,1,E,1,1,361210,168995,U,East of Wells Road,0,South West,DAVID'S ROAD,0,4,51,2015
3/25/2015,0,0,UU,0,0,45,"Bristol, City of",E06000023,946813,0,10,1,E,0,1,361210,168995,U,East of Wells Road,0,South West,DAVID'S ROAD,0,7,53,2015
3/25/2015,1,0,UU,0,0,59,"Bristol, City of",E06000023,946813,1,11,0,E,0,1,361210,168995,U,East of Wells Road,0,South West,DAVID'S ROAD,0,7,68,2015
3/25/2015,0,0,UU,1,0,75,"Bristol, City of",E06000023,946813,1,12,1,E,1,1,361210,168995,U,East of Wells Road,0,South West,DAVID'S ROAD,0,7,85,2015
3/25/2015,1,0,UU,2,0,79,"Bristol, City of",E06000023,946813,1,13,0,E,0,1,361210,168995,U,East of Wells Road,0,South West,DAVID'S ROAD,0,11,94,2015
3/25/2015,0,0,UU,1,0,95,"Bristol, City of",E06000023,946813,0,14,0,E,0,1,361210,168995,U,East of Wells Road,0,South West,DAVID'S ROAD,0,17,114,2015
3/25/2015,0,0,UU,2,0,90,"Bristol, City of",E06000023,946813,0,15,4,E,0,0,361210,168995,U,East of Wells Road,0,South West,DAVID'S ROAD,0,13,105,2015
3/25/2015,0,0,UU,2,0,78,"Bristol, City of",E06000023,946813,0,16,1,E,0,0,361210,168995,U,East of Wells Road,0,South West,DAVID'S ROAD,0,19,99,2015
3/25/2015,0,0,UU,3,0,103,"Bristol, City of",E06000023,946813,0,17,4,E,0,0,361210,168995,U,East of Wells Road,0,South West,DAVID'S ROAD,0,20,126,2015
3/25/2015,0,0,UU,0,0,73,"Bristol, City of",E06000023,946813,0,18,0,E,0,0,361210,168995,U,East of Wells Road,0,South West,DAVID'S ROAD,0,14,87,2015
3/25/2015,0,0,UU,1,0,50,"Bristol, City of",E06000023,946813,0,7,0,W,0,0,361210,168995,U,East of Wells Road,0,South West,DAVID'S ROAD,0,19,70,2015
3/25/2015,0,0,UU,1,0,100,"Bristol, City of",E06000023,946813,0,8,5,W,0,0,361210,168995,U,East of Wells Road,0,South West,DAVID'S ROAD,0,11,112,2015
3/25/2015,0,0,UU,1,0,70,"Bristol, City of",E06000023,946813,1,9,1,W,1,0,361210,168995,U,East of Wells Road,0,South West,DAVID'S ROAD,0,8,80,2015
3/25/2015,0,0,UU,5,0,54,"Bristol, City of",E06000023,946813,0,10,0,W,0,0,361210,168995,U,East of Wells Road,0,South West,DAVID'S ROAD,0,5,64,2015
3/25/2015,0,0,UU,0,0,60,"Bristol, City of",E06000023,946813,0,11,0,W,0,0,361210,168995,U,East of Wells Road,0,South West,DAVID'S ROAD,0,3,63,2015
3/25/2015,0,0,UU,1,0,55,"Bristol, City of",E06000023,946813,2,12,0,W,2,0,361210,168995,U,East of Wells Road,0,South West,DAVID'S ROAD,0,4,62,2015
3/25/2015,1,0,UU,0,0,61,"Bristol, City of",E06000023,946813,1,13,0,W,0,0,361210,168995,U,East of Wells Road,0,South West,DAVID'S ROAD,0,2,64,2015
3/25/2015,0,0,UU,1,0,74,"Bristol, City of",E06000023,946813,0,14,1,W,0,0,361210,168995,U,East of Wells Road,0,South West,DAVID'S ROAD,0,14,89,2015
3/25/2015,0,0,UU,2,0,73,"Bristol, City of",E06000023,946813,0,15,0,W,0,0,361210,168995,U,East of Wells Road,0,South West,DAVID'S ROAD,0,13,88,2015
3/25/2015,0,0,UU,2,0,70,"Bristol, City of",E06000023,946813,0,16,3,W,0,0,361210,168995,U,East of Wells Road,0,South West,DAVID'S ROAD,0,12,84,2015
3/25/2015,0,0,UU,0,0,96,"Bristol, City of",E06000023,946813,0,17,0,W,0,0,361210,168995,U,East of Wells Road,0,South West,DAVID'S ROAD,0,10,106,2015
3/25/2015,0,0,UU,0,0,86,"Bristol, City of",E06000023,946813,0,18,0,W,0,0,361210,168995,U,East of Wells Road,0,South West,DAVID'S ROAD,0,16,102,2015
3/25/2015,0,0,UU,0,0,9,North Somerset,E06000024,947285,0,7,0,N,0,0,345573,160515,U,Langford,0,South West,STOCKMEAD,0,1,10,2015
3/25/2015,0,0,UU,0,0,13,North Somerset,E06000024,947285,1,8,0,N,1,0,345573,160515,U,Langford,0,South West,STOCKMEAD,0,2,16,2015
3/25/2015,0,0,UU,0,0,13,North Somerset,E06000024,947285,0,9,1,N,0,0,345573,160515,U,Langford,0,South West,STOCKMEAD,0,2,15,2015
3/25/2015,0,0,UU,0,0,6,North Somerset,E06000024,947285,0,10,0,N,0,0,345573,160515,U,Langford,0,South West,STOCKMEAD,0,0,6,2015
3/25/2015,0,0,UU,0,0,11,North Somerset,E06000024,947285,0,11,0,N,0,0,345573,160515,U,Langford,0,South West,STOCKMEAD,0,1,12,2015
3/25/2015,0,0,UU,0,0,9,North Somerset,E06000024,947285,0,12,1,N,0,0,345573,160515,U,Langford,0,South West,STOCKMEAD,0,1,10,2015
3/25/2015,0,0,UU,0,0,9,North Somerset,E06000024,947285,0,13,0,N,0,0,345573,160515,U,Langford,0,South West,STOCKMEAD,0,0,9,2015
3/25/2015,0,0,UU,0,0,8,North Somerset,E06000024,947285,0,14,1,N,0,0,345573,160515,U,Langford,0,South West,STOCKMEAD,0,0,8,2015
3/25/2015,0,0,UU,0,0,11,North Somerset,E06000024,947285,0,15,0,N,0,0,345573,160515,U,Langford,0,South West,STOCKMEAD,0,2,13,2015
3/25/2015,0,0,UU,0,0,7,North Somerset,E06000024,947285,0,16,0,N,0,0,345573,160515,U,Langford,0,South West,STOCKMEAD,0,1,8,2015
3/25/2015,0,0,UU,1,0,14,North Somerset,E06000024,947285,0,17,1,N,0,0,345573,160515,U,Langford,0,South West,STOCKMEAD,0,3,18,2015
3/25/2015,0,0,UU,2,0,10,North Somerset,E06000024,947285,0,18,0,N,0,0,345573,160515,U,Langford,0,South West,STOCKMEAD,0,1,13,2015
3/25/2015,0,0,UU,0,0,9,North Somerset,E06000024,947285,0,7,0,S,0,0,345573,160515,U,Langford,0,South West,STOCKMEAD,0,2,11,2015
3/25/2015,0,0,UU,1,0,13,North Somerset,E06000024,947285,0,8,0,S,0,0,345573,160515,U,Langford,0,South West,STOCKMEAD,0,1,15,2015
3/25/2015,0,0,UU,0,0,14,North Somerset,E06000024,947285,0,9,1,S,0,0,345573,160515,U,Langford,0,South West,STOCKMEAD,0,3,17,2015
3/25/2015,0,0,UU,0,0,7,North Somerset,E06000024,947285,0,10,0,S,0,0,345573,160515,U,Langford,0,South West,STOCKMEAD,0,1,8,2015
3/25/2015,0,0,UU,0,0,5,North Somerset,E06000024,947285,0,11,0,S,0,0,345573,160515,U,Langford,0,South West,STOCKMEAD,0,1,6,2015
3/25/2015,0,0,UU,0,0,8,North Somerset,E06000024,947285,0,12,0,S,0,0,345573,160515,U,Langford,0,South West,STOCKMEAD,0,1,9,2015
3/25/2015,0,0,UU,0,0,9,North Somerset,E06000024,947285,0,13,0,S,0,0,345573,160515,U,Langford,0,South West,STOCKMEAD,0,1,10,2015
3/25/2015,0,0,UU,0,0,10,North Somerset,E06000024,947285,0,14,0,S,0,0,345573,160515,U,Langford,0,South West,STOCKMEAD,0,0,10,2015
3/25/2015,0,0,UU,0,0,8,North Somerset,E06000024,947285,0,15,0,S,0,0,345573,160515,U,Langford,0,South West,STOCKMEAD,0,0,8,2015
3/25/2015,0,0,UU,0,0,11,North Somerset,E06000024,947285,0,16,0,S,0,0,345573,160515,U,Langford,0,South West,STOCKMEAD,0,1,12,2015
3/25/2015,0,0,UU,0,0,16,North Somerset,E06000024,947285,0,17,0,S,0,0,345573,160515,U,Langford,0,South West,STOCKMEAD,0,0,16,2015
3/25/2015,0,0,UU,2,0,8,North Somerset,E06000024,947285,0,18,0,S,0,0,345573,160515,U,Langford,0,South West,STOCKMEAD,0,0,10,2015
3/26/2015,0,0,UU,6,0,273,"Bristol, City of",E06000023,946804,3,7,36,E,3,0,357986,172619,U,West of York Place,0,South West,ST GEORGE'S ROAD,0,40,322,2015
3/26/2015,0,0,UU,12,0,252,"Bristol, City of",E06000023,946804,2,8,39,E,2,0,357986,172619,U,West of York Place,0,South West,ST GEORGE'S ROAD,0,39,305,2015
3/26/2015,4,0,UU,11,0,338,"Bristol, City of",E06000023,946804,9,9,37,E,5,1,357986,172619,U,West of York Place,0,South West,ST GEORGE'S ROAD,0,27,386,2015
3/26/2015,0,0,UU,2,0,196,"Bristol, City of",E06000023,946804,5,10,11,E,5,0,357986,172619,U,West of York Place,0,South West,ST GEORGE'S ROAD,0,33,236,2015
3/26/2015,0,0,UU,1,1,155,"Bristol, City of",E06000023,946804,4,11,11,E,3,1,357986,172619,U,West of York Place,0,South West,ST GEORGE'S ROAD,0,52,213,2015
3/26/2015,1,0,UU,1,0,141,"Bristol, City of",E06000023,946804,4,12,12,E,3,1,357986,172619,U,West of York Place,0,South West,ST GEORGE'S ROAD,0,39,186,2015
3/26/2015,0,0,UU,2,0,182,"Bristol, City of",E06000023,946804,4,13,12,E,3,0,357986,172619,U,West of York Place,1,South West,ST GEORGE'S ROAD,0,15,203,2015
3/26/2015,0,0,UU,1,0,141,"Bristol, City of",E06000023,946804,3,14,15,E,2,0,357986,172619,U,West of York Place,1,South West,ST GEORGE'S ROAD,0,36,181,2015
3/26/2015,0,0,UU,3,3,189,"Bristol, City of",E06000023,946804,3,15,15,E,0,0,357986,172619,U,West of York Place,0,South West,ST GEORGE'S ROAD,0,25,220,2015
3/26/2015,0,0,UU,1,0,188,"Bristol, City of",E06000023,946804,0,16,19,E,0,0,357986,172619,U,West of York Place,0,South West,ST GEORGE'S ROAD,0,25,214,2015
3/26/2015,0,0,UU,6,0,243,"Bristol, City of",E06000023,946804,1,17,25,E,1,0,357986,172619,U,West of York Place,0,South West,ST GEORGE'S ROAD,0,20,270,2015
3/26/2015,0,0,UU,3,0,194,"Bristol, City of",E06000023,946804,0,18,11,E,0,0,357986,172619,U,West of York Place,0,South West,ST GEORGE'S ROAD,0,20,217,2015
3/26/2015,0,0,UU,1,1,70,"Bristol, City of",E06000023,946804,2,7,8,W,1,0,357986,172619,U,West of York Place,0,South West,ST GEORGE'S ROAD,0,10,83,2015
3/26/2015,0,0,UU,1,0,83,"Bristol, City of",E06000023,946804,1,8,15,W,1,0,357986,172619,U,West of York Place,0,South West,ST GEORGE'S ROAD,0,18,103,2015
3/26/2015,0,0,UU,2,0,100,"Bristol, City of",E06000023,946804,2,9,21,W,2,0,357986,172619,U,West of York Place,0,South West,ST GEORGE'S ROAD,0,17,121,2015
3/26/2015,0,0,UU,2,0,95,"Bristol, City of",E06000023,946804,3,10,3,W,3,0,357986,172619,U,West of York Place,0,South West,ST GEORGE'S ROAD,0,15,115,2015
3/26/2015,0,0,UU,1,0,97,"Bristol, City of",E06000023,946804,3,11,10,W,3,0,357986,172619,U,West of York Place,0,South West,ST GEORGE'S ROAD,0,23,124,2015
3/26/2015,0,0,UU,0,0,119,"Bristol, City of",E06000023,946804,2,12,9,W,2,0,357986,172619,U,West of York Place,0,South West,ST GEORGE'S ROAD,0,32,153,2015
3/26/2015,0,0,UU,1,0,102,"Bristol, City of",E06000023,946804,1,13,13,W,0,0,357986,172619,U,West of York Place,1,South West,ST GEORGE'S ROAD,0,24,128,2015
3/26/2015,0,0,UU,0,0,108,"Bristol, City of",E06000023,946804,2,14,6,W,2,0,357986,172619,U,West of York Place,0,South West,ST GEORGE'S ROAD,0,19,129,2015
3/26/2015,0,0,UU,2,0,153,"Bristol, City of",E06000023,946804,1,15,11,W,1,0,357986,172619,U,West of York Place,0,South West,ST GEORGE'S ROAD,0,19,175,2015
3/26/2015,0,0,UU,10,0,182,"Bristol, City of",E06000023,946804,0,16,35,W,0,1,357986,172619,U,West of York Place,0,South West,ST GEORGE'S ROAD,0,22,215,2015
3/26/2015,0,0,UU,6,0,136,"Bristol, City of",E06000023,946804,1,17,49,W,1,0,357986,172619,U,West of York Place,0,South West,ST GEORGE'S ROAD,0,17,160,2015
3/26/2015,0,0,UU,5,0,110,"Bristol, City of",E06000023,946804,0,18,19,W,0,0,357986,172619,U,West of York Place,0,South West,ST GEORGE'S ROAD,0,17,132,2015
3/26/2015,0,0,UU,0,0,6,South Gloucestershire,E06000025,947538,0,7,0,E,0,0,373035,181683,U,junction with Kingrove Lane,0,South West,GAUNTS ROAD,0,0,6,2015
3/26/2015,0,0,UU,0,0,18,South Gloucestershire,E06000025,947538,0,8,0,E,0,0,373035,181683,U,junction with Kingrove Lane,0,South West,GAUNTS ROAD,0,1,19,2015
3/26/2015,0,0,UU,0,0,7,South Gloucestershire,E06000025,947538,0,9,0,E,0,0,373035,181683,U,junction with Kingrove Lane,0,South West,GAUNTS ROAD,0,6,13,2015
3/26/2015,0,0,UU,0,0,10,South Gloucestershire,E06000025,947538,0,10,0,E,0,0,373035,181683,U,junction with Kingrove Lane,0,South West,GAUNTS ROAD,0,0,10,2015
3/26/2015,0,0,UU,0,0,7,South Gloucestershire,E06000025,947538,0,11,1,E,0,0,373035,181683,U,junction with Kingrove Lane,0,South West,GAUNTS ROAD,0,0,7,2015
3/26/2015,0,0,UU,0,0,9,South Gloucestershire,E06000025,947538,0,12,0,E,0,0,373035,181683,U,junction with Kingrove Lane,0,South West,GAUNTS ROAD,0,2,11,2015
3/26/2015,0,0,UU,0,0,9,South Gloucestershire,E06000025,947538,0,13,0,E,0,0,373035,181683,U,junction with Kingrove Lane,0,South West,GAUNTS ROAD,0,0,9,2015
3/26/2015,0,0,UU,0,0,7,South Gloucestershire,E06000025,947538,0,14,0,E,0,0,373035,181683,U,junction with Kingrove Lane,0,South West,GAUNTS ROAD,0,0,7,2015
3/26/2015,0,0,UU,0,0,8,South Gloucestershire,E06000025,947538,0,15,0,E,0,0,373035,181683,U,junction with Kingrove Lane,0,South West,GAUNTS ROAD,0,5,13,2015
3/26/2015,0,0,UU,0,0,15,South Gloucestershire,E06000025,947538,0,16,0,E,0,0,373035,181683,U,junction with Kingrove Lane,0,South West,GAUNTS ROAD,0,1,16,2015
3/26/2015,0,0,UU,0,0,6,South Gloucestershire,E06000025,947538,0,17,0,E,0,0,373035,181683,U,junction with Kingrove Lane,0,South West,GAUNTS ROAD,0,0,6,2015
3/26/2015,0,0,UU,0,0,8,South Gloucestershire,E06000025,947538,0,18,0,E,0,0,373035,181683,U,junction with Kingrove Lane,0,South West,GAUNTS ROAD,0,2,10,2015
3/26/2015,0,0,UU,0,0,10,South Gloucestershire,E06000025,947538,0,7,0,W,0,0,373035,181683,U,junction with Kingrove Lane,0,South West,GAUNTS ROAD,0,2,12,2015
3/26/2015,0,0,UU,0,0,9,South Gloucestershire,E06000025,947538,0,8,0,W,0,0,373035,181683,U,junction with Kingrove Lane,0,South West,GAUNTS ROAD,0,1,10,2015
3/26/2015,0,0,UU,0,0,5,South Gloucestershire,E06000025,947538,0,9,0,W,0,0,373035,181683,U,junction with Kingrove Lane,0,South West,GAUNTS ROAD,0,3,8,2015
3/26/2015,0,0,UU,0,0,9,South Gloucestershire,E06000025,947538,0,10,0,W,0,0,373035,181683,U,junction with Kingrove Lane,0,South West,GAUNTS ROAD,0,0,9,2015
3/26/2015,0,0,UU,0,0,7,South Gloucestershire,E06000025,947538,0,11,0,W,0,0,373035,181683,U,junction with Kingrove Lane,0,South West,GAUNTS ROAD,0,1,8,2015
3/26/2015,0,0,UU,0,0,9,South Gloucestershire,E06000025,947538,0,12,1,W,0,0,373035,181683,U,junction with Kingrove Lane,0,South West,GAUNTS ROAD,0,0,9,2015
3/26/2015,0,0,UU,0,0,10,South Gloucestershire,E06000025,947538,0,13,0,W,0,0,373035,181683,U,junction with Kingrove Lane,0,South West,GAUNTS ROAD,0,1,11,2015
3/26/2015,0,0,UU,0,0,9,South Gloucestershire,E06000025,947538,0,14,1,W,0,0,373035,181683,U,junction with Kingrove Lane,0,South West,GAUNTS ROAD,0,0,9,2015
3/26/2015,0,0,UU,0,0,15,South Gloucestershire,E06000025,947538,0,15,0,W,0,0,373035,181683,U,junction with Kingrove Lane,0,South West,GAUNTS ROAD,0,6,21,2015
3/26/2015,0,0,UU,0,0,16,South Gloucestershire,E06000025,947538,0,16,0,W,0,0,373035,181683,U,junction with Kingrove Lane,0,South West,GAUNTS ROAD,0,1,17,2015
3/26/2015,0,0,UU,0,0,11,South Gloucestershire,E06000025,947538,0,17,2,W,0,0,373035,181683,U,junction with Kingrove Lane,0,South West,GAUNTS ROAD,0,0,11,2015
3/26/2015,0,0,UU,0,0,14,South Gloucestershire,E06000025,947538,0,18,0,W,0,0,373035,181683,U,junction with Kingrove Lane,0,South West,GAUNTS ROAD,0,1,15,2015
3/19/2015,2,1,BU,3,2,372,North Somerset,E06000024,947250,13,7,4,N,2,0,343914,163585,B3133,"South of Mill Lane, Congresbury",5,South West,High Street,1,61,449,2015
3/19/2015,2,2,BU,2,2,458,North Somerset,E06000024,947250,21,8,2,N,6,0,343914,163585,B3133,"South of Mill Lane, Congresbury",6,South West,High Street,3,57,538,2015
3/19/2015,2,0,BU,1,0,329,North Somerset,E06000024,947250,14,9,0,N,5,1,343914,163585,B3133,"South of Mill Lane, Congresbury",5,South West,High Street,2,53,398,2015
3/19/2015,1,2,BU,0,0,279,North Somerset,E06000024,947250,12,10,0,N,6,0,343914,163585,B3133,"South of Mill Lane, Congresbury",3,South West,High Street,0,44,335,2015
3/19/2015,1,1,BU,1,2,272,North Somerset,E06000024,947250,15,11,3,N,7,0,343914,163585,B3133,"South of Mill Lane, Congresbury",3,South West,High Street,1,33,321,2015
3/19/2015,2,3,BU,1,2,260,North Somerset,E06000024,947250,17,12,1,N,8,1,343914,163585,B3133,"South of Mill Lane, Congresbury",1,South West,High Street,1,59,338,2015
3/19/2015,1,0,BU,0,1,297,North Somerset,E06000024,947250,18,13,0,N,9,0,343914,163585,B3133,"South of Mill Lane, Congresbury",3,South West,High Street,4,47,362,2015
3/19/2015,1,3,BU,3,0,267,North Somerset,E06000024,947250,15,14,4,N,6,0,343914,163585,B3133,"South of Mill Lane, Congresbury",3,South West,High Street,2,60,345,2015
3/19/2015,0,4,BU,6,2,294,North Somerset,E06000024,947250,10,15,2,N,3,3,343914,163585,B3133,"South of Mill Lane, Congresbury",1,South West,High Street,0,61,374,2015
3/19/2015,1,0,BU,8,1,356,North Somerset,E06000024,947250,8,16,2,N,2,1,343914,163585,B3133,"South of Mill Lane, Congresbury",1,South West,High Street,3,61,434,2015
3/19/2015,0,2,BU,2,0,468,North Somerset,E06000024,947250,9,17,4,N,4,3,343914,163585,B3133,"South of Mill Lane, Congresbury",2,South West,High Street,1,64,546,2015
