HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
2,South West,E06000024,157500,249,North Somerset,59,410,LA Boundary,TM,6,8,6/27/2008,79,337520,2188,7,15,N,21,0,1515,337878,2008,77,155010,162596,,,338400,16021,M5,17
7,South West,E06000024,157500,365,North Somerset,99,408,LA Boundary,TM,11,10,6/27/2008,117,337520,2348,7,18,S,21,0,1554,337878,2008,99,155010,162596,,,338400,16021,M5,25
5,South West,E06000023,173458,26,"Bristol, City of",0,116,A38 St Johns Bridge,PU,75,13,6/27/2008,18,358730,776,7,3,N,A4440,17,546,359050,2008,0,173270,173550,,,358992,74772,A38,0
2,South West,E06000023,173458,29,"Bristol, City of",0,142,A38 St Johns Bridge,PU,106,34,6/27/2008,25,358730,1040,7,1,S,A4440,55,729,359050,2008,0,173270,173550,,,358992,74772,A38,1
0,South West,E06000023,178600,6,"Bristol, City of",0,86,,UU,13,14,6/27/2008,4,,529,7,1,N,,5,410,,2008,0,,,PEN PARK ROAD,North of Royston Walk,358860,930429,U,1
0,South West,E06000023,178600,8,"Bristol, City of",0,74,,UU,6,8,6/27/2008,7,,591,7,1,S,,26,495,,2008,0,,,PEN PARK ROAD,North of Royston Walk,358860,930429,U,0
0,South West,E06000023,173916,0,"Bristol, City of",0,0,,UU,0,1,6/27/2008,0,,8,7,0,E,,0,7,,2008,0,,,BOURNEVILLE ROAD,West of Poets Close,361522,946788,U,0
0,South West,E06000023,173916,0,"Bristol, City of",0,1,,UU,0,0,6/27/2008,0,,8,7,0,W,,2,7,,2008,0,,,BOURNEVILLE ROAD,West of Poets Close,361522,946788,U,0
0,South West,E06000024,169122,11,North Somerset,0,48,,BR,1,5,6/27/2008,10,,346,7,0,N,,6,281,,2008,1,,,KENN ROAD,"North of Kenn Street, Kenn",341386,947246,B3133,0
2,South West,E06000024,169122,19,North Somerset,4,41,,BR,1,4,6/27/2008,7,,255,7,3,S,,6,190,,2008,2,,,KENN ROAD,"North of Kenn Street, Kenn",341386,947246,B3133,1
