HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
5,South West,E06000024,157500,197,North Somerset,77,433,LA Boundary,TM,6,7,10/7/2014,46,337520,2555,7,8,N,,0,1912,337878,2014,50,155010,162596,,,338400,16021,M5,11
11,South West,E06000024,157500,381,North Somerset,122,571,LA Boundary,TM,0,3,10/7/2014,127,337520,2382,7,24,S,,0,1427,337878,2014,64,155010,162596,,,338400,16021,M5,33
1,South West,E06000022,165000,30,Bath and North East Somerset,3,107,A4(T),PR,9,12,10/7/2014,19,371367,499,7,3,E,Connection Rd,4,341,372440,2014,2,165575,164810,,,372200,16122,A36,2
4,South West,E06000022,165000,39,Bath and North East Somerset,1,58,A4(T),PR,4,10,10/7/2014,21,371367,427,7,7,W,Connection Rd,2,316,372440,2014,4,165575,164810,,,372200,16122,A36,2
11,South West,E06000025,176100,61,South Gloucestershire,4,425,Station Road Link,PR,7,40,10/7/2014,24,366580,2226,7,9,N,B4465,1,1693,367490,2014,12,174740,176520,,,367330,77050,A4174,1
6,South West,E06000025,176100,66,South Gloucestershire,10,268,Station Road Link,PR,9,14,10/7/2014,32,366580,1337,7,7,S,B4465,0,980,367490,2014,9,174740,176520,,,367330,77050,A4174,2
0,South West,E06000022,169664,3,Bath and North East Somerset,0,68,,CR,2,1,10/7/2014,2,,615,7,0,N,,2,541,,2014,1,,,LANSDOWN ROAD,"Lansdown, between Hamilton road and college road junctions",372226,946664,C,0
0,South West,E06000022,169664,7,Bath and North East Somerset,0,188,,CR,2,4,10/7/2014,5,,979,7,2,S,,0,778,,2014,0,,,LANSDOWN ROAD,"Lansdown, between Hamilton road and college road junctions",372226,946664,C,0
0,South West,E06000023,170896,1,"Bristol, City of",0,1,,UU,0,0,10/7/2014,1,,16,7,0,N,,0,14,,2014,0,,,GORE'S MARSH ROAD,South of Deep Combe Road,357338,946770,U,0
0,South West,E06000023,170896,0,"Bristol, City of",0,1,,UU,0,1,10/7/2014,0,,32,7,0,S,,0,30,,2014,0,,,GORE'S MARSH ROAD,South of Deep Combe Road,357338,946770,U,0
