HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,RCat,BUS,2WMV,dCount,HGVR2,AMV,Hour,HGVR3,iDir,PC,CAR,Year,HGVA5,Road Name,CP Location,S Ref E,CP,Road,HGVA3
2,South West,E06000025,182841,12,South Gloucestershire,0,60,CU,3,8,5/25/2005,9,740,13,1,E,0,657,2005,0,Aztec West Approach Road,,360727,919472,C,0
0,South West,E06000025,182841,18,South Gloucestershire,0,53,CU,3,11,5/25/2005,14,868,13,1,W,4,783,2005,0,Aztec West Approach Road,,360727,919472,C,3
