HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
18,South West,E06000024,157500,299,North Somerset,25,247,LA Boundary,TM,37,15,5/4/2001,122,337520,2758,14,7,N,21,0,2160,337878,2001,97,155010,162596,338400,16021,M5,30
11,South West,E06000024,157500,247,North Somerset,47,208,LA Boundary,TM,39,61,5/4/2001,75,337520,3965,14,6,S,21,0,3410,337878,2001,84,155010,162596,338400,16021,M5,24
0,South West,E06000024,160000,4,North Somerset,0,50,A370 Windwhistle Road,PU,9,1,5/4/2001,4,332140,440,14,0,N,A370,7,376,332680,2001,0,159230,160900,332430,37660,A3033,0
0,South West,E06000024,160000,8,North Somerset,0,58,A370 Windwhistle Road,PU,8,6,5/4/2001,6,332140,505,14,1,S,A370,0,425,332680,2001,0,159230,160900,332430,37660,A3033,1
