HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
38,South West,E06000025,182900,446,South Gloucestershire,101,602,Junction 17 M5,TM,6,14,9/25/2013,104,357747,3728,14,26,E,Junction 16 M5,0,2660,360686,2013,152,181250,183284,360000,99619,M5,25
17,South West,E06000025,182900,374,South Gloucestershire,106,478,Junction 17 M5,TM,15,15,9/25/2013,100,357747,3020,14,15,W,Junction 16 M5,0,2138,360686,2013,109,181250,183284,360000,99619,M5,27
