HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
1,South West,E06000023,173180,13,"Bristol, City of",0,68,A38,PU,48,38,6/16/2008,8,358510,1042,8,3,E,A4176,199,875,357330,2008,0,172750,174840,,,358020,7617,A4018,1
1,South West,E06000023,173180,19,"Bristol, City of",0,131,A38,PU,34,25,6/16/2008,17,358510,1056,8,1,W,A4176,78,847,357330,2008,0,172750,174840,,,358020,7617,A4018,0
7,South West,E06000025,188200,293,South Gloucestershire,93,437,Junction 15/20 M5/M4),TM,5,14,6/16/2008,72,361812,2763,8,21,N,Junction 14 M5,0,2014,368807,2008,75,183775,193200,,,366000,26020,M5,25
16,South West,E06000025,188200,391,South Gloucestershire,129,401,Junction 15/20 M5/M4),TM,0,23,6/16/2008,134,361812,3429,8,28,S,Junction 14 M5,0,2614,368807,2008,69,183775,193200,,,366000,26020,M5,15
0,South West,E06000023,176002,0,"Bristol, City of",0,3,,UU,0,10,6/16/2008,0,,40,8,0,N,,0,27,,2008,0,,,BRANSCOMBE ROAD,North of Roman Way,355350,946774,U,0
0,South West,E06000023,176002,1,"Bristol, City of",0,6,,UU,0,2,6/16/2008,1,,43,8,0,S,,0,34,,2008,0,,,BRANSCOMBE ROAD,North of Roman Way,355350,946774,U,0
0,South West,E06000023,168185,0,"Bristol, City of",0,0,,UU,0,0,6/16/2008,0,,11,8,0,N,,0,11,,2008,0,,,MATERMAN ROAD,South of Holloway Road,362313,946796,U,0
0,South West,E06000023,168185,0,"Bristol, City of",0,1,,UU,0,0,6/16/2008,0,,12,8,0,S,,1,11,,2008,0,,,MATERMAN ROAD,South of Holloway Road,362313,946796,U,0
0,South West,E06000023,171123,1,"Bristol, City of",0,11,,UU,0,0,6/16/2008,1,,76,8,0,N,,9,64,,2008,0,,,British Road,South of South Road,358020,966007,U,0
0,South West,E06000023,171123,0,"Bristol, City of",0,4,,UU,0,0,6/16/2008,0,,17,8,0,S,,1,13,,2008,0,,,British Road,South of South Road,358020,966007,U,0
