HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
2,South West,E06000024,162100,66,North Somerset,7,143,A371 Locking Moor  Road,PR,11,26,9/25/2002,41,335210,1345,8,6,E,M5 J 21,0,1099,337880,2002,8,161050,162600,336850,99376,A370,2
8,South West,E06000024,162100,72,North Somerset,6,145,A371 Locking Moor  Road,PR,8,7,9/25/2002,39,335210,1106,8,3,W,M5 J 21,1,874,337880,2002,9,161050,162600,336850,99376,A370,7
