HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,RCat,BUS,2WMV,dCount,HGVR2,AMV,Hour,HGVR3,iDir,PC,CAR,Year,HGVA5,Road Name,CP Location,S Ref E,CP,Road,HGVA3
0,South West,E06000025,178446,8,South Gloucestershire,0,82,BU,6,6,9/18/2012,6,546,10,1,E,15,444,2012,0,SOUTHMEAD ROAD,north of Kenmore Crescent,359308,947496,B4056,1
2,South West,E06000025,178446,15,South Gloucestershire,0,69,BU,5,2,9/18/2012,12,524,10,0,W,5,433,2012,1,SOUTHMEAD ROAD,north of Kenmore Crescent,359308,947496,B4056,0
